證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1303,南亞,配對交易,182.00,"9,569,000","1,741,558,000"
2303,聯電,配對交易,137.50,"5,824,190","800,826,125"
2308,台達電,配對交易,"1,886.74","18,200","34,338,668"
2308,台達電,配對交易,"1,886.73","33,800","63,771,474"
2308,台達電,配對交易,"1,885.00","1,714,000","3,230,890,000"
2308,台達電,配對交易,"1,877.50","34,000","63,835,000"
2308,台達電,配對交易,"1,840.00","330,000","607,200,000"
2317,鴻海,配對交易,238.25,"82,000","19,536,500"
2327,國巨*,配對交易,896.45,"117,000","104,884,650"
2327,國巨*,配對交易,894.55,"115,000","102,873,250"
2330,台積電,配對交易,"2,465.00","281,000","692,665,000"
2330,台積電,配對交易,"2,445.22","194,776","476,270,171"
2330,台積電,配對交易,"2,445.21","41,466","101,393,078"
2330,台積電,配對交易,"2,445.00","8,000","19,560,000"
2330,台積電,配對交易,"2,440.02","16,400","40,016,328"
2330,台積電,配對交易,"2,440.01","23,600","57,584,236"
2330,台積電,配對交易,"2,423.46","10,000","24,234,600"
2345,智邦,配對交易,"2,434.68","9,360","22,788,605"
2345,智邦,配對交易,"2,434.66","8,640","21,035,462"
2360,致茂,配對交易,"1,841.00","37,030","68,172,230"
2360,致茂,配對交易,"1,840.99","123,970","228,227,530"
2376,技嘉,配對交易,294.50,"128,395","37,812,328"
2383,台光電,配對交易,"5,333.93","4,000","21,335,720"
2449,京元電子,配對交易,307.75,"58,000","17,849,500"
2454,聯發科,配對交易,"3,995.59","46,000","183,797,140"
2454,聯發科,配對交易,"3,990.36","6,240","24,899,846"
2454,聯發科,配對交易,"3,990.35","5,760","22,984,416"
2454,聯發科,配對交易,"3,630.00","23,503","85,315,890"
2883,凱基金,配對交易,30.78,"783,000","24,100,740"
2883,凱基金,配對交易,30.77,"750,000","23,077,500"
2890,永豐金,配對交易,41.58,"469,000","19,501,020"
2891,中信金,配對交易,70.90,"2,678,000","189,870,200"
2891,中信金,配對交易,70.89,"670,000","47,496,300"
3037,欣興,配對交易,863.86,"88,665","76,594,147"
3037,欣興,配對交易,863.84,"168,335","145,414,506"
3037,欣興,配對交易,843.00,"745,000","628,035,000"
3661,世芯-KY,配對交易,"4,030.27","13,080","52,715,932"
3661,世芯-KY,配對交易,"4,030.25","10,920","44,010,330"
4938,和碩,配對交易,74.10,"243,516","18,044,536"
5521,工信,配對交易,10.20,"4,093,000","41,748,600"
6770,力積電,配對交易,71.20,"500,000","35,600,000"
8046,南電,配對交易,"1,105.00","1,450,000","1,602,250,000"
總計,,,,"31,525,846","11,864,114,557"
