單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,024,963,611","13,279,454,873","-2,254,491,262"
自營商(避險),"40,213,350,947","44,959,866,129","-4,746,515,182"
投信,"63,147,228,485","47,005,749,193","16,141,479,292"
外資及陸資(不含外資自營商),"490,000,448,871","530,510,492,374","-40,510,043,503"
外資自營商,0,0,0
合計,"604,385,991,914","635,755,562,569","-31,369,570,655"
