排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,1102,亞泥,35.0,-0.45,-1.27,06/30,67.1,55.3,55.0,49.6,36.2,18.9,11.0,9.89,11.7,10.7,6.22,10.0
2,2006,東和鋼鐵,67.4,-2.6,-3.71,06/30,26.1,30.2,30.5,47.7,52.5,36.5,20.9,13.7,10.8,9.1,3.75,13.8
3,9907,統一實,15.15,-0.05,-0.33,06/30,54.0,54.4,53.5,47.5,37.0,25.7,14.3,8.77,4.29,1.9,0.62,9.73
4,0061,元大寶滬深,25.64,0.39,1.54,06/30,76.1,64.0,58.4,45.5,24.1,13.1,4.98,5.18,2.32,0.57,0.6,5.21
5,3010,華立,129.5,6.0,4.86,06/30,0.04,21.9,28.0,36.2,31.7,23.6,10.4,6.5,4.69,5.03,2.85,6.56
6,6005,群益證,38.25,0.7,1.86,06/30,40.0,43.5,40.6,35.4,32.3,18.8,14.7,12.0,12.0,9.89,4.84,11.9
7,1319,東陽,77.4,1.2,1.57,06/30,16.4,28.0,30.5,33.1,30.0,14.7,12.2,10.0,9.34,5.86,3.72,9.46
8,6176,瑞儀,87.0,0.1,0.12,06/30,10.9,19.2,18.9,29.0,26.8,31.2,14.7,14.8,14.9,11.8,4.47,14.2
9,6188,廣明,77.5,2.8,3.75,06/30,35.8,37.2,36.6,28.6,18.1,7.42,9.1,4.99,1.74,0.44,0.73,5.13
10,2885,元大金,65.7,0.0,0.0,06/30,4.25,18.5,24.6,28.2,28.7,21.9,16.0,15.1,13.5,7.42,2.64,14.1
11,6414,樺漢,369.5,9.5,2.64,06/30,25.0,26.6,29.2,27.8,22.0,11.3,5.93,5.94,5.36,4.67,3.2,5.92
12,1477,聚陽,219.0,-3.0,-1.35,06/30,14.4,17.8,17.3,27.8,32.6,22.0,12.6,9.95,10.4,7.94,4.89,9.97
13,6515,穎崴,8085.0,70.0,0.87,06/30,38.2,43.4,36.2,26.4,18.0,11.8,12.0,7.79,5.49,5.12,,7.79
14,6510,精測,3035.0,0.0,0.0,06/30,35.9,33.6,29.0,26.1,20.1,13.0,9.69,9.15,6.74,5.76,3.75,9.19
15,3036,文曄,214.0,5.0,2.39,06/30,40.1,28.1,27.9,22.8,16.6,27.3,17.7,13.0,11.2,6.95,5.31,12.9
16,6488,環球晶,1005.0,90.0,9.84,06/30,33.6,31.4,31.6,22.6,5.62,7.72,3.11,3.09,3.02,3.96,2.08,3.1
17,2393,億光,68.0,1.3,1.95,06/30,31.4,30.9,29.7,22.3,12.6,5.3,3.93,4.45,13.0,8.06,3.35,4.49
18,2347,聯強,91.1,-0.4,-0.44,06/30,0.35,11.7,15.6,21.3,22.9,8.58,9.61,10.4,12.3,14.1,7.42,9.89
19,2850,新產,142.5,2.5,1.79,06/30,0.0,0.23,12.3,20.5,11.9,7.02,5.67,6.02,5.9,2.96,1.24,6.03
20,3005,神基,101.0,2.5,2.54,06/30,37.4,32.8,29.0,19.9,11.6,6.39,8.74,8.31,8.06,5.62,4.09,8.16
21,2368,金像電,1200.0,45.0,3.9,06/30,5.16,17.8,14.9,19.7,16.6,9.75,6.02,5.42,3.95,4.02,2.12,5.41
22,2385,群光,104.0,3.0,2.97,06/30,34.6,27.5,25.2,19.5,12.3,6.85,7.91,10.1,12.5,10.7,6.6,9.65
23,8210,勤誠,1285.0,70.0,5.76,06/30,4.74,19.1,16.4,19.3,26.3,9.91,4.69,2.32,1.42,0.38,0.18,3.02
24,7734,印能科技,3035.0,105.0,3.58,06/30,0.0,0.0,18.3,18.7,6.66,6.64,3.34,1.56,1.15,,,1.57
25,2880,華南金,38.0,0.7,1.88,06/30,9.52,18.6,19.9,18.4,19.8,11.2,10.1,8.21,7.25,6.02,2.53,8.22
26,9904,寶成,25.35,-0.05,-0.2,06/30,20.6,18.8,16.8,17.8,15.7,9.61,8.47,6.28,3.82,1.29,0.45,8.05
27,5536,聖暉*,1290.0,45.0,3.61,06/30,9.33,20.1,23.4,15.8,9.32,4.02,3.77,4.93,4.8,5.31,3.26,4.91
28,3680,家登,508.0,19.0,3.89,06/30,25.2,27.5,26.2,15.6,6.81,3.44,1.5,1.36,1.2,3.8,1.96,1.37
29,2455,全新,347.0,11.0,3.27,06/30,36.1,21.3,21.5,15.5,1.96,2.32,0.77,0.83,2.02,3.27,2.6,0.83
30,2353,宏碁,33.1,0.9,2.8,06/30,24.9,25.8,22.0,14.8,5.94,2.32,2.79,2.62,3.72,4.16,1.99,2.62
31,3711,日月光投控,680.0,53.0,8.45,06/30,7.11,8.56,6.79,14.7,17.3,13.2,6.57,4.79,6.97,6.04,,4.79
32,4966,譜瑞-KY,629.0,-2.0,-0.32,06/30,29.1,16.7,20.7,14.5,15.3,8.49,3.72,3.38,2.64,3.42,3.76,3.4
33,3264,欣銓,222.0,10.5,4.96,06/30,23.4,13.6,16.1,14.2,9.85,12.9,5.4,4.1,4.25,5.76,4.16,4.19
34,8996,高力,1550.0,75.0,5.08,06/30,5.55,7.21,17.9,14.0,8.68,4.34,3.54,1.7,0.73,0.23,0.12,2.14
35,2439,美律,90.2,0.6,0.67,06/30,36.5,26.0,21.3,14.0,5.51,3.09,9.29,7.19,9.96,4.53,2.53,7.19
36,3044,健鼎,518.0,18.5,3.7,06/30,19.2,13.5,15.1,13.9,7.51,8.69,4.89,6.65,10.4,8.1,5.75,6.51
37,006201,元大富櫃50,47.33,1.73,3.79,06/30,0.0,0.0,0.0,13.6,10.2,5.34,2.22,4.01,6.14,7.64,12.4,3.98
38,2303,聯電,164.5,0.5,0.3,06/30,26.0,21.6,15.8,13.3,11.3,17.0,9.9,7.8,8.69,6.71,2.68,7.77
39,4938,和碩,83.8,1.6,1.95,06/30,18.8,17.3,20.5,13.0,10.4,3.98,3.94,6.57,9.59,7.95,3.87,6.23
40,3624,光頡,152.5,13.5,9.71,06/30,0.0,0.0,9.76,12.6,1.01,1.49,0.95,0.63,0.44,0.89,0.76,0.64
41,4904,遠傳,105.0,-1.0,-0.94,06/30,2.96,8.73,11.7,12.5,14.1,12.0,11.9,11.5,13.5,10.6,5.55,11.5
42,5522,遠雄,64.6,0.7,1.1,06/30,0.0,31.8,28.6,12.5,12.8,7.03,5.06,6.11,4.44,7.53,5.38,5.91
43,5274,信驊,16495.0,1285.0,8.45,06/30,2.36,11.6,11.4,12.4,8.86,7.5,6.45,4.53,4.4,4.27,4.57,4.48
44,6535,順藥,100.5,0.5,0.5,06/30,24.9,20.2,16.0,12.2,11.1,4.81,1.92,1.01,0.28,0.3,,1.03
45,2441,超豐,136.5,7.5,5.81,06/30,0.01,4.01,10.4,12.1,13.7,8.83,4.06,2.98,2.47,2.52,3.13,3.01
46,4991,環宇-KY,530.0,47.5,9.84,06/30,28.5,28.6,18.0,11.7,8.17,3.84,3.07,2.32,0.91,0.7,0.77,2.32
47,9941,裕融,80.0,0.5,0.63,06/30,10.9,6.62,7.32,11.5,9.06,1.9,1.78,1.35,3.29,0.28,0.13,2.36
48,2360,致茂,2160.0,80.0,3.85,06/30,0.04,1.23,3.1,11.2,18.3,13.6,6.33,5.1,4.14,4.26,3.22,5.02
