"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"26","8215","明基材","27.65","-0.15","-0.54","2,957","05/12","+3","+3","-45","+334","+387","+387","+392","+383","+393","+390"
"27","3016","嘉晶","121.5","-7","-5.45","2,319","05/12","-521","+229","+204","+329","+756","+845","+678","-21","+842","+464"
"28","4919","新唐","181","-3","-1.63","48,845","05/12","-21","-420","-52","+323","+420","+1,675","+1,959","+1,862","+1,925","+2,022"
"29","1605","華新","34.5","-0.5","-1.43","42,785","05/12","-53","+45","-378","+319","+267","+309","-1,593","-942","+190","-665"
"30","3526","凡甲","391.5","+3.5","+0.9","1,117","05/12","+2","+28","+210","+308","+334","+350","+336","+306","+339","+322"
"31","00650L","復華香港正2","18.2","+0.24","+1.34","4,581","05/12","+52","+28","-116","+296","+283","+55","-699","-1,575","-2,225","-765"
"32","6282","康舒","56","+0.6","+1.08","96,767","05/12","-36","+165","+194","+289","+315","+315","-196","-370","+341","-103"
"33","009805","新光美國電力基建","17.11","+0.5","+3.01","14,407","05/12","-5,717","-5,717","+283","+283","+283","+284","+264","+282","+284","+284"
"34","5425","台半","81.1","+0.8","+1","44,026","05/12","+96","+183","+229","+280","+341","+366","+331","+282","+312","+298"
"35","3033","威健","44.45","+0.45","+1.02","16,919","05/12","+21","+9","-28","+277","+402","+477","+326","+353","+313","+351"
"36","4931","新盛力","202.5","+15.5","+8.29","32,312","05/12","+22","+197","+224","+239","+106","+308","-209","-884","-3,498","-1,310"
"37","4960","誠美材","38.15","-1.55","-3.9","17,595","05/12","+194","+142","+259","+238","+276","-200","+275","+235","+255","+274"
"38","00632R","元大台灣50反1","11.21","+0.05","+0.45","92,874","05/12","+117","+106","+641","+236","-799","-552","+334","+780","-2,085","+286"
"39","4722","國精化","258.5","+23.5","+10","7,264","05/12","+117","+102","+180","+232","+253","+260","-24","-522","+301","-537"
"40","6285","啟碁","282","+23","+8.88","47,531","05/12","+144","+165","+94","+227","+285","-24","-138","+319","+248","+383"
"41","2408","南亞科","321","+20","+6.64","217,596","05/12","+43","+506","-178","+225","+497","+1,384","-5,421","-19,648","-13,422","-14,021"
"42","3088","艾訊","132","+4","+3.12","2,173","05/12","+59","+72","+92","+194","+242","+243","+244","+244","+219","+239"
"43","00671R","富邦NASDAQ反1","2.48","+0.02","+0.81","3,747","05/12","+130","-63","-60","+190","-14","+32","-355","+376","+1,485","+218"
"44","6127","九豪","48.45","+0.95","+2","8,382","05/12","+60","+85","+146","+188","+241","+126","+118","+249","+236","+45"
"45","1809","中釉","40.4","+0.8","+2.02","34,259","05/12","+143","+343","+374","+187","+534","+498","+425","+448","+494","+495"
"46","1305","華夏","13","-0.35","-2.62","2,700","05/12","-3","+9","-18","+183","-32","-88","-63","+255","+239","-23"
"47","4977","眾達-KY","270.5","+24.5","+9.96","23,093","05/12","+174","+174","+174","+171","+177","+213","+1","+143","+165","-40"
"48","2236","百達-KY","139.5","-3","-2.11","607","05/12","+18","+120","+135","+161","+406","+370","+361","-1,923","+384","+402"
"49","3583","辛耘","952","+86","+9.93","5,892","05/12","+31","+149","+143","+143","+231","+119","+751","+733","+632","+750"
"50","3035","智原","208.5","+13","+6.65","40,874","05/12","+46","+99","+89","+142","-64","+385","+46","-251","-559","-158"
"51","6278","台表科","214.5","-1","-0.46","19,358","05/12","-33","-127","+49","+142","+184","+236","+193","+211","+204","+176"
"52","6414","樺漢","362","+3","+0.84","1,788","05/12","+51","+103","+108","+142","+140","+22","+173","+177","+212","+167"
"53","6215","和椿","126","+6.5","+5.44","9,136","05/12","+48","+162","+142","+138","+178","+278","-106","-271","-1,514","-83"
"54","8289","泰藝","54.9","+4.95","+9.91","7,150","05/12","+41","+60","+109","+137","+138","+150","+159","+167","+160","+167"
"55","1802","台玻","71.1","+1.2","+1.72","132,631","05/12","+307","+268","+292","+136","+1,485","+2,734","-5,295","-5,022","+2,808","-5,094"
"56","3691","碩禾","155","+14","+9.93","3,053","05/12","+77","+109","+109","+134","+174","+212","+108","+119","+102","+122"
"57","1309","台達化","16.65","-0.25","-1.48","3,957","05/12","+30","+55","+49","+130","-149","+72","+1,423","+1,425","+1,403","+1,418"
"58","2375","凱美","94.8","+3.3","+3.61","10,396","05/12","+46","+62","+62","+128","+199","+199","+93","-71","+207","-50"
"59","8069","元太","195.5","+17.5","+9.83","61,919","05/12","+93","+108","+123","+124","+133","+127","+135","+107","-111","+97"
"60","2354","鴻準","62.5","+0.9","+1.46","26,968","05/12","-618","-96","-178","+122","+219","+219","+204","+31","+22","+184"
"61","00887","永豐中國科技50大","16.19","+0.35","+2.21","11,288","05/12","+36","+137","+137","+120","+140","+561","+507","+9","+715","+251"
"62","2317","鴻海","250","-2","-0.79","84,325","05/12","-18","+27","-41","+120","+543","+750","-482","-2,544","-1,311","-1,151"
"63","2399","映泰","46.45","+1.65","+3.68","26,698","05/12","+51","+122","+113","+115","+157","+405","+353","+121","+314","+93"
"64","6488","環球晶","785","-50","-5.99","3,617","05/12","-42","-2","-18","+115","+160","+258","+227","+143","+156","+294"
"65","3209","全科","66.5","+6","+9.92","8,106","05/12","+101","+114","+114","+112","+110","+129","+117","+104","+116","+129"
"66","4906","正文","39.5","-0.8","-1.99","31,365","05/12","-16","-503","-21","+112","+786","-163","+1,443","+1,477","+1,390","+1,430"
"67","0056","元大高股息","45.58","-0.18","-0.39","71,013","05/12","+32","+55","+57","+109","+188","+145","+115","+205","0","-110"
"68","2441","超豐","96.5","+4.1","+4.44","19,025","05/12","+85","-194","-205","+109","-1,103","+299","+96","+308","+312","+232"
"69","3036","文曄","275.5","+11","+4.16","43,177","05/12","+66","+93","+101","+109","+57","-1,050","+123","+91","-97","+160"
"70","3357","臺慶科","194","+7.5","+4.02","7,844","05/12","+52","+61","+108","+109","+109","+258","+69","+207","+204","-139"
"71","3055","蔚華科","110","+10","+10","4,420","05/12","+57","+72","+86","+106","+105","+99","+72","+61","+80","-49"
"72","00738U","期元大道瓊白銀","69.45","+4.5","+6.93","17,422","05/12","+25","+51","+104","+104","+85","+273","+108","+494","+723","+124"
"73","4973","廣穎","120","+10.5","+9.59","12,716","05/12","+34","+76","+95","+101","+69","+121","-28","-88","+127","+50"
"74","3706","神達","85.9","-0.9","-1.04","12,996","05/12","0","-22","+29","+97","+141","+16","-204","-606","-122","-296"
"75","2316","楠梓電","135.5","+12","+9.72","3,238","05/12","+60","+108","+87","+96","-5","+68","-524","-1,618","+162","-999"
"76","2485","兆赫","67.7","+0.1","+0.15","21,302","05/12","+21","+66","+137","+95","+383","-1,273","+97","+840","+1,133","-94"
"77","00753L","中信中國50正2","10.92","+0.1","+0.92","11,714","05/12","-1","+301","+302","+94","-111","-141","-1,258","-4,177","-5,209","-1,148"
"78","2049","上銀","367.5","+16.5","+4.7","13,843","05/12","-2","+27","+35","+93","+88","+183","+170","+141","-148","+177"
"79","6147","頎邦","196","-0.5","-0.25","31,804","05/12","-27","-108","-219","+88","+257","+100","+780","+720","+781","+767"
"80","1536","和大","53.5","-1.8","-3.25","3,386","05/12","-8","-2","-1","+87","-21","+166","-2,135","-3,369","-3,543","-2,737"
"81","3006","晶豪科","220","-2","-0.9","40,934","05/12","-63","+58","+92","+86","+243","+307","-685","-1,111","+412","-2,065"
"82","2481","強茂","115.5","+6.5","+5.96","61,667","05/12","+34","+111","+78","+85","+5","+375","-27","-178","+322","-37"
"83","4749","新應材","1175","0","0","5,630","05/12","+25","+59","+86","+83","+87","+161","+59","+81","","+54"
"84","8926","台汽電","51.6","+0.1","+0.19","4,482","05/12","+12","+58","+83","+83","+87","+78","+255","+253","+243","+269"
"85","3714","富采","73.7","+5.8","+8.54","52,503","05/12","+202","+38","+128","+82","-157","+353","+607","+659","+489","+584"
"86","2363","矽統","63.2","+2.2","+3.61","42,472","05/12","-15","+34","+48","+81","+76","+169","+100","+78","-88","+169"
"87","4909","新復興","54.4","+0.5","+0.93","744","05/12","+13","+11","+61","+81","+117","-362","-2,116","-2,306","-5,035","-2,842"
"88","5351","鈺創","83.8","+3.7","+4.62","55,030","05/12","+37","+106","+113","+81","+217","+84","+22","-775","+266","-347"
"89","2342","茂矽","44.1","+1.05","+2.44","13,768","05/12","+55","+118","+39","+79","+291","+272","+239","-156","+299","+161"
"90","2027","大成鋼","39.7","-0.25","-0.63","23,834","05/12","-8","-5","+37","+78","+91","+95","+39","-2,174","-56","+37"
"91","2474","可成","205.5","-2.5","-1.2","3,226","05/12","+31","+31","+79","+77","+62","+66","+34","+51","-51","+73"
"92","3645","達邁","107.5","+6.5","+6.44","16,310","05/12","+30","+59","+101","+77","+66","-242","+63","+45","+84","+120"
"93","4721","美琪瑪","97.8","+2.7","+2.84","7,508","05/12","+58","-7","+57","+77","+73","+83","+84","+64","+83","+83"
"94","6174","安碁","39.35","-2.15","-5.18","1,818","05/12","+33","+49","+69","+77","+90","+91","+91","+91","+91","+91"
"95","6547","高端疫苗","48.25","-0.65","-1.33","1,605","05/12","+9","+36","+47","+76","+654","-438","+608","+561","+572","+579"
"96","6715","嘉基","480","-9.5","-1.94","2,053","05/12","-37","-26","+42","+76","-99","-11","+107","+109","+109","+109"
"97","2376","技嘉","321","-3.5","-1.08","12,395","05/12","-1","+2","+12","+70","+59","+118","-8","+72","-34","-113"
"98","3712","永崴投控","19.9","-0.4","-1.97","684","05/12","+47","+65","+64","+66","+59","+88","+93","-3","+47","+48"
"99","00830","國泰費城半導體","83.4","+1.1","+1.34","10,383","05/12","+1","+16","+50","+64","+16","+90","-168","-44","-512","+25"
"100","3317","尼克森","67.9","-0.3","-0.44","6,965","05/12","-4","+62","+49","+64","+49","+77","+73","+31","+79","+65"
"101","8114","振樺電","239.5","+21.5","+9.86","5,333","05/12","+45","+60","+64","+64","+60","+66","+63","+42","+8","+61"
"102","2881","富邦金","93.7","-1.8","-1.88","36,170","05/12","+10","-3","+34","+63","+87","+94","-75","-90","-2,647","-402"
"103","8091","翔名","190","-10","-5","1,245","05/12","+2","+61","+70","+63","-36","+159","+169","+170","+169","+170"
"104","9960","邁達康","35.1","+0.15","+0.43","163","05/12","+9","+21","+31","+63","+76","+76","+76","+76","+76","+76"
"105","2353","宏碁","28.3","-0.5","-1.74","26,977","05/12","-14","+56","+58","+61","+55","+55","-1,385","-248","-182","-783"
"106","1560","中砂","668","+39","+6.2","5,739","05/12","+20","+56","+55","+60","+75","-51","-174","-128","-309","-160"
"107","2406","國碩","34.7","-0.55","-1.56","14,739","05/12","-15","+40","-13","+60","+156","-844","-227","-183","+138","-357"
"108","3388","崇越電","121","+11","+10","2,415","05/12","+80","+67","+15","+60","+307","+2,026","+2,026","+2,026","+2,026","+2,026"
"109","2009","第一銅","40.9","+1.3","+3.28","5,369","05/12","+41","+57","+17","+57","+47","+25","-121","-765","+13","-1,236"
"110","2324","仁寶","29.9","-0.9","-2.92","51,064","05/12","-22","+23","+41","+56","-95","-1,218","-235","-394","-64","-362"
"111","4956","光鋐","46.9","+1.55","+3.42","8,650","05/12","+47","+53","+16","+56","+78","-73","-197","+16","+3","-46"
"112","6166","凌華","101.5","+8.8","+9.49","5,664","05/12","+25","+25","+29","+55","+78","+82","+62","+28","+75","+62"
"113","3532","台勝科","264.5","-3.5","-1.31","692","05/12","-246","-705","+3","+54","+195","+175","+69","+200","+225","+226"
"114","4989","榮科","94.5","-0.1","-0.11","11,633","05/12","+67","+62","+63","+54","+154","-757","-229","-11,104","+188","-2,143"
"115","2451","創見","351","+7.5","+2.18","15,721","05/12","+1","+62","+64","+53","+87","+139","-24","-166","+144","-22"
"116","3363","上詮","920","+67","+7.85","5,614","05/12","+20","+47","+53","+52","+30","+48","-124","-1,382","-1,507","-1,587"
"117","00990A","主動元大AI新經濟","18.14","+0.46","+2.6","32,990","05/12","+15","+30","+30","+51","-32","+124","+71","","","-11,664"
"118","2603","長榮","214","0","0","8,784","05/12","+1","+2","+43","+51","+49","+60","-192","-602","-1,596","-286"
"119","2377","微星","105","-2.5","-2.33","67,324","05/12","-8","+29","+2","+48","+51","+143","-34","-5","+111","-57"
"120","3624","光頡","66.3","+3.3","+5.24","14,461","05/12","+16","+24","+28","+48","+60","+69","+5","+37","+66","-179"
"121","00918","大華優利高填息30","25.49","+0.11","+0.43","44,319","05/12","+35","+46","+46","+46","+44","+52","+68","+67","-3","+69"
"122","1717","長興","82.7","+1.9","+2.35","77,114","05/12","+29","+2","+38","+46","-712","-732","-70","+4","+390","+128"
"123","2351","順德","182","-8.5","-4.46","9,592","05/12","-67","+5","+123","+46","-1,059","-1,634","+253","+318","+332","+370"
"124","5483","中美晶","155","-8.5","-5.2","31,644","05/12","-82","+32","+22","+46","-38","+140","+75","+109","+70","+152"
"125","3354","律勝","34.7","-0.3","-0.86","2,417","05/12","+20","+16","+9","+44","+45","+16","+18","+45","+45","-182"
"126","6203","海韻電","71.8","-2.9","-3.88","798","05/12","-4","+1","+1","+44","+44","+44","+43","+37","+42","+44"
"127","6509","聚和","46.65","+2.95","+6.75","10,523","05/12","+9","+5","+40","+44","+45","-398","+39","+44","+33","+44"
"128","2472","立隆電","223","-2","-0.89","16,652","05/12","-9","+18","+41","+43","+53","+21","-1","-22","+29","-21"
"129","3689","湧德","124","-0.5","-0.4","2,112","05/12","-3","-15","-299","+43","+52","+74","+51","+16","+44","-18"
"130","1587","吉茂","29.5","-0.4","-1.34","383","05/12","+38","+41","+41","+42","+42","+40","+15","-23","+30","-61"
"131","2385","群光","135","0","0","7,142","05/12","+38","+40","+40","+42","+45","+45","+34","+23","-16","+41"
"132","2382","廣達","340","-3.5","-1.02","12,855","05/12","+1","+5","-18","+41","-30","+216","+597","+98","-670","+573"
"133","5386","青雲","448","+8.5","+1.93","540","05/12","+1","-5","-196","+41","+81","+97","-786","+66","+92","+8"
"134","3339","泰谷","52.3","-1.7","-3.15","5,053","05/12","+1","+31","+40","+40","+9","+35","-30","-43","+8","+3"
"135","3062","建漢","29","+1.15","+4.13","21,881","05/12","+21","+33","+33","+37","-54","-114","+68","-96","+108","+65"
"136","3305","昇貿","128.5","+11.5","+9.83","22,543","05/12","+39","+37","+31","+37","+23","+29","-170","-328","+36","-117"
"137","00999A","主動野村臺灣高息","10.7","+0.05","+0.47","196,443","05/12","+19","+34","+26","+36","","","","","",""
"138","1795","美時","210","-23","-9.87","11,572","05/12","+35","+35","+33","+36","+36","+56","-48","-99","+40","-22"
"139","3498","陽程","112.5","+10","+9.76","3,898","05/12","+75","+89","+70","+36","+154","+152","+55","-8","+165","+25"
"140","2302","麗正","23.65","+2.15","+10","3,782","05/12","+12","+35","+35","+35","+35","+34","+33","+33","+32","+11"
"141","4716","大立","15.15","+0.1","+0.66","625","05/12","-13","-14","-28","+35","-66","+20","-240","-256","+33","-217"
"142","8074","鉅橡","83.5","+0.5","+0.6","6,574","05/12","+4","+12","+20","+34","-36","-97","+31","-108","+34","-514"
"143","00909","國泰數位支付服務","48.68","+0.79","+1.65","3,971","05/12","0","0","-1","+33","+19","+14","-17","-710","+48","-29"
"144","3042","晶技","149.5","-6","-3.86","11,996","05/12","+23","+27","+17","+33","+35","-35","+68","+48","+65","+17"
"145","4991","環宇-KY","740","+54","+7.87","1,479","05/12","-46","-181","+24","+33","+86","+152","-108","-2,334","-706","-353"
"146","2312","金寶","29.45","-0.45","-1.51","53,924","05/12","-94","+71","+46","+32","+54","+384","+144","-112","+284","+39"
"147","3294","英濟","31.1","+0.4","+1.3","467","05/12","+2","+7","+19","+32","-5","+53","-101","-542","+32","-213"
"148","4561","健椿","50.2","-1.4","-2.71","631","05/12","-19","+1","+26","+32","+38","+38","-27","-32","-36","+9"
"149","6190","萬泰科","80.6","-0.3","-0.37","8,363","05/12","+49","-29","+135","+32","-288","-161","+1,108","+1,411","+1,308","+1,390"
"150","00676R","富邦臺灣加權反1","6.17","+0.02","+0.33","4,366","05/12","+2","-9","+28","+31","+86","+73","+121","+70","+158","+158"
"151","2357","華碩","673","-13","-1.9","6,513","05/12","-5","-2","+5","+31","+31","+29","+31","+12","-4","+43"
"152","3491","昇達科","1765","-55","-3.02","2,750","05/12","-1","+13","+27","+31","+41","+14","-239","-120","-234","-240"
"153","8227","巨有科技","212.5","-13.5","-5.97","1,855","05/12","-45","+5","+12","+31","+37","+43","+42","-29","+21","+41"
"154","00919","群益台灣精選高息","25.73","-0.02","-0.08","201,467","05/12","+9","+9","+11","+30","+34","-317","-82","+34","-169","-54"
"155","4739","康普","101","+5.5","+5.76","15,007","05/12","+1","+30","+24","+30","+26","+79","+51","+75","+97","+66"
"156","8039","台虹","138.5","+3","+2.21","16,275","05/12","+45","+60","+65","+30","+41","-160","-303","+29","+130","-882"
"157","5243","乙盛-KY","103.5","-3.5","-3.27","4,199","05/12","+15","+32","+21","+29","-255","-137","+20","+5","+38","+11"
"158","1711","永光","53.9","-0.3","-0.55","25,950","05/12","+59","+51","+30","+28","+48","+1,370","+839","+1,624","+1,646","+1,616"
"159","2030","彰源","17.95","-0.05","-0.28","9,086","05/12","+7","+27","+27","+28","+28","+28","-26","+28","+28","+28"
"160","2413","環科","45","-0.4","-0.88","981","05/12","+6","+8","+12","+28","+46","+86","-366","+52","+117","-1,036"
"161","8210","勤誠","1550","-5","-0.32","4,957","05/12","-15","+6","+35","+28","+29","+14","-80","-261","-24","-214"
"162","00927","群益半導體收益","35.87","+0.02","+0.06","23,520","05/12","0","+31","+24","+27","+39","+4","+44","+46","+44","+47"
"163","1504","東元","72.5","-0.1","-0.14","12,274","05/12","+6","-97","-64","+27","+80","+116","-171","-3,042","-217","-439"
"164","2360","致茂","2440","+80","+3.39","4,455","05/12","+24","+27","+25","+27","+26","+57","+32","+6","+41","+23"
"165","3149","正達","51.4","+0.9","+1.78","15,371","05/12","+7","+24","+14","+27","+55","+80","-100","-76","-2,191","-10"
"166","2401","凌陽","25.95","+0.3","+1.17","7,541","05/12","-1","0","+12","+26","+38","+55","+32","-20","+26","+35"
"167","3032","偉訓","78.7","+1","+1.29","4,301","05/12","+3","+12","+13","+26","+16","-14","-24","-136","-11","-14"
"168","3356","奇偶","60.9","+1.2","+2.01","3,446","05/12","+3","+24","+26","+26","+47","+47","+46","+41","-62","+44"
"169","6207","雷科","68.8","+0.5","+0.73","7,685","05/12","+29","+75","+20","+26","+332","+394","+251","+239","+438","+323"
"170","6425","易發","89","+1","+1.14","8,537","05/12","+17","+17","+27","+26","-67","+1","-68","-185","+20","-400"
"171","7749","意騰-KY","508","-27","-5.05","1,417","05/12","+3","+3","+3","+26","+27","+27","+22","","","+27"
"172","2103","台橡","21.3","+0.2","+0.95","6,248","05/12","+15","+21","+25","+25","+20","+22","+25","-32","+25","-3"
"173","2368","金像電","1390","-10","-0.71","4,642","05/12","+28","+62","+29","+25","+7","-24","-1,259","-1,009","-939","-1,714"
"174","3048","益登","46.9","+1.9","+4.22","19,697","05/12","-12","+16","+7","+25","+16","+35","-23","-136","+38","-176"
"175","3081","聯亞","3055","+275","+9.89","4,194","05/12","+14","+21","+30","+24","-24","-96","-301","+45","-865","-357"
"176","4916","事欣科","68.4","+1.4","+2.09","10,917","05/12","+9","+25","+25","+24","+13","+23","-223","-260","-1,550","-254"
"177","5469","瀚宇博","82.8","-2.3","-2.7","4,569","05/12","+11","+12","+22","+24","+42","+70","-22","-549","+21","-285"
"178","0052","富邦科技","56.9","-0.05","-0.09","42,873","05/12","+8","+20","+19","+23","+54","+90","-30","+137","+138","+60"
"179","2355","敬鵬","51.6","-1.1","-2.09","9,846","05/12","-7","-7","-2","+23","-22","-137","-139","+37","+73","+34"
"180","4966","譜瑞-KY","761","+26","+3.54","16,142","05/12","-18","-10","+20","+23","-4","+35","-35","-23","+30","-19"
"181","4971","IET-KY","795","+72","+9.96","2,721","05/12","+37","+35","+27","+23","-32","-172","-511","-186","-51","-807"
"182","00686R","群益臺灣加權反1","1.11","0","0","3,699","05/12","0","0","+22","+22","+16","+19","-8","-758","+21","+23"
"183","3034","聯詠","487","-9.5","-1.91","9,533","05/12","+7","-11","+10","+22","+24","+28","+20","-32","-297","+3"
"184","8105","凌巨","14.75","+1.3","+9.67","11,600","05/12","+27","+28","+28","+22","+22","-19","-149","-42","-18","-138"
"185","3227","原相","228.5","-3","-1.3","2,480","05/12","+10","+10","+14","+21","+26","+42","+19","-53","-22","+22"
"186","5347","世界","170","-4.5","-2.58","48,960","05/12","-45","-474","-306","+21","+76","-438","-217","-252","-2,653","+65"
"187","2540","愛山林","50","-1.5","-2.91","859","05/12","0","0","+9","+20","+22","-11","-35","-94","+8","-61"
"188","3090","日電貿","120.5","+4","+3.43","16,522","05/12","+6","+14","-6","+20","+24","+16","-31","-2","-54","-54"
"189","3390","旭軟","27.7","-0.05","-0.18","1,248","05/12","+2","+2","-6","+20","-64","+46","+36","+32","+46","-3"
"190","3518","柏騰","37.6","+0.6","+1.62","2,761","05/12","+2","-2","+13","+20","+26","+60","+58","+2","+64","+24"
"191","6257","矽格","210","-2.5","-1.18","12,870","05/12","+9","-7","0","+20","-52","-48","-27","-13","+68","-147"
"192","3360","尚立","16","+1.45","+9.97","6,400","05/12","+18","+19","+19","+19","-18","+19","-7","-15","+24","+15"
"193","3430","奇鈦科","178","+10","+5.95","9,099","05/12","+13","+22","+20","+19","+11","+46","+42","+25","+46","+44"
"194","6180","橘子","39.6","+0.2","+0.51","362","05/12","0","-2","-3","+19","-2","+1","-66","-81","-62","-105"
"195","2610","華航","18.85","-0.3","-1.57","39,446","05/12","-42","+9","+8","+18","-504","-2,535","-28","-300","-559","-537"
"196","3141","晶宏","63","+5.7","+9.95","3,954","05/12","+13","+14","+11","+18","+20","+21","-3","+14","+15","+11"
"197","3661","世芯-KY","5310","-65","-1.21","3,189","05/12","-31","-21","-31","+18","+26","+77","+75","+19","-104","+60"
"198","3711","日月光投控","555","+18","+3.35","30,940","05/12","+10","+22","+9","+18","+31","-219","-493","-674","+41","-399"
"199","5471","松翰","52.4","+2.55","+5.12","10,914","05/12","+13","+17","+17","+17","+15","+25","+22","-21","+21","+25"
"200","5474","聰泰","163.5","-1","-0.61","392","05/12","0","-2","-4","+17","+26","+27","+27","+24","-1","+27"
"201","6499","益安","81.5","-2.2","-2.63","379","05/12","+1","+13","+16","+17","+15","+18","+2","-17","-61","-26"
"202","7402","邑錡","112.5","-2","-1.75","483","05/12","+7","+16","+17","+17","+37","+36","-9","-431","-5","-25"
"203","2395","研華","494.5","+16","+3.34","6,169","05/12","0","-2","+3","+16","+25","+20","+30","+23","+30","+25"
"204","3206","志豐","39.9","+0.85","+2.18","1,286","05/12","+16","+16","+16","+16","+9","+15","+16","+16","+16","+16"
"205","3580","友威科","102.5","+5.5","+5.67","4,439","05/12","+8","+19","+30","+16","+38","+33","+42","+37","-105","+31"
"206","3680","家登","602","-14","-2.27","3,618","05/12","-23","+24","+15","+16","+56","+69","+14","-235","-566","+54"
"207","4540","全球傳動","68.9","-0.6","-0.86","6,235","05/12","+4","-14","-58","+16","+95","+37","-56","-231","-68","+69"
"208","3484","崧騰","43.15","-0.65","-1.48","299","05/12","+15","+15","+15","+15","+15","+12","+12","+12","+15","+12"
"209","6695","芯鼎","52","-2","-3.7","2,812","05/12","-12","-12","+2","+15","+60","+60","+37","-28","+23","+46"
"210","8044","網家","23.55","-0.75","-3.09","692","05/12","0","+7","+9","+15","+38","+46","-4","-27","+22","-54"
"211","9921","巨大","72.1","+2.3","+3.3","4,499","05/12","+1","+16","+12","+15","+20","+58","-30","-80","+38","-136"
"212","00641R","富邦日本反1","3.92","-0.04","-1.01","5,689","05/12","0","0","+14","+14","+14","+28","+60","+197","+349","+164"
"213","1102","亞泥","34.6","-0.05","-0.14","7,762","05/12","0","+3","+14","+14","+14","+14","-15","+8","+8","+11"
"214","1402","遠東新","26.65","+0.3","+1.14","26,016","05/12","+1","+3","+3","+14","-7","+13","-56","-118","+4","-50"
"215","1598","岱宇","20.4","-1.4","-6.42","484","05/12","0","-1","+14","+14","+14","+14","+14","+3","+14","+14"
"216","2392","正崴","38.2","-0.95","-2.43","2,110","05/12","-15","+11","+9","+14","+18","+6","-3","+11","-19","-16"
