代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.07,0.14,0.48,26W29,07/17,61,706415,44.2,114.0,0,0,0.0,0.0,-5,-18436,-17.0,-2.98,1,692,6.87,0.11
00717,富邦美國特別股,14.77,-0.09,-0.61,26W29,07/17,55,26564,60.1,21.3,0,0,0.0,0.0,-2,-88,-9.06,-0.07,20,16159,74.8,13.0
00857B,永豐20年美公債,23.29,0.11,0.47,26W29,07/17,36,192519,43.9,36.0,0,0,0.0,0.0,1,1141,14.1,0.21,36,205223,46.8,38.4
00931B,統一美債20年,13.51,0.07,0.52,26W29,07/17,26,331153,52.5,15.5,0,0,0.0,0.0,1,1620,15.5,0.08,26,382815,60.6,17.9
00772B,中信高評級公司債,33.63,0.06,0.18,26W29,07/17,16,117464,47.5,3.48,0,0,0.0,0.0,1,2345,17.9,0.07,47,255455,40.7,7.58
00950B,凱基A級公司債,14.15,0.05,0.35,26W29,07/17,16,221015,43.8,5.5,0,0,0.0,0.0,1,1426,5.9,0.04,1,1600,6.62,0.04
00757,統一FANG+,130.35,-5.0,-3.69,26W29,07/17,15,34296,19.4,12.5,0,0,0.0,0.0,3,5826,17.5,2.12,6,18982,29.2,6.92
00770,國泰北美科技,65.75,-2.5,-3.66,26W29,07/17,15,7981,20.5,10.0,0,0,0.0,0.0,-2,-117,-5.68,-0.15,5,1714,25.4,2.16
00900,富邦特選高股息30,18.0,-0.88,-4.66,26W29,07/17,15,220554,25.4,13.6,0,0,0.0,0.0,15,319874,36.8,19.8,15,548928,63.2,33.9
00983A,主動中信ARK創新,11.65,-0.53,-4.35,26W29,07/17,15,75899,25.4,74.6,0,0,0.0,0.0,15,113112,37.9,111.0,15,189011,63.3,186.0
00661,元大日經225,82.15,-4.6,-5.3,26W29,07/17,11,1551,17.3,6.62,0,0,0.0,0.0,-1,-409,-30.9,-1.75,-1,-188,-14.2,-0.8
4130,健亞,26.8,-0.6,-2.19,26W29,07/17,11,1677,19.0,1.22,0,0,0.0,0.0,1,2,0.35,0.0,11,1669,18.9,1.21
1268,漢來美食,169.5,-0.5,-0.29,26W29,07/17,10,157,5.22,0.37,0,0,0.0,0.0,0,0,0.0,0.0,10,159,5.28,0.38
6657,華安,33.95,-2.0,-5.56,26W29,07/17,10,1382,12.6,1.56,0,0,0.0,0.0,1,2,0.27,0.0,10,1381,12.6,1.56
1709,和益,26.05,-1.15,-4.23,26W29,07/17,9,16787,12.3,3.52,0,0,0.0,0.0,1,313,0.54,0.07,9,17100,12.6,3.58
1799,易威,32.25,-1.85,-5.43,26W29,07/17,9,650,10.9,0.52,0,0,0.0,0.0,1,0,0.06,0.0,9,647,10.8,0.52
2645,長榮航太,216.5,-15.0,-6.48,26W29,07/17,9,12657,7.61,3.38,-1,-853,-2.08,-0.23,-1,-62,-0.15,-0.02,9,12241,7.36,3.27
2646,星宇航空,21.2,-0.35,-1.62,26W29,07/17,9,32257,10.9,1.07,5,1757,1.09,0.06,1,286,1.07,0.01,9,34366,11.6,1.14
3276,宇環,16.0,-0.8,-4.76,26W29,07/17,9,818,5.36,1.17,0,0,0.0,0.0,0,0,0.0,0.0,7,752,5.87,1.08
4534,慶騰,41.7,-0.65,-1.53,26W29,07/17,9,6465,5.49,7.45,0,0,0.0,0.0,1,1,0.0,0.0,9,6465,5.49,7.45
6469,大樹,77.8,-0.7,-0.89,26W29,07/17,9,2146,8.85,1.43,0,0,0.0,0.0,-1,-1,-0.04,0.0,9,2145,8.85,1.43
6492,生華科,43.25,-1.05,-2.37,26W29,07/17,9,1140,13.5,1.27,0,0,0.0,0.0,-1,0,0.0,0.0,9,1140,13.5,1.27
7828,創新服務,1945.0,-215.0,-9.95,26W29,07/17,9,1356,8.67,3.35,1,9,0.44,0.02,2,50,1.28,0.12,9,2161,13.8,5.34
8467,波力-KY,102.5,-4.0,-3.76,26W29,07/17,9,118,14.7,0.24,0,0,0.0,0.0,1,1,0.86,0.0,9,118,14.7,0.24
00898,國泰基因免疫革命,9.22,-0.24,-2.54,26W29,07/17,8,16070,41.3,11.4,0,0,0.0,0.0,4,2841,12.0,2.02,23,39693,49.3,28.3
00942B,台新美A公司債20+,14.27,0.05,0.35,26W29,07/17,8,281550,80.3,14.0,0,0,0.0,0.0,1,413,4.9,0.02,1,891,10.6,0.04
1722,台肥,47.1,-0.7,-1.46,26W29,07/17,8,18927,18.2,1.93,1,3,0.03,0.0,1,9,0.11,0.0,9,19258,16.7,1.97
2637,慧洋-KY,79.4,-3.1,-3.76,26W29,07/17,8,49704,26.1,6.66,2,1555,4.22,0.21,-1,-46,-0.28,-0.01,2,13796,37.5,1.85
2910,統領,23.45,-0.85,-3.5,26W29,07/17,8,209,9.46,0.12,0,0,0.0,0.0,1,0,0.0,0.0,8,208,9.42,0.12
4438,廣越,60.9,-0.9,-1.46,26W29,07/17,8,290,10.0,0.26,0,0,0.0,0.0,1,8,3.1,0.01,8,271,9.34,0.24
6491,晶碩,335.0,-24.5,-6.82,26W29,07/17,8,7397,27.8,9.48,-1,-24,-0.88,-0.03,5,119,0.66,0.15,8,7661,28.8,9.82
6625,必應,77.0,-1.6,-2.04,26W29,07/17,8,595,7.05,1.03,0,0,0.0,0.0,-4,-11,-0.29,-0.02,8,592,7.02,1.02
7610,聯友金屬-創,2410.0,-190.0,-7.31,26W29,07/17,8,3374,19.7,6.94,0,0,0.0,0.0,2,4,0.06,0.01,8,3343,19.5,6.88
00683L,期元大美元指正2,21.92,0.13,0.6,26W29,07/17,7,224,9.91,1.96,0,0,0.0,0.0,-1,-67,-12.9,-0.59,-1,-29,-5.58,-0.25
00864B,中信美國公債0-1,47.09,0.23,0.49,26W29,07/17,7,9106,19.5,9.04,0,0,0.0,0.0,-1,-1517,-25.1,-1.51,2,2858,23.9,2.84
1342,八貫,115.0,-1.5,-1.29,26W29,07/17,7,2742,7.65,3.51,1,16,0.45,0.02,1,1,0.03,0.0,7,2742,7.65,3.52
1565,精華,93.4,-2.4,-2.51,26W29,07/17,7,424,7.42,0.84,0,0,0.0,0.0,-2,-11,-0.95,-0.02,7,437,7.65,0.87
1734,杏輝,32.25,-0.25,-0.77,26W29,07/17,7,2761,19.3,1.45,0,0,0.0,0.0,3,16,0.25,0.01,7,2765,19.3,1.45
2101,南港,34.0,-0.55,-1.59,26W29,07/17,7,15154,14.1,2.06,0,0,0.0,0.0,2,133,0.45,0.02,7,15240,14.1,2.08
2707,晶華,178.5,-1.0,-0.56,26W29,07/17,7,1862,29.6,1.46,1,3,0.43,0.0,-1,-4,-0.61,0.0,7,1926,30.7,1.51
2887E,台新新光戊特一,48.65,0.0,0.0,26W29,07/17,7,891,9.48,0.18,0,0,0.0,0.0,0,0,0.0,0.0,7,891,9.48,0.18
4105,東洋,77.8,-0.9,-1.14,26W29,07/17,7,7545,21.5,3.03,1,1,0.02,0.0,3,139,0.9,0.06,4,4081,21.3,1.64
5278,尚凡*,24.3,-0.45,-1.82,26W29,07/17,7,1442,13.8,0.48,0,0,0.0,0.0,-2,-3,-0.15,0.0,7,1459,13.9,0.49
5321,美而快,54.0,-3.6,-6.25,26W29,07/17,7,458,2.66,0.86,0,0,0.0,0.0,1,0,0.0,0.0,7,446,2.59,0.84
5324,士開,12.0,-0.2,-1.64,26W29,07/17,7,6423,51.5,2.84,0,0,0.0,0.0,1,1,0.03,0.0,7,6424,51.5,2.84
5536,聖暉*,1140.0,-125.0,-9.88,26W29,07/17,7,5816,15.4,4.69,1,100,2.13,0.08,-7,-152,-0.4,-0.12,10,9836,13.4,7.93
5701,劍湖山,4.7,0.3,6.82,26W29,07/17,7,175,0.75,0.12,0,0,0.0,0.0,-2,-1,-0.04,0.0,6,150,1.23,0.11
5880,合庫金,25.35,-0.15,-0.59,26W29,07/17,7,228865,27.9,1.46,4,1172,0.31,0.01,11,11296,0.93,0.07,7,240658,29.4,1.53
00895,富邦未來車,49.09,-2.26,-4.4,26W29,07/17,6,2923,15.3,1.98,0,0,0.0,0.0,5,2090,14.2,1.41,5,3994,27.2,2.7
00916,國泰全球品牌50,26.58,-0.19,-0.71,26W29,07/17,6,7321,4.89,5.93,0,0,0.0,0.0,4,19394,39.5,15.7,4,25567,52.1,20.7
00918,大華優利高填息30,31.01,-0.76,-2.39,26W29,07/17,6,92362,5.86,2.64,0,0,0.0,0.0,4,158646,22.9,4.54,4,241856,34.9,6.92
1464,得力,10.6,-0.15,-1.4,26W29,07/17,6,1603,8.02,0.38,0,0,0.0,0.0,-1,-5,-0.21,0.0,6,1603,8.02,0.38
1590,亞德客-KY,1265.0,-85.0,-6.3,26W29,07/17,6,1411,6.7,0.71,4,463,3.08,0.23,-2,-45,-0.7,-0.02,6,1747,8.29,0.87
1736,喬山,126.0,-3.0,-2.33,26W29,07/17,6,2454,12.9,0.81,-3,-53,-0.6,-0.02,1,32,1.58,0.01,6,2528,13.2,0.83
2006,東和鋼鐵,70.2,-2.2,-3.04,26W29,07/17,6,43464,38.0,5.95,2,1726,6.95,0.24,2,28,0.11,0.0,2,8136,32.7,1.11
2434,統懋,81.8,-9.0,-9.91,26W29,07/17,6,881,3.44,2.38,0,0,0.0,0.0,-1,-4,-0.06,-0.01,6,886,3.46,2.39
2812,台中銀,20.55,0.3,1.48,26W29,07/17,6,98095,22.4,1.63,1,2825,3.31,0.05,1,255,0.3,0.0,6,102073,23.3,1.7
3033,威健,48.8,-5.4,-9.96,26W29,07/17,6,13660,3.99,2.82,1,138,0.08,0.03,-1,-814,-0.5,-0.17,6,9971,2.91,2.06
3714,富采,52.5,-5.2,-9.01,26W29,07/17,6,14802,4.44,2.01,0,0,0.0,0.0,-1,-216,-0.51,-0.03,6,13762,4.13,1.86
5210,寶碩,30.55,-0.9,-2.86,26W29,07/17,6,1097,5.63,1.34,0,0,0.0,0.0,0,0,0.0,0.0,6,1088,5.58,1.32
5353,台林,27.3,-1.3,-4.55,26W29,07/17,6,301,4.28,0.4,0,0,0.0,0.0,1,0,0.02,0.0,6,285,4.05,0.38
6957,裕慶-KY,246.5,-3.0,-1.2,26W29,07/17,6,468,8.05,0.84,0,0,0.0,0.0,1,13,0.59,0.02,6,484,8.33,0.87
7642,昶瑞機電,83.0,-1.2,-1.43,26W29,07/17,6,74,3.98,0.25,0,0,0.0,0.0,1,1,0.08,0.0,6,74,4.0,0.25
00652,富邦印度,33.35,0.13,0.39,26W29,07/17,5,2205,24.7,3.39,1,81,6.39,0.12,1,245,19.3,0.38,9,5012,28.3,7.71
00693U,期街口S&P黃豆,21.75,-0.22,-1.0,26W29,07/17,5,995,6.62,1.18,0,0,0.0,0.0,9,14270,36.4,16.9,9,16746,42.7,19.8
00924,復華S&P500成長,32.49,-0.76,-2.29,26W29,07/17,5,4961,8.87,1.12,0,0,0.0,0.0,8,13715,13.8,3.11,15,52130,27.3,11.8
00980T,平衡凱基美國TOP,11.68,-0.19,-1.6,26W29,07/17,5,238,1.25,0.33,0,0,0.0,0.0,23,31162,26.4,43.6,23,31720,26.9,44.4
