排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2409,友達,23.5,0.35,1.51,300438,06/12,-3118,-4327,537,18219,22933.0,19276.0,20048.0,32600.0,32371.0,31755.0
2,3481,群創,48.55,1.6,3.41,95655,06/12,4755,15831,15831,15756,385.0,-2111.0,-9894.0,13747.0,15636.0,7270.0
3,00405A,主動富邦台灣龍耀,9.15,0.24,2.69,147795,06/12,18,-1308,6639,6639,,,,,,
4,00664R,國泰臺灣加權反1,1.7,-0.04,-2.3,31099,06/12,879,913,1954,1926,1937.0,1927.0,1780.0,1591.0,1782.0,1875.0
5,2883,凱基金,27.45,-0.3,-1.08,98648,06/12,-9,2109,3634,1750,4054.0,4038.0,3989.0,3810.0,3850.0,3614.0
6,00632R,元大台灣50反1,10.55,-0.28,-2.59,171691,06/12,-60,503,981,1710,1867.0,1252.0,1439.0,2604.0,3675.0,1996.0
7,3702,大聯大,105.0,-3.5,-3.23,20658,06/12,1481,1644,1640,1698,1491.0,1256.0,1784.0,1734.0,1748.0,1744.0
8,00631L,元大台灣50正2,34.83,1.6,4.81,250735,06/12,792,282,571,1388,-869.0,2581.0,15090.0,14185.0,12656.0,15533.0
9,3717,聯嘉投控,20.25,-0.05,-0.25,1077,06/12,40,495,1028,1136,1427.0,1017.0,2109.0,2413.0,,2410.0
10,2367,燿華,62.7,-1.9,-2.94,56773,06/12,1401,1040,1550,1019,1473.0,1710.0,603.0,3226.0,3361.0,3278.0
11,1714,和桐,15.2,0.8,5.56,132651,06/12,581,808,820,851,902.0,901.0,903.0,906.0,903.0,902.0
12,1319,東陽,99.5,-2.5,-2.45,4952,06/12,-154,311,525,745,777.0,885.0,844.0,835.0,774.0,819.0
13,4916,事欣科,107.5,-7.0,-6.11,14018,06/12,748,775,750,736,693.0,945.0,695.0,750.0,238.0,685.0
14,2484,希華,66.7,6.0,9.88,55392,06/12,334,380,65,718,523.0,815.0,816.0,819.0,821.0,819.0
15,8042,金山電,170.5,15.5,10.0,2115,06/12,101,457,559,626,367.0,-524.0,500.0,110.0,624.0,225.0
16,6182,合晶,88.9,8.0,9.89,9408,06/12,203,95,203,615,637.0,1413.0,1597.0,1391.0,2232.0,1318.0
17,2406,國碩,39.0,-0.4,-1.02,112618,06/12,266,571,571,512,560.0,649.0,-523.0,106.0,723.0,246.0
18,6890,來億-KY,256.0,-28.0,-9.86,345,06/12,-29,-15,261,471,649.0,646.0,598.0,449.0,608.0,574.0
19,2313,華通,263.0,-12.0,-4.36,134235,06/12,-335,290,152,470,574.0,232.0,-1217.0,-544.0,293.0,-510.0
20,6821,聯寶,67.5,0.2,0.3,5672,06/12,407,408,418,418,9.0,595.0,666.0,666.0,664.0,666.0
21,2426,鼎元,68.0,1.7,2.56,22535,06/12,126,-64,271,349,298.0,-64.0,-590.0,368.0,390.0,375.0
22,6127,九豪,75.9,-3.1,-3.92,8589,06/12,62,-58,-160,341,121.0,792.0,917.0,1029.0,1004.0,849.0
23,8473,山林水,51.8,-0.2,-0.38,2480,06/12,159,282,278,330,687.0,931.0,928.0,924.0,934.0,931.0
24,8454,富邦媒,356.5,-39.5,-9.97,1026,06/12,0,332,332,327,324.0,324.0,316.0,323.0,328.0,324.0
25,3090,日電貿,256.0,23.0,9.87,38889,06/12,217,348,405,324,91.0,575.0,600.0,341.0,523.0,524.0
26,6153,嘉聯益,22.25,1.95,9.61,28665,06/12,234,154,132,312,339.0,303.0,-10.0,-520.0,450.0,-428.0
27,6285,啟碁,270.0,-2.5,-0.92,24730,06/12,413,385,361,304,226.0,357.0,459.0,649.0,598.0,642.0
28,4939,亞電,66.2,6.0,9.97,12993,06/12,132,197,79,303,433.0,409.0,439.0,-671.0,439.0,-387.0
29,6173,信昌電,276.5,25.0,9.94,20518,06/12,149,309,308,286,156.0,-310.0,251.0,-62.0,417.0,-500.0
30,2371,大同,28.4,0.5,1.79,10456,06/12,3,-33,78,283,281.0,618.0,530.0,310.0,633.0,391.0
31,8150,南茂,97.0,-0.1,-0.1,83037,06/12,-306,135,221,266,55.0,-66.0,508.0,-84.0,618.0,351.0
32,2408,南亞科,374.0,34.0,10.0,94573,06/12,433,454,233,235,-53.0,-781.0,1401.0,-14203.0,-15196.0,-14887.0
33,1605,華新,37.7,3.4,9.91,56775,06/12,212,232,232,230,-295.0,-188.0,-1371.0,-1418.0,-1518.0,-1005.0
34,2324,仁寶,36.35,0.2,0.55,82967,06/12,48,-63,536,230,9.0,849.0,684.0,523.0,433.0,532.0
35,3105,穩懋,505.0,23.5,4.88,17932,06/12,98,228,228,223,-444.0,-622.0,-514.0,-1042.0,228.0,-696.0
36,2478,大毅,171.5,-6.0,-3.38,24711,06/12,-5,129,149,220,235.0,306.0,317.0,325.0,354.0,318.0
37,8021,尖點,522.0,-48.0,-8.42,26963,06/12,-28,-38,38,218,100.0,58.0,214.0,-3795.0,430.0,-2497.0
38,3441,聯一光,70.0,-1.5,-2.1,18985,06/12,-133,153,197,209,175.0,188.0,209.0,172.0,205.0,174.0
39,5328,華容,42.35,-0.85,-1.97,39992,06/12,-4,4,-185,209,-260.0,447.0,200.0,-116.0,495.0,-41.0
40,2485,兆赫,64.8,0.0,0.0,15346,06/12,349,375,523,208,103.0,-40.0,-2160.0,-1189.0,1067.0,-161.0
41,2329,華泰,53.8,1.5,2.87,5812,06/12,200,203,203,203,39.0,-265.0,-53.0,-227.0,-713.0,-637.0
42,2881,富邦金,122.0,-3.5,-2.79,42714,06/12,-33,144,177,203,307.0,418.0,452.0,-1529.0,-2123.0,24.0
43,5269,祥碩,1375.0,45.0,3.38,939,06/12,-3,27,161,203,210.0,204.0,205.0,209.0,187.0,207.0
44,8039,台虹,149.5,13.5,9.93,17955,06/12,133,206,215,203,-10.0,110.0,-620.0,-1976.0,256.0,-755.0
45,6217,中探針,239.0,11.0,4.82,4300,06/12,63,97,134,202,229.0,85.0,-601.0,-108.0,227.0,58.0
46,9941,裕融,84.3,-3.4,-3.88,3094,06/12,30,170,196,196,201.0,199.0,200.0,199.0,200.0,196.0
47,8105,凌巨,22.45,2.0,9.78,41333,06/12,132,151,101,191,329.0,266.0,292.0,292.0,379.0,293.0
48,4958,臻鼎-KY,552.0,23.0,4.35,50209,06/12,62,7,96,189,-258.0,-615.0,-97.0,-136.0,183.0,-123.0
49,00673R,期元大S&P原油反1,13.24,0.62,4.91,35466,06/12,114,101,136,184,225.0,476.0,-16067.0,726.0,-12083.0,707.0
50,1785,光洋科,141.5,-4.0,-2.75,39350,06/12,-41,-602,-522,179,172.0,-61.0,-327.0,222.0,165.0,281.0
51,2377,微星,136.5,3.0,2.25,22802,06/12,-96,-116,-8,174,-20.0,97.0,322.0,117.0,281.0,162.0
52,6269,台郡,72.3,6.5,9.88,8194,06/12,50,39,59,163,164.0,188.0,240.0,19.0,-328.0,22.0
53,3048,益登,73.0,-2.0,-2.67,35967,06/12,109,139,133,159,123.0,184.0,195.0,74.0,159.0,4.0
54,3236,千如,63.2,5.7,9.91,6698,06/12,52,145,161,155,129.0,208.0,224.0,82.0,337.0,86.0
55,2483,百容,38.1,3.45,9.96,3345,06/12,102,144,114,153,176.0,176.0,176.0,170.0,176.0,170.0
56,2376,技嘉,342.0,2.0,0.59,8172,06/12,-5,-10,-9,147,190.0,214.0,203.0,201.0,90.0,94.0
57,2379,瑞昱,618.0,-37.0,-5.65,4606,06/12,-180,100,158,147,151.0,152.0,146.0,148.0,120.0,155.0
58,5213,亞昕,23.3,0.05,0.22,850,06/12,4,8,12,147,147.0,147.0,147.0,108.0,143.0,128.0
59,9136,巨騰-DR,17.35,1.55,9.81,5684,06/12,100,170,82,142,257.0,257.0,-47.0,257.0,257.0,120.0
60,6244,茂迪,31.1,-0.15,-0.48,32022,06/12,-271,-198,75,135,129.0,141.0,-1015.0,214.0,263.0,-186.0
61,2375,凱美,172.5,11.5,7.14,9556,06/12,169,143,140,134,-382.0,204.0,362.0,65.0,436.0,178.0
62,6830,汎銓,497.0,-18.0,-3.5,2175,06/12,94,87,133,121,127.0,187.0,-7.0,318.0,363.0,328.0
63,3019,亞光,145.5,0.0,0.0,4204,06/12,-24,-25,8,116,231.0,153.0,-974.0,325.0,111.0,319.0
64,5347,世界,169.5,8.0,4.95,34610,06/12,12,85,93,111,127.0,85.0,101.0,133.0,-1494.0,146.0
65,00635U,期元大S&P黃金,43.73,1.11,2.6,2936,06/12,-7,91,107,107,106.0,97.0,-280.0,153.0,156.0,150.0
66,00685L,群益臺灣加權正2,277.6,13.35,5.05,5077,06/12,39,56,81,107,106.0,118.0,26.0,46.0,-114.0,1.0
67,2355,敬鵬,61.6,2.9,4.94,44440,06/12,-120,99,96,106,-54.0,99.0,51.0,74.0,132.0,96.0
68,3540,曜越,25.4,0.0,0.0,226,06/12,0,0,106,106,106.0,106.0,106.0,106.0,96.0,106.0
69,3189,景碩,610.0,-9.0,-1.45,27158,06/12,3,56,191,101,43.0,201.0,-296.0,-166.0,282.0,-295.0
70,1316,上曜,11.3,0.5,4.63,5991,06/12,33,47,95,100,95.0,105.0,93.0,-89.0,-34.0,-602.0
71,2492,華新科,409.0,-8.5,-2.04,4206,06/12,-66,81,85,99,-527.0,-345.0,266.0,-27.0,400.0,105.0
72,3221,台嘉碩,60.4,0.4,0.67,19855,06/12,-1,-63,-336,98,56.0,147.0,231.0,260.0,270.0,260.0
73,8027,鈦昇,232.5,1.0,0.43,4420,06/12,-75,-9,54,96,106.0,47.0,179.0,91.0,-44.0,-22.0
74,2413,環科,61.2,3.7,6.43,23283,06/12,28,1,73,93,80.0,9.0,-254.0,-396.0,117.0,-1030.0
75,3290,東浦,61.4,-2.2,-3.46,7122,06/12,32,50,65,87,98.0,106.0,109.0,104.0,107.0,103.0
76,5426,振發,32.4,-0.05,-0.15,1677,06/12,-78,-406,-432,86,193.0,192.0,190.0,193.0,188.0,193.0
77,3374,精材,233.0,10.0,4.48,3877,06/12,-22,-2,47,85,76.0,12.0,241.0,219.0,-209.0,229.0
78,6834,天二科技,84.1,7.6,9.93,12970,06/12,50,85,85,85,-92.0,78.0,85.0,85.0,85.0,85.0
79,3691,碩禾,158.5,-8.5,-5.09,8098,06/12,25,26,36,82,291.0,358.0,534.0,517.0,566.0,540.0
80,1218,泰山,18.0,0.1,0.56,2992,06/12,81,81,81,81,81.0,81.0,81.0,81.0,79.0,81.0
81,2331,精英,21.3,0.65,3.15,2775,06/12,-5,11,26,80,149.0,155.0,121.0,-414.0,49.0,52.0
82,5464,霖宏,71.8,1.9,2.72,1951,06/12,24,53,67,79,141.0,1090.0,1681.0,1681.0,1679.0,1679.0
83,2305,全友,25.1,2.25,9.85,9609,06/12,53,58,59,76,34.0,90.0,76.0,84.0,90.0,87.0
84,6220,岳豐,34.6,0.1,0.29,1198,06/12,16,14,78,76,135.0,138.0,114.0,128.0,141.0,128.0
85,6139,亞翔,805.0,73.0,9.97,5822,06/12,92,88,88,73,78.0,116.0,139.0,-58.0,-55.0,32.0
86,2027,大成鋼,43.55,1.0,2.35,15120,06/12,7,76,69,72,32.0,371.0,392.0,284.0,278.0,369.0
87,5871,中租-KY,121.5,-1.5,-1.22,10461,06/12,-290,53,47,70,85.0,86.0,76.0,70.0,-55.0,-41.0
88,2049,上銀,323.5,5.0,1.57,2719,06/12,-12,-19,-10,69,61.0,101.0,210.0,157.0,-21.0,206.0
89,8476,台境*,19.65,0.5,2.61,1803,06/12,43,43,26,68,68.0,68.0,79.0,79.0,79.0,79.0
90,3260,威剛,405.5,11.0,2.79,12274,06/12,12,-26,56,67,16.0,119.0,-422.0,-617.0,26.0,-2455.0
91,3036,文曄,228.5,-4.0,-1.72,12664,06/12,9,13,23,65,-174.0,-284.0,-249.0,15.0,-197.0,52.0
92,5498,凱崴,69.4,2.7,4.05,29815,06/12,27,88,90,64,63.0,75.0,116.0,116.0,101.0,116.0
93,6155,鈞寶,82.0,-2.1,-2.5,35767,06/12,-278,6,39,62,-8.0,230.0,238.0,74.0,258.0,92.0
94,6270,倍微,34.4,-0.8,-2.27,3245,06/12,-12,-20,-151,61,64.0,62.0,64.0,64.0,64.0,64.0
95,2731,雄獅,152.0,0.0,0.0,861,06/12,4,-76,-57,59,38.0,37.0,14.0,-8.0,-181.0,-3.0
96,3550,聯穎,29.05,0.45,1.57,11919,06/12,-6,-119,20,57,140.0,132.0,82.0,126.0,128.0,51.0
97,00676R,富邦臺灣加權反1,5.81,-0.15,-2.52,10978,06/12,-25,-8,-16,56,109.0,117.0,152.0,303.0,307.0,295.0
98,00738U,期元大道瓊白銀,53.85,2.55,4.97,3844,06/12,5,-10,56,56,45.0,-356.0,-56.0,-93.0,322.0,-243.0
99,3687,歐買尬,79.3,1.5,1.93,858,06/12,11,-8,12,55,111.0,148.0,94.0,-19.0,134.0,-18.0
100,1815,富喬,96.2,6.1,6.77,17492,06/12,-69,-29,70,54,-90.0,92.0,-1098.0,-4053.0,-12211.0,-4670.0
101,5425,台半,101.0,9.1,9.9,24947,06/12,148,181,151,54,-163.0,265.0,528.0,454.0,541.0,502.0
102,8358,金居,574.0,34.0,6.3,1988,06/12,87,-110,-53,53,-76.0,-215.0,-1491.0,-4863.0,598.0,-3760.0
