排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
601,3714,富采,市,67.2,1.3,1.97,13360,06/18,2127,0,123,2250,76.5,10.4,＋・＋
602,2731,雄獅,市,152.0,-0.5,-0.33,1162,06/18,-219,-198,-2,-418,9.64,10.3,－－－
603,1717,長興,市,72.4,1.3,1.83,10887,06/18,948,208,23,1179,121.0,10.3,＋＋＋
604,3706,神達,市,86.9,0.6,0.7,10100,06/18,798,270,26,1094,137.0,10.3,＋＋＋
605,6668,中揚光,市,47.2,1.05,2.28,6828,06/18,-216,0,-14,-230,11.0,10.3,－・－
606,8271,宇瞻,市,211.0,2.5,1.2,2180,06/18,-176,0,14,-162,13.3,10.3,－・＋
607,3483,力致,櫃,93.8,2.5,2.74,516,06/18,116,0,8,123,10.1,10.2,＋・＋
608,4909,新復興,櫃,49.85,-0.45,-0.89,562,06/18,23,0,0,23,9.49,10.2,＋・－
609,9924,福興,市,40.65,0.2,0.49,91,06/18,29,0,0,29,15.3,10.2,＋・・
610,6411,晶焱,櫃,106.5,9.3,9.57,3618,06/18,875,0,104,978,10.1,10.1,＋・＋
611,7805,威聯通,櫃,692.0,9.0,1.32,60,06/18,-1,0,0,-1,3.36,10.1,－・＋
612,8255,朋程,櫃,195.0,17.5,9.86,2828,06/18,321,0,24,345,10.3,10.1,＋・＋
613,6234,高僑,櫃,45.1,1.45,3.32,1750,06/18,-130,0,0,-130,10.1,10.1,－・＋
614,2352,佳世達,市,30.85,0.05,0.16,4569,06/18,697,-19,-14,663,160.0,10.1,＋－－
615,6679,鈺太,櫃,285.5,14.0,5.16,533,06/18,111,-60,27,78,5.55,10.1,＋－＋
616,2476,鉅祥,市,125.0,2.5,2.04,3435,06/18,675,0,0,675,22.0,10.1,＋・＋
617,3552,同致,櫃,52.0,1.7,3.38,199,06/18,29,0,-2,27,9.86,10.1,＋・－
618,2538,基泰,市,10.1,-0.05,-0.49,582,06/18,35,0,4,39,44.8,10.1,＋・＋
619,3441,聯一光,櫃,92.3,3.2,3.59,14142,06/18,-514,0,-40,-554,4.03,10.0,－・－
620,2436,偉詮電,市,73.4,3.1,4.41,5190,06/18,1621,0,117,1738,20.1,10.0,＋・＋
621,2362,藍天,市,47.55,-0.5,-1.04,2071,06/18,360,0,16,376,62.3,10.0,＋・＋
622,6788,華景電,櫃,438.0,3.0,0.69,753,06/18,40,0,0,40,3.88,10.0,＋・－
623,6462,神盾,櫃,114.0,1.5,1.33,843,06/18,15,0,-15,0,9.12,10.0,＋・－
624,2329,華泰,市,55.6,1.3,2.39,18366,06/18,2337,0,554,2892,65.7,10.0,＋・＋
625,5534,長虹,市,83.2,-2.0,-2.35,2506,06/18,77,0,-5,72,31.4,10.0,＋・－
626,00982B,FT投資級債20+,櫃,9.94,0.06,0.61,73,06/18,0,0,68,68,2.87,9.9,・・＋
627,5309,系統電,櫃,69.0,1.2,1.77,4570,06/18,632,-5,69,696,22.9,9.9,＋－＋
628,1541,錩泰,市,22.0,-0.5,-2.22,19,06/18,-7,0,0,-7,7.79,9.9,－・・
629,2636,台驊控股,市,70.2,-0.3,-0.43,287,06/18,-41,0,13,-28,14.0,9.9,－・＋
630,1904,正隆,市,23.1,0.1,0.43,4403,06/18,725,0,-8,717,109.0,9.9,＋・－
631,2704,國賓,市,45.6,-0.5,-1.08,262,06/18,-25,0,1,-24,36.2,9.9,－・＋
632,3546,宇峻,櫃,85.9,-0.2,-0.23,482,06/18,-57,0,-11,-68,5.77,9.9,－・－
633,2845,遠東銀,市,12.95,-0.35,-2.63,37160,06/18,-9411,4161,265,-4985,480.0,9.8,－＋＋
634,4721,美琪瑪,櫃,100.5,2.4,2.45,2410,06/18,267,0,57,324,7.39,9.8,＋・＋
635,5234,達興材料,市,396.0,13.5,3.53,584,06/18,-14,-1,28,13,10.1,9.8,－－＋
636,6143,振曜,櫃,89.2,-0.2,-0.22,357,06/18,-95,0,1,-94,8.44,9.8,－・＋
637,2387,精元,市,39.5,0.1,0.25,492,06/18,-78,0,-20,-98,19.2,9.8,－・－
638,5315,光聯,櫃,23.0,-0.05,-0.22,444,06/18,-29,0,0,-29,10.4,9.8,－・・
639,2820,華票,市,17.85,0.0,0.0,3572,06/18,930,0,6,936,131.0,9.8,＋・＋
640,8064,東捷,櫃,156.0,2.0,1.3,14755,06/18,-909,0,-17,-926,18.0,9.7,－・－
641,2340,台亞,市,39.95,1.45,3.77,19977,06/18,4521,0,386,4907,42.7,9.7,＋・＋
642,6245,立端,櫃,81.5,-0.2,-0.24,513,06/18,-97,0,-2,-99,14.2,9.7,－・－
643,3466,德晉,櫃,33.2,-0.65,-1.92,390,06/18,-24,0,-1,-25,7.53,9.7,－・－
644,2066,世德,櫃,64.7,1.6,2.54,178,06/18,9,0,0,9,4.29,9.6,＋・・
645,6426,統新,市,210.5,15.5,7.95,1109,06/18,-150,0,1,-149,3.71,9.6,－・＋
646,3167,大量,市,820.0,13.0,1.61,410,06/18,-10,-2,29,17,8.58,9.6,－－＋
647,6188,廣明,櫃,79.6,0.2,0.25,942,06/18,-30,-2,-6,-38,26.8,9.6,－－－
648,8936,國統,櫃,58.1,3.0,5.44,8888,06/18,1215,-9,0,1206,23.9,9.6,＋－－
649,6125,廣運,櫃,63.6,2.9,4.78,5054,06/18,-315,0,97,-217,24.9,9.6,－・＋
650,6494,九齊,櫃,69.2,1.8,2.67,1133,06/18,65,0,3,68,3.03,9.6,＋・＋
651,1806,冠軍,市,8.22,0.05,0.61,491,06/18,58,0,-5,54,37.5,9.6,＋・－
652,4739,康普,市,123.5,0.5,0.41,3725,06/18,-292,0,60,-232,11.9,9.6,－・＋
653,4905,台聯電,櫃,71.9,0.2,0.28,10,06/18,1,0,-1,0,2.81,9.6,＋・－
654,6120,達運,市,15.05,0.35,2.38,5539,06/18,1117,0,82,1199,57.4,9.6,＋・＋
655,4745,合富-KY,櫃,14.55,-0.05,-0.34,124,06/18,-13,0,0,-13,6.67,9.6,－・・
656,009801,中信美國創新科技,市,12.42,-0.01,-0.08,600,06/18,122,0,-7,115,9.65,9.5,＋・－
657,2441,超豐,市,135.0,8.5,6.72,13883,06/18,4270,-2186,440,2524,54.2,9.5,＋－＋
658,8163,達方,市,44.95,0.5,1.12,7719,06/18,129,0,12,141,26.7,9.5,＋・＋
659,1813,寶利徠,櫃,11.85,0.0,0.0,43,06/18,-1,0,0,-1,4.41,9.4,－・・
660,6261,久元,櫃,98.8,4.4,4.66,1267,06/18,173,0,-5,169,12.1,9.4,＋・－
661,6277,宏正,市,72.4,-0.4,-0.55,319,06/18,42,0,1,43,11.2,9.4,＋・＋
662,3090,日電貿,市,332.5,30.0,9.92,23571,06/18,-1153,2428,-4,1271,26.9,9.4,－＋－
663,9938,百和,市,44.0,-0.4,-0.9,1332,06/18,-676,-10,4,-682,27.8,9.3,－－＋
664,6284,佳邦,櫃,106.0,-1.5,-1.4,9462,06/18,-353,0,36,-318,13.8,9.3,－・＋
665,4123,晟德,櫃,37.2,0.05,0.13,1707,06/18,-15,0,-32,-47,71.1,9.2,－・－
