排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2002,中鋼,19.05,0.05,0.26,06/29,-5758,-10732,-137171,-248886,-250788.0,-142443.0,74719.0,-34907.0,126762.0,-38948.0
2,6770,力積電,78.9,0.6,0.77,06/29,-3995,-28991,-124059,-168381,-174706.0,-132311.0,19113.0,84983.0,14889.0,80425.0
3,1301,台塑,53.2,1.0,1.92,06/29,-9330,-48788,-51449,-78638,-89632.0,-78721.0,-163928.0,-155587.0,-193680.0,-164573.0
4,2303,聯電,164.0,0.0,0.0,06/29,-7570,-20165,-37583,-64635,-97518.0,-403299.0,-368325.0,-452894.0,-947491.0,-435726.0
5,2618,長榮航,43.9,0.1,0.23,06/29,285,-215,-32717,-44391,-104151.0,-73351.0,36975.0,-4797.0,40668.0,368.0
6,2449,京元電子,308.5,0.5,0.16,06/29,-1621,-9634,-14688,-37044,-34846.0,-63102.0,-34178.0,-1151.0,3045.0,9179.0
7,2883,凱基金,29.65,-0.25,-0.84,06/29,-18755,-17079,-24968,-28784,-50413.0,82190.0,111864.0,111806.0,-30654.0,112194.0
8,2885,元大金,65.7,-0.6,-0.9,06/29,-7349,-16784,-21623,-27927,-22065.0,-25524.0,21590.0,17494.0,-57255.0,21043.0
9,00919,群益台灣精選高息,29.46,-0.1,-0.34,06/29,17771,8027,-18537,-25306,-40299.0,-11830.0,-32251.0,-47969.0,-151182.0,-46635.0
10,2891,中信金,70.3,0.0,0.0,06/29,1423,2278,-11196,-24064,-76427.0,-38696.0,46244.0,125744.0,-63847.0,125993.0
11,5880,合庫金,24.85,0.15,0.61,06/29,-5353,-11589,-12810,-23995,-52296.0,-67161.0,25294.0,66776.0,34109.0,66591.0
12,1326,台化,54.9,0.7,1.29,06/29,-11533,-20524,-20974,-22462,-29511.0,-38115.0,-103026.0,-93135.0,-128127.0,-95048.0
13,2324,仁寶,34.2,-0.6,-1.72,06/29,224,-10964,-12285,-21677,-28110.0,-271129.0,-277768.0,-159127.0,129496.0,-153087.0
14,2834,臺企銀,17.8,0.05,0.28,06/29,4559,3738,-7278,-18661,-21665.0,-58079.0,102034.0,245500.0,204409.0,245257.0
