排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1,2923,鼎固-KY,市,27.35,1.3,4.99,126,06/30,25,0,-3,22,1730.0,99.4,＋・－
2,8482,商億-KY,市,50.0,0.05,0.1,14,06/30,5,0,0,5,98.6,91.7,＋・・
3,8455,大拓-KY,櫃,27.8,0.8,2.96,9,06/30,1,0,0,1,22.1,87.8,＋・・
4,6230,尼得科超眾,市,124.0,3.0,2.48,46,06/30,12,0,0,12,75.1,87.0,＋・・
5,6890,來億-KY,市,197.0,-4.5,-2.23,907,06/30,-40,100,-36,25,215.0,86.1,－＋－
6,4560,強信-KY,市,33.2,0.45,1.37,157,06/30,21,0,1,22,57.6,84.6,＋・＋
7,2762,世界健身-KY,市,82.5,0.8,0.98,238,06/30,-20,0,0,-20,93.0,82.7,－・・
8,1590,亞德客-KY,市,1335.0,-20.0,-1.48,697,06/30,-33,3,0,-29,161.0,80.3,－＋＋
9,1341,富林-KY,市,57.7,0.7,1.23,10,06/30,-1,0,0,-1,42.2,79.9,－・・
10,6415,矽力*-KY,市,598.0,0.0,0.0,1636,06/30,-337,80,5,-253,311.0,79.9,－＋＋
11,006203,元大MSCI台灣,市,196.4,6.55,3.45,35,06/30,-2,0,-4,-6,8.03,78.5,－・－
12,3711,日月光投控,市,680.0,53.0,8.45,26490,06/30,5972,-655,448,5765,3488.0,78.0,＋－＋
13,6965,中傑-KY,市,76.5,-1.7,-2.17,24,06/30,-13,0,2,-11,121.0,77.2,－・＋
14,5276,達輝-KY,櫃,18.7,0.05,0.27,15,06/30,0,0,0,0,30.4,77.0,・・・
15,6629,泰金-KY,櫃,108.5,0.0,0.0,23,06/30,-6,0,0,-6,29.5,76.8,－・－
16,6924,榮惠-KY創,市,120.5,-5.0,-3.98,46,06/30,-1,0,3,2,15.8,76.6,－・＋
17,2239,英利-KY,市,21.8,-0.1,-0.46,49,06/30,4,0,2,6,88.6,75.3,＋・＋
18,6666,羅麗芬-KY,市,43.7,0.3,0.69,23,06/30,-4,0,0,-4,35.7,75.2,－・・
19,8291,尚茂,櫃,41.5,0.1,0.24,93,06/30,1,0,0,1,12.8,73.5,＋・・
20,8499,鼎炫-KY,市,312.0,3.0,0.97,29,06/30,-7,0,-1,-8,29.7,72.2,－・－
21,4148,全宇生技-KY,市,30.3,-0.25,-0.82,17,06/30,0,0,0,0,47.8,71.2,・・・
22,2330,台積電,市,2410.0,40.0,1.69,49540,06/30,-1426,-51,652,-824,18096.0,69.8,－－＋
23,8488,吉源-KY,市,10.05,0.0,0.0,0,06/30,0,0,0,0,51.2,69.6,・・・
24,6863,永道-KY,市,91.8,1.4,1.55,103,06/30,59,0,-5,54,51.9,69.3,＋・－
25,6550,北極星藥業-KY,市,13.55,0.3,2.26,1275,06/30,372,0,-7,365,614.0,68.6,＋・－
26,6781,AES-KY,市,1180.0,50.0,4.42,1524,06/30,322,0,44,366,58.1,68.0,＋・＋
27,3093,港建*,櫃,72.0,2.4,3.45,3043,06/30,-21,0,-3,-24,98.8,68.0,－・－
28,2754,亞洲藏壽司,櫃,68.6,-0.1,-0.15,11,06/30,1,0,0,1,31.8,67.9,＋・・
29,4807,日成-KY,市,36.3,-0.3,-0.82,417,06/30,80,0,0,80,33.0,67.3,＋・・
30,8426,紅木-KY,櫃,20.05,-0.25,-1.23,21,06/30,-1,0,0,-1,33.8,67.2,－・－
31,4569,六方科-KY,市,170.5,2.5,1.49,78,06/30,-5,0,0,-5,20.5,67.1,－・・
32,2029,盛餘,市,20.7,0.1,0.49,224,06/30,-20,0,-1,-21,215.0,66.9,－・－
33,2924,宏太-KY,櫃,17.95,0.0,0.0,0,06/30,0,0,0,0,34.8,66.8,・・・
34,3529,力旺,櫃,2925.0,25.0,0.86,443,06/30,17,5,14,36,49.0,65.6,＋＋＋
35,6862,三集瑞-KY,市,201.5,18.0,9.81,725,06/30,65,0,23,88,32.6,65.2,＋・＋
36,4571,鈞興-KY,市,167.0,3.5,2.14,181,06/30,-46,0,0,-46,34.6,65.2,－・・
37,5538,東明-KY,市,32.6,0.3,0.93,11,06/30,0,0,1,1,128.0,63.8,・・＋
38,6451,訊芯-KY,市,568.0,5.0,0.89,3995,06/30,-437,0,-6,-443,71.4,63.7,－・－
39,2308,台達電,市,1950.0,45.0,2.36,14371,06/30,-1444,40,324,-1080,1652.0,63.6,－＋＋
40,4439,冠星-KY,市,91.2,0.2,0.22,16,06/30,0,0,0,0,23.4,61.4,・・・
41,4442,竣邦-KY,櫃,50.3,-0.2,-0.4,1,06/30,0,0,0,0,19.5,60.9,・・・
