排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3481,群創,44.65,4.05,9.98,05/22,11335,-25438,-31535,-34696,-107422,-116649,-116307.0,391098.0,532366.0,276063.0
2,2881,富邦金,95.1,-1.0,-1.04,05/22,-4544,-3408,-2642,-27951,-61405,-74264,63640.0,9373.0,177553.0,34355.0
3,2882,國泰金,79.7,1.0,1.27,05/22,-4351,-4766,-8060,-27890,-42929,-43601,92259.0,-145953.0,154178.0,21624.0
4,2891,中信金,57.6,0.1,0.17,05/22,-67,-8977,-2503,-22978,-9541,-34631,226960.0,96248.0,193109.0,170041.0
5,0050,元大台灣50,97.3,1.45,1.51,05/22,199,-7380,-2768,-17634,-11421,-32025,-23529.0,-154981.0,62954.0,-33641.0
6,2027,大成鋼,41.95,-0.4,-0.94,05/22,624,-138,-1040,-17495,-47810,-46582,14538.0,67147.0,73068.0,34997.0
7,2344,華邦電,125.0,11.0,9.65,05/22,-3764,-2960,-9283,-14665,-7146,10844,155433.0,155236.0,87327.0,150091.0
8,2542,興富發,43.2,-0.45,-1.03,05/22,116,-7729,-8600,-11722,-15967,-5699,4871.0,-20208.0,36370.0,-1143.0
9,00631L,元大台灣50正2,32.56,0.98,3.1,05/22,-90,-17500,-15622,-11198,-26246,64203,326358.0,322362.0,317645.0,325763.0
10,00991A,主動復華未來50,18.58,0.66,3.68,05/22,-11562,-15363,-16805,-10694,9054,14923,88857.0,,,94866.0
11,00919,群益台灣精選高息,26.73,0.2,0.75,05/22,-7908,-7734,-9043,-8374,-19147,-1941,35348.0,-135270.0,-49605.0,-63413.0
12,2317,鴻海,250.0,2.5,1.01,05/22,-1152,-3114,-3445,-7626,-30756,-55317,-1991.0,23800.0,-11432.0,33805.0
13,2312,金寶,33.1,3.0,9.97,05/22,-3538,-5056,-5842,-7181,-29271,5083,13945.0,-31114.0,59157.0,-51611.0
14,4958,臻鼎-KY,516.0,46.5,9.9,05/22,-5546,-5938,-6117,-6413,-6443,4138,20862.0,-17638.0,3523.0,13959.0
15,2363,矽統,66.7,3.9,6.21,05/22,-1286,-1523,-979,-6255,-10537,-13850,-19140.0,-21720.0,13477.0,-19957.0
16,2356,英業達,59.5,5.4,9.98,05/22,337,203,2034,-5934,-41290,-91541,-103690.0,-59799.0,-125610.0,-71690.0
17,8069,元太,224.0,-6.5,-2.82,05/22,-206,-969,-1639,-5693,-6271,6265,11745.0,30824.0,28991.0,21565.0
18,2615,萬海,84.3,3.1,3.82,05/22,-1160,-1049,-5435,-5627,-5433,-5984,-14025.0,-44278.0,3445.0,4310.0
19,6239,力成,283.0,25.5,9.9,05/22,-1586,-1966,-2047,-5605,-5533,2218,22629.0,8195.0,9472.0,20114.0
20,0056,元大高股息,46.35,0.91,2.0,05/22,2408,-8267,-8999,-5442,-23641,-32064,36858.0,-18968.0,67822.0,-24255.0
21,6806,森崴能源,9.27,-1.03,-10.0,05/22,0,-502,-930,-5151,-5813,-6524,-13666.0,-12861.0,-6624.0,-12986.0
22,00662,富邦NASDAQ,119.5,0.3,0.25,05/22,142,-33,-3138,-5058,-2552,1044,5140.0,25988.0,23006.0,19866.0
23,00940,元大台灣價值高息,11.49,0.17,1.5,05/22,-7977,-4580,-5367,-4855,-5452,29031,66893.0,4591.0,50001.0,63694.0
24,1785,光洋科,144.0,1.5,1.05,05/22,-1616,-2287,-3618,-4599,1549,9451,8044.0,5548.0,-5494.0,9850.0
25,00980A,主動野村臺灣優選,23.16,0.67,2.98,05/22,-5074,-5074,-5074,-4582,-1183,2776,2546.0,692.0,5971.0,1553.0
26,00891,中信關鍵半導體,33.61,0.99,3.03,05/22,-6624,-5482,-6975,-4203,9690,19890,24858.0,15032.0,14939.0,24269.0
27,00922,國泰台灣領袖50,36.86,0.66,1.82,05/22,0,-4000,-4000,-4000,-4498,-4972,1020.0,-27077.0,-11856.0,-14866.0
28,2887,台新新光金,23.8,-0.05,-0.21,05/22,3710,-4066,-3528,-3770,-30602,-71071,105081.0,141218.0,-926730.0,-10986.0
29,009816,凱基台灣TOP50,14.19,0.3,2.16,05/22,-13771,-13501,-9989,-3738,6738,41588,91637.0,,,
30,4960,誠美材,35.8,-0.65,-1.78,05/22,-34,-3099,-2797,-3299,-477,-1115,3576.0,4317.0,4783.0,5083.0
31,6116,彩晶,11.85,1.05,9.72,05/22,-2868,-5496,-5092,-3240,-28462,-30846,-8585.0,93166.0,76361.0,97559.0
32,6285,啟碁,296.0,15.5,5.53,05/22,-265,-607,-1437,-3026,-9634,-9707,-3145.0,-340.0,-3755.0,-6337.0
33,6505,台塑化,51.0,-0.3,-0.58,05/22,623,708,948,-3017,-5295,-6852,6134.0,1294.0,-14261.0,1419.0
34,3714,富采,81.4,7.4,10.0,05/22,-826,-2257,-2349,-2965,-2497,7127,9495.0,20020.0,22136.0,17623.0
35,2328,廣宇,54.8,2.7,5.18,05/22,-368,-234,-1137,-2805,-2820,2887,-5927.0,-7920.0,29816.0,-9057.0
36,2347,聯強,84.1,-0.3,-0.36,05/22,9,21,175,-2776,-1959,364,2283.0,-68863.0,-3399.0,-650.0
37,5388,中磊,85.1,2.1,2.53,05/22,-436,-1497,-1734,-2588,-5202,-5422,2167.0,8773.0,6915.0,7160.0
38,2313,華通,278.0,20.0,7.75,05/22,-307,-2348,-1951,-2545,-1157,-6481,9340.0,7159.0,-16093.0,-1351.0
39,1605,華新,36.5,1.0,2.82,05/22,-7,323,242,-2530,-3075,5969,-48870.0,-98985.0,66001.0,-108368.0
40,5351,鈺創,80.5,5.3,7.05,05/22,-1114,-1151,-1740,-2482,-5616,-2121,1088.0,-757.0,1866.0,-6414.0
41,3105,穩懋,531.0,48.0,9.94,05/22,-302,-432,-196,-2438,-3699,1254,-4465.0,-98.0,-14584.0,-1289.0
42,2388,威盛,88.0,2.0,2.33,05/22,-1668,-1774,-1722,-2291,-1945,-1974,-10295.0,-10600.0,-3724.0,-6184.0
43,009819,中信數據及電力,10.17,0.05,0.49,05/22,0,0,-183,-2244,-2267,3945,,,,
44,6415,矽力*-KY,562.0,5.0,0.9,05/22,270,-2419,-2313,-2133,-2175,-5378,-9135.0,-3134.0,1675.0,7378.0
45,1904,正隆,19.1,0.25,1.33,05/22,-137,-866,-1345,-2124,-2236,-1039,-1667.0,-629.0,-4346.0,-485.0
