排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00785B,富邦金融投等債,34.92,-0.16,-0.46,07/21,-0.16,-0.57,0.13,98.2,99.3,98.6,96.8,95.5,91.9,90.6,,94.8
2,00780B,國泰A級金融債,37.73,-0.14,-0.37,07/21,-12.5,5.03,98.6,98.1,94.5,90.0,76.7,79.3,79.5,59.6,,78.1
3,00756B,群益投等新興公債,31.8,-0.08,-0.25,07/21,-25.5,98.2,97.6,96.4,93.2,98.5,94.9,89.3,89.8,65.8,,91.9
4,020038,元大ESG配息N,13.57,0.3,2.26,07/21,100.0,100.0,91.7,92.0,90.3,72.7,43.5,46.6,58.1,16.0,,51.7
5,020039,元大加權N,14.08,0.45,3.3,07/21,100.0,99.4,90.5,89.6,91.0,88.9,68.3,48.2,40.8,,,47.5
6,910322,康師傅-DR,23.35,-0.55,-2.3,07/21,83.5,90.4,88.1,87.8,83.8,35.9,-14.8,-4.6,-3.13,-0.56,-0.29,4.37
7,020012,富邦行動通訊N,22.14,0.78,3.65,07/21,100.0,100.0,100.0,82.4,82.4,84.6,83.1,68.0,80.9,55.6,,69.4
8,00788B,元大10年IG電能債,29.99,-0.13,-0.43,07/21,-0.15,-0.15,79.0,81.3,75.7,71.3,62.7,58.8,45.0,-4.49,,50.9
9,00683L,期元大美元指正2,22.03,0.12,0.55,07/21,79.8,86.0,91.2,80.9,9.06,21.8,17.5,11.5,5.58,15.9,,12.5
10,00787B,元大10年IG醫療債,32.6,-0.23,-0.7,07/21,-38.3,-41.8,71.6,78.1,60.9,63.2,71.3,62.0,37.8,-4.12,,63.3
11,00693U,期街口S&P黃豆,22.36,0.27,1.22,07/21,86.5,79.5,78.1,77.4,65.5,60.2,28.5,12.8,-6.39,-8.31,,9.28
12,020030,統一智慧電動車N,17.19,0.92,5.65,07/21,0.0,20.0,-4.76,75.3,25.8,55.2,26.1,38.3,45.1,74.8,,41.6
13,00960,野村全球航運龍頭,18.05,0.28,1.58,07/21,44.7,62.0,74.5,73.6,69.3,32.8,37.2,40.5,41.1,,,45.0
