排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00689R,國泰20年美債反1,21.58,-0.01,-0.05,101,06/26,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,00768B,復華20年美債,51.5,0.15,0.29,2836,06/26,-96.2,-98.7,-99.0,-99.0,-83.3,-96.2,-98.3,-80.0,,-80.0
3,00731,復華富時高息低波,88.55,-2.4,-2.64,601,06/26,-62.5,-62.5,-62.5,-98.1,0.0,-25.0,-78.6,-96.2,-97.8,-96.2
4,00938,凱基優選30,24.14,-0.46,-1.87,2106,06/26,0.0,0.0,0.0,-96.3,0.0,-87.8,0.0,-54.5,-96.0,-50.0
5,00980T,平衡凱基美國TOP,11.0,-0.24,-2.14,1471,06/26,0.0,0.0,0.0,-93.7,0.0,0.0,-38.5,-92.2,,-92.1
6,00668,國泰美國道瓊,60.25,0.0,0.0,160,06/26,0.0,-44.4,-44.4,-93.6,-93.7,-50.0,-37.5,-95.9,-84.8,-95.9
7,00936,台新永續高息中小,20.78,-0.39,-1.84,1721,06/26,-71.4,0.0,0.0,-86.8,-9.09,-37.5,66.7,-98.4,-99.4,-98.1
8,00985D,主動貝萊德優投等,10.36,0.02,0.19,448,06/26,-83.3,-83.3,-83.3,-83.3,-33.3,100.0,,,,
9,00944,野村趨勢動能高息,21.54,-0.84,-3.75,673,06/26,0.0,0.0,0.0,-81.6,0.0,40.0,0.0,-82.5,-89.2,-82.5
10,009801,中信美國創新科技,12.05,-0.34,-2.74,1506,06/26,0.0,0.0,4.0,-81.4,-53.6,-71.7,-85.7,-97.1,-98.6,-97.1
11,00981T,平衡凱基雙核收息,12.19,-0.11,-0.89,5655,06/26,3.45,3.45,3.45,-77.1,-76.4,-77.9,-45.5,-64.7,,-14.3
12,00933B,國泰10Y+金融債,16.3,0.01,0.06,25725,06/26,-1.32,-72.5,-75.2,-75.7,-90.0,-90.4,-90.6,-95.5,-97.6,-95.5
13,5906,台南-KY,38.0,-0.25,-0.65,19,06/26,4.17,0.0,0.0,-75.5,-89.8,-89.8,-89.8,-91.0,-91.0,-91.0
14,4442,竣邦-KY,50.5,-1.1,-2.13,39,06/26,-25.0,-77.5,-75.7,-75.3,-68.4,-47.1,-95.5,-82.2,,-80.9
15,00915,凱基優選高股息30,32.01,-1.27,-3.82,4490,06/26,-9.3,-13.3,-7.14,-70.2,-18.8,-68.8,-75.2,-96.5,-96.9,-90.7
16,00917,中信特選金融,22.2,-0.1,-0.45,407,06/26,-10.9,-8.16,-10.0,-69.1,-29.7,0.0,-35.3,,543.0,329.0
17,00652,富邦印度,33.04,-0.3,-0.9,504,06/26,-1.69,-1.69,0.0,-67.6,-64.8,48.7,61.1,-10.8,26.1,-12.1
