"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"901","2069","運錩","19.5","-0.15","-0.76","26W23","06/05","59.3","+0.08","54.3","+0.5","52.8","0"
"902","2910","統領","21.6","+0.25","+1.17","26W23","06/05","96","0","94.3","0","93.2","0"
"903","6171","大城地產","24","-0.45","-1.84","26W23","06/05","84.6","0","83.1","0","79.4","0"
"904","1470","大統新創","22.7","+0.1","+0.44","26W23","06/05","81.5","0","77.7","0","71.5","0"
"905","5533","皇鼎","14","-0.1","-0.71","26W23","06/05","76.3","+0.24","73.3","+0.01","70.7","0"
"906","5903","全家","189","+0.5","+0.27","26W23","06/05","90.5","+0.03","89.5","0","89.1","0"
"907","00707R","期元大S&P日圓反1","32.21","0","0","26W23","06/05","78.8","0","78.8","0","78.8","0"
"908","8463","潤泰材","21.95","0","0","26W23","06/05","80.2","+0.02","78.5","+0.02","76","0"
"909","5478","智冠","103.5","-1.5","-1.43","26W23","06/05","78.3","0","77","0","73","0"
"910","1451","年興","16.5","-0.05","-0.3","26W23","06/05","59.3","+0.39","57.9","0","56.6","0"
"911","4726","永昕","24.8","-0.9","-3.5","26W23","06/05","54.3","+0.05","52.3","+0.41","49.8","0"
"912","2524","京城","35.9","-1.6","-4.27","26W23","06/05","92.4","0","91.9","0","91.7","0"
"913","3522","御嵿","11.45","+0.05","+0.44","26W23","06/05","55.8","-0.05","52.4","-0.77","52.4","0"
