排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00695B,富邦美債7-10,35.59,0.22,0.62,07/17,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,,2.88
2,5483,中美晶,235.5,-23.5,-9.07,07/17,0.27,0.29,0.94,2.24,2.6,3.53,4.52,3.86,5.7,10.7,11.8,4.31
3,1303,南亞,199.0,-22.0,-9.95,07/17,0.59,1.24,1.48,1.75,1.97,3.22,3.22,3.52,3.78,0.58,2.71,3.34
4,00741B,富邦全球非投等債,37.79,0.09,0.24,07/17,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,,1.7
5,3532,台勝科,424.0,-47.0,-9.98,07/17,0.09,0.17,0.3,1.34,2.15,2.27,2.55,3.53,4.25,2.55,0.98,3.82
6,8046,南電,1150.0,-125.0,-9.8,07/17,0.01,0.03,0.31,1.26,2.13,3.66,3.02,6.27,4.96,3.8,4.14,7.02
7,5434,崇越,562.0,-34.0,-5.7,07/17,0.19,0.3,0.37,1.21,2.39,3.88,3.51,2.71,0.47,5.24,6.45,2.75
8,8039,台虹,192.5,-7.0,-3.51,07/17,0.75,0.75,1.14,1.14,1.04,1.05,0.73,0.52,0.74,0.78,0.78,0.48
9,2313,華通,212.0,-23.5,-9.98,07/17,0.01,0.08,0.28,1.12,1.16,0.96,-0.93,-0.17,1.82,-0.13,3.03,1.97
10,4722,國精化,228.0,-25.0,-9.88,07/17,0.0,0.0,0.0,1.02,1.02,4.18,5.94,5.23,6.03,6.32,1.72,5.23
11,4764,雙鍵,296.0,-32.5,-9.89,07/17,0.0,0.0,0.0,1.0,2.15,2.27,4.4,4.5,4.5,4.5,,4.5
12,009814,富邦標普500,11.19,-0.11,-0.97,07/17,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,,,,0.98
13,3211,順達,385.5,-41.0,-9.61,07/17,0.05,0.1,0.11,0.95,3.21,3.42,-8.76,-6.83,-14.4,12.1,12.1,-10.7
14,3167,大量,766.0,-85.0,-9.99,07/17,0.14,0.17,0.78,0.95,1.66,1.4,-2.14,2.75,9.16,9.77,9.73,0.01
15,00709,富邦歐洲,40.2,-0.19,-0.47,07/17,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,,0.86
16,6435,大中,290.0,-18.5,-6.0,07/17,0.57,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.51,0.69
17,4958,臻鼎-KY,521.0,-57.0,-9.86,07/17,0.05,0.04,0.08,0.68,0.28,1.6,4.16,4.33,3.63,1.43,5.23,3.87
18,2458,義隆,164.5,-11.0,-6.27,07/17,0.03,0.12,0.1,0.66,2.41,3.84,2.28,0.78,1.5,17.6,13.8,-0.66
19,5269,祥碩,1435.0,-80.0,-5.28,07/17,0.15,0.21,0.21,0.53,1.61,3.39,4.75,4.34,-1.72,3.13,5.12,4.99
20,3008,大立光,4010.0,-250.0,-5.87,07/17,0.04,0.21,0.21,0.5,0.16,-0.1,1.13,0.23,2.5,2.44,1.98,1.17
21,6213,聯茂,319.0,-6.0,-1.85,07/17,0.45,0.44,0.46,0.49,1.61,2.66,1.96,2.92,2.24,2.87,2.55,2.54
22,7734,印能科技,2850.0,-310.0,-9.81,07/17,0.02,0.37,0.47,0.46,0.42,0.34,4.17,5.43,5.35,,,5.43
23,8150,南茂,110.5,-12.0,-9.8,07/17,0.0,-0.03,-0.03,0.46,0.62,1.32,4.44,4.54,4.5,4.48,4.5,4.59
24,3037,欣興,794.0,-88.0,-9.98,07/17,0.04,0.15,0.3,0.45,0.57,1.41,1.42,6.65,8.67,5.91,10.6,7.09
25,2542,興富發,43.3,-0.05,-0.12,07/17,0.32,0.33,0.36,0.42,0.52,1.11,4.31,3.89,4.53,1.33,0.95,3.79
26,2351,順德,172.5,-19.0,-9.92,07/17,-0.04,-0.04,-0.04,0.4,0.44,1.53,3.14,3.14,2.95,0.35,1.9,3.14
27,4770,上品,214.0,-12.5,-5.52,07/17,0.0,0.25,0.4,0.4,0.4,0.4,0.4,0.43,-2.97,-0.75,,0.43
28,009815,大華美國MAG7+,11.22,-0.35,-3.03,07/17,0.0,0.39,0.39,0.39,0.39,0.39,0.39,,,,,
29,3264,欣銓,214.0,-23.5,-9.89,07/17,0.1,0.2,0.2,0.38,0.14,-0.74,-5.05,1.09,-1.25,11.2,13.3,1.33
30,4961,天鈺,154.0,-14.0,-8.33,07/17,-0.02,0.12,0.12,0.38,0.6,0.9,1.36,1.46,-5.62,2.5,,0.58
31,3014,聯陽,125.0,-6.5,-4.94,07/17,0.0,0.13,0.01,0.36,0.62,2.18,2.92,2.47,0.42,3.11,5.08,2.09
32,8081,致新,240.5,-13.5,-5.31,07/17,-0.05,0.02,0.01,0.36,0.01,1.41,1.95,2.02,1.94,2.38,2.09,2.58
33,006201,元大富櫃50,41.3,-3.26,-7.32,07/17,0.0,0.07,0.19,0.35,0.8,0.55,3.21,2.01,-5.55,-5.1,-75.2,0.6
34,6548,長科*,73.5,-4.0,-5.16,07/17,0.09,0.17,0.17,0.33,0.74,0.62,1.22,1.16,3.42,3.29,,2.37
35,8028,昇陽半導體,315.0,-35.0,-10.0,07/17,0.33,0.3,0.32,0.32,-0.07,0.61,3.88,2.2,3.79,3.33,,4.28
36,6488,環球晶,1240.0,-130.0,-9.49,07/17,0.08,0.13,0.16,0.3,0.85,0.1,3.26,4.4,8.07,7.66,8.14,6.99
37,5871,中租-KY,119.5,-1.0,-0.83,07/17,0.19,0.24,0.28,0.29,0.17,-0.01,4.22,3.42,-2.59,6.69,7.13,2.19
38,2441,超豐,126.5,-12.5,-8.99,07/17,0.15,0.17,0.16,0.29,0.46,-1.6,-3.06,-5.83,-1.66,1.3,-4.4,-5.16
39,3665,貿聯-KY,1765.0,-190.0,-9.72,07/17,0.01,0.2,0.37,0.29,0.72,1.7,-2.53,-4.59,-6.03,7.97,9.69,-6.98
40,3624,光頡,97.7,-10.8,-9.95,07/17,0.0,0.0,0.0,0.28,0.28,-0.68,1.88,1.88,1.88,-1.75,1.88,1.88
41,2059,川湖,7890.0,-765.0,-8.84,07/17,0.0,0.2,0.29,0.27,0.56,0.64,2.29,1.74,-0.27,4.53,6.63,-0.26
42,2408,南亞科,395.5,-43.5,-9.91,07/17,0.01,-0.04,0.14,0.25,0.18,2.08,3.38,1.25,4.96,1.91,4.91,1.55
43,00646,元大S&P500,76.05,-0.8,-1.04,07/17,0.05,0.08,0.23,0.25,0.29,0.36,0.55,1.02,0.71,0.71,0.71,1.05
44,6770,力積電,68.9,-7.6,-9.93,07/17,0.02,0.27,0.27,0.25,0.19,0.3,0.42,0.17,0.6,-0.4,,0.28
45,5439,高技,262.0,-27.0,-9.34,07/17,0.19,0.26,0.26,0.25,0.25,-0.44,-3.6,-2.87,4.02,1.32,4.95,-1.14
46,6206,飛捷,119.0,-6.0,-4.8,07/17,0.13,0.23,0.23,0.23,0.22,0.21,0.38,0.29,-6.64,0.71,0.6,-0.68
47,8016,矽創,286.0,-9.0,-3.05,07/17,0.07,0.07,0.06,0.23,0.47,-0.2,0.9,0.27,0.64,1.31,-1.05,-1.04
48,2887,台新新光金,35.55,-0.6,-1.66,07/17,0.08,0.11,0.15,0.23,0.27,0.35,0.33,1.95,7.63,11.6,11.7,2.06
