排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,1216,統一,70.8,0.6,0.85,05/28,79.2,81.8,83.0,82.3,74.4,61.8,60.6,61.7,60.1,62.6,65.7,59.4
2,4904,遠傳,93.6,0.7,0.75,05/28,80.2,82.5,82.9,80.5,76.2,67.0,62.5,63.2,53.3,54.9,56.0,61.2
3,2912,統一超,207.0,0.5,0.24,05/28,76.7,80.3,82.0,83.4,82.2,78.9,63.9,63.1,63.2,64.6,67.7,61.6
4,2880,華南金,29.6,-0.35,-1.17,05/28,82.1,80.8,81.7,83.2,79.9,77.3,70.0,65.6,60.0,56.6,47.6,66.7
5,00967B,元大優息美債,8.97,-0.03,-0.33,05/28,59.3,87.5,81.5,75.4,52.6,38.7,13.2,6.68,4.7,,,8.57
6,2633,台灣高鐵,24.8,-0.45,-1.78,05/28,89.5,82.4,80.9,81.7,81.7,74.8,70.8,69.8,63.5,53.7,,69.8
7,1102,亞泥,32.4,-0.6,-1.82,05/28,83.5,78.8,80.6,84.1,83.4,74.9,68.5,67.2,62.5,54.4,48.5,65.2
8,5876,上海商銀,38.65,-0.8,-2.03,05/28,83.5,79.3,78.9,75.0,65.6,58.1,65.0,54.8,55.7,57.7,,60.5
9,8464,億豐,308.5,2.5,0.82,05/28,60.9,68.6,76.4,84.9,68.5,73.8,69.7,20.7,12.6,4.88,2.06,35.0
10,2412,中華電,136.5,-0.5,-0.36,05/28,81.2,75.4,75.0,76.1,54.5,52.2,44.9,47.0,44.2,41.4,40.1,46.0
11,2886,兆豐金,39.8,0.35,0.89,05/28,62.1,67.0,71.0,72.6,66.8,64.2,53.2,53.8,50.4,50.1,48.2,51.8
12,9910,豐泰,68.0,0.8,1.19,05/28,71.0,66.7,70.2,70.8,68.5,63.5,68.5,21.4,14.7,5.65,1.92,31.7
13,2607,榮運,47.3,0.0,0.0,05/28,60.6,72.0,70.0,61.6,51.4,51.2,52.2,44.3,43.1,35.2,18.9,49.7
14,1590,亞德客-KY,1390.0,-45.0,-3.14,05/28,78.0,74.7,69.6,74.2,74.4,72.4,74.6,71.2,73.0,72.2,54.2,71.0
15,5871,中租-KY,107.0,0.0,0.0,05/28,68.9,68.1,68.8,69.4,67.3,68.0,55.2,47.4,52.0,59.0,55.5,51.3
16,2382,廣達,308.5,-3.5,-1.12,05/28,71.8,72.5,68.6,66.5,64.8,58.4,50.1,48.8,44.7,36.1,41.6,47.3
17,2504,國產,34.5,-0.45,-1.29,05/28,74.8,73.8,68.4,58.7,57.3,59.0,53.6,47.5,49.3,41.2,25.3,52.0
18,2892,第一金,27.25,-0.35,-1.27,05/28,74.5,68.8,66.8,75.2,81.2,69.3,64.7,54.2,53.6,53.8,45.4,63.5
19,2891,中信金,59.3,0.1,0.17,05/28,72.8,66.4,65.9,64.6,51.4,49.3,59.5,54.2,53.9,50.2,48.6,57.8
20,2548,華固,121.0,-0.5,-0.41,05/28,63.8,62.1,65.9,68.4,67.7,57.0,37.2,34.3,35.8,36.2,34.4,37.1
21,4915,致伸,70.7,-1.3,-1.81,05/28,70.0,70.6,65.7,65.5,59.9,63.8,64.5,59.8,51.7,44.4,33.6,59.3
22,2618,長榮航,35.3,0.5,1.44,05/28,56.2,63.5,65.6,65.3,62.7,57.1,54.7,46.6,43.4,34.7,26.7,47.0
23,9907,統一實,15.8,-0.05,-0.32,05/28,73.0,67.7,65.4,62.8,62.8,56.0,55.1,20.1,9.69,4.2,1.34,33.8
24,6670,復盛應用,258.0,-4.0,-1.53,05/28,72.0,63.3,64.9,65.0,62.4,53.8,47.6,42.3,54.2,46.2,,46.0
25,2610,華航,18.6,0.15,0.81,05/28,52.9,63.6,64.9,57.7,55.0,49.1,58.8,50.2,51.2,35.5,24.2,49.6
26,2393,億光,62.3,-0.4,-0.64,05/28,57.2,64.6,64.7,57.3,61.5,55.4,44.2,38.1,40.7,40.8,30.7,40.9
