代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
6414,樺漢,503.0,13.0,2.65,07/23,26,15341,25.5,10.5,0,0,0.0,0.0,2,160,1.15,0.11,20,7737,15.6,5.3
00898,國泰基因免疫革命,9.33,-0.07,-0.74,07/23,17,7315,43.3,5.21,0,0,0.0,0.0,-4,-426,-18.6,-0.3,17,9226,54.6,6.57
2357,華碩,769.0,12.0,1.59,07/23,16,25757,31.7,3.47,-7,-2201,-7.42,-0.3,1,16,0.45,0.0,16,22272,27.4,3.0
5324,士開,12.05,0.0,0.0,07/23,15,3157,62.1,1.39,0,0,0.0,0.0,0,0,0.0,0.0,15,3157,62.1,1.39
2385,群光,106.0,-0.5,-0.47,07/23,14,20100,29.5,2.62,-7,-7302,-21.8,-0.95,-2,-392,-3.87,-0.05,-1,-36,-0.94,0.0
6505,台塑化,93.2,8.1,9.52,07/23,13,93486,11.3,0.98,-2,-1629,-0.75,-0.02,1,794,0.83,0.01,13,109822,13.3,1.15
8415,大國鋼,37.75,0.35,0.94,07/23,13,3658,37.0,0.35,0,0,0.0,0.0,3,21,0.8,0.0,13,3120,31.5,0.3
009824,群益美國科技巨頭,10.2,0.03,0.29,07/23,12,20462,10.8,3.09,0,0,0.0,0.0,4,17385,40.6,2.62,4,22794,53.2,3.44
2368,金像電,941.0,1.0,0.11,07/23,12,10187,15.7,1.97,-4,-5077,-21.5,-0.98,4,305,1.3,0.06,-3,-2281,-12.9,-0.44
2618,長榮航,40.85,-1.25,-2.97,07/23,12,312869,45.4,5.79,-11,-54219,-8.7,-1.0,-2,-917,-1.18,-0.02,14,265655,34.5,4.92
2603,長榮,203.5,-2.5,-1.21,07/23,11,58910,46.6,2.72,-10,-7877,-7.15,-0.36,-2,-303,-1.69,-0.01,-1,-383,-6.22,-0.02
6768,志強-KY,70.6,0.8,1.15,07/23,11,1078,24.6,0.54,0,0,0.0,0.0,2,6,0.86,0.0,3,203,17.0,0.1
