"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(萬張)","超過600張增減(張)","超過600張增減(%)","持股超過800張(萬張)","超過800張增減(張)","超過800張增減(%)","持股超過1千張(萬張)","超過1千張增減(張)","超過1千張增減(%)"
"340","3055","蔚華科","91","-8.5","-8.54","26W19","05/08","7.66","+477","+0.63","7.45","+477","+0.64","7.27","+1,221","+1.71"
"341","2610","華航","19.05","-0.9","-4.51","26W19","05/08","404","+2,321","+0.06","399","+1,027","+0.03","392","-5,765","-0.15"
"342","2038","海光","13.6","-0.5","-3.55","26W19","05/08","10.1","-193","-0.19","9.92","-193","-0.19","9.74","-114","-0.12"
"343","2455","全新","359.5","-39.5","-9.9","26W19","05/08","8.24","+7,837","+10.5","7.18","+7,865","+12.3","6.74","+8,931","+15.3"
"344","5864","致和證","48.25","-5.35","-9.98","26W19","05/08","31.9","+5,636","+1.8","30.5","+4,176","+1.39","29.7","+4,557","+1.56"
"345","6113","亞矽","24.6","-1.6","-6.11","26W19","05/08","2.54","0","0","2.54","0","0","2.54","0","0"
"346","00641R","富邦日本反1","3.94","+0.1","+2.6","26W19","05/08","3.51","+1,692","+5.06","3.28","+134","+0.41","3.11","+964","+3.2"
"347","7799","禾榮科","377.5","-12.5","-3.21","26W19","05/08","12","-79","-0.07","11.8","0","0","11.2","0","0"
"348","8046","南電","831","-14","-1.66","26W19","05/08","53.8","-3,758","-0.69","52.6","-2,054","-0.39","52","-4,774","-0.91"
"349","00696B","富邦美債20年","28.83","-0.12","-0.41","26W19","05/08","57.3","+31,243","+5.77","57.2","+30,721","+5.68","57.1","+30,721","+5.69"
"350","4105","東洋","74.5","-1","-1.32","26W19","05/08","11","+896","+0.82","10.2","+858","+0.85","9.39","+902","+0.97"
"351","4938","和碩","92.1","-4.8","-4.95","26W19","05/08","205","-3,530","-0.17","201","-1,804","-0.09","197","-1,181","-0.06"
"352","2402","毅嘉","63.5","-2.8","-4.22","26W19","05/08","13.4","-5,788","-4.13","13.1","-3,013","-2.25","12.8","-261","-0.2"
"353","1101","台泥","23.85","-0.55","-2.25","26W19","05/08","398","+11,812","+0.3","388","+16,004","+0.41","380","+7,903","+0.21"
"354","6658","聯策","188.5","+1.5","+0.8","26W19","05/08","1.46","+581","+4.15","1.18","-36","-0.3","1.18","-36","-0.3"
"355","5608","四維航","14.65","-0.4","-2.66","26W19","05/08","10","+2,528","+2.59","9.6","+1,211","+1.28","9.07","+306","+0.34"
"356","2884","玉山金","32.9","-0.45","-1.35","26W19","05/08","1,118","-33,717","-0.3","1,094","-29,795","-0.27","1,076","-34,387","-0.32"
"357","3189","景碩","698","-14","-1.97","26W19","05/08","34.7","-10,166","-2.85","33.5","-9,993","-2.9","32.6","-5,312","-1.6"
"358","2017","官田鋼","9.3","-0.33","-3.43","26W19","05/08","26","+392","+0.15","25.4","-294","-0.12","25.3","-294","-0.12"
"359","2543","皇昌","47.5","-1.8","-3.65","26W19","05/08","37.3","-3,393","-0.9","36.3","-2,112","-0.58","36","-1,957","-0.54"
"360","2887H","台新新光庚特二","40.7","-0.2","-0.49","26W19","05/08","14.8","+80","+0.05","14.2","+80","+0.06","13.9","+80","+0.06"
"361","2105","正新","33.5","-0.6","-1.76","26W19","05/08","257","-3,739","-0.15","255","-3,118","-0.12","253","-5,063","-0.2"
"362","00908","富邦入息REITs+","14.56","-0.03","-0.21","26W19","05/08","1.17","-759","-6.09","1.04","-1,439","-12.2","0.95","-1,439","-13.2"
"363","8927","北基","20.2","+0.2","+1","26W19","05/08","33","+1,035","+0.31","31.9","+1,646","+0.52","30.7","-162","-0.05"
"364","1904","正隆","21.7","-0.2","-0.91","26W19","05/08","69.8","-1,196","-0.17","67.9","-1,220","-0.18","66.9","-1,160","-0.17"
"365","1723","中碳","84.3","-1","-1.17","26W19","05/08","11.7","+28.1","+0.02","11.4","+15.1","+0.01","11.2","-29.9","-0.03"
"366","6024","群益期","60.6","+0.2","+0.33","26W19","05/08","16.5","+1,246","+0.76","16.2","+2,036","+1.27","16","+163","+0.1"
"367","8016","矽創","285","-18.5","-6.1","26W19","05/08","4.59","+2,588","+5.98","3.91","+2,266","+6.16","3.16","-741","-2.29"
"368","00695B","富邦美債7-10","34.88","-0.11","-0.31","26W19","05/08","2.77","+491","+1.8","2.64","-179","-0.67","2.54","-179","-0.7"
"369","9110","越南控-DR","3.8","-0.15","-3.8","26W19","05/08","2.04","+120","+0.59","1.54","+132","+0.87","1.19","+151","+1.29"
"370","2892","第一金","29.1","-0.2","-0.68","26W19","05/08","982","+39,434","+0.4","965","+41,412","+0.43","952","+43,627","+0.46"
"371","2634","漢翔","45","-1.55","-3.33","26W19","05/08","45.3","+3,717","+0.83","44.5","+3,036","+0.69","43.9","+990","+0.23"
"372","4707","磐亞","19.25","-0.75","-3.75","26W19","05/08","26.9","+1,939","+0.73","25.9","+1,511","+0.59","25.4","+2,516","+1"
"373","6142","友勁","8.4","-0.31","-3.56","26W19","05/08","17.8","-29.9","-0.02","17.2","+702","+0.41","16.6","+1,607","+0.98"
"374","00936","台新永續高息中小","20.3","-1.01","-4.74","26W19","05/08","3.92","-2,447","-5.88","3.85","-2,392","-5.85","3.85","-1,584","-3.95"
"375","3380","明泰","34.45","-3.05","-8.13","26W19","05/08","35.8","-4,288","-1.18","35.6","-3,513","-0.98","35.2","-907","-0.26"
"376","1722","台肥","47.7","-0.55","-1.14","26W19","05/08","60.8","-11,235","-1.81","59.1","-11,066","-1.84","57.8","-10,475","-1.78"
"377","1532","勤美","22","-0.4","-1.79","26W19","05/08","25.4","-1,872","-0.73","24.4","-1,893","-0.77","23.7","-2,763","-1.15"
"378","1815","富喬","96.9","-5.1","-5","26W19","05/08","22.3","-14,780","-6.23","21.7","-15,071","-6.5","20.8","-17,797","-7.87"
"379","4971","IET-KY","603","-67","-10","26W19","05/08","0.76","-849","-10","0.48","-893","-15.6","0.38","-15.4","-0.4"
"380","1784","訊聯","67.8","+0.6","+0.89","26W19","05/08","1.38","-540","-3.77","1.25","+794","+6.8","0.71","0","0"
"381","1102","亞泥","33.75","-0.65","-1.89","26W19","05/08","288","-3,659","-0.13","284","-4,261","-0.15","282","-1,711","-0.06"
"382","3031","佰鴻","28.85","-2.15","-6.94","26W19","05/08","10.1","-43","-0.04","10.1","-43","-0.04","9.73","-21","-0.02"
"383","3052","夆典","10.7","-0.25","-2.28","26W19","05/08","12.4","+651","+0.53","11.9","+1,287","+1.1","11.3","+1,399","+1.25"
"384","1402","遠東新","26.75","-0.8","-2.9","26W19","05/08","464","+136","0","460","+727","+0.02","457","-1,942","-0.04"
"385","6510","精測","3565","+265","+8.03","26W19","05/08","1.42","+79","+0.56","1.35","+29","+0.21","1.26","+29","+0.23"
"386","3541","西柏","22.35","-0.25","-1.11","26W19","05/08","1.85","+242","+1.33","1.58","+242","+1.56","1.32","+1,216","+10.1"
"387","2027","大成鋼","41.8","-2","-4.57","26W19","05/08","173","+30,580","+1.8","170","+29,858","+1.79","168","+27,891","+1.69"
"388","2637","慧洋-KY","78.5","-2.1","-2.61","26W19","05/08","59.1","+6,671","+1.14","57.6","+4,575","+0.8","56.7","+4,428","+0.79"
"389","1455","集盛","10","+0.9","+9.89","26W19","05/08","34","-356","-0.1","33.7","+1,498","+0.45","33","+700","+0.21"
"390","00948B","中信優息投資級債","9.47","-0.04","-0.42","26W19","05/08","271","-17,561","-0.64","266","-16,884","-0.63","263","-18,614","-0.7"
"391","0050","元大台灣50","100.95","-3.2","-3.07","26W19","05/08","486","-33,573","-0.69","478","-36,047","-0.75","473","-38,718","-0.81"
"392","1776","展宇","18.15","-0.35","-1.89","26W19","05/08","3.69","0","0","3.13","0","0","2.6","0","0"
"393","2867","三商壽","7.97","-0.11","-1.36","26W19","05/08","481","+9,428","+0.2","475","+11,577","+0.24","469","+9,412","+0.2"
"394","1442","名軒","26.65","-0.65","-2.38","26W19","05/08","30.8","-1,443","-0.47","29.7","-92.7","-0.03","28.6","-193","-0.07"
"395","6143","振曜","92","-3.8","-3.97","26W19","05/08","2.71","-65.8","-0.24","2.16","+14.7","+0.07","1.78","-122","-0.68"
"396","2317","鴻海","269.5","-15","-5.27","26W19","05/08","954","+228,449","+2.45","943","+224,003","+2.43","933","+226,230","+2.48"
"397","3305","昇貿","145","-11","-7.05","26W19","05/08","6.12","+4,692","+8.31","5.65","+2,808","+5.23","5.46","+2,875","+5.56"
"398","6133","金橋","23","-1.15","-4.76","26W19","05/08","5.43","-49","-0.09","5.22","-52","-0.1","5.13","-52","-0.1"
"399","1586","和勤","21.45","0","0","26W19","05/08","7.25","+594","+0.83","7.18","-131","-0.18","6.81","-186","-0.27"
"400","1710","東聯","14.7","-1","-6.37","26W19","05/08","52.6","+1,048","+0.2","51.1","-558","-0.11","49.6","-1,360","-0.27"
"401","2880","華南金","33.5","-1.3","-3.74","26W19","05/08","1,109","-14,313","-0.13","1,100","-12,495","-0.11","1,091","-11,292","-0.1"
"402","5530","龍巖","49.6","-2","-3.88","26W19","05/08","33.9","+236","+0.07","33.3","+858","+0.26","33","-37.2","-0.01"
"403","2483","百容","33.45","+3","+9.85","26W19","05/08","6.54","+5","+0.01","6.39","-1","0","6.31","-1","0"
"404","2367","燿華","60.5","-2.6","-4.12","26W19","05/08","19.1","-371","-0.19","18.1","-2,264","-1.24","17.6","-3,113","-1.74"
"405","2427","三商電","23.9","+0.25","+1.06","26W19","05/08","10.5","-389","-0.37","10.4","-266","-0.26","9.82","-1,166","-1.17"
"406","5871","中租-KY","115.5","-2.5","-2.12","26W19","05/08","113","-4,614","-0.41","109","-3,095","-0.28","107","-2,973","-0.28"
"407","6830","汎銓","562","-62","-9.94","26W19","05/08","1.62","+114","+0.71","1.32","+16.3","+0.12","0.98","-20","-0.2"
"408","6547","高端疫苗","48.7","0","0","26W19","05/08","10.2","-2,577","-2.46","9.87","-403","-0.41","9.43","-109","-0.12"
"409","7819","精誠金融","48.15","-0.95","-1.93","26W19","05/08","1.5","0","0","1.5","0","0","1.4","0","0"
"410","4582","聚恆-創","25.5","0","0","26W19","05/08","3.71","0","0","3.49","0","0","3.4","0","0"
"411","1301","台塑","45.85","-3.05","-6.24","26W19","05/08","462","+504","+0.01","457","+3,660","+0.08","453","+2,047","+0.05"
"412","2845","遠東銀","12.25","-0.15","-1.21","26W19","05/08","345","-9,369","-0.27","338","-6,373","-0.19","331","-6,549","-0.2"
"413","2528","皇普","21.65","-1.7","-7.28","26W19","05/08","35.3","+1,986","+0.57","34.7","+1,849","+0.54","34.2","+3,674","+1.08"
"414","4743","合一","49.65","-0.75","-1.49","26W19","05/08","20.8","+87.7","+0.04","20.3","+603","+0.3","20","+653","+0.33"
"415","1305","華夏","12.6","-0.6","-4.55","26W19","05/08","28.4","+3,868","+1.38","27.8","+2,537","+0.92","27.6","+1,663","+0.61"
"416","2408","南亞科","339.5","-20.5","-5.69","26W19","05/08","281","+61,602","+2.24","279","+54,843","+2.01","277","+55,626","+2.05"
"417","6715","嘉基","421","-13","-3","26W19","05/08","5.01","+726","+1.47","4.87","+45","+0.09","4.7","+45","+0.1"
"418","6570","維田","56.6","-1.8","-3.08","26W19","05/08","1.27","-17","-0.13","1.27","-17","-0.13","1.08","-17","-0.16"
"419","2597","潤弘","184.5","0","0","26W19","05/08","23.8","-685","-0.29","23.5","-50.9","-0.02","23.1","+1,834","+0.8"
"420","6166","凌華","125","-8","-6.02","26W19","05/08","16.3","+598","+0.37","15.7","+1,079","+0.69","15.2","+1,097","+0.73"
"421","6873","泓德能源","87","-6","-6.45","26W19","05/08","8","+721","+0.91","7.53","+700","+0.94","7.44","+700","+0.95"
"422","1460","宏遠","7.04","-0.38","-5.12","26W19","05/08","47.7","+2,185","+0.46","46.4","+2,751","+0.6","44.8","+4,623","+1.04"
"423","8429","金麗-KY","6.62","-0.14","-2.07","26W19","05/08","7.33","+925","+1.28","6.99","+195","+0.28","6.99","+195","+0.28"
"424","4909","新復興","48.4","-1.6","-3.2","26W19","05/08","2.32","-374","-1.59","2.12","-330","-1.54","2.02","-336","-1.64"
"425","3548","兆利","99","-5.5","-5.26","26W19","05/08","2.04","+21.8","+0.11","1.83","-43.2","-0.24","1.64","-1,025","-5.88"
"426","00890B","凱基ESGBBB債15+","32.35","-0.21","-0.64","26W19","05/08","1.39","+27","+0.19","1.39","+27","+0.19","1.2","0","0"
"427","1519","華城","815","-36","-4.23","26W19","05/08","23.3","+332","+0.14","22.6","+239","+0.11","21.6","-1,578","-0.73"
"428","00931B","統一美債20年","13.38","-0.05","-0.37","26W19","05/08","157","-8,395","-0.53","156","-8,375","-0.53","155","-8,361","-0.54"
"429","8926","台汽電","66.9","-2.7","-3.88","26W19","05/08","43","+5,616","+1.32","41.6","+4,954","+1.21","40.2","+2,250","+0.56"
"430","9945","潤泰新","24.6","-0.55","-2.19","26W19","05/08","178","+164","+0.01","175","+1,984","+0.11","173","+1,488","+0.09"
"431","3701","大眾控","51.6","-4.4","-7.86","26W19","05/08","17.1","-4,837","-2.75","17.1","-1,217","-0.71","16.8","-292","-0.17"
"432","6220","岳豐","32.5","-1.1","-3.27","26W19","05/08","8.8","-43","-0.05","7.95","-100","-0.13","7.86","-120","-0.15"
"433","1307","三芳","34.55","+0.25","+0.73","26W19","05/08","31.6","-1,311","-0.41","31.3","-50.9","-0.02","31.2","+799","+0.26"
"434","4154","樂威科-KY","13.5","0","0","26W19","05/08","2.71","0","0","2.63","0","0","2.53","0","0"
"435","2243","宏旭-KY","27.75","-0.3","-1.07","26W19","05/08","3.28","-1,071","-3.17","2.78","-1,087","-3.76","2.68","-127","-0.47"
"436","2101","南港","31.6","-0.3","-0.94","26W19","05/08","45.2","+1,559","+0.35","44.2","+310","+0.07","42.9","+2,160","+0.51"
"437","4402","郡都開發","14.65","+1.3","+9.74","26W19","05/08","4.13","-331","-0.79","4.13","-331","-0.79","4.05","-332","-0.81"
"438","6121","新普","406","-16.5","-3.91","26W19","05/08","10.9","-333","-0.3","10.4","+1,081","+1.05","9.51","+1,122","+1.19"
"439","5876","上海商銀","40.15","-0.6","-1.47","26W19","05/08","405","-10,961","-0.27","396","-11,790","-0.3","389","-16,691","-0.43"
"440","3710","連展投控","6.04","-0.14","-2.27","26W19","05/08","7.46","-571","-0.76","6.53","+81","+0.12","6.16","+143","+0.23"
"441","4142","國光生","17.65","-0.2","-1.12","26W19","05/08","15.4","+679","+0.44","14.6","+831","+0.57","13.7","-1,065","-0.77"
"442","6146","耕興","214","-6.5","-2.95","26W19","05/08","5.66","-40","-0.07","5.16","+737","+1.45","4.79","+740","+1.57"
"443","1516","川飛","20.6","-0.4","-1.9","26W19","05/08","2.36","+605","+2.63","2.15","0","0","2.15","0","0"
"444","4164","承業醫","30","-0.05","-0.17","26W19","05/08","9.39","-1,243","-1.31","8.69","-2,026","-2.28","8.05","-3,920","-4.64"
"445","2801","彰銀","21","-0.45","-2.1","26W19","05/08","884","-28,498","-0.32","870","-24,514","-0.28","859","-22,611","-0.26"
"446","9939","宏全","126","-1.5","-1.18","26W19","05/08","16.6","-1,128","-0.68","15.1","-1,622","-1.06","14.2","-1,503","-1.05"
"447","2886","兆豐金","41.2","-0.75","-1.79","26W19","05/08","1,202","-2,728","-0.02","1,193","-8,632","-0.07","1,188","-6,027","-0.05"
"448","8044","網家","31.7","+1.8","+6.02","26W19","05/08","12.2","-347","-0.28","11.9","-347","-0.29","11.4","-2,262","-1.94"
"449","1808","潤隆","30.65","-0.95","-3.01","26W19","05/08","69.7","-947","-0.14","69.2","-268","-0.04","68.8","-233","-0.03"
"450","00987B","野村10+澳洲公債","15.81","-0.1","-0.63","26W19","05/08","3.22","-1,353","-4.03","3.09","+106","+0.34","2.5","-824","-3.19"
"451","5324","士開","12","-0.15","-1.23","26W19","05/08","16.9","+78","+0.05","16.4","+78","+0.05","16.2","+1,035","+0.64"
"452","1737","臺鹽","31.6","-0.15","-0.47","26W19","05/08","12.3","+90.9","+0.07","11.8","-706","-0.6","11.7","+124","+0.11"
"453","4113","聯上","15","-0.2","-1.32","26W19","05/08","15.8","-1,099","-0.69","14.9","+217","+0.15","14.7","+213","+0.15"
"454","4916","事欣科","116","-4","-3.33","26W19","05/08","4.08","+419","+1.04","3.87","+336","+0.88","3.69","+468","+1.28"
"455","4207","環泰","19.65","+0.1","+0.51","26W19","05/08","13.2","+180","+0.14","12.9","+180","+0.14","12.4","+180","+0.15"
"456","6550","北極星藥業-KY","13.15","-0.25","-1.87","26W19","05/08","63.4","+384","+0.06","62.6","+405","+0.06","61.7","+3,083","+0.5"
"457","5457","宣德","30.55","-0.45","-1.45","26W19","05/08","10.8","+876","+0.81","9.93","+38.3","+0.04","9.77","+39.3","+0.04"
"458","9105","泰金寶-DR","10.35","-1.1","-9.61","26W19","05/08","39.9","-3,132","-0.78","33.5","-1,848","-0.55","28.4","-6,318","-2.18"
"459","8942","森鉅","40.2","-1.2","-2.9","26W19","05/08","9.2","+43","+0.05","8.68","+46","+0.05","8.23","+11","+0.01"
"460","2617","台航","29.15","-0.45","-1.52","26W19","05/08","24.9","+631","+0.25","24.5","+763","+0.31","23.8","+2","0"
"461","8048","德勝","60","-3","-4.76","26W19","05/08","1.89","-593","-3.05","1.89","+9.37","+0.05","1.63","-5.63","-0.03"
"462","1464","得力","10.4","-0.2","-1.89","26W19","05/08","24.4","+2,248","+0.93","23.4","+979","+0.42","22.6","+897","+0.4"
"463","2207","和泰車","473","-22","-4.44","26W19","05/08","48.2","-12.6","0","47.1","-103","-0.02","46.3","-913","-0.2"
"464","6153","嘉聯益","20.35","+1.85","+10","26W19","05/08","29.2","+220","+0.08","28","-1,250","-0.44","27.1","-1,148","-0.42"
"465","911608","明輝-DR","3.35","-0.16","-4.56","26W19","05/08","0.78","+615","+8.6","0.43","+14","+0.33","0.43","+14","+0.33"
"466","4147","中裕","54.1","-1.3","-2.35","26W19","05/08","13.3","+245","+0.19","12.4","+357","+0.29","11.7","+1,313","+1.14"
"467","3078","僑威","55.7","-1.8","-3.13","26W19","05/08","8","+401","+0.5","7.4","-172","-0.23","6.84","-138","-0.2"
"468","2915","潤泰全","47.85","-1.15","-2.35","26W19","05/08","72.4","+929","+0.13","70.3","+2,203","+0.31","68.5","-1,265","-0.18"
"469","6414","樺漢","372","-12","-3.12","26W19","05/08","8.54","+3,240","+3.95","7.58","-68.5","-0.09","7.41","+863","+1.18"
"470","1325","恆大","26.35","-0.3","-1.13","26W19","05/08","3.87","+147","+0.38","3.81","+147","+0.39","3.71","+147","+0.4"
"471","7760","享溫馨","31.1","-0.95","-2.96","26W19","05/08","3.2","+177","+0.56","2.93","+219","+0.75","2.76","+220","+0.8"
"472","6768","志強-KY","95","-0.5","-0.52","26W19","05/08","16.2","+2,641","+1.66","15.9","+1,367","+0.87","15.6","+1,474","+0.95"
"473","2851","中再保","35.55","-1.35","-3.66","26W19","05/08","55","+2,458","+0.45","54.5","+1,908","+0.35","53.3","+1,923","+0.36"
"474","2520","冠德","31.45","-0.65","-2.02","26W19","05/08","40.7","-2,616","-0.64","39.9","-1,435","-0.36","39.2","-5,134","-1.29"
"475","2887G","台新新光庚特一","42.95","0","0","26W19","05/08","2.72","+2","+0.01","2.64","-757","-2.79","2.45","+50","+0.2"
"476","2897","王道銀行","10.1","-0.2","-1.94","26W19","05/08","233","+261","+0.01","229","+411","+0.02","226","+2,361","+0.1"
"477","00401A","主動摩根台灣鑫收","13.25","-0.43","-3.14","26W19","05/08","7.31","+7,257","+11","7.03","+4,533","+6.89","6.67","+5,592","+9.15"
"478","2236","百達-KY","135","-5","-3.57","26W19","05/08","4.4","-28","-0.06","4.33","+53","+0.12","4.24","-767","-1.78"
"479","8411","福貞-KY","12.15","+0.05","+0.41","26W19","05/08","17.7","+111","+0.06","17.4","+111","+0.06","17.2","+111","+0.06"
"480","9934","成霖","10.75","-0.3","-2.71","26W19","05/08","25.7","-751","-0.29","25.1","-765","-0.3","24.2","+82","+0.03"
"481","2535","達欣工","85.6","+2.2","+2.64","26W19","05/08","15.2","-71.8","-0.05","14.8","+484","+0.33","14.5","-345","-0.24"
"482","1423","利華","43.65","-0.1","-0.23","26W19","05/08","7.91","+121","+0.15","7.63","+893","+1.18","7.37","+1.03","0"
"483","1434","福懋","16.15","-0.45","-2.71","26W19","05/08","118","+3,257","+0.28","116","+1,880","+0.16","115","-785","-0.07"
"484","2890","永豐金","31.9","-0.8","-2.45","26W19","05/08","1,145","-27,399","-0.24","1,129","-28,214","-0.25","1,116","-29,864","-0.27"
"485","2704","國賓","41.95","-0.65","-1.53","26W19","05/08","31.6","-145","-0.05","31","-850","-0.27","30.4","+987","+0.33"
"486","2501","國建","23.95","-0.15","-0.62","26W19","05/08","87.6","-2,681","-0.31","86.3","-1,289","-0.15","84.8","-1,251","-0.15"
"487","3062","建漢","26.2","-2.35","-8.23","26W19","05/08","8.13","+20.9","+0.03","6.85","-205","-0.3","6.32","-1,818","-2.8"
"488","4198","欣大健康","37.75","0","0","26W19","05/08","1.92","+25","+0.13","1.92","+25","+0.13","1.82","+25","+0.14"
"489","2010","春源","23.7","-0.55","-2.27","26W19","05/08","45.1","+707","+0.16","44","+2,005","+0.46","43.4","+994","+0.23"
"490","6108","競國","18.9","-0.7","-3.57","26W19","05/08","7.89","+1,105","+1.42","7.26","+1,633","+2.3","6.9","+632","+0.92"
"491","4107","邦特","115","-1.5","-1.29","26W19","05/08","4.04","+11.1","+0.03","3.62","+5.15","+0.01","3.52","+5.15","+0.01"
"492","00772B","中信高評級公司債","33.59","-0.17","-0.5","26W19","05/08","270","+7,026","+0.26","269","+5,103","+0.19","267","+5,033","+0.19"
"493","00942B","台新美A公司債20+","14.33","-0.07","-0.49","26W19","05/08","163","+11,356","+0.7","162","+11,356","+0.7","162","+11,397","+0.71"
"494","00740B","富邦全球投等債","38.62","-0.18","-0.46","26W19","05/08","196","+13,897","+0.71","196","+13,328","+0.68","196","+12,593","+0.65"
