"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"301","8076","伍豐","26.9","+0.3","+1.13","26W22","05/29","31.1","+0.03","28.9","-0.01","26.2","+0.32"
"302","1416","廣豐","11.05","+0.15","+1.38","26W22","05/29","52","-0.29","50.2","+0.03","48.7","0"
"303","2637","慧洋-KY","78.3","+2.3","+3.03","26W22","05/29","79.2","+0.65","77.5","+0.75","75.8","+0.63"
"304","1442","名軒","26.9","-1.1","-3.93","26W22","05/29","83.2","-0.34","80.2","-0.31","77","-0.61"
"305","6213","聯茂","248","-6","-2.36","26W22","05/29","55","-0.01","52.5","+0.59","50.8","-0.4"
"306","5530","龍巖","49.15","-0.25","-0.51","26W22","05/29","80.6","-0.07","79.5","+0.09","79","+0.29"
"307","1618","合機","42.15","-1.25","-2.88","26W22","05/29","55.6","-0.09","53.2","-0.43","53.2","0"
"308","00695B","富邦美債7-10","35.04","+0.08","+0.23","26W22","05/29","70.2","-0.07","68.2","-0.37","65.8","-0.37"
"309","2880","華南金","35.65","+0.3","+0.85","26W22","05/29","79.3","-0.35","78.7","-0.35","78","-0.35"
"310","2887H","台新新光庚特二","40.9","0","0","26W22","05/29","66.9","-0.02","64.5","-0.02","62.8","-0.02"
"311","6024","群益期","60.4","-0.2","-0.33","26W22","05/29","65.3","-0.49","64.8","-0.24","63.4","-0.57"
"312","2892","第一金","30.65","+0.1","+0.33","26W22","05/29","67","-0.58","65.7","-0.62","64.9","-0.63"
"313","00895","富邦未來車","49.03","-0.43","-0.87","26W22","05/29","10.3","+0.94","9.91","+0.94","8.76","+0.92"
"314","00948B","中信優息投資級債","9.49","+0.01","+0.11","26W22","05/29","77.7","+2.22","76.8","+2.34","76","+2.4"
"315","3029","零壹","105","0","0","26W22","05/29","38.3","-0.14","37.4","-0.14","34.4","-0.15"
"316","5014","建錩","10.95","0","0","26W22","05/29","32.8","-0.31","30.5","+0.46","26.1","0"
"317","3380","明泰","34.15","+0.85","+2.55","26W22","05/29","66.3","+0.82","65.9","+0.95","65.5","+0.93"
"318","1733","五鼎","29.1","+0.4","+1.39","26W22","05/29","37.7","+0.13","35.5","+0.13","30.7","+0.14"
"319","3058","立德","9.11","-0.21","-2.25","26W22","05/29","19.8","+0.39","18.1","+0.39","16.3","0"
"320","00936","台新永續高息中小","20.37","-0.05","-0.24","26W22","05/29","13.7","+1.56","13.7","+1.81","13.7","+1.81"
"321","1904","正隆","22.75","-0.4","-1.73","26W22","05/29","63.5","+0.19","62.1","+0.1","60.9","+0.1"
"322","4707","磐亞","19.85","+0.85","+4.47","26W22","05/29","67","+0.28","65.1","+0.11","63.4","+0.1"
"323","2027","大成鋼","42.55","+0.05","+0.12","26W22","05/29","71.2","+0.6","70.2","+0.62","69.4","+0.54"
"324","2528","皇普","22.05","-0.3","-1.34","26W22","05/29","81.2","+0.29","80","+0.5","78.5","+0.27"
"325","2408","南亞科","340","+7","+2.1","26W22","05/29","81.5","+1.25","80.9","+1.22","80.3","+1.27"
"326","6113","亞矽","27.15","+0.9","+3.43","26W22","05/29","52.9","+2.67","51.6","+1.34","51.6","+1.34"
"327","8044","網家","29.55","-0.65","-2.15","26W22","05/29","59.3","-0.12","58","-0.42","55.3","0"
"328","2038","海光","13.35","-0.2","-1.48","26W22","05/29","52.5","-0.02","51","-0.03","49.9","-0.1"
"329","9103","美德醫療-DR","5.75","-0.13","-2.21","26W22","05/29","7.43","+0.63","4.77","+0.3","3.89","+0.76"
"330","6271","同欣電","217","-8","-3.56","26W22","05/29","47.9","+0.22","45.9","+1.26","44.6","+2.95"
"331","2017","官田鋼","9.18","-0.04","-0.43","26W22","05/29","58.4","+0.02","57.1","+0.02","56.7","-0.21"
"332","00959B","大華投等美債15Y+","9.36","+0.01","+0.11","26W22","05/29","46.5","+0.17","44.2","+0.25","43.1","+0.23"
"333","6197","佳必琪","317.5","-8","-2.46","26W22","05/29","44.5","-1.19","42.2","-0.59","39.3","-1.31"
"334","3592","瑞鼎","268","+11.5","+4.48","26W22","05/29","32","-0.7","29.1","+0.16","26.6","+0.16"
"335","6703","軒郁","110","-0.5","-0.45","26W22","05/29","43.4","-0.02","41.4","-0.02","38.6","0"
"336","6432","今展科","72.9","-3","-3.95","26W22","05/29","31","+0.01","26.7","+0.01","18.6","+0.01"
"337","2317","鴻海","258.5","-4.5","-1.71","26W22","05/29","69.3","+0.71","68.5","+0.68","67.8","+0.73"
"338","5011","久陽","18","+0.5","+2.86","26W22","05/29","42.6","+1.77","37.7","+2.63","34.1","+4.47"
"339","00733","富邦臺灣中小","68.5","-0.1","-0.15","26W22","05/29","17.3","-1.15","16.4","-0.22","16.4","+0.95"
"340","00931B","統一美債20年","13.43","+0.02","+0.15","26W22","05/29","71.9","+0.3","71.5","+0.36","70.9","+0.36"
"341","00646","元大S&P500","72.75","-0.4","-0.55","26W22","05/29","39.7","+0.32","38.5","+0.48","37.6","+0.32"
"342","009802","富邦旗艦50","19","-0.22","-1.14","26W22","05/29","12.2","+0.41","11.4","+0.32","9.24","-0.15"
"343","2104","國際中橡","10.35","-0.2","-1.9","26W22","05/29","41.9","+0.02","38.8","-0.17","36.8","-0.23"
"344","2597","潤弘","204","+9","+4.62","26W22","05/29","77.8","+0.36","75.9","-0.23","75","+0.34"
"345","1722","台肥","47.65","+0.35","+0.74","26W22","05/29","61.7","+0.06","59.9","+0.05","58.4","-0.03"
"346","00725B","國泰投資級公司債","35.21","+0.07","+0.2","26W22","05/29","79.9","+0.15","79.3","+0.16","78.9","+0.16"
"347","00401A","主動摩根台灣鑫收","13.26","+0.05","+0.38","26W22","05/29","21.9","+0.25","21","+0.98","20","+0.62"
"348","1101","台泥","24.25","+0.35","+1.46","26W22","05/29","53","+0.14","51.7","+0.15","50.6","+0.15"
"349","1586","和勤","21.2","-0.35","-1.62","26W22","05/29","68.5","-0.19","67.7","-0.24","65.1","+0.54"
"350","1301","台塑","43.8","-0.6","-1.35","26W22","05/29","71.7","-0.13","70.9","-0.11","70.2","-0.14"
"351","3576","聯合再生","18","-0.25","-1.37","26W22","05/29","35.1","+0.76","34","+0.72","32.8","+0.77"
"352","1455","集盛","9.86","+0.01","+0.1","26W22","05/29","64.4","+0.23","63.8","+0.09","62.5","+0.26"
"353","00882","中信中國高股息","15.88","+0.12","+0.76","26W22","05/29","21.7","-0.2","19.2","-0.14","17.3","-0.35"
"354","5876","上海商銀","42","-0.05","-0.12","26W22","05/29","83.6","-0.28","81.8","-0.26","80.3","-0.25"
"355","1307","三芳","35.2","+0.2","+0.57","26W22","05/29","79.4","-0.15","78.7","-0.15","78.3","-0.15"
"356","1532","勤美","23.05","+0.1","+0.44","26W22","05/29","60.8","+0.07","58.1","-0.13","56.5","+0.05"
"357","00752","中信中國50","22.44","-0.05","-0.22","26W22","05/29","36.5","-1.59","35.6","-0.86","34.4","-1.19"
"358","3207","耀勝","66.5","+0.3","+0.45","26W22","05/29","34.5","+1.19","26","+0.12","20.5","+0.16"
"359","00943","兆豐電子高息等權","20.98","+0.22","+1.06","26W22","05/29","34.6","+2.27","33","+0.65","30.9","+0.58"
"360","3031","佰鴻","27.5","+0.1","+0.36","26W22","05/29","58.8","-0.39","58.8","-0.39","57.8","-0.41"
"361","2845","遠東銀","12.85","+0.05","+0.39","26W22","05/29","70.3","-0.14","68.8","-0.17","67.4","-0.04"
"362","911868","同方友友-DR","1.27","0","0","26W22","05/29","30.1","+0.33","25.7","-0.22","22.4","+0.39"
"363","009801","中信美國創新科技","11.82","-0.13","-1.09","26W22","05/29","28.5","+1.02","28.5","+1.02","25.3","+1.01"
"364","5488","松普","12","-0.1","-0.83","26W22","05/29","39.2","+1.13","36.9","+1.1","36","+1.1"
"365","6715","嘉基","371","-9","-2.37","26W22","05/29","75.5","-0.06","74.5","-0.06","69.2","-0.09"
"366","00696B","富邦美債20年","28.95","+0.05","+0.17","26W22","05/29","82.7","-0.12","82.7","-0.01","82.3","-0.28"
"367","00951","台新日本半導體","17.27","+0.23","+1.35","26W22","05/29","15.7","-14.9","14.6","-14.8","12.7","-14.9"
"368","6166","凌華","128","+2.5","+1.99","26W22","05/29","75","+1.01","70.8","-0.22","68.5","-0.16"
"369","5871","中租-KY","123","+3.5","+2.93","26W22","05/29","65.2","-0.05","63.2","0","61.8","-0.09"
"370","00969B","元大零息超長美債","8.29","0","0","26W22","05/29","69.6","+0.11","66.4","-0.28","62.5","+0.62"
"371","3060","銘異","29.15","0","0","26W22","05/29","15.2","+2.08","13.3","+1.07","13.3","+1.79"
"372","6142","友勁","8.28","-0.02","-0.24","26W22","05/29","54.6","+0.3","52.1","-0.13","50.4","-0.18"
"373","3701","大眾控","47.7","-0.4","-0.83","26W22","05/29","72.6","-0.28","71.5","-0.01","70.7","-0.01"
"374","00890B","凱基ESGBBB債15+","32.41","+0.02","+0.06","26W22","05/29","73.2","+0.71","73.2","+0.71","68","+5.69"
"375","00685L","群益臺灣加權正2","264.25","-2.45","-0.92","26W22","05/29","7.02","-5.37","5.7","-6.68","5.7","-6.68"
"376","1723","中碳","85.9","+2","+2.38","26W22","05/29","49.8","+0.21","49.2","+0.5","47.3","+0.09"
"377","2886","兆豐金","43.4","0","0","26W22","05/29","81.3","-0.01","80.7","-0.02","80.4","+0.01"
"378","5269","祥碩","1330","+5","+0.38","26W22","05/29","52","0","51.2","0","51.2","0"
"379","1460","宏遠","7.09","+0.04","+0.57","26W22","05/29","69","+0.1","67.3","+0.2","64.9","+0.21"
"380","2483","百容","34.65","+3.15","+10","26W22","05/29","61","+0.57","59.6","-0.06","57.2","-0.08"
"381","00641R","富邦日本反1","3.96","0","0","26W22","05/29","45.5","+1.32","43.4","+1.32","41","+1.32"
"382","1519","華城","773","-18","-2.28","26W22","05/29","72.8","-0.17","70.6","-0.19","67.4","-0.77"
"383","1710","東聯","13.4","-0.85","-5.96","26W22","05/29","59.4","+0.4","57.9","+0.36","55.7","+0.17"
"384","1808","潤隆","31.2","-0.3","-0.95","26W22","05/29","78.1","-0.24","77.6","-0.17","77.3","-0.08"
"385","2207","和泰車","489.5","+2.5","+0.51","26W22","05/29","86","-0.08","84.3","-0.09","82.8","-0.27"
"386","3236","千如","57.5","+5.2","+9.94","26W22","05/29","34.4","-0.7","33","-2.05","30.5","+0.66"
"387","2634","漢翔","46.2","-0.4","-0.86","26W22","05/29","47.4","+0.35","46.5","+0.21","46","+0.31"
"388","7819","精誠金融","46","-1","-2.13","26W22","05/29","58.7","-8.8","58.7","-8.8","55","-8.26"
"389","4154","樂威科-KY","13.9","0","0","26W22","05/29","70.1","0","68.1","0","65.5","0"
"390","2801","彰銀","22.35","0","0","26W22","05/29","74.3","-0.3","73.1","-0.31","72.1","-0.28"
"391","3052","夆典","10.75","-0.15","-1.38","26W22","05/29","52.9","+0.16","50.9","+0.49","48.6","+0.47"
"392","8034","榮群","23.2","-0.2","-0.85","26W22","05/29","15.4","+0.13","14","-1.27","10.8","+0.14"
"393","1314","中石化","7.76","+0.03","+0.39","26W22","05/29","35.1","+0.18","32.5","+0.14","30.7","+0.11"
"394","5324","士開","12.1","+0.05","+0.41","26W22","05/29","75.9","+0.47","73.7","+0.47","72.9","+0.47"
"395","2897","王道銀行","10.5","+0.1","+0.96","26W22","05/29","83","-0.12","81.7","-0.27","80.6","-0.21"
"396","4105","東洋","74.4","-0.3","-0.4","26W22","05/29","44.5","-0.11","41.4","+0.15","37.8","-0.54"
"397","6768","志強-KY","95.3","+0.6","+0.63","26W22","05/29","80.2","-0.44","79.5","-0.09","78.6","-0.09"
"398","2704","國賓","42.9","+0.15","+0.35","26W22","05/29","86.4","+0.11","84.9","+0.08","82.6","+0.08"
"399","2908","特力","21.2","-0.1","-0.47","26W22","05/29","90.6","+0.09","90.3","+0.22","89.4","+0.22"
"400","9945","潤泰新","26.05","-0.1","-0.38","26W22","05/29","62.4","-0.01","61.3","-0.1","60.5","-0.08"
"401","6548","長科*","84","+2.2","+2.69","26W22","05/29","87","+2.42","86.3","+2.59","85.8","+2.58"
"402","6550","北極星藥業-KY","13.45","+0.45","+3.46","26W22","05/29","74.3","+0.59","73.5","+0.68","72.5","+0.89"
"403","8411","福貞-KY","12.2","-0.05","-0.41","26W22","05/29","81.2","+0.07","79.9","-0.01","78.7","-0.01"
"404","2427","三商電","22","-0.3","-1.35","26W22","05/29","52.5","-0.33","51.8","-0.41","49.5","+0.04"
"405","5007","三星","56.8","+1.2","+2.16","26W22","05/29","86.2","+0.16","84.5","+0.16","84.2","+0.16"
"406","4402","郡都開發","17.2","-0.2","-1.15","26W22","05/29","61.1","+0.14","61.1","+0.14","59.9","+0.14"
"407","2101","南港","33","+0.25","+0.76","26W22","05/29","61.9","+0.07","60.3","+0.29","58.3","+0.03"
"408","00934","中信成長高股息","27.43","-0.05","-0.18","26W22","05/29","9.91","+0.38","8.97","-0.01","8.76","+0.41"
"409","6873","泓德能源","81.7","-4.3","-5","26W22","05/29","57.6","+1.23","53.9","+0.33","53.3","+0.33"
"410","009816","凱基台灣TOP50","14.53","-0.13","-0.89","26W22","05/29","13.3","+0.56","12","+0.44","11","+0.46"
"411","2890","永豐金","33.25","+0.25","+0.76","26W22","05/29","78.3","-0.23","77.2","-0.24","76.3","-0.22"
"412","00720B","元大投資級公司債","33.16","+0.09","+0.27","26W22","05/29","62","+0.23","61.1","+0.26","60.5","+0.23"
"413","8926","台汽電","75.5","+0.5","+0.67","26W22","05/29","58.5","-5.36","57.1","-5.05","55.3","-5.63"
"414","4198","欣大健康","36.35","+0.2","+0.55","26W22","05/29","79.7","+0.19","79.7","+0.19","75.7","+0.19"
"415","1423","利華","44.4","+0.45","+1.02","26W22","05/29","79.8","+0.11","77","+0.11","74.3","-0.02"
"416","2402","毅嘉","60.6","+0.9","+1.51","26W22","05/29","37.8","-5.36","36.1","-5.88","34.3","-5.71"
"417","6133","金橋","22.75","0","0","26W22","05/29","46.1","+0.23","44.3","+0.29","44.3","+0.29"
"418","1776","展宇","17.85","-0.05","-0.28","26W22","05/29","60.3","0","50.9","0","43.6","0"
"419","3305","昇貿","140","+3.5","+2.56","26W22","05/29","48.6","+2.68","45.2","+2.09","43.9","+3.26"
"420","1305","華夏","12.65","+0.1","+0.8","26W22","05/29","49.7","+0.2","48.4","+0.19","48.2","+0.36"
"421","2501","國建","25.75","-0.85","-3.2","26W22","05/29","74.8","-0.11","73.6","-0.21","72.3","+0.07"
"422","6220","岳豐","34.5","+0.6","+1.77","26W22","05/29","60","+0.01","54.7","+0.58","53.5","+0.04"
"423","00981A","主動統一台股增長","29.71","-0.18","-0.6","26W22","05/29","18.6","+0.27","17.4","+0.29","16.6","+0.26"
"424","2206","三陽工業","61.2","-0.3","-0.49","26W22","05/29","82.8","+0.43","81.4","+0.32","80.3","+0.45"
"425","4113","聯上","16.55","+0.05","+0.3","26W22","05/29","68.8","-0.31","64.1","-0.25","62.9","+0.5"
"426","2903","遠百","23.25","0","0","26W22","05/29","77.6","-0.02","76.7","-0.07","75.9","-0.01"
"427","2851","中再保","36.45","-0.15","-0.41","26W22","05/29","69.7","+0.08","68.5","-0.3","67.3","-0.29"
"428","1516","川飛","21.3","-0.65","-2.96","26W22","05/29","61.8","+0.95","58","+0.95","58","+0.95"
"429","4207","環泰","19.5","+0.15","+0.78","26W22","05/29","67.4","+0.26","65.7","+0.27","63","+0.27"
"430","4582","聚恆-創","25.9","-1.8","-6.5","26W22","05/29","51","-0.04","47.4","+1.12","45","+0.01"
"431","2520","冠德","33.4","-2.2","-6.18","26W22","05/29","67.6","+0.15","66.5","+0.51","65.4","+0.65"
"432","6505","台塑化","51.4","+0.4","+0.78","26W22","05/29","94.3","-0.07","94.2","-0.04","94.1","-0.07"
"433","1434","福懋","16.35","-0.1","-0.61","26W22","05/29","69.8","-0.12","68.9","+0.14","68","-0.02"
"434","6121","新普","411","+8","+1.99","26W22","05/29","59.3","+0.48","56.3","+0.49","51.3","+0.5"
"435","6527","明達醫","71.5","0","0","26W22","05/29","32.4","+2.56","27.2","+0.18","27.2","+0.18"
"436","6658","聯策","175","-1","-0.57","26W22","05/29","37.6","-1.96","31.6","-0.36","31.6","-0.36"
"437","1737","臺鹽","31.75","+0.05","+0.16","26W22","05/29","61.4","+0.21","59.3","+0.19","58.8","+0.19"
"438","2455","全新","320","-35.5","-9.99","26W22","05/29","43.4","+1.11","38.6","+1.24","35.3","+1.71"
"439","6510","精測","3390","+190","+5.94","26W22","05/29","42.6","-0.7","40.4","-0.7","37.6","-0.7"
"440","6231","系微","266.5","-11.5","-4.14","26W22","05/29","30.3","+0.46","25.9","+0.29","25.9","+0.29"
"441","2615","萬海","83.8","+0.7","+0.84","26W22","05/29","83.7","+0.29","83.1","+0.27","82.4","+0.24"
"442","00905","FT臺灣Smart","26.29","-0.04","-0.15","26W22","05/29","7.82","+0.46","7.61","+0.46","7.33","+0.42"
"443","6443","元晶","40","-0.1","-0.25","26W22","05/29","17.1","-0.07","15.9","-0.66","15.5","-0.33"
"444","2915","潤泰全","49.15","0","0","26W22","05/29","65.3","-0.05","63.3","-0.12","61.5","-0.4"
"445","2010","春源","23.85","-0.15","-0.62","26W22","05/29","68.1","-0.17","66.3","-0.16","65.4","-0.17"
