排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1,2923,鼎固-KY,市,31.2,2.45,8.52,763,07/14,447,0,36,483,1731.0,99.5,＋・＋
2,8482,商億-KY,市,48.8,0.85,1.77,1,07/14,1,0,0,1,98.5,91.7,＋・・
3,8455,大拓-KY,櫃,25.5,-1.0,-3.77,9,07/14,0,0,0,0,22.2,87.8,・・・
4,6230,尼得科超眾,市,117.0,-3.0,-2.5,85,07/14,-9,0,2,-7,75.1,87.0,－・＋
5,6890,來億-KY,市,178.0,-3.5,-1.93,449,07/14,170,12,-8,174,214.0,86.0,＋＋－
6,4560,強信-KY,市,33.5,-0.35,-1.03,193,07/14,-47,0,10,-37,57.6,84.6,－・＋
7,2762,世界健身-KY,市,81.2,-0.8,-0.98,256,07/14,-70,0,1,-69,92.7,82.4,－・＋
8,1590,亞德客-KY,市,1290.0,-30.0,-2.27,602,07/14,63,28,3,95,162.0,80.8,＋＋＋
9,6415,矽力*-KY,市,493.5,-30.5,-5.82,6601,07/14,1405,-1109,14,310,311.0,80.0,＋－＋
10,1341,富林-KY,市,59.0,0.8,1.37,1,07/14,1,0,0,1,42.2,79.9,＋・・
11,006203,元大MSCI台灣,市,187.95,-5.2,-2.69,18,07/14,0,0,-2,-2,8.04,78.6,・・－
12,3711,日月光投控,市,641.0,-29.0,-4.33,23761,07/14,-3189,397,205,-2587,3461.0,77.4,－＋＋
13,6965,中傑-KY,市,78.5,-1.5,-1.88,123,07/14,58,0,5,63,121.0,77.3,＋・＋
14,5276,達輝-KY,櫃,19.3,0.3,1.58,12,07/14,-1,0,0,-1,30.4,77.0,－・・
15,6629,泰金-KY,櫃,105.5,-2.5,-2.31,65,07/14,-35,0,0,-35,29.4,76.7,－・－
16,6924,榮惠-KY創,市,116.0,-9.0,-7.2,81,07/14,4,0,7,11,15.6,75.8,＋・＋
17,2239,英利-KY,市,20.65,-0.4,-1.9,210,07/14,16,0,1,17,88.6,75.2,＋・＋
18,6666,羅麗芬-KY,市,44.3,-0.05,-0.11,63,07/14,-1,0,2,1,35.7,75.2,－・＋
19,8291,尚茂,櫃,26.2,-2.3,-8.07,67,07/14,24,0,0,24,12.9,74.0,＋・・
20,8499,鼎炫-KY,市,287.0,2.5,0.88,59,07/14,-4,0,-1,-5,29.7,72.2,－・－
21,4148,全宇生技-KY,市,29.95,0.35,1.18,29,07/14,3,0,5,8,47.8,71.2,＋・＋
22,8488,吉源-KY,市,10.05,0.08,0.8,4,07/14,2,0,-1,1,51.2,69.6,＋・－
23,2330,台積電,市,2420.0,-20.0,-0.82,42857,07/14,-12416,1841,2570,-8005,18034.0,69.5,－＋＋
24,6863,永道-KY,市,105.0,3.0,2.94,629,07/14,-101,0,-76,-176,51.8,69.2,－・－
25,3093,港建*,櫃,51.7,-2.6,-4.79,2948,07/14,909,0,-7,902,100.0,69.2,＋・－
26,6550,北極星藥業-KY,市,12.25,-0.3,-2.39,1431,07/14,-43,0,22,-21,613.0,68.5,－・＋
27,2754,亞洲藏壽司,櫃,68.3,-0.8,-1.16,15,07/14,-4,0,0,-4,31.8,67.8,－・・
28,6781,AES-KY,市,1060.0,-45.0,-4.07,1220,07/14,-42,0,-32,-74,57.9,67.8,－・－
29,8426,紅木-KY,櫃,19.35,-0.3,-1.53,43,07/14,6,0,0,6,33.8,67.3,＋・・
30,4807,日成-KY,市,41.65,0.25,0.6,722,07/14,0,0,-4,-4,32.9,67.2,＋・－
31,4569,六方科-KY,市,162.0,-1.0,-0.61,114,07/14,-33,0,0,-33,20.5,67.0,－・－
32,3529,力旺,櫃,2415.0,-135.0,-5.29,1047,07/14,138,-39,4,104,49.9,66.9,＋－＋
33,2029,盛餘,市,20.25,-0.1,-0.49,229,07/14,-5,0,10,5,215.0,66.8,－・＋
34,2924,宏太-KY,櫃,17.85,0.0,0.0,0,07/14,0,0,0,0,34.8,66.8,・・・
35,6862,三集瑞-KY,市,167.0,-5.5,-3.19,650,07/14,75,0,-28,47,32.4,64.7,＋・－
36,4571,鈞興-KY,市,158.0,-7.0,-4.24,489,07/14,-86,0,-1,-87,34.0,64.0,－・－
37,5538,東明-KY,市,33.45,0.2,0.6,43,07/14,18,0,2,20,129.0,63.9,＋・＋
38,6451,訊芯-KY,市,446.5,-43.5,-8.88,4192,07/14,735,0,-125,610,71.4,63.7,＋・－
39,2308,台達電,市,1855.0,-35.0,-1.85,10864,07/14,-2403,392,146,-1865,1642.0,63.2,－＋＋
40,4439,冠星-KY,市,107.5,3.5,3.37,194,07/14,-3,0,-1,-4,23.4,61.4,－・－
41,4442,竣邦-KY,櫃,49.1,-0.5,-1.01,19,07/14,-1,0,0,-1,19.5,60.9,－・・
42,4958,臻鼎-KY,市,629.0,-17.0,-2.63,57818,07/14,-297,2362,-297,1768,651.0,60.8,－＋－
43,2360,致茂,市,1820.0,-30.0,-1.62,3376,07/14,462,-282,61,242,256.0,60.1,＋－＋
44,5288,豐祥-KY,市,181.5,-4.0,-2.16,369,07/14,60,0,7,67,41.7,59.9,＋・＋
45,3675,德微,櫃,332.0,-24.5,-6.87,2298,07/14,370,-67,-52,251,31.7,59.8,＋－－
46,2849,安泰銀,市,14.6,0.45,3.18,760,07/14,386,0,116,502,1154.0,59.0,＋・＋
47,4551,智伸科,市,208.0,-6.0,-2.8,2450,07/14,482,0,-34,448,67.9,58.9,＋・－
48,7722,LINEPAY,市,302.0,-4.5,-1.47,131,07/14,18,0,1,19,40.0,58.8,＋・＋
49,4190,佐登-KY,市,25.25,-0.3,-1.17,23,07/14,0,0,1,1,36.0,58.6,・・＋
50,2345,智邦,市,2280.0,-125.0,-5.2,3091,07/14,77,-16,-117,-55,326.0,58.1,＋－－
51,6768,志強-KY,市,70.2,-0.8,-1.13,396,07/14,119,0,1,120,114.0,57.1,＋・＋
52,6431,光麗-KY,市,18.35,0.05,0.27,55,07/14,-17,0,1,-16,54.9,56.4,－・＋
53,8442,威宏-KY,市,45.6,1.6,3.64,159,07/14,9,0,9,18,39.3,56.0,＋・＋
54,6616,特昇-KY,櫃,8.98,0.15,1.7,27,07/14,0,0,0,0,19.8,55.9,・・・
55,2454,聯發科,市,3660.0,-165.0,-4.31,12480,07/14,225,161,-528,-143,893.0,55.7,＋＋－
56,6907,雅特力-KY,櫃,211.5,19.0,9.87,4774,07/14,-246,0,21,-225,34.6,55.4,－・＋
57,6573,虹揚-KY,市,23.95,-2.05,-7.88,1785,07/14,516,0,0,516,44.2,54.9,＋・・
58,5274,信驊,櫃,12985.0,-535.0,-3.96,486,07/14,115,-105,-1,9,20.7,54.8,＋－－
59,4137,麗豐-KY,市,94.6,-1.2,-1.25,240,07/14,-64,0,10,-54,44.9,54.5,－・＋
60,5530,龍巖,櫃,47.6,-1.2,-2.46,513,07/14,29,0,0,29,228.0,54.3,＋・・
61,5546,永固-KY,市,16.25,-0.3,-1.81,34,07/14,-1,0,1,0,44.3,53.8,－・＋
62,8411,福貞-KY,市,12.65,0.2,1.61,247,07/14,23,0,23,46,118.0,53.8,＋・＋
63,3665,貿聯-KY,市,1775.0,-90.0,-4.83,2794,07/14,733,-86,-52,595,104.0,53.5,＋－－
64,3624,光頡,櫃,117.5,-12.5,-9.62,9898,07/14,337,0,-301,35,62.6,53.3,＋・－
65,6887,寶綠特-KY,市,36.1,-1.05,-2.83,1103,07/14,16,0,-13,3,39.5,53.3,＋・－
66,5243,乙盛-KY,市,92.9,-2.4,-2.52,2489,07/14,603,0,-47,555,89.5,53.1,＋・－
67,6609,瀧澤科,櫃,45.95,2.2,5.03,3806,07/14,-258,0,-3,-261,38.5,53.1,－・－
68,3017,奇鋐,市,2120.0,-105.0,-4.72,4396,07/14,279,-291,-41,-53,208.0,53.1,＋－－
69,2236,百達-KY,市,168.0,-6.0,-3.45,1021,07/14,15,0,2,17,32.9,53.0,＋・＋
70,8404,百和興業-KY,市,16.75,-0.15,-0.89,491,07/14,51,0,23,74,223.0,53.0,＋・＋
71,8182,加高,櫃,45.5,-2.4,-5.01,1607,07/14,314,0,3,317,56.7,53.0,＋・＋
72,5876,上海商銀,市,44.7,0.55,1.25,17257,07/14,4260,1763,1671,7694,2564.0,52.7,＋＋＋
73,3661,世芯-KY,市,3725.0,-410.0,-9.92,3382,07/14,-522,-71,-92,-684,45.2,52.4,－－－
74,6409,旭隼,市,1080.0,25.0,2.37,1208,07/14,-284,-1,25,-260,46.2,52.4,－－＋
75,5907,大洋-KY,市,4.88,-0.02,-0.41,285,07/14,-9,0,2,-7,102.0,52.0,－・＋
76,1795,美時,市,199.5,3.0,1.53,2843,07/14,-193,8,-30,-216,138.0,51.9,－＋－
77,5284,jpp-KY,市,304.5,-5.5,-1.77,916,07/14,188,0,-10,178,27.3,51.5,＋・－
78,1735,日勝化,市,20.5,-0.8,-3.76,340,07/14,38,0,2,40,51.0,51.3,＋・＋
79,8077,洛碁,櫃,46.85,1.7,3.77,12,07/14,0,0,0,0,11.2,51.1,・・・
