排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,006203,元大MSCI台灣,192.05,2.0,1.05,12,06/01,,,,-100.0,,,,,,
2,00845B,富邦新興投等債,32.99,-0.02,-0.06,121,06/01,,,,-100.0,-100.0,,,,,
3,00846B,富邦歐洲銀行債,35.53,-0.12,-0.34,111,06/01,,,,-100.0,-100.0,,,,,
4,00865B,國泰US短期公債,47.66,-0.07,-0.15,3384,06/01,,,,-100.0,-100.0,-100.0,-100.0,-100.0,,-100.0
5,00942B,台新美A公司債20+,14.32,-0.03,-0.21,2350,06/01,0.0,-93.5,-93.5,-93.5,-93.5,-91.7,-78.0,-96.4,-98.5,-96.3
6,4904,遠傳,97.1,2.5,2.64,10021,06/01,-71.0,-93.1,-94.4,-92.4,-91.9,-43.3,-52.8,-79.4,-95.9,-75.2
7,1315,達新,62.3,0.7,1.14,59,06/01,50.0,50.0,-84.6,-84.6,-90.0,-91.3,-92.7,-90.0,-87.8,-91.3
8,00981T,平衡凱基雙核收息,12.12,0.05,0.41,3758,06/01,5.0,-30.0,-84.6,-84.2,-19.2,0.0,-73.1,-75.6,,-40.0
9,1516,川飛,21.0,0.3,1.45,111,06/01,0.0,0.0,0.0,-83.3,-83.3,-83.3,-95.3,-98.5,-99.3,-98.0
10,00850,元大臺灣ESG永續,90.75,1.6,1.79,1023,06/01,-30.0,-22.2,-30.0,-82.1,-78.8,0.0,-22.2,-61.1,-87.9,-36.4
11,0051,元大中型100,145.0,3.1,2.18,159,06/01,-22.2,-17.6,27.3,-77.8,-72.0,600.0,600.0,180.0,,600.0
12,8354,冠好,16.8,-0.05,-0.3,172,06/01,18.3,11.0,-67.1,-77.0,-81.8,-81.9,-82.6,-76.6,7.41,-80.3
13,0061,元大寶滬深,24.98,-0.22,-0.87,435,06/01,0.0,-75.8,-76.1,-76.1,-76.6,-74.8,-85.5,-89.9,-96.2,-88.4
14,00930,永豐ESG低碳高息,25.2,0.55,2.23,1678,06/01,3.7,55.6,21.7,-75.2,21.7,33.3,-87.8,-91.6,-96.6,-89.7
15,2880,華南金,32.85,2.35,7.7,92467,06/01,-18.7,-21.4,-14.3,-73.5,-69.6,4.29,206.0,158.0,2.56,161.0
16,00851,台新全球AI,72.2,2.0,2.85,19,06/01,0.0,0.0,0.0,-66.7,0.0,0.0,0.0,-50.0,-80.0,-66.7
17,1203,味王,43.65,0.1,0.23,37,06/01,0.0,-60.0,-66.7,-66.7,-71.4,-75.0,-83.3,-81.8,-90.0,-81.8
18,00640L,富邦日本正2,100.85,-2.7,-2.61,182,06/01,12.2,10.0,-13.2,-61.7,-64.6,-80.4,-84.3,-58.8,-64.5,-70.8
19,00928,中信上櫃ESG30,39.98,0.39,0.99,1496,06/01,22.4,39.2,-54.6,-60.6,94.5,97.2,168.0,1083.0,16.4,735.0
