代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,95.85,3.35,3.62,26W21,05/21,-4,-400879,-20.0,-2.13,16,110974,1.11,0.59,-6,-262578,-8.57,-1.39,-4,-586657,-29.3,-3.11
6640,均華,1375.0,125.0,10.0,26W21,05/21,1,185,13.3,0.65,8,745,2.74,2.61,3,14,0.24,0.05,1,197,14.2,0.69
6715,嘉基,477.0,-4.0,-0.83,26W21,05/21,3,1094,5.25,1.63,8,4178,6.8,6.23,1,4,0.08,0.01,3,2345,11.3,3.5
6679,鈺太,335.0,21.0,6.69,26W21,05/21,1,147,5.55,0.27,7,174,0.78,0.32,1,76,2.87,0.14,1,255,9.63,0.46
2072,世紀風電,172.5,3.5,2.07,26W21,05/21,-1,-458,-25.6,-0.24,6,814,4.7,0.42,-1,-6,-0.35,0.0,-1,-454,-25.4,-0.24
3711,日月光投控,510.0,34.0,7.14,26W21,05/21,-6,-41643,-5.83,-0.94,6,23460,3.28,0.53,-1,-186,-0.17,0.0,-1,-7480,-6.85,-0.17
6531,愛普*,876.0,-97.0,-9.97,26W21,05/21,-4,-7042,-6.45,-4.32,6,7114,3.16,4.37,2,29,0.04,0.02,-1,-592,-1.53,-0.36
8210,勤誠,1335.0,50.0,3.89,26W21,05/21,-4,-4987,-8.49,-3.98,6,7252,7.48,5.79,-2,-238,-1.12,-0.19,-1,-341,-6.82,-0.27
2330,台積電,2230.0,45.0,2.06,26W21,05/21,-4,-157327,-20.0,-0.61,5,53698,5.47,0.21,1,431,0.3,0.0,-2,-43120,-12.0,-0.17
3026,禾伸堂,433.5,39.0,9.89,26W21,05/21,3,5071,3.77,3.06,5,10868,5.64,6.55,-1,-202,-2.27,-0.12,3,15240,11.3,9.19
