排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00780B,國泰A級金融債,37.73,-0.14,-0.37,07/21,-0.01,0.07,14.3,14.3,14.0,14.0,14.0,27.8,49.3,59.0,,27.8
2,00859B,群益0-1年美債,41.53,-0.06,-0.14,07/21,0.1,1.52,3.61,4.01,4.09,13.0,14.9,40.4,52.8,63.0,,50.0
3,7788,松川精密,229.0,-4.0,-1.72,07/21,-0.37,0.19,4.6,3.66,3.81,0.29,5.16,5.27,,,,5.47
4,3026,禾伸堂,682.0,61.0,9.82,07/21,1.27,1.72,3.83,3.48,3.63,1.7,-1.43,3.02,6.62,6.63,9.16,4.0
5,4979,華星光,357.0,17.0,5.0,07/21,-0.17,0.9,2.38,3.45,4.01,4.92,-0.06,1.28,7.63,5.39,9.96,-6.64
6,00785B,富邦金融投等債,34.92,-0.16,-0.46,07/21,0.0,0.0,0.0,3.25,13.7,13.7,13.7,21.1,25.9,79.3,,21.1
7,00715L,期街口布蘭特正2,47.33,-1.67,-3.41,07/21,1.06,2.66,3.03,3.21,3.3,2.2,5.12,-1.93,67.2,179.0,,17.6
8,3624,光頡,90.9,1.4,1.56,07/21,0.36,1.69,3.41,3.21,2.31,6.03,10.6,13.7,11.4,13.2,11.6,12.0
9,6141,柏承,38.55,0.85,2.25,07/21,-0.38,-0.58,0.66,3.03,2.43,3.38,3.06,3.53,4.06,1.86,4.33,3.46
10,3090,日電貿,175.5,0.0,0.0,07/21,-0.01,-0.02,1.83,2.85,4.69,5.02,3.65,8.98,5.43,7.81,11.7,9.04
11,6683,雍智科技,1170.0,65.0,5.88,07/21,-0.72,0.88,3.01,2.84,3.1,2.49,1.97,6.67,10.4,-0.37,,4.44
12,4991,環宇-KY,382.5,34.5,9.91,07/21,-0.15,0.77,2.38,2.84,5.07,3.91,6.3,12.3,6.8,13.7,2.36,5.82
13,8155,博智,300.0,18.0,6.38,07/21,0.42,1.56,2.03,2.72,2.25,2.8,-4.06,-0.1,-8.64,-9.33,-7.98,1.29
14,8028,昇陽半導體,305.0,5.0,1.67,07/21,-1.16,-1.38,-0.29,2.67,2.39,4.0,7.65,8.26,8.14,9.84,,7.97
15,2634,漢翔,71.5,6.5,10.0,07/21,1.53,1.75,2.39,2.66,3.16,4.27,4.17,3.24,6.09,-1.68,-4.88,4.77
16,6147,頎邦,173.0,9.0,5.49,07/21,0.08,1.33,2.17,2.66,4.75,2.51,0.4,-1.22,1.01,-3.04,-17.6,-0.17
17,3163,波若威,664.0,42.0,6.75,07/21,0.14,1.82,2.25,2.5,3.37,2.16,-6.71,2.76,14.2,7.59,8.62,-3.91
18,4760,勤凱,246.5,12.5,5.34,07/21,-0.12,0.81,2.55,2.41,2.38,1.2,-10.3,0.04,1.68,2.59,,5.11
19,2493,揚博,238.5,21.5,9.91,07/21,-0.06,-0.38,2.29,2.39,4.88,4.0,5.38,5.69,3.93,1.51,2.39,7.33
20,5475,德宏,146.5,-0.5,-0.34,07/21,0.3,1.5,2.19,2.31,5.41,3.59,8.53,6.88,13.2,13.6,14.0,6.48
