排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00717,富邦美國特別股,15.03,-0.04,-0.27,06/22,25.1,52.0,58.2,75.8,70.1,75.1,79.6,68.4,60.3,44.0,,68.4
2,00694B,富邦美債1-3,41.64,0.07,0.17,06/22,77.2,77.2,68.0,68.4,53.3,31.0,23.8,23.7,27.0,14.9,,24.5
3,00898,國泰基因免疫革命,8.45,-0.01,-0.12,06/22,45.9,70.5,64.2,65.5,50.5,46.5,50.8,43.1,38.2,34.9,,42.7
4,00931B,統一美債20年,13.64,-0.03,-0.22,06/22,77.6,74.2,66.2,63.3,52.9,58.2,46.2,32.5,35.4,,,32.4
5,5324,士開,12.25,0.15,1.24,06/22,58.3,60.7,57.5,61.4,47.5,28.6,13.1,6.72,3.7,0.3,0.05,6.86
6,00696B,富邦美債20年,29.42,-0.05,-0.17,06/22,66.1,67.9,64.0,57.7,38.0,43.2,40.0,59.3,45.4,25.2,,59.9
7,1301,台塑,52.4,0.7,1.35,06/22,31.8,66.0,63.6,56.4,29.6,20.8,16.4,9.62,6.11,-0.03,-0.81,10.2
8,2207,和泰車,481.0,-1.0,-0.21,06/22,-14.3,82.2,71.5,54.3,20.5,11.4,3.86,-3.79,-3.98,-5.79,0.3,-1.49
9,00857B,永豐20年美公債,23.6,-0.02,-0.08,06/22,75.2,66.7,57.7,54.2,45.6,48.1,47.6,47.6,34.4,10.5,,46.9
10,2002,中鋼,19.5,0.4,2.09,06/22,34.4,70.5,66.2,51.2,31.7,12.8,2.93,2.6,-0.88,-3.21,-0.02,2.44
11,00772B,中信高評級公司債,33.82,-0.11,-0.32,06/22,42.7,59.2,56.5,46.8,46.7,56.3,48.0,44.4,35.6,13.8,,44.1
12,00897,富邦基因免疫生技,10.06,-0.04,-0.4,06/22,27.7,65.2,59.2,43.1,5.66,25.4,30.8,26.1,23.7,17.0,,26.1
13,00958B,永豐ESG銀行債15+,9.38,-0.02,-0.21,06/22,28.0,29.4,29.2,42.9,45.7,47.7,37.5,18.5,10.6,,,19.1
14,00795B,中信美國公債20年,27.17,-0.03,-0.11,06/22,66.6,61.4,54.6,42.3,35.1,43.1,35.2,41.4,32.3,13.5,,42.4
15,00687B,國泰20年美債,28.07,-0.05,-0.18,06/22,70.4,64.6,57.2,41.5,10.6,26.0,23.2,29.8,22.8,6.15,,29.3
16,00950B,凱基A級公司債,14.16,-0.03,-0.21,06/22,19.3,38.2,34.9,40.6,35.0,35.5,36.6,50.3,49.8,,,49.6
17,00986A,主動台新龍頭成長,15.63,0.28,1.82,06/22,55.2,54.0,35.6,40.4,19.9,9.55,17.2,15.4,,,,14.7
18,9926,新海,49.8,0.6,1.22,06/22,38.4,31.5,26.4,40.1,-3.6,14.8,8.28,2.02,1.5,0.73,0.42,1.99
19,2006,東和鋼鐵,69.6,0.1,0.14,06/22,77.8,71.4,58.8,39.3,31.8,25.5,12.3,11.1,4.87,3.55,1.07,13.1
20,00788B,元大10年IG電能債,30.31,-0.08,-0.26,06/22,0.0,47.3,41.9,38.6,-6.88,-23.6,-13.2,-27.2,-15.3,0.32,,-26.7
21,00756B,群益投等新興公債,31.92,0.11,0.35,06/22,63.3,41.6,36.7,38.3,31.1,34.2,14.7,79.5,82.3,60.3,,80.0
22,6874,倍力,86.5,1.4,1.65,06/22,43.8,45.6,41.9,36.8,14.3,3.74,2.83,1.38,0.97,0.2,,1.5
23,00726B,國泰新興投等債,33.08,0.05,0.15,06/22,63.7,44.2,32.9,36.7,22.0,19.5,50.4,33.2,20.7,7.72,,34.9
24,009801,中信美國創新科技,12.62,0.2,1.61,06/22,-0.08,6.73,17.1,35.8,34.8,24.0,15.5,11.2,10.1,,,11.3
25,00966B,統一ESG投等債15+,14.09,-0.03,-0.21,06/22,41.2,25.7,22.4,35.4,28.3,30.0,27.1,12.0,4.64,,,12.7
26,6919,康霈*,119.5,10.5,9.63,06/22,14.0,39.0,37.4,34.7,28.0,18.5,2.51,1.74,0.62,,,2.32
27,5880,合庫金,24.45,-0.3,-1.21,06/22,-25.1,9.83,18.1,33.8,26.4,15.7,1.71,-3.49,0.18,-4.26,-0.66,-3.64
28,3533,嘉澤,2315.0,25.0,1.09,06/22,14.1,21.4,40.7,33.8,26.4,19.0,6.44,6.88,3.8,2.16,1.35,6.8
29,00773B,中信優先金融債,36.04,-0.1,-0.28,06/22,65.0,48.3,46.7,33.7,16.0,27.0,32.2,29.0,22.9,25.3,,29.4
30,2618,長榮航,41.65,-0.9,-2.12,06/22,-5.68,6.21,35.1,33.7,28.5,-3.38,-5.32,1.9,-0.88,-0.83,-0.05,1.21
31,00983A,主動中信ARK創新,12.05,0.13,1.09,06/22,11.6,26.6,24.8,33.6,40.3,31.8,23.5,11.5,3.62,,,11.8
32,2030,彰源,19.6,1.05,5.66,06/22,43.9,43.0,40.2,33.5,20.3,15.6,11.2,4.83,3.94,1.87,0.11,4.74
33,9918,欣天然,43.05,-0.05,-0.12,06/22,3.11,2.08,8.97,33.2,-3.98,14.2,1.81,1.28,1.29,1.04,0.64,1.28
34,00757,統一FANG+,130.95,2.05,1.59,06/22,41.0,38.1,39.7,33.1,21.0,17.0,16.9,10.7,8.01,3.14,,10.9
35,00768B,復華20年美債,50.6,-0.05,-0.1,06/22,66.7,66.9,42.4,32.7,20.1,19.9,20.7,-6.14,20.1,18.6,,-9.91
36,006204,永豐臺灣加權,239.3,7.5,3.24,06/22,68.7,57.7,47.4,32.3,4.97,1.68,1.32,1.08,0.43,-0.29,1.46,0.66
37,3715,定穎投控,194.5,15.5,8.66,06/22,39.4,34.9,34.0,32.3,20.4,11.5,-0.12,0.38,0.32,-0.1,,0.24
38,5452,佶優,35.55,1.65,4.87,06/22,45.3,36.9,29.2,32.3,13.4,2.1,1.75,0.75,0.56,-0.07,0.03,0.74
39,1434,福懋,16.9,-0.05,-0.29,06/22,31.0,32.3,26.1,32.3,27.8,15.9,1.35,5.57,1.86,-0.73,-2.82,5.68
40,00695B,富邦美債7-10,35.15,0.03,0.09,06/22,-0.36,39.4,39.3,32.2,30.0,18.6,10.4,18.2,12.5,5.99,,18.9
41,00984B,大華優利美A債15,16.5,-0.04,-0.24,06/22,30.0,26.2,25.9,32.2,40.1,50.8,52.6,13.8,9.48,,,15.1
42,3356,奇偶,61.5,1.1,1.82,06/22,32.0,37.2,38.9,32.2,12.2,1.9,3.38,4.52,4.43,0.8,-0.02,4.37
43,6414,樺漢,381.0,-2.0,-0.52,06/22,19.0,33.3,42.1,32.0,14.1,14.9,20.6,13.8,9.41,2.05,0.85,15.4
44,1203,味王,42.8,-0.2,-0.47,06/22,16.6,11.9,-11.5,31.1,5.71,17.0,14.9,7.44,1.12,-7.13,-0.87,7.57
45,6535,順藥,100.5,-2.5,-2.43,06/22,27.1,32.9,29.4,31.1,25.1,1.34,2.01,0.01,-0.13,1.59,,-0.72
46,6005,群益證,39.8,0.15,0.38,06/22,13.6,25.6,28.9,31.0,8.72,10.5,2.66,1.64,4.44,0.11,0.34,3.68
47,4506,崇友,119.0,0.5,0.42,06/22,29.3,40.0,38.0,30.9,27.8,9.14,15.0,10.3,9.92,-0.64,1.05,10.4
48,2228,劍麟,88.7,-0.3,-0.34,06/22,6.84,30.8,27.8,30.6,21.0,8.47,3.83,1.78,-1.2,-0.94,-0.3,1.65
49,6491,晶碩,327.0,-0.5,-0.15,06/22,-6.74,31.6,35.6,30.4,37.3,28.8,16.7,11.0,8.0,1.3,,12.4
50,2008,高興昌,30.8,0.0,0.0,06/22,65.7,41.5,21.3,30.4,-3.68,10.2,3.33,2.42,0.19,0.26,0.04,2.22
51,6962,奕力-KY,40.05,1.15,2.96,06/22,39.4,35.4,36.9,30.1,21.4,2.04,-0.51,-0.13,0.29,,,0.77
52,4588,玖鼎電力,60.5,1.4,2.37,06/22,34.4,34.2,32.9,30.1,17.1,0.61,-4.67,-3.57,-1.81,,,-3.68
53,1313,聯成,12.05,0.55,4.78,06/22,33.3,35.6,32.6,29.7,26.4,9.42,3.62,-2.22,-0.39,-2.29,-0.58,-2.02
