排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3481,群創,53.7,-2.1,-3.76,177088,06/05,-22511,-30585,-29776,-36131,-24836,66790.0,53649.0,251873.0,234413.0,193629.0
2,00981A,主動統一台股增長,30.81,-0.55,-1.75,342382,06/05,-1207,-1358,-7753,-22761,-27520,-81912.0,100888.0,77595.0,155509.0,60414.0
3,00403A,主動統一升級50,10.41,-0.18,-1.7,588247,06/05,333,2666,-9231,-22696,-43176,,,,,
4,6770,力積電,74.6,-6.4,-7.9,112133,06/05,-10021,-13230,-21075,-19679,19481,6252.0,30725.0,58900.0,111205.0,48408.0
5,2337,旺宏,150.0,-6.5,-4.15,54587,06/05,-12493,-12066,-17061,-16853,-19813,-44705.0,-77744.0,21328.0,73197.0,1548.0
6,6116,彩晶,18.45,-2.0,-9.78,18629,06/05,-304,-9880,-3618,-16152,-22441,-1748.0,-3922.0,3433.0,693.0,4774.0
7,3231,緯創,171.0,-5.0,-2.84,75786,06/05,-2180,-618,-8552,-15463,-6671,-13068.0,-18881.0,-15425.0,-2544.0,-11358.0
8,2408,南亞科,360.0,-35.0,-8.86,121600,06/05,-8515,-10131,-10689,-14172,-17292,-24275.0,-20907.0,-42566.0,61777.0,-59369.0
9,2317,鴻海,284.5,-8.5,-2.9,93159,06/05,-1819,-4404,-4396,-12572,1536,-6060.0,-12021.0,-16207.0,-14738.0,-12655.0
10,00632R,元大台灣50反1,10.37,0.23,2.27,202635,06/05,-15543,-15915,-16094,-11320,-245,-14402.0,25263.0,50590.0,110891.0,54693.0
11,2344,華邦電,162.0,-17.5,-9.75,228440,06/05,-11731,-1777,-14100,-7464,-17026,-25626.0,-1878.0,-6906.0,72233.0,-32670.0
12,8150,南茂,96.8,-2.3,-2.32,34134,06/05,-1287,998,-1360,-7395,12934,13448.0,17525.0,17864.0,27072.0,15473.0
13,00953B,群益優選非投等債,9.54,0.01,0.1,27067,06/05,-1045,-4262,-4276,-6674,591,-6476.0,-14892.0,24379.0,53585.0,28603.0
14,00992A,主動群益科技創新,17.93,-0.27,-1.48,68705,06/05,208,266,-4985,-5957,-22579,-25176.0,27062.0,,,25491.0
15,6182,合晶,85.5,-5.4,-5.94,11150,06/05,-578,-1094,-1815,-5383,420,24757.0,40008.0,41712.0,46807.0,41701.0
16,1326,台化,52.8,-2.4,-4.35,32740,06/05,-177,-2570,-3806,-4835,-5255,-1977.0,-9435.0,-11987.0,-9894.0,-9137.0
17,2426,鼎元,68.8,-3.3,-4.58,13575,06/05,-2360,-2658,-2374,-4520,-1570,-2951.0,15677.0,16764.0,17001.0,16312.0
18,00991A,主動復華未來50,19.22,-0.39,-1.99,122798,06/05,-1020,-684,-3736,-4415,10538,21417.0,19741.0,,,-16559.0
19,1785,光洋科,136.5,-3.0,-2.15,12157,06/05,-650,-1270,-1752,-4179,618,-7105.0,11007.0,17187.0,13743.0,10462.0
20,2356,英業達,76.8,-1.0,-1.29,113333,06/05,-350,-9583,-10933,-4152,7063,9707.0,4491.0,10288.0,5681.0,7791.0
21,00680L,元大美債20正2,6.89,0.03,0.44,12681,06/05,-618,-2526,-2626,-4125,-8264,-15494.0,-48645.0,-168139.0,-238361.0,-157156.0
22,2481,強茂,165.0,5.5,3.45,74311,06/05,-101,-1068,-3769,-3687,-5392,-810.0,326.0,-7120.0,9359.0,-5917.0
23,00687B,國泰20年美債,27.87,0.05,0.18,21160,06/05,-3013,-3032,-3021,-3639,-3394,-1919.0,-2884.0,-11922.0,-21204.0,-10011.0
24,00988A,主動統一全球創新,21.46,-0.63,-2.85,132273,06/05,-2874,-554,2402,-3634,-16255,20552.0,44491.0,47638.0,,48454.0
25,2892,第一金,29.3,-0.25,-0.85,57303,06/05,-155,-1541,-2951,-3483,-5967,-6737.0,3829.0,6170.0,8351.0,3118.0
26,2887,台新新光金,28.6,0.05,0.18,143711,06/05,199,207,-510,-3437,-380,-967.0,-5717.0,-39159.0,10630.0,-36236.0
27,3016,嘉晶,108.0,-2.5,-2.26,4538,06/05,-293,-771,-398,-3034,2269,2394.0,3586.0,4261.0,5316.0,4071.0
28,1301,台塑,48.9,-1.9,-3.74,27308,06/05,121,-2044,-4020,-2875,-2418,1021.0,-2050.0,-9620.0,-6446.0,-8359.0
29,00673R,期元大S&P原油反1,12.3,0.26,2.16,15631,06/05,-1288,-755,1337,-2796,-16659,-9936.0,61170.0,94153.0,73607.0,92635.0
30,5425,台半,101.0,-0.5,-0.49,24904,06/05,-991,-936,870,-2757,3226,8537.0,12016.0,9999.0,9475.0,10730.0
31,1582,信錦,103.5,-4.0,-3.72,4745,06/05,-340,-665,-748,-2724,-2825,1981.0,43.0,4448.0,4115.0,4611.0
32,4919,新唐,178.0,-16.0,-8.25,3642,06/05,-455,-682,-1026,-2638,-8491,-3583.0,7577.0,10810.0,11648.0,10217.0
33,00400A,主動國泰動能高息,14.55,-0.31,-2.09,60780,06/05,19,-434,-1595,-2543,-4195,-4138.0,,,,
34,00665L,富邦恒生國企正2,9.41,-0.06,-0.63,11118,06/05,1383,2417,4100,-2455,1671,9848.0,-4401.0,9937.0,-18759.0,-3375.0
35,3048,益登,66.3,-1.5,-2.21,7314,06/05,-138,-1382,-1071,-2424,-4193,876.0,1135.0,-605.0,2998.0,344.0
36,1528,恩德,27.8,-1.2,-4.14,8151,06/05,-99,-439,-2110,-2398,-2236,-2030.0,-2446.0,-371.0,-1228.0,-2186.0
37,1319,東陽,97.9,1.4,1.45,8960,06/05,-372,-1009,-529,-2282,31,-520.0,1084.0,403.0,3762.0,415.0
38,9105,泰金寶-DR,11.45,-1.25,-9.84,149437,06/05,-5838,-8051,-1807,-2127,-2824,-7097.0,-3264.0,-3550.0,8480.0,-4834.0
39,2331,精英,22.7,-0.65,-2.78,3921,06/05,-145,-155,-160,-2093,-497,-626.0,-3269.0,-624.0,-900.0,-604.0
40,6456,GIS-KY,82.5,-3.5,-4.07,16186,06/05,-1087,-122,-957,-2081,-951,-1818.0,3041.0,10360.0,10420.0,9757.0
41,00688L,國泰20年美債正2,6.87,0.03,0.44,5108,06/05,-226,-964,-1788,-2048,-5369,-9060.0,-34204.0,-95228.0,-132677.0,-91593.0
42,8358,金居,596.0,31.0,5.49,3357,06/05,-288,-957,-868,-1995,-3396,-10119.0,-7315.0,-10314.0,7857.0,-6486.0
43,2201,裕隆,28.7,-0.1,-0.35,3258,06/05,-120,189,-7,-1989,-1154,-1541.0,-877.0,1421.0,1202.0,649.0
44,00664R,國泰臺灣加權反1,1.67,0.04,2.45,35773,06/05,908,1124,1439,-1958,-10422,-4488.0,-720.0,-7787.0,8598.0,943.0
45,2367,燿華,63.1,1.1,1.77,35580,06/05,1058,312,487,-1957,2274,7009.0,12515.0,18740.0,15075.0,11942.0
46,1815,富喬,102.0,-2.0,-1.92,15677,06/05,-884,-1830,-1897,-1910,-5897,2665.0,-9271.0,-15411.0,-12692.0,-17970.0
47,6706,惠特,190.0,-4.5,-2.31,4493,06/05,-882,-1462,-1414,-1904,-2308,2536.0,1347.0,-166.0,4929.0,-3787.0
48,2329,華泰,56.3,-1.7,-2.93,9961,06/05,-530,-636,-580,-1900,-3211,-5766.0,-973.0,2553.0,-12614.0,1485.0
49,6505,台塑化,55.3,-2.2,-3.83,10995,06/05,-118,-817,-1437,-1874,-1972,-2382.0,-4275.0,4789.0,3719.0,5090.0
50,6531,愛普*,1010.0,-45.0,-4.27,5307,06/05,-680,-803,-663,-1855,-172,-2092.0,5501.0,3005.0,2503.0,1745.0
51,00753L,中信中國50正2,9.75,-0.07,-0.71,8137,06/05,88,1212,2355,-1847,1433,7323.0,5612.0,14322.0,-7615.0,8615.0
52,2515,中工,13.15,-0.1,-0.75,5715,06/05,-243,-612,-823,-1815,-1660,-2123.0,-11208.0,-288.0,3362.0,-5047.0
53,2233,宇隆,311.0,-5.5,-1.74,1196,06/05,-271,-757,-1040,-1724,-2140,-1920.0,71.0,1950.0,5083.0,922.0
54,3006,晶豪科,222.5,-22.5,-9.18,18613,06/05,-1460,-2400,-3233,-1698,-4000,-1798.0,-2311.0,9196.0,10680.0,7848.0
55,2441,超豐,131.5,-5.0,-3.66,7321,06/05,-281,-231,46,-1669,-5139,555.0,-3051.0,8284.0,9746.0,-9132.0
56,00937B,群益ESG投等債20+,14.91,0.05,0.34,61628,06/05,-99,-1049,-1461,-1586,-2510,-1693.0,-3754.0,-8890.0,-24067.0,-11306.0
57,2375,凱美,156.0,11.0,7.59,3598,06/05,11,-266,-549,-1586,694,1703.0,2565.0,1823.0,4614.0,1843.0
58,5483,中美晶,152.5,-8.0,-4.98,15056,06/05,216,-676,-137,-1571,1469,2114.0,3860.0,2203.0,784.0,1573.0
59,2382,廣達,390.5,-13.5,-3.34,69276,06/05,-52,-56,-1265,-1567,2465,2789.0,-52.0,-1903.0,-4434.0,-5370.0
60,00671R,富邦NASDAQ反1,2.39,0.01,0.42,3461,06/05,-107,-579,-671,-1550,-3405,-3309.0,697.0,-10168.0,12535.0,-3257.0
61,8261,富鼎,171.0,-5.5,-3.12,5520,06/05,-92,424,999,-1539,-1920,2734.0,4080.0,3377.0,5607.0,3690.0
62,2485,兆赫,67.5,1.7,2.58,25121,06/05,-226,-803,-1041,-1481,-1176,1505.0,1495.0,7306.0,12941.0,6422.0
63,1514,亞力,135.0,-14.5,-9.7,13749,06/05,773,-1890,-1319,-1460,-1015,-625.0,-1465.0,-664.0,-3084.0,-585.0
64,2371,大同,30.3,-1.75,-5.46,29510,06/05,178,132,1329,-1409,-5026,-14438.0,-8869.0,-17398.0,-20168.0,-19603.0
65,3024,憶聲,13.15,-0.65,-4.71,2435,06/05,-90,-203,-287,-1392,-3111,-4938.0,-4809.0,-7079.0,-6627.0,-6669.0
66,2323,中環,11.9,-0.25,-2.06,21136,06/05,370,692,-1366,-1382,-650,-17.0,787.0,5276.0,8658.0,1334.0
67,00891,中信關鍵半導體,35.32,-0.88,-2.43,27155,06/05,-20,-206,-138,-1378,-7230,-1468.0,1948.0,2348.0,2609.0,3104.0
