排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (萬張),超過 600張 增減 (張),超過 600張 增減 (%),持股 超過 800張 (萬張),超過 800張 增減 (張),超過 800張 增減 (%),持股 超過 1千張 (萬張),超過 1千張 增減 (張),超過 1千張 增減 (%)
496,6752,叡揚,100.5,-3.0,-2.9,26W23,06/05,1.52,60.0,0.4,0.96,46.0,0.48,0.68,8.0,0.12
497,1712,興農,39.3,0.0,0.0,26W23,06/05,22.4,687.0,0.31,20.7,977.0,0.47,19.6,-860.0,-0.44
498,1464,得力,10.4,-0.2,-1.89,26W23,06/05,24.7,-254.0,-0.1,23.8,1108.0,0.47,23.0,1139.0,0.5
499,1325,恆大,26.35,-0.3,-1.13,26W23,06/05,3.93,180.0,0.46,3.86,180.0,0.47,3.76,180.0,0.48
500,1102,亞泥,33.75,-0.65,-1.89,26W23,06/05,284.0,5537.0,0.2,282.0,13054.0,0.47,280.0,22549.0,0.81
501,2890,永豐金,31.9,-0.8,-2.45,26W23,06/05,1140.0,51311.0,0.45,1124.0,51694.0,0.46,1111.0,49895.0,0.45
502,8411,福貞-KY,12.15,0.05,0.41,26W23,06/05,17.7,13.0,0.01,17.5,791.0,0.45,17.3,791.0,0.46
503,2501,國建,23.95,-0.15,-0.62,26W23,06/05,87.0,1943.0,0.22,85.8,3860.0,0.45,84.2,3778.0,0.45
504,7760,享溫馨,31.1,-0.95,-2.96,26W23,06/05,3.29,140.0,0.43,3.03,136.0,0.45,2.86,136.0,0.48
505,2535,達欣工,85.6,2.2,2.64,26W23,06/05,15.5,728.0,0.47,15.1,677.0,0.45,14.9,677.0,0.46
506,8921,沈氏,18.4,0.45,2.51,26W23,06/05,3.6,143.0,0.4,3.2,143.0,0.45,2.94,1055.0,3.73
507,4164,承業醫,30.0,-0.05,-0.17,26W23,06/05,9.28,990.0,1.08,8.6,380.0,0.44,8.24,451.0,0.55
508,9951,皇田,52.5,-0.4,-0.76,26W23,06/05,3.19,125.0,0.39,2.84,125.0,0.44,2.84,1019.0,3.72
509,1423,利華,43.65,-0.1,-0.23,26W23,06/05,7.99,335.0,0.42,7.7,337.0,0.44,7.43,337.0,0.46
510,2887G,台新新光庚特一,42.95,0.0,0.0,26W23,06/05,2.86,125.0,0.44,2.8,122.0,0.44,2.6,122.0,0.47
511,00942B,台新美A公司債20+,14.33,-0.07,-0.49,26W23,06/05,183.0,7276.0,0.4,182.0,7929.0,0.44,182.0,7929.0,0.44
512,00740B,富邦全球投等債,38.62,-0.18,-0.46,26W23,06/05,209.0,7560.0,0.36,209.0,9044.0,0.43,209.0,9044.0,0.44
513,2820,華票,16.9,-0.3,-1.74,26W23,06/05,86.2,2843.0,0.33,84.7,3663.0,0.43,83.7,2722.0,0.33
514,4551,智伸科,139.5,-2.0,-1.41,26W23,06/05,8.82,-406.0,-0.46,8.62,369.0,0.43,8.36,-473.0,-0.56
515,4198,欣大健康,37.75,0.0,0.0,26W23,06/05,1.93,82.0,0.43,1.93,82.0,0.43,1.83,82.0,0.45
516,2897,王道銀行,10.1,-0.2,-1.94,26W23,06/05,234.0,5812.0,0.25,230.0,9749.0,0.43,227.0,10568.0,0.47
517,2029,盛餘,20.35,-0.55,-2.63,26W23,06/05,22.4,232.0,0.1,22.2,939.0,0.42,21.9,122.0,0.06
518,3071,協禧,31.85,-1.9,-5.63,26W23,06/05,6.35,916.0,1.47,6.28,265.0,0.42,6.19,265.0,0.43
519,5460,同協,14.65,-0.4,-2.66,26W23,06/05,2.98,67.6,0.23,2.59,109.0,0.42,2.14,11.0,0.05
520,2903,遠百,22.85,-0.65,-2.77,26W23,06/05,110.0,3951.0,0.36,109.0,4548.0,0.42,108.0,4568.0,0.42
521,5880,合庫金,23.05,-0.4,-1.71,26W23,06/05,1108.0,45196.0,0.41,1090.0,45278.0,0.42,1077.0,44014.0,0.41
522,4111,濟生,30.0,-0.15,-0.5,26W23,06/05,2.28,86.0,0.38,2.09,86.0,0.41,1.79,1075.0,6.38
523,6111,光聚晶電,44.0,0.0,0.0,26W23,06/05,4.77,830.0,1.77,4.43,183.0,0.41,4.35,183.0,0.42
524,6180,橘子,43.9,0.2,0.46,26W23,06/05,8.64,-304.0,-0.35,8.29,339.0,0.41,8.01,339.0,0.43
525,6671,三能-KY,26.6,-0.3,-1.12,26W23,06/05,3.94,152.0,0.39,3.75,152.0,0.41,3.56,152.0,0.43
526,00772B,中信高評級公司債,33.59,-0.17,-0.5,26W23,06/05,272.0,10934.0,0.4,271.0,10920.0,0.41,269.0,11880.0,0.44
527,3709,鑫聯大投控,79.7,-4.6,-5.46,26W23,06/05,9.16,-1446.0,-1.55,8.79,354.0,0.4,8.52,-714.0,-0.83
528,3022,威強電,79.0,1.6,2.07,26W23,06/05,10.1,918.0,0.91,10.0,399.0,0.4,9.67,2377.0,2.52
529,9945,潤泰新,24.6,-0.55,-2.19,26W23,06/05,178.0,8328.0,0.47,175.0,6967.0,0.4,173.0,10549.0,0.61
530,1604,聲寶,23.45,-0.05,-0.21,26W23,06/05,21.4,154.0,0.07,20.9,825.0,0.4,20.4,10.8,0.01
531,9906,欣巴巴,42.3,-0.3,-0.7,26W23,06/05,6.9,264.0,0.38,6.77,264.0,0.39,6.67,1165.0,1.78
532,4113,聯上,15.0,-0.2,-1.32,26W23,06/05,16.0,655.0,0.41,14.9,575.0,0.39,14.6,747.0,0.51
533,2412,中華電,138.5,-2.5,-1.77,26W23,06/05,613.0,22514.0,0.37,609.0,23424.0,0.39,605.0,19637.0,0.33
534,5291,邑昇,65.7,-2.1,-3.1,26W23,06/05,1.5,18.0,0.12,1.17,44.0,0.38,0.88,1.0,0.01
535,2034,允強,20.05,-0.45,-2.2,26W23,06/05,23.8,1487.0,0.63,23.0,860.0,0.38,22.3,769.0,0.35
536,2547,日勝生,10.65,0.15,1.43,26W23,06/05,69.4,1083.0,0.16,66.8,2458.0,0.37,65.0,2476.0,0.38
537,2887I,台新新光辛特,9.41,0.0,0.0,26W23,06/05,215.0,7901.0,0.37,209.0,7562.0,0.36,203.0,7052.0,0.35
538,2615,萬海,84.6,-1.5,-1.74,26W23,06/05,236.0,8560.0,0.36,234.0,8455.0,0.36,232.0,8334.0,0.36
539,8404,百和興業-KY,17.3,-0.15,-0.86,26W23,06/05,31.9,1061.0,0.33,31.2,1124.0,0.36,30.6,333.0,0.11
540,6584,南俊國際,624.0,-26.0,-4.0,26W23,06/05,4.95,-577.0,-1.15,4.69,168.0,0.36,4.6,168.0,0.37
541,5263,智崴,105.0,-2.5,-2.33,26W23,06/05,3.65,728.0,2.04,3.46,123.0,0.36,3.37,65.0,0.19
542,1777,生泰,71.2,-0.7,-0.97,26W23,06/05,2.55,88.0,0.35,2.49,88.0,0.35,2.3,0.0,0.0
543,6488,環球晶,768.0,-43.0,-5.3,26W23,06/05,37.2,717.0,0.19,36.2,1278.0,0.35,34.6,-3170.0,-0.91
544,00950B,凱基A級公司債,13.99,-0.07,-0.5,26W23,06/05,365.0,12124.0,0.33,363.0,12793.0,0.35,362.0,14629.0,0.41
545,6753,龍德造船,120.0,-3.0,-2.44,26W23,06/05,6.64,233.0,0.35,6.64,233.0,0.35,6.28,217.0,0.35
546,2023,燁輝,13.75,-0.2,-1.43,26W23,06/05,146.0,5087.0,0.35,145.0,5085.0,0.35,145.0,5315.0,0.37
547,3285,微端,31.1,-0.6,-1.89,26W23,06/05,2.45,83.0,0.34,2.39,83.0,0.35,2.19,1053.0,5.05
548,6550,北極星藥業-KY,13.15,-0.25,-1.87,26W23,06/05,64.1,2279.0,0.36,63.4,2204.0,0.35,62.6,3160.0,0.51
549,2464,盟立,148.5,-16.5,-10.0,26W23,06/05,9.29,975.0,1.06,8.82,306.0,0.35,8.02,-5132.0,-6.02
550,00850,元大臺灣ESG永續,86.4,-3.3,-3.68,26W23,06/05,7.04,-1094.0,-1.53,6.88,237.0,0.35,6.49,237.0,0.37
551,8916,光隆,44.9,-0.25,-0.55,26W23,06/05,9.65,305.0,0.32,9.29,318.0,0.34,9.11,-595.0,-0.65
552,6492,生華科,44.4,-0.1,-0.22,26W23,06/05,2.43,83.0,0.34,2.43,83.0,0.34,2.34,83.0,0.36
553,6024,群益期,60.6,0.2,0.33,26W23,06/05,16.4,555.0,0.34,16.2,555.0,0.34,16.0,1428.0,0.9
554,6560,欣普羅,38.2,-1.85,-4.62,26W23,06/05,1.23,42.0,0.34,1.23,42.0,0.34,1.05,0.0,0.0
555,4162,智擎,56.5,1.0,1.8,26W23,06/05,6.27,971.0,1.57,6.0,204.0,0.34,5.81,203.0,0.35
556,2596,綠意,28.8,-0.8,-2.7,26W23,06/05,7.03,192.0,0.27,6.54,220.0,0.34,6.16,220.0,0.36
557,8446,華研,89.6,3.2,3.7,26W23,06/05,2.35,79.0,0.34,2.35,79.0,0.34,2.26,79.0,0.35
558,3313,斐成,11.05,-0.2,-1.78,26W23,06/05,16.7,-100.0,-0.06,16.4,548.0,0.34,16.4,548.0,0.34
559,3444,利機,99.8,-3.2,-3.11,26W23,06/05,2.03,-540.0,-2.59,1.89,63.0,0.33,1.7,63.0,0.37
560,00671R,富邦NASDAQ反1,2.48,0.09,3.77,26W23,06/05,33.8,-337.0,-0.1,31.3,1045.0,0.33,28.6,28.7,0.01
561,2515,中工,12.95,-0.2,-1.52,26W23,06/05,92.7,6075.0,0.66,89.1,2929.0,0.33,85.9,1070.0,0.12
562,3713,新晶投控,16.1,-0.35,-2.13,26W23,06/05,4.15,131.0,0.32,4.01,131.0,0.33,3.84,1083.0,2.9
563,4904,遠傳,101.0,-0.5,-0.49,26W23,06/05,334.0,9925.0,0.3,331.0,10810.0,0.33,329.0,9087.0,0.28
564,5355,佳總,6.72,0.02,0.3,26W23,06/05,11.3,342.0,0.3,10.9,353.0,0.33,10.4,353.0,0.34
565,1617,榮星,16.1,-0.6,-3.59,26W23,06/05,12.4,398.0,0.32,12.4,398.0,0.32,11.9,402.0,0.34
566,7713,威力德生醫,70.7,-1.2,-1.67,26W23,06/05,3.68,132.0,0.36,3.54,113.0,0.32,3.54,113.0,0.32
567,6505,台塑化,52.6,-2.7,-4.88,26W23,06/05,901.0,27792.0,0.31,900.0,28654.0,0.32,899.0,29476.0,0.33
568,2949,欣新網,65.0,0.0,0.0,26W23,06/05,2.36,75.0,0.32,2.36,75.0,0.32,1.9,0.0,0.0
569,1437,勤益控,28.55,-0.6,-2.06,26W23,06/05,15.2,-244.0,-0.16,14.3,450.0,0.32,13.5,2333.0,1.75
570,8438,昶昕,79.2,-4.5,-5.38,26W23,06/05,5.66,189.0,0.34,5.6,174.0,0.31,4.88,162.0,0.33
571,00722B,群益投資級電信債,35.97,-0.19,-0.53,26W23,06/05,131.0,3320.0,0.25,131.0,3999.0,0.31,131.0,4991.0,0.38
572,2542,興富發,41.9,-1.1,-2.56,26W23,06/05,131.0,3152.0,0.24,129.0,3931.0,0.31,127.0,2294.0,0.18
573,6142,友勁,8.4,-0.31,-3.56,26W23,06/05,18.2,1819.0,1.01,17.3,528.0,0.31,16.8,1450.0,0.87
574,2836,高雄銀,11.9,-0.15,-1.24,26W23,06/05,154.0,5880.0,0.38,152.0,4609.0,0.31,151.0,3662.0,0.24
575,6835,圓裕,37.45,-1.1,-2.85,26W23,06/05,4.8,133.0,0.28,4.48,134.0,0.3,4.38,130.0,0.3
576,3605,宏致,72.2,-2.8,-3.73,26W23,06/05,7.62,-463.0,-0.6,7.14,212.0,0.3,6.88,217.0,0.32
577,2520,冠德,31.45,-0.65,-2.02,26W23,06/05,41.7,4773.0,1.16,40.6,1194.0,0.29,40.1,1892.0,0.47
578,1591,駿吉-KY,36.9,-4.1,-10.0,26W23,06/05,0.48,12.0,0.25,0.41,12.0,0.29,0.33,0.0,0.0
579,2362,藍天,44.85,-2.1,-4.47,26W23,06/05,48.6,-3593.0,-0.73,48.2,1401.0,0.29,47.5,-449.0,-0.09
580,6197,佳必琪,327.0,2.0,0.62,26W23,06/05,5.45,169.0,0.31,5.17,149.0,0.29,4.9,1048.0,2.18
581,6192,巨路,126.5,-2.5,-1.94,26W23,06/05,5.05,132.0,0.26,4.57,132.0,0.29,4.4,132.0,0.3
582,00638R,元大滬深300反1,6.67,0.17,2.62,26W23,06/05,1.11,31.9,0.29,1.11,31.9,0.29,1.01,31.9,0.32
583,00853B,統一美債10年Aa-A,27.8,-0.13,-0.47,26W23,06/05,16.5,-223.0,-0.14,16.5,471.0,0.29,16.5,471.0,0.29
584,3321,同泰,20.55,1.45,7.59,26W23,06/05,3.53,-554.0,-1.55,3.31,94.5,0.29,3.12,97.0,0.31
585,2207,和泰車,473.0,-22.0,-4.44,26W23,06/05,48.0,535.0,0.11,47.1,1333.0,0.28,46.4,2269.0,0.49
586,4108,懷特,12.3,-0.4,-3.15,26W23,06/05,5.41,143.0,0.27,5.12,142.0,0.28,4.76,173.0,0.36
587,4527,方土霖,40.95,-1.0,-2.38,26W23,06/05,4.84,131.0,0.27,4.69,129.0,0.28,4.69,129.0,0.28
588,3455,由田,209.0,-11.0,-5.0,26W23,06/05,1.38,26.7,0.19,0.98,26.7,0.27,0.89,26.7,0.3
589,4171,瑞基,17.8,-0.2,-1.11,26W23,06/05,1.83,47.0,0.26,1.77,47.0,0.27,1.61,47.0,0.29
590,00887,永豐中國科技50大,16.88,-0.81,-4.58,26W23,06/05,11.0,3891.0,3.66,9.69,257.0,0.27,8.58,982.0,1.16
591,2705,六福,15.45,-0.25,-1.59,26W23,06/05,12.0,307.0,0.26,11.7,307.0,0.26,11.4,307.0,0.27
592,2608,嘉里大榮,29.9,-0.2,-0.66,26W23,06/05,35.1,-593.0,-0.17,34.3,893.0,0.26,33.5,66.6,0.02
593,4426,利勤,8.1,-0.39,-4.59,26W23,06/05,10.1,255.0,0.25,9.87,255.0,0.26,9.32,255.0,0.27
594,1452,宏益,11.05,0.0,0.0,26W23,06/05,6.07,140.0,0.23,5.46,140.0,0.26,5.03,100.0,0.2
595,1907,永豐餘,25.35,-0.7,-2.69,26W23,06/05,138.0,1967.0,0.14,136.0,3482.0,0.26,134.0,1542.0,0.12
596,4121,優盛,13.75,-0.45,-3.17,26W23,06/05,3.91,144.0,0.37,3.84,98.0,0.26,3.67,98.0,0.27
597,7818,溢泰實業,63.2,-1.1,-1.71,26W23,06/05,14.7,-344.0,-0.23,14.7,372.0,0.25,14.7,372.0,0.25
598,8183,精星,31.1,-1.7,-5.18,26W23,06/05,5.52,116.0,0.21,5.31,132.0,0.25,5.31,132.0,0.25
599,2064,晉椿,14.45,-0.2,-1.37,26W23,06/05,5.09,125.0,0.25,5.09,125.0,0.25,5.0,103.0,0.21
600,5426,振發,32.9,2.95,9.85,26W23,06/05,8.06,794.0,1.0,7.86,191.0,0.24,7.86,191.0,0.24
