"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日賣出佔成交","2日賣出佔成交","3日賣出佔成交","5日賣出佔成交","10日賣出佔成交","1個月賣出佔成交","3個月賣出佔成交","半年賣出佔成交","1年賣出佔成交","3年賣出佔成交","10年賣出佔成交","今年賣出佔成交"
"257","4979","華星光","660","-40","-5.71","05/08","0.74","0.34","0.21","0.27","1.88","2.22","1.9","1.08","0.94","0.94","0.86","1.43"
"258","2527","宏璟","34.65","+0.05","+0.14","05/08","0.21","0.08","0.08","0.26","0.24","0.55","0.41","0.31","0.32","0.09","0.12","0.36"
"259","2412","中華電","136.5","+1","+0.74","05/08","0.02","0.09","0.09","0.26","2.11","4.75","3.79","3.41","4.18","3.21","2.13","3.32"
"260","5484","慧友","37.95","-0.55","-1.43","05/08","0","0","0.09","0.26","0.32","0.69","0.36","0.19","0.1","0.02","0.01","0.23"
"261","4958","臻鼎-KY","401","-26","-6.09","05/08","0","0.01","0.33","0.25","0.29","0.5","0.63","2.29","2.81","3.88","3.2","0.94"
"262","6213","聯茂","287.5","-12","-4.01","05/08","0","0.02","0.04","0.25","2.88","0.54","0.23","0.49","0.52","0.87","2.42","0.28"
"263","9930","中聯資源","70","-0.1","-0.14","05/08","0","0","0","0.23","0.26","0.51","0.21","0.15","0.08","0.12","0.34","0.17"
"264","1436","華友聯","48.85","-0.2","-0.41","05/08","0","0.3","0.22","0.23","0.28","0.32","0.16","0.33","0.54","0.65","0.47","0.43"
"265","2539","櫻花建","39.35","0","0","05/08","0.47","0.4","0.26","0.23","0.31","0.39","0.48","0.49","1.75","0.86","0.64","0.57"
"266","8926","台汽電","49.1","+2.35","+5.03","05/08","0","0.46","0.38","0.21","0.17","0.13","0.2","0.26","0.23","0.13","0.39","0.16"
"267","6206","飛捷","119","+2","+1.71","05/08","0.13","0.23","0.25","0.21","0.23","1.07","0.68","5.85","3.22","1.69","1.59","2.37"
"268","5904","寶雅","589","+2","+0.34","05/08","2.59","0.82","0.34","0.21","5.83","4.58","1.82","1.71","13.2","7.13","4.79","1.6"
"269","5508","永信建","49.1","-1","-2","05/08","0","0.25","0.18","0.2","3.46","1.86","0.56","19","9.68","3.71","2.72","0.4"
"270","5880","合庫金","23.05","+0.05","+0.22","05/08","0.05","0.04","0.08","0.2","0.31","0.93","0.77","0.87","1.39","1.01","0.5","0.83"
"271","3026","禾伸堂","330","+30","+10","05/08","0.64","0.46","0.28","0.2","0.13","0.11","0.13","0.21","0.15","0.14","1.02","0.23"
"272","3363","上詮","810","-5","-0.61","05/08","0","0","0.14","0.19","0.45","0.06","0.08","0.08","0.11","0.2","0.26","0.06"
"273","8271","宇瞻","260.5","+12.5","+5.04","05/08","0","0.03","0.11","0.19","0.2","0.13","0.06","0.02","0.07","0.09","0.12","0.04"
"274","00662","富邦NASDAQ","115.8","+0.4","+0.35","05/08","0","0","0","0.18","0.21","0.36","0.15","0.07","0.04","0.02","","0.1"
"275","2492","華新科","156","-4","-2.5","05/08","0","0","0","0.17","0.13","0.08","0.04","0.34","0.4","0.55","1.55","0.24"
"276","6139","亞翔","714","-7","-0.97","05/08","0.33","0.16","0.12","0.17","1.17","3.24","2.13","2.23","1.87","1.07","0.71","1.72"
"277","00713","元大台灣高息低波","54.75","+0.45","+0.83","05/08","0","0","0","0.17","0.19","0.2","0.16","0.39","1.53","0.92","","0.26"
"278","6538","倉和","79.5","-3.4","-4.1","05/08","0.13","0.05","0.05","0.16","0.2","0.31","0.22","0.24","0.22","0.86","","0.27"
"279","2485","兆赫","68.6","+0.9","+1.33","05/08","0","0","0.01","0.16","0.09","0.04","0.01","0.01","0.01","0.01","0.37","0.01"
"280","5292","華懋","226","-4.5","-1.95","05/08","0","0","0.09","0.16","0.13","0.32","0.2","0.13","0.11","","","0.15"
"281","8150","南茂","92.7","-5.4","-5.5","05/08","0","0","0","0.16","0.12","0.06","0.07","0.04","0.23","1.17","1.33","0.04"
"282","2547","日勝生","10.3","+0.05","+0.49","05/08","0","0.21","0.14","0.15","0.16","0.19","0.09","0.07","1.28","0.3","0.13","0.08"
"283","2855","統一證","40","+0.3","+0.76","05/08","0.2","0.32","0.26","0.15","0.15","0.91","0.44","0.97","2.06","3.83","1.91","0.91"
"284","2633","台灣高鐵","26.55","+0.2","+0.76","05/08","0.14","0.18","0.16","0.15","0.17","0.21","0.26","0.45","0.81","2.36","","0.32"
"285","2528","皇普","22.25","-0.15","-0.67","05/08","0","0.36","0.14","0.14","0.17","1.08","0.39","0.2","0.1","0.04","0.02","0.3"
"286","3217","優群","176","+1","+0.57","05/08","0","0","0.1","0.14","0.11","0.19","0.37","2.26","2.73","3.5","2.85","0.36"
"287","8016","矽創","273","+7.5","+2.82","05/08","0.05","0.1","0.12","0.14","2.53","3.72","3.64","7.12","7.59","8.93","4","5.95"
"288","9911","櫻花","83.2","-0.4","-0.48","05/08","0","0","0","0.13","1.37","0.89","0.47","0.55","1.01","0.47","2.7","0.47"
"289","00740B","富邦全球投等債","38.48","-0.16","-0.41","05/08","1.26","0.59","0.32","0.13","0.07","0.04","0.06","0.03","0.47","0.1","","0.04"
"290","5234","達興材料","408","+9.5","+2.38","05/08","0","0","0.14","0.13","4.41","3.14","1.94","2.95","3.21","2.49","2.37","1.7"
"291","6548","長科*","52.6","+0.6","+1.15","05/08","0","0","0.01","0.12","0.07","0.18","0.26","0.19","0.22","0.65","","0.25"
"292","2208","台船","21.7","+0.9","+4.33","05/08","0.04","0.13","0.15","0.11","0.21","0.19","0.09","0.05","0.07","0.07","0.05","0.06"
"293","2419","仲琦","30.05","-0.65","-2.12","05/08","0","0.05","0.06","0.11","0.06","0.01","0","0","0","0.01","0.4","0"
"294","1735","日勝化","25.4","-0.5","-1.93","05/08","0","0","0.05","0.11","0.04","0.01","0.01","0","0","0","0.02","0"
"295","3035","智原","178","-3","-1.66","05/08","0","0.19","0.16","0.11","0.04","0.03","0.13","0.09","0.39","1.62","1.33","0.11"
"296","4961","天鈺","170","+9","+5.59","05/08","0","0.02","0.06","0.11","1.36","0.74","0.45","6.09","7.54","4.66","","1.76"
"297","8454","富邦媒","196","+7","+3.7","05/08","0","0.03","0.05","0.11","8.67","5.32","2.56","1.7","1.7","2.14","2.09","2.35"
"298","6640","均華","1395","+5","+0.36","05/08","0","0.4","0.16","0.1","0.48","0.38","0.46","0.49","0.8","1.2","","0.51"
"299","3022","威強電","73.7","-1.6","-2.12","05/08","0","0","0.1","0.1","2.09","1.2","0.67","0.44","0.35","0.25","0.38","0.55"
"300","2520","冠德","30.05","+0.6","+2.04","05/08","0","0.16","0.11","0.1","0.11","0.14","0.07","16.2","9.23","3.71","2.46","2.71"
