"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(萬張)","超過600張增減(張)","超過600張增減(%)","持股超過800張(萬張)","超過800張增減(張)","超過800張增減(%)","持股超過1千張(萬張)","超過1千張增減(張)","超過1千張增減(%)"
"901","2923","鼎固-KY","22.65","-2.35","-9.4","26W18","04/30","173","+11","0","173","+2","0","173","+2","0"
"902","1470","大統新創","22.6","+0.2","+0.89","26W18","04/30","6.97","+4","+0.01","6.64","+4","+0.01","6.11","+4","+0.01"
"903","5533","皇鼎","13.75","-0.25","-1.79","26W18","04/30","21.6","+204","+0.09","20.8","+204","+0.1","20.1","+201","+0.1"
"904","6171","大城地產","23.3","-0.95","-3.92","26W18","04/30","8.51","+93","+0.11","8.29","+145","+0.18","7.92","+145","+0.18"
"905","2910","統領","21.6","-0.45","-2.04","26W18","04/30","16.9","+3","0","16.5","+3","0","16.3","+3","0"
"906","00707R","期元大S&P日圓反1","32.2","0","0","26W18","04/30","0.47","-48","-1.02","0.47","-48","-1.02","0.47","-48","-1.02"
"907","5903","全家","188.5","-0.5","-0.26","26W18","04/30","20.2","+36","+0.02","20.1","+36","+0.02","20","0","0"
"908","4726","永昕","26.6","-0.75","-2.74","26W18","04/30","11.2","+166","+0.15","10.8","+930","+0.87","10.3","+104","+0.1"
"909","1451","年興","16.5","-0.3","-1.79","26W18","04/30","11.8","-41","-0.03","11.4","+5","0","11.2","+5","0"
"910","5478","智冠","104","0","0","26W18","04/30","12.2","0","0","12","0","0","11.4","0","0"
"911","8463","潤泰材","21.8","-0.6","-2.68","26W18","04/30","12","+11","+0.01","11.8","+10","+0.01","11.4","-9","-0.01"
"912","2524","京城","34.1","-2.15","-5.93","26W18","04/30","33.7","+95","+0.03","33.6","+95","+0.03","33.5","+95","+0.03"
"913","00723B","群益投資級科技債","30.86","-0.16","-0.52","26W18","04/30","152","-7.12","0","152","-6","0","152","-5","0"
"914","3522","御嵿","11.5","-0.2","-1.71","26W18","04/30","5.81","+13.3","+0.02","5.54","+13.3","+0.02","5.45","+13.3","+0.02"
