排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,2344,華邦電,203.0,-3.5,-1.69,06/29,0.27,0.44,1.27,2.9,4.46,4.72,6.97,9.18,12.2,11.8,12.5,9.06
2,3189,景碩,810.0,13.0,1.63,06/29,0.61,1.26,1.86,2.44,2.79,1.63,0.86,6.95,6.92,2.75,6.13,6.94
3,4722,國精化,306.5,17.0,5.87,06/29,0.88,1.83,1.83,2.18,5.05,5.22,4.23,4.21,4.78,5.3,0.19,4.21
4,5347,世界,208.5,6.5,3.22,06/29,0.23,0.77,1.35,2.1,2.3,-0.53,-1.03,-5.78,-7.62,8.62,9.82,-5.15
5,2472,立隆電,412.5,36.5,9.71,06/29,0.85,1.95,2.01,2.1,3.45,3.46,5.55,3.64,4.91,6.56,6.58,3.66
6,4904,遠傳,106.0,-1.0,-0.93,06/29,0.19,0.28,0.7,1.92,3.05,3.35,3.6,2.95,0.04,7.34,10.9,2.94
7,1513,中興電,175.5,0.0,0.0,06/29,0.15,0.3,0.35,1.9,3.49,3.63,4.09,3.06,4.73,-2.11,6.74,3.09
8,6182,合晶,112.0,-7.5,-6.28,06/29,0.46,1.12,1.71,1.72,3.35,3.35,4.35,4.35,4.33,2.18,3.25,4.35
9,2408,南亞科,453.0,4.0,0.89,06/29,0.11,0.23,0.74,1.67,2.53,2.91,2.78,2.47,3.59,1.94,5.06,1.7
10,6670,復盛應用,249.5,-1.5,-0.6,06/29,0.22,0.52,0.78,1.35,2.27,2.41,1.93,1.69,-2.04,8.29,,1.7
