"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(萬張)","超過600張增減(張)","超過600張增減(%)","持股超過800張(萬張)","超過800張增減(張)","超過800張增減(%)","持股超過1千張(萬張)","超過1千張增減(張)","超過1千張增減(%)"
"18","6207","雷科","130.5","-14","-9.69","26W21","05/22","1.73","+4,421","+34.2","1.59","+4,318","+37.2","1.41","+3,354","+31.3"
"19","6485","點序","101","-11","-9.82","26W21","05/22","1.33","+2,523","+23.4","1.27","+2,523","+24.9","1","-166","-1.63"
"20","00896","中信綠能及電動車","27.77","-1.19","-4.11","26W21","05/22","2.2","-2,042","-8.5","1.99","-1,381","-6.49","1.74","-2,200","-11.2"
"21","1514","亞力","125","-10","-7.41","26W21","05/22","11.3","+540","+0.48","10","-1,666","-1.63","9.77","-31.7","-0.03"
"22","00939","統一台灣高息動能","20.14","-0.75","-3.59","26W21","05/22","8.61","-39,290","-31.3","7.95","-38,581","-32.7","7.01","-38,470","-35.4"
"23","8088","品安","58.1","-4.7","-7.48","26W21","05/22","1.02","+276","+2.78","1.02","+276","+2.78","0.92","+1,138","+14.1"
"24","6104","創惟","99","-4","-3.88","26W21","05/22","1.38","+652","+4.96","0.89","-61.9","-0.69","0.8","-61.9","-0.76"
"25","009809","富邦淨零ESG50","16.47","-0.71","-4.13","26W21","05/22","0.9","-906","-9.1","0.83","-903","-9.8","0.74","-903","-10.9"
"26","00731","復華富時高息低波","81.95","-2.2","-2.61","26W21","05/22","0.44","-949","-17.8","0.23","-1,707","-42.8","0.15","-2,514","-63.1"
"27","00647L","元大S&P500正2","130.55","-5.25","-3.87","26W21","05/22","0.15","+142","+10.5","0.15","+142","+10.5","0.15","+142","+10.5"
"28","3324","雙鴻","1095","-15","-1.35","26W21","05/22","3.94","-1,553","-3.79","3.39","-918","-2.64","2.74","-1,738","-5.97"
"29","00642U","期元大S&P石油","29.89","+0.47","+1.6","26W21","05/22","4.38","-1,713","-3.76","4.12","-3,092","-6.99","4.03","-1,119","-2.7"
"30","3289","宜特","172","-10.5","-5.75","26W21","05/22","1.73","-382","-2.16","1.45","-316","-2.13","0.79","-1,151","-12.7"
"31","6126","信音","38.3","-4.2","-9.88","26W21","05/22","4.5","+2,255","+5.28","3.97","+1,174","+3.05","3.71","-630","-1.67"
"32","00989B","台新美國非投等債","10.01","0","0","26W21","05/22","2.7","+1,597","+6.28","2.63","+1,597","+6.46","2.24","+697","+3.21"
"33","3491","昇達科","1785","-150","-7.75","26W21","05/22","1.83","+1,163","+6.79","1.17","+1,728","+17.4","0.8","-60","-0.74"
"34","00877","復華中國5G","42.37","-1.91","-4.31","26W21","05/22","1.86","+106","+0.57","1.49","+1,213","+8.86","1.05","+1,234","+13.3"
"35","00403A","主動統一升級50","10.13","-0.28","-2.69","26W21","05/22","218","+643,058","+41.9","190","+576,904","+43.6","158","+527,271","+50.3"
"36","9103","美德醫療-DR","6.06","+0.21","+3.59","26W21","05/22","1.4","+870","+6.63","0.92","+945","+11.5","0.64","+5","+0.08"
"37","6805","富世達","1895","-55","-2.82","26W21","05/22","3.6","-449","-1.23","3.16","-1,376","-4.17","3.16","-390","-1.22"
"38","3260","威剛","403","-18.5","-4.39","26W21","05/22","10.7","-3,325","-3.02","10.3","-4,549","-4.21","9.52","-9,145","-8.77"
"39","3615","安可","54.2","-6","-9.97","26W21","05/22","1.98","-2,029","-9.31","1.77","-2,667","-13.1","1.68","-2,627","-13.5"
"40","00892","富邦台灣半導體","41.87","-1.78","-4.08","26W21","05/22","4.06","+990","+2.5","3.45","-211","-0.61","3.05","+601","+2.01"
"41","2406","國碩","32","-2.65","-7.65","26W21","05/22","11.9","-3,015","-2.48","11.3","-2,068","-1.79","10.5","-4,725","-4.29"
"42","3689","湧德","127.5","-14","-9.89","26W21","05/22","1.69","-33.8","-0.2","1.49","-812","-5.17","1.12","0","0"
"43","2349","錸德","13.3","-0.7","-5","26W21","05/22","16.6","+4,688","+2.91","15.1","+6,647","+4.61","13.5","+4,661","+3.59"
"44","4739","康普","118.5","+0.5","+0.42","26W21","05/22","4.63","-104","-0.22","3.93","-3,026","-7.15","3.93","+1,518","+4.02"
"45","5475","德宏","255.5","-25","-8.91","26W21","05/22","4.69","-44.1","-0.09","4.47","-195","-0.44","4.29","+800","+1.9"
"46","2399","映泰","44.65","-4.1","-8.41","26W21","05/22","4.64","+4,170","+9.88","4.29","+2,098","+5.14","3.68","+426","+1.17"
"47","00661","元大日經225","82.05","-3.9","-4.54","26W21","05/22","0.34","-161","-4.57","0.27","-161","-5.57","0.1","-161","-13.7"
"48","00984B","大華優利美A債15","16.3","-0.07","-0.43","26W21","05/22","6.66","+8,414","+14.5","5.99","+9,925","+19.9","5.35","+9,110","+20.5"
"49","8112","至上","84.7","-7.9","-8.53","26W21","05/22","20","-9,087","-4.35","19.6","-9,190","-4.48","18.6","-7,541","-3.9"
"50","00864B","中信美國公債0-1","45.91","+0.15","+0.33","26W21","05/22","2.93","-1,598","-5.17","2.65","-2,872","-9.76","2.47","-1,907","-7.16"
"51","00701","國泰股利精選30","34.87","-1.11","-3.09","26W21","05/22","1.5","+1,559","+11.6","1.43","+889","+6.61","1.35","+89","+0.66"
"52","1528","恩德","26","-1.8","-6.47","26W21","05/22","6","+2,011","+3.47","5.8","+2,068","+3.7","5.61","+2,026","+3.74"
"53","00783","富邦中証500","28.06","-1.42","-4.82","26W21","05/22","0.22","-565","-20.3","0.16","+176","+12.4","0.16","+176","+12.4"
"54","00830","國泰費城半導體","87.9","-6.05","-6.44","26W21","05/22","14.1","-11,448","-7.52","13.6","-11,654","-7.92","12.8","-8,898","-6.49"
"55","00632R","元大台灣50反1","10.77","+0.4","+3.86","26W21","05/22","80.9","-43,374","-5.09","70.1","-39,062","-5.28","62.7","-38,459","-5.78"
"56","3131","弘塑","3030","-120","-3.81","26W21","05/22","1.23","+116","+0.95","1.16","+106","+0.92","1.07","+111","+1.05"
"57","3338","泰碩","77.3","-1.3","-1.65","26W21","05/22","2.34","+266","+1.15","1.98","-1,885","-8.71","1.89","-1,075","-5.39"
"58","00928","中信上櫃ESG30","36.12","-1.89","-4.97","26W21","05/22","1.32","+342","+2.66","1.25","+2,403","+23.9","1.25","+2,403","+23.9"
"59","3011","今皓","14.55","-0.25","-1.69","26W21","05/22","3.82","+701","+1.87","3.56","+5","+0.01","3.3","+47","+0.14"
"60","00897","富邦基因免疫生技","9.74","-0.08","-0.81","26W21","05/22","2.22","+825","+3.86","1.75","+825","+4.96","1.47","+845","+6.11"
"61","00996A","主動兆豐台灣豐收","14.44","-0.55","-3.67","26W21","05/22","5.2","+7,237","+16.2","4.92","+5,852","+13.5","4.35","+5,042","+13.1"
"62","6282","康舒","58.8","-5","-7.84","26W21","05/22","39.6","+20,790","+5.55","38.5","+18,995","+5.19","38","+21,694","+6.05"
"63","00981T","平衡凱基雙核收息","12.02","-0.12","-0.99","26W21","05/22","4.96","-1,770","-3.45","4.1","+605","+1.5","3.73","-99.5","-0.27"
"64","00983B","大華優利美公債20","15.53","-0.06","-0.38","26W21","05/22","1.47","+596","+4.24","1.47","+596","+4.24","1.47","+596","+4.24"
"65","4442","竣邦-KY","50.1","-0.6","-1.18","26W21","05/22","2.23","+80","+0.36","1.81","0","0","1.27","0","0"
"66","4720","德淵","25","-2.3","-8.42","26W21","05/22","4.18","-2,101","-4.79","4.04","-2,055","-4.84","3.95","-2,940","-6.92"
"67","8437","大地-KY","10.65","-0.3","-2.74","26W21","05/22","1.53","+31","+0.2","1.38","+26","+0.19","1.19","+6","+0.05"
"68","6225","天瀚","23.65","+0.05","+0.21","26W21","05/22","1.57","0","0","1.51","0","0","1.41","0","0"
"69","6151","晉倫","42.8","-1.9","-4.25","26W21","05/22","1.71","-666","-3.75","1.49","-62","-0.41","1.16","-50","-0.43"
"70","009800","中信NASDAQ","12.76","-0.41","-3.11","26W21","05/22","5.91","+2,026","+3.55","5.61","+613","+1.11","5.26","+1,615","+3.17"
"71","00980B","台新特選IG債10+","9.5","0","0","26W21","05/22","1.94","-4,782","-19.8","1.87","-4,782","-20.4","1.77","-4,781","-21.3"
"72","7610","聯友金屬-創","1780","+30","+1.71","26W21","05/22","1.83","+578","+3.25","1.63","-69.4","-0.42","1.55","+788","+5.36"
"73","00972","野村日本動能高息","19.07","-0.17","-0.88","26W21","05/22","0.57","-118","-2.01","0.51","+511","+11.2","0.51","+511","+11.2"
"74","00995A","主動中信台灣卓越","17.09","-0.53","-3.01","26W21","05/22","4.11","+0.44","0","3.63","+27.4","+0.08","3.43","+1,937","+5.99"
"75","00852L","國泰美國道瓊正2","32.77","-1.02","-3.02","26W21","05/22","0.53","+162","+3.17","0.47","+164","+3.65","0.47","+164","+3.65"
"76","00700","富邦恒生國企","16.75","-0.18","-1.06","26W21","05/22","0.23","-877","-27.6","0.09","-315","-25.3","0","-1,245","-100"
"77","00964","中信亞太高股息","14.15","-0.4","-2.75","26W21","05/22","1.64","+3,823","+30.5","1.29","+4,609","+55.5","1.13","+4,644","+70.1"
"78","3362","先進光","141.5","-6.5","-4.39","26W21","05/22","7.98","-749","-0.93","7.37","-4","-0.01","6.99","-4","-0.01"
"79","3290","東浦","49.15","-1.05","-2.09","26W21","05/22","4.72","-58.3","-0.12","4.24","-111","-0.26","4.06","-72.8","-0.18"
"80","4931","新盛力","266.5","+24","+9.9","26W21","05/22","1.61","-1,783","-9.97","1.19","-2,013","-14.4","1.01","-2,013","-16.6"
"81","5351","鈺創","83.7","-2.5","-2.9","26W21","05/22","9.89","-11,292","-10.2","9.27","-11,154","-10.7","8.74","-9,213","-9.54"
"82","3312","弘憶股","60.8","-6.7","-9.93","26W21","05/22","8.42","+770","+0.92","8.2","-1,417","-1.7","8.12","-648","-0.79"
"83","6148","驊宏資","38.5","+3.5","+10","26W21","05/22","1.71","-9.38","-0.05","1.57","0","0","1.57","0","0"
"84","00966B","統一ESG投等債15+","13.93","-0.07","-0.5","26W21","05/22","5.31","+533","+1.01","5.16","+533","+1.04","4.96","+533","+1.09"
"85","6806","森崴能源","5.3","-0.34","-6.03","26W21","05/22","15.2","-3,277","-2.11","15.1","-3,277","-2.12","15","-4,136","-2.69"
"86","00932","兆豐永續高息等權","17.3","-0.65","-3.62","26W21","05/22","1.74","-2,254","-11.5","1.74","-1,559","-8.23","1.56","-2,382","-13.3"
"87","009811","統一美國50","12.74","-0.26","-2","26W21","05/22","5.29","-4,752","-8.24","4.71","-6,314","-11.8","3.91","-6,314","-13.9"
"88","6409","旭隼","900","-28","-3.02","26W21","05/22","4.38","+309","+0.71","3.91","+1,044","+2.74","3.17","+1,019","+3.32"
"89","009816","凱基台灣TOP50","14.68","-0.51","-3.36","26W21","05/22","111","+28,497","+2.64","100","+17,777","+1.8","91.6","+16,800","+1.87"
"90","8101","華冠","15.3","-0.9","-5.56","26W21","05/22","3.93","0","0","3.93","0","0","3.93","0","0"
"91","6657","華安","37.25","-1.45","-3.75","26W21","05/22","2.5","-597","-2.33","2.16","0","0","1.86","0","0"
"92","0051","元大中型100","137.25","-6","-4.19","26W21","05/22","0.34","+52","+1.57","0.12","+50.9","+4.48","0.12","+50.9","+4.48"
"93","6418","詠昇","32.05","-2.2","-6.42","26W21","05/22","1.76","+731","+4.34","1.62","+20","+0.12","1.62","+20","+0.12"
"94","8011","台通","18.05","-0.85","-4.5","26W21","05/22","4.74","-791","-1.64","4.53","+612","+1.37","4.09","-1,167","-2.77"
"95","8043","蜜望實","175","+15.5","+9.72","26W21","05/22","4.76","+1,686","+3.67","4.69","+3,179","+7.27","4.61","+2,311","+5.28"
"96","2457","飛宏","28.25","-1.9","-6.3","26W21","05/22","11.7","+2,108","+1.83","11.2","+1,999","+1.81","10.6","+3,744","+3.66"
"97","4111","濟生","30","-0.15","-0.5","26W21","05/22","2.27","+16","+0.07","2.07","+16","+0.08","1.68","+16","+0.1"
"98","00656R","國泰中國A50反1","5.91","+0.17","+2.96","26W21","05/22","1.19","+32.8","+0.28","1.04","+32.8","+0.32","0.95","+32.8","+0.35"
"99","1563","巧新","60.5","-4.8","-7.35","26W21","05/22","8.67","+855","+1","7.98","+233","+0.29","7.19","+1,179","+1.67"
"100","3706","神達","87.3","-5.1","-5.52","26W21","05/22","66.6","-32.7","0","65.7","+3,094","+0.47","64.6","+2,207","+0.34"
"101","00895","富邦未來車","49.87","-2.33","-4.46","26W21","05/22","1.46","-1,125","-7.16","1.39","-1,125","-7.46","1.22","-2,051","-14.4"
"102","00958B","永豐ESG銀行債15+","9.25","-0.03","-0.32","26W21","05/22","3.56","+76.5","+0.22","3.42","-663","-1.9","3.24","+188","+0.58"
"103","00858","永豐美國500大","35.25","-0.85","-2.35","26W21","05/22","1.59","-2,536","-13.8","1.59","-1,016","-6.01","1.5","-1,858","-11"
"104","6442","光聖","1970","-85","-4.14","26W21","05/22","4.06","+450","+1.12","3.29","-289","-0.87","2.93","-128","-0.44"
"105","6265","方土昶","52.9","-4.7","-8.16","26W21","05/22","5.13","-2,275","-4.25","4.87","-2,913","-5.65","4.6","-222","-0.48"
"106","00984D","主動聯博全球非投","10","-0.01","-0.1","26W21","05/22","6.21","-10,284","-14.2","5.23","-11,858","-18.5","4.1","-12,118","-22.8"
"107","3231","緯創","163.5","-7.5","-4.39","26W21","05/22","188","+7,114","+0.38","184","+3,634","+0.2","180","+5,438","+0.3"
"108","2444","兆勁","13.1","-0.4","-2.96","26W21","05/22","2.2","-26","-0.12","1.99","-26","-0.13","1.71","0","0"
"109","8936","國統","57.7","-5.1","-8.12","26W21","05/22","7.1","-1,827","-2.51","6.69","-1,286","-1.89","6.05","-417","-0.69"
"110","00753L","中信中國50正2","9.35","-0.4","-4.1","26W21","05/22","33.4","-19,632","-5.56","29.5","-20,586","-6.53","27.6","-19,747","-6.68"
"111","6438","迅得","148.5","-9","-5.71","26W21","05/22","2.4","-117","-0.48","2.27","-29","-0.13","1.99","-29","-0.15"
"112","3008","大立光","3535","-145","-3.94","26W21","05/22","6.58","-516","-0.78","6.04","-1,092","-1.78","5.34","-4,611","-7.95"
"113","4919","新唐","160.5","-17.5","-9.83","26W21","05/22","27.5","+7,397","+2.77","26.7","+7,917","+3.05","26.2","+7,926","+3.12"
"114","6934","心誠鎂","73.8","+2.2","+3.07","26W21","05/22","2.26","+25","+0.11","2.18","+25","+0.11","2","0","0"
"115","00963","中信全球高股息","12.51","-0.05","-0.4","26W21","05/22","2.23","+222","+1.01","2.03","+235","+1.17","1.84","-606","-3.19"
"116","4716","大立","16.8","0","0","26W21","05/22","3.14","-0.84","0","2.45","+839","+3.54","2.18","-38","-0.17"
"117","00730","富邦臺灣優質高息","28.06","-1.35","-4.59","26W21","05/22","1.28","-496","-3.72","1.21","-1,208","-9.07","1.21","-301","-2.43"
"118","00981D","主動中信非投等債","10.32","0","0","26W21","05/22","23.4","-32,693","-12.3","20.9","-31,461","-13.1","18.8","-32,402","-14.7"
"119","009802","富邦旗艦50","19.14","-0.96","-4.78","26W21","05/22","6.18","-8,022","-11.5","5.8","-8,036","-12.2","4.91","-8,936","-15.4"
"120","00652","富邦印度","31.57","-0.08","-0.25","26W21","05/22","1.68","+278","+1.69","1.55","+278","+1.83","1.55","+278","+1.83"
"121","00648R","元大S&P500反1","4.05","+0.08","+2.02","26W21","05/22","6.29","-965","-1.51","5.72","-1,765","-2.99","5.15","-1,916","-3.59"
"122","6026","福邦證","17.5","-1.65","-8.62","26W21","05/22","17.9","-2,798","-1.54","17.3","-1,805","-1.04","16.4","-1,887","-1.13"
"123","2468","華經","44.95","+4.05","+9.9","26W21","05/22","3.5","0","0","3.5","0","0","3.5","0","0"
"124","6870","騰雲","274.5","-11","-3.85","26W21","05/22","1.34","-531","-3.82","1.27","+837","+7.05","1.27","+837","+7.05"
"125","8354","冠好","16.75","+0.05","+0.3","26W21","05/22","4.47","+14","+0.03","4.13","+804","+1.99","3.61","-14","-0.04"
"126","4534","慶騰","31.85","-1.3","-3.92","26W21","05/22","2.43","0","0","2.37","0","0","2.29","0","0"
"127","1708","東鹼","44.2","-4.9","-9.98","26W21","05/22","11.9","-1,249","-1.04","11.3","-2,072","-1.79","10.7","-201","-0.19"
"128","3285","微端","31.1","-0.6","-1.89","26W21","05/22","2.44","+5","+0.02","2.38","+5","+0.02","2.08","+5","+0.02"
"129","3550","聯穎","23.55","-0.5","-2.08","26W21","05/22","4.43","+1,200","+2.79","4.13","+345","+0.84","3.97","+409","+1.04"
"130","3147","大綜","284.5","0","0","26W21","05/22","2.24","+25","+0.11","2.18","+25","+0.12","2.09","0","0"
"131","2421","建準","157","-4.5","-2.79","26W21","05/22","14.4","+3,491","+2.49","13.3","+5,438","+4.28","12.6","+4,467","+3.69"
"132","00894","中信小資高價30","47.22","-1.77","-3.61","26W21","05/22","2.33","+928","+4.14","2.19","+1,000","+4.79","2.11","+1,817","+9.45"
"133","6712","長聖","139","-1","-0.71","26W21","05/22","3.54","-620","-1.72","3.27","+11.8","+0.04","3.01","+13","+0.04"
"134","6125","廣運","63.1","-1.7","-2.62","26W21","05/22","8.81","+196","+0.22","8.31","+624","+0.76","7.85","-1,259","-1.58"
"135","4729","熒茂","23.05","-1.25","-5.14","26W21","05/22","3.99","-40","-0.1","3.77","-96","-0.25","3.69","-96","-0.26"
"136","1513","中興電","169.5","-1","-0.59","26W21","05/22","20.2","-4,000","-1.94","19.3","-2,755","-1.4","18.9","-871","-0.46"
"137","3406","玉晶光","654","-11","-1.65","26W21","05/22","5.63","+54.5","+0.1","5.08","-621","-1.21","4.54","+1,112","+2.51"
"138","2342","茂矽","38.9","-2.5","-6.04","26W21","05/22","6.18","+2,331","+3.92","5.9","+1,535","+2.67","5.64","+2,517","+4.67"
"139","5309","系統電","74","-0.3","-0.4","26W21","05/22","9.34","+5,467","+6.22","9.13","+7,025","+8.33","8.78","+8,199","+10.3"
"140","5490","同亨","28.25","-0.9","-3.09","26W21","05/22","2.84","+180","+0.64","2.64","+883","+3.46","2.46","+23","+0.09"
"141","6456","GIS-KY","78.9","-3.6","-4.36","26W21","05/22","16.3","+3,896","+2.45","15.8","+3,097","+2","15.4","+3,184","+2.11"
"142","6944","兆聯實業","911","-28","-2.98","26W21","05/22","3.21","+582","+1.85","2.66","0","0","2.49","0","0"
"143","00900","富邦特選高股息30","18.7","-1.08","-5.46","26W21","05/22","25.7","-24,609","-8.75","24.4","-25,295","-9.38","23.8","-25,295","-9.6"
"144","5315","光聯","22.25","-0.25","-1.11","26W21","05/22","3.26","+340","+1.05","2.85","-1,018","-3.45","2.41","-188","-0.77"
"145","4155","訊映","15","-0.45","-2.91","26W21","05/22","5.45","+1,107","+2.07","4.97","+1,107","+2.28","4.53","+1,083","+2.45"
"146","3481","群創","48.35","-5.35","-9.96","26W21","05/22","402","+200,042","+5.24","390","+200,747","+5.43","381","+199,602","+5.53"
"147","7723","築間","22.8","-0.15","-0.65","26W21","05/22","2.75","+1","0","2.4","0","0","2.31","0","0"
"148","00905","FT臺灣Smart","26.23","-0.95","-3.5","26W21","05/22","2.45","-2,985","-10.8","2.39","-2,985","-11.1","2.3","-3,815","-14.2"
"149","4526","東台","40.1","-2.05","-4.86","26W21","05/22","12","+6,890","+6.1","11.3","+8,268","+7.89","10.7","+8,124","+8.24"
"150","2478","大毅","152","+2","+1.33","26W21","05/22","8.56","+6,894","+8.76","7.86","+4,774","+6.46","7.13","-819","-1.14"
"151","00934","中信成長高股息","27.16","-1.42","-4.97","26W21","05/22","3.9","-6,146","-13.6","3.68","-7,066","-16.1","3.42","-6,320","-15.6"
"152","2387","精元","41.65","-0.8","-1.88","26W21","05/22","10.8","+103","+0.1","10.4","0","0","9.99","0","0"
"153","00935","野村臺灣新科技50","57.5","-2.4","-4.01","26W21","05/22","10.6","+220","+0.21","10.2","+997","+0.99","10.1","+136","+0.13"
"154","1608","華榮","33.7","-2.4","-6.65","26W21","05/22","40.1","+299","+0.07","39.3","-1,635","-0.41","38.5","-2,617","-0.68"
"155","9958","世紀鋼","115","-6","-4.96","26W21","05/22","12.5","-3,032","-2.36","11.5","-2,940","-2.48","11.2","-3,711","-3.21"
"156","3376","新日興","236.5","-0.5","-0.21","26W21","05/22","8.95","+5,460","+6.49","8.28","+4,823","+6.18","8.01","+3,927","+5.16"
"157","00957B","兆豐US優選投等債","13.48","-0.05","-0.37","26W21","05/22","11.1","+862","+0.78","10.7","+881","+0.83","10.1","+857","+0.86"
"158","4924","欣厚-KY","12","-0.75","-5.88","26W21","05/22","2.41","-52","-0.22","2.22","-52","-0.23","2.02","-52","-0.26"
"159","6416","瑞祺電通","82.4","-5","-5.72","26W21","05/22","3.05","+197","+0.65","3.05","+197","+0.65","2.59","+23","+0.09"
"160","8921","沈氏","18.4","+0.45","+2.51","26W21","05/22","3.54","-223","-0.63","3.14","-223","-0.7","2.87","-223","-0.77"
"161","9951","皇田","52.5","-0.4","-0.76","26W21","05/22","3.16","+125","+0.4","2.73","0","0","2.73","0","0"
"162","2474","可成","220","-10.5","-4.56","26W21","05/22","41.6","-6,304","-1.49","40.3","-5,579","-1.37","39.3","-8,286","-2.06"
"163","3675","德微","346","-38","-9.9","26W21","05/22","3.17","+605","+1.94","3.02","-889","-2.86","2.94","0","0"
"164","3704","合勤控","46.7","-1","-2.1","26W21","05/22","23.9","+12,269","+5.42","23.1","+13,175","+6.06","22.4","+12,158","+5.73"
"165","1714","和桐","12.65","+1.15","+10","26W21","05/22","60.2","+1,016","+0.17","58","+110","+0.02","56.2","-823","-0.15"
"166","8034","榮群","23.35","-1","-4.11","26W21","05/22","0.86","+11","+0.13","0.86","+809","+10.4","0.6","+8","+0.13"
"167","1786","科妍","60.6","+5.5","+9.98","26W21","05/22","3.49","+457","+1.32","3.37","+453","+1.36","3.27","+433","+1.34"
"168","00681R","元大美債20反1","21.2","+0.13","+0.62","26W21","05/22","0.69","-7.99","-0.12","0.69","-7.99","-0.12","0.6","+3.01","+0.05"
"169","3058","立德","9.47","-0.44","-4.44","26W21","05/22","3.91","+16","+0.04","3.57","+21","+0.06","3.29","0","0"
"170","3027","盛達","20.9","-1.8","-7.93","26W21","05/22","5.29","+544","+1.04","4.72","-155","-0.33","4.53","-159","-0.35"
"171","3535","晶彩科","123","-7.5","-5.75","26W21","05/22","1.99","+577","+2.98","1.73","+3","+0.02","1.73","+3","+0.02"
"172","3543","州巧","33.9","-1.05","-3","26W21","05/22","4.65","+230","+0.5","4.31","+893","+2.12","3.88","+1,001","+2.65"
"173","3060","銘異","28.9","-1.9","-6.17","26W21","05/22","1.81","+110","+0.61","1.68","+69.9","+0.42","1.58","-915","-5.47"
"174","3625","西勝","15.1","-0.6","-3.82","26W21","05/22","4.65","+3","+0.01","4.24","+3","+0.01","4.08","+3","+0.01"
"175","2103","台橡","21.15","-0.55","-2.53","26W21","05/22","41.9","-4,960","-1.17","41.1","-6,064","-1.46","39.9","-2,553","-0.64"
"176","1718","中纖","10","+0.15","+1.52","26W21","05/22","89.1","-2,502","-0.28","86.6","-880","-0.1","84.1","-2,510","-0.3"
"177","00981B","第一金優選非投債","9.14","-0.01","-0.11","26W21","05/22","57.7","-2,209","-0.38","51.4","-2,666","-0.52","46.1","-2,204","-0.48"
"178","2337","旺宏","143.5","-6.5","-4.33","26W21","05/22","87.5","-126,048","-12.6","84","-130,302","-13.4","82.1","-128,998","-13.6"
"179","00912","中信臺灣智慧50","32.05","-0.78","-2.38","26W21","05/22","1.36","+71.1","+0.53","1.22","-72.5","-0.59","1.12","-141","-1.24"
"180","1611","中電","13.5","-0.6","-4.26","26W21","05/22","16.2","-97","-0.06","15.6","-878","-0.56","14.6","-1,890","-1.28"
"181","2731","雄獅","172","-1.5","-0.86","26W21","05/22","4.16","+2,303","+5.86","3.73","+829","+2.27","3.47","+1,729","+5.25"
"182","2912","統一超","222","-10","-4.31","26W21","05/22","85.6","-2,597","-0.3","83.4","-2,002","-0.24","82.4","-3,078","-0.37"
"183","00989A","主動摩根美國科技","17.22","-0.91","-5.02","26W21","05/22","1.6","+2,232","+16.3","1.53","+2,232","+17.1","1.44","+2,326","+19.2"
"184","006203","元大MSCI台灣","183.35","-5.15","-2.73","26W21","05/22","0.73","+5","+0.07","0.73","+5","+0.07","0.63","+5","+0.08"
"185","8436","大江","118.5","-4","-3.27","26W21","05/22","4.03","+779","+1.97","3.61","+941","+2.68","3.43","+82","+0.24"
"186","3363","上詮","829","-79","-8.7","26W21","05/22","4.69","-794","-1.66","4.11","+1,149","+2.88","4.02","+2,089","+5.48"
"187","1605","華新","35.8","-3.75","-9.48","26W21","05/22","312","+23,737","+0.77","309","+23,393","+0.76","306","+16,178","+0.53"
"188","8096","擎亞","119.5","-9","-7","26W21","05/22","7.34","+6,893","+10.4","7.04","+6,141","+9.55","6.77","+5,157","+8.25"
"189","2031","新光鋼","41.45","-1.9","-4.38","26W21","05/22","16.6","-589","-0.35","16","-618","-0.39","15.6","-2,243","-1.42"
"190","2603","長榮","224","-8","-3.45","26W21","05/22","147","+6,495","+0.44","144","+4,262","+0.3","140","+7,829","+0.56"
