" "," ","#","股票代號/名稱","類別","20260327","0402","0410","0417","0424","0430"," ","走 勢","總增減"," ","上週持有%","今日收盤價","今日漲跌"," "
" "," ","16","8103瀚荃","電子零組件","0.79","-0.02","2.41","1.34","-1.04","3.33"," ","31","6.81"," ","53.87","125.00","0.50"," "
" "," ","17","5284jpp-KY","其他","0.76","-0.04","2.16","2.92","-0.25","0.78"," ","31","6.33"," ","57.32","343.00","6.00"," "
" "," ","18","4927泰鼎-KY","電子零組件","-0.50","0.11","1.62","0.77","4.21","0.06"," ","30","6.27"," ","36.62","52.20","-4.50"," "
" "," ","19","8150南茂","半導體","-0.04","-0.12","0.83","6.50","-1.21","-0.15"," ","31","5.81"," ","72.85","69.80","2.80"," "
" "," ","20","3583辛耘","半導體","3.08","-0.51","3.19","1.93","-1.01","-1.01"," ","21","5.67"," ","60.59","792.00","20.00"," "
" "," ","21","2243宏旭-KY","汽車","1.03","0.02","0.95","-1.76","2.96","2.43"," ","30","5.63"," ","55.00","27.25","-0.95"," "
" "," ","22","3450聯鈞","半導體","4.74","-6.14","7.35","5.16","-2.11","-3.58"," ","10","5.42"," ","37.41","302.00","0.00"," "
" "," ","23","4960誠美材","光電","0.74","-1.52","0.06","2.68","2.48","0.66"," ","10","5.10"," ","70.62","39.00","0.50"," "
" "," ","24","2049上銀","電機","0.63","-0.17","0.99","0.58","2.97","0.04"," ","30","5.04"," ","69.01","312.50","4.00"," "
" "," ","25","3016嘉晶","半導體","-0.21","-0.08","0.03","0.87","2.79","1.53"," ","30","4.93"," ","77.39","89.70","8.10"," "
" "," ","26","2376技嘉","電腦週邊","-0.28","0.00","1.31","2.49","1.20","-0.04"," ","10","4.68"," ","67.52","273.00","0.50"," "
" "," ","27","3673TPK-KY","光電","1.53","-0.23","1.90","2.68","0.28","-1.53"," ","10","4.63"," ","51.39","60.40","0.10"," "
" "," ","28","3231緯創","電腦週邊","0.02","0.14","0.63","0.69","2.18","0.53"," ","30","4.19"," ","61.03","137.00","-3.50"," "
" "," ","29","4576大銀微系統","電機","1.88","-0.01","2.99","0.38","0.13","-1.23"," ","10","4.14"," ","68.47","222.00","20.00"," "
" "," ","30","2327國巨*","電子零組件","-0.50","-0.38","1.45","3.61","-0.51","0.44"," ","31","4.11"," ","72.19","317.00","-5.00"," "
" "," ","31","6414樺漢","電腦週邊","0.35","-0.22","-0.27","2.01","2.14","0.03"," ","30","4.04"," ","63.50","322.00","2.50"," "
" "," ","32","8028昇陽半導體","半導體","1.89","-5.05","7.55","-7.62","9.28","-2.05"," ","30","4.00"," ","48.80","245.00","-1.00"," "
" "," ","33","2351順德","半導體","0.69","1.06","0.77","0.35","1.19","-0.10"," ","30","3.96"," ","70.93","154.00","2.00"," "
" "," ","34","4764雙鍵","化學","-1.34","0.56","2.40","4.13","-0.87","-0.97"," ","10","3.91"," ","78.72","258.00","11.00"," "
" "," ","35","3443創意","半導體","-0.44","0.31","1.12","2.23","-0.11","0.61"," ","31","3.72"," ","69.15","4260.00","140.00"," "
" "," ","36","2461光群雷","其他電子","2.65","0.65","-0.45","-0.24","0.68","0.39"," ","30","3.68"," ","46.95","16.85","-0.10"," "
" "," ","37","3209全科","電子通路","0.44","0.58","0.38","1.32","0.61","0.35"," ","10","3.68"," ","46.73","52.20","1.10"," "
" "," ","38","2417圓剛","電腦週邊","0.43","-0.25","0.79","1.11","1.83","-0.45"," ","30","3.46"," ","44.85","47.15","4.25"," "
" "," ","39","4919新唐","半導體","-1.77","-0.01","-0.55","3.65","2.22","-0.24"," ","10","3.30"," ","68.84","147.50","3.00"," "
" "," ","40","3028增你強","電子通路","0.12","-0.45","2.07","0.57","0.34","0.64"," ","31","3.29"," ","48.45","68.30","-2.30"," "
" "," ","41","2497怡利電","汽車","-0.14","0.33","0.71","0.52","1.78","0.08"," ","30","3.28"," ","68.40","55.10","0.00"," "
" "," ","42","6141柏承","電子零組件","-0.19","0.03","0.85","1.81","0.80","-0.03"," ","10","3.27"," ","47.02","32.50","0.50"," "
" "," ","43","3661世芯-KY","半導體","0.21","-1.93","0.21","0.75","3.34","0.67"," ","30","3.25"," ","36.98","4135.00","130.00"," "
" "," ","44","2231為升","汽車","0.76","2.05","-0.16","-0.07","0.91","-0.24"," ","30","3.25"," ","67.79","120.50","0.00"," "
" "," ","45","8210勤誠","電腦週邊","0.09","-0.59","-1.14","3.28","2.04","-0.44"," ","10","3.24"," ","70.75","1130.00","10.00"," "
" "," ","46","8105凌巨","光電","-0.12","0.13","1.09","1.64","0.52","-0.05"," ","10","3.21"," ","62.14","13.30","-0.20"," "
" "," ","47","2465麗臺","電腦週邊","0.00","0.00","-0.13","1.47","1.94","-0.18"," ","30","3.10"," ","35.25","74.00","4.00"," "
" "," ","48","6531愛普*","半導體","-0.08","-0.58","-0.46","2.39","2.26","-0.64"," ","10","2.89"," ","68.81","840.00","20.00"," "
" "," ","49","6117迎廣","電腦週邊","1.00","0.19","0.23","0.61","0.37","0.45"," ","31","2.85"," ","55.67","88.10","-2.60"," "
" "," ","50","2488漢平","其他電子","0.76","0.23","-0.10","1.00","1.08","-0.20"," ","30","2.77"," ","52.90","51.80","0.40"," "
" "," ","51","8261富鼎","半導體","0.23","-1.44","1.67","2.20","1.05","-0.95"," ","10","2.76"," ","45.49","118.50","-0.50"," "
" "," ","52","6209今國光","光電","0.22","0.19","1.19","1.06","1.19","-1.11"," ","30","2.74"," ","46.95","62.30","-0.60"," "
" "," ","53","6165浪凡","雲端","-0.04","0.09","0.02","-0.16","0.47","2.34"," ","50","2.72"," ","50.92","53.10","0.90"," "
" "," ","54","4737華廣","生技醫療業","0.44","1.21","1.21","-0.60","-0.19","0.65"," ","50","2.72"," ","60.99","62.10","-0.60"," "
" "," ","55","2233宇隆","汽車","0.71","-0.81","0.08","0.21","0.29","2.17"," ","50","2.65"," ","55.28","300.00","27.00"," "
" "," ","56","6834天二科技","電子零組件","0.00","0.69","0.06","0.65","1.27","-0.05"," ","30","2.62"," ","67.39","37.60","-0.60"," "
" "," ","57","6658聯策","其他電子","1.08","-2.27","3.68","-1.51","0.21","1.33"," ","50","2.52"," ","42.19","149.50","3.00"," "
" "," ","58","2388威盛","半導體","0.36","-0.08","0.42","1.24","0.99","-0.43"," ","10","2.50"," ","68.94","78.60","7.10"," "
" "," ","59","3406玉晶光","光電","1.32","-0.13","-0.06","0.95","1.53","-1.12"," ","30","2.49"," ","55.32","509.00","-6.00"," "
" "," ","60","3043科風","其他電子","0.02","0.00","-0.01","0.03","2.02","0.41"," ","30","2.47"," ","19.46","20.50","0.10"," "
" "," ","61","2303聯電","半導體","0.06","0.07","0.19","1.27","0.98","-0.11"," ","10","2.46"," ","76.97","77.30","2.80"," "
" "," ","62","8033雷虎","其他","-0.33","-0.36","-0.81","2.07","3.00","-1.15"," ","30","2.42"," ","37.98","144.00","1.00"," "
" "," ","63","3011今皓","電子零組件","-0.05","0.17","-0.44","0.89","1.91","-0.09"," ","30","2.39"," ","34.34","14.05","0.45"," "
" "," ","64","2382廣達","電腦週邊","0.12","0.30","1.22","0.39","0.35","-0.10"," ","10","2.28"," ","85.94","312.50","-9.50"," "
" "," ","65","5234達興材料","光電","-1.24","0.11","1.92","0.21","1.76","-0.48"," ","30","2.28"," ","67.15","444.50","-17.00"," "
" "," ","66","3701大眾控","電腦週邊","-0.25","-0.33","0.20","1.51","0.00","1.09"," ","31","2.22"," ","75.80","65.80","-2.90"," "
" "," ","67","2379瑞昱","半導體","0.43","0.25","0.36","0.21","0.84","0.03"," ","30","2.12"," ","74.29","537.00","-14.00"," "
" "," ","68","3024憶聲","光電","-0.15","0.06","-0.12","0.24","1.12","0.96"," ","30","2.11"," ","49.79","12.70","-0.40"," "
" "," ","69","6753龍德造船","航運","0.65","0.32","0.25","0.82","1.00","-0.93"," ","30","2.11"," ","62.65","136.00","-2.00"," "
" "," ","70","5871中租-KY","其他","0.35","0.50","-0.16","0.59","0.59","0.19"," ","20","2.06"," ","68.34","115.50","-3.00"," "
" "," ","71","6164華興","光電","0.15","-0.08","0.51","-0.32","1.36","0.40"," ","30","2.02"," ","25.19","12.30","0.10"," "
" "," ","72","4807日成-KY","貿易百貨","6.52","-3.41","0.00","0.00","-0.30","-0.81"," ","10","2.00"," ","71.87","20.75","1.85"," "
" "," ","73","3717聯嘉投控","汽車","0.66","0.15","-0.05","0.78","0.32","0.13"," ","10","1.99"," ","46.79","19.50","-0.25"," "
" "," ","74","911608明輝-DR","存託憑證","0.12","0.02","0.17","0.32","0.15","1.20"," ","31","1.98"," ","28.09","2.75","-0.04"," "
" "," ","75","8996高力","電機","-1.29","1.12","1.59","-0.16","0.28","0.41"," ","50","1.95"," ","54.77","1250.00","110.00"," "
" "," ","76","2426鼎元","光電","0.39","-0.37","2.04","-1.01","-0.82","1.72"," ","50","1.95"," ","49.35","57.30","-2.20"," "
" "," ","77","4583台灣精銳","電機","0.16","0.06","0.01","0.64","0.89","0.16"," ","30","1.92"," ","87.93","764.00","33.00"," "
" "," ","78","1786科妍","生技醫療業","0.02","0.61","0.34","0.60","0.43","-0.09"," ","10","1.91"," ","51.63","57.50","-0.80"," "
" "," ","79","3305昇貿","其他電子","0.31","0.78","0.71","0.57","0.75","-1.22"," ","30","1.90"," ","42.89","108.50","2.00"," "
" "," ","80","4916事欣科","電腦週邊","-2.63","-1.73","0.31","4.81","2.59","-1.46"," ","10","1.89"," ","34.64","61.60","-0.90"," "
" "," ","81","2356英業達","電腦週邊","0.10","-0.44","0.42","0.69","0.95","0.15"," ","30","1.87"," ","70.11","45.90","-0.40"," "
" "," ","82","1626艾美特-KY","電器電纜","0.25","-0.03","0.19","0.15","1.14","0.15"," ","30","1.85"," ","69.21","11.35","0.15"," "
" "," ","83","2537聯上發","營建","0.51","0.50","0.01","0.13","0.91","-0.21"," ","30","1.85"," ","57.04","10.20","-0.25"," "
" "," ","84","3038全台","光電","-0.16","-0.04","-0.01","0.88","0.53","0.64"," ","31","1.84"," ","41.49","22.90","-0.05"," "
" "," ","85","2393億光","光電","0.65","0.17","0.42","0.55","0.06","-0.01"," ","10","1.84"," ","68.00","71.10","-0.20"," "
" "," ","86","5243乙盛-KY","光電","-0.21","4.02","3.94","0.82","-2.07","-4.67"," ","10","1.83"," ","63.96","105.50","2.00"," "
" "," ","87","3550聯穎","電子零組件","-1.04","-0.14","-0.07","2.19","0.36","0.52"," ","31","1.82"," ","44.12","21.30","0.60"," "
" "," ","88","3004豐達科","鋼鐵","0.04","0.90","0.21","0.61","-0.09","0.14"," ","31","1.81"," ","58.40","116.50","0.00"," "
" "," ","89","3588通嘉","半導體","0.84","0.18","0.36","1.16","-0.80","0.07"," ","31","1.81"," ","26.94","61.20","0.00"," "
" "," ","90","3528安馳","電子通路","0.02","0.02","0.26","-0.12","1.02","0.59"," ","30","1.79"," ","66.53","79.90","-0.10"," "
" "," ","91","6166凌華","電腦週邊","-0.06","-0.19","-0.31","1.57","0.91","-0.18"," ","10","1.74"," ","77.18","75.00","0.50"," "
" "," ","92","1326台化","塑膠","-0.16","0.24","0.04","1.27","-0.18","0.47"," ","31","1.68"," ","82.27","52.30","-0.20"," "
" "," ","93","3704合勤控","通信網路","0.14","-0.73","0.54","0.80","0.81","0.10"," ","30","1.66"," ","56.70","34.95","1.15"," "
" "," ","94","1598岱宇","運動","0.11","0.28","0.15","0.59","0.00","0.51"," ","31","1.64"," ","60.07","20.80","-0.20"," "
" "," ","95","6885全福生技","生技醫療業","0.03","0.40","-0.19","0.63","0.87","-0.18"," ","30","1.56"," ","36.17","22.95","-0.05"," "
" "," ","96","2548華固","營建","0.40","0.36","0.22","0.16","0.33","0.06"," ","30","1.53"," ","58.72","126.00","-1.50"," "
" "," ","97","3413京鼎","半導體","1.41","-1.71","0.25","3.25","0.01","-1.69"," ","10","1.52"," ","42.47","309.50","-2.00"," "
" "," ","98","3312弘憶股","電子通路","0.60","0.26","0.38","0.50","-0.33","0.10"," ","31","1.51"," ","46.55","40.80","-0.70"," "
" "," ","99","2911麗嬰房","貿易百貨","0.00","0.00","0.39","0.01","0.51","0.60"," ","50","1.51"," ","46.25","5.10","-0.21"," "
" "," ","100","3034聯詠","半導體","0.62","-0.22","0.50","0.25","0.27","0.08"," ","30","1.50"," ","68.84","409.00","0.50"," "
" "," ","101","3714富采","光電","0.18","-0.04","2.14","2.07","-2.97","0.11"," ","31","1.49"," ","46.76","74.10","0.40"," "
" "," ","102","2527宏璟","營建","-0.09","0.22","0.04","0.96","0.21","0.15"," ","10","1.49"," ","79.98","34.05","-0.50"," "
" "," ","103","3605宏致","電子零組件","-0.22","-0.22","0.73","0.84","-1.09","1.45"," ","31","1.49"," ","47.32","87.10","4.60"," "
" "," ","104","9136巨騰-DR","存託憑證","0.70","0.11","0.59","0.17","-0.47","0.38"," ","31","1.48"," ","65.20","",""," "
" "," ","105","911868同方友友-DR","存託憑證","0.50","-0.54","0.51","0.22","0.69","0.07"," ","30","1.45"," ","34.04","1.25","0.01"," "
" "," ","106","3056富華新","營建","0.19","0.35","0.22","0.36","0.23","0.09"," ","10","1.44"," ","31.90","13.90","-0.10"," "
" "," ","107","2401凌陽","半導體","0.07","-0.24","-0.19","0.86","2.00","-1.08"," ","30","1.42"," ","37.32","24.10","0.75"," "
" "," ","108","4566時碩工業","電機","-0.41","0.11","0.69","1.36","0.35","-0.69"," ","10","1.41"," ","55.12","67.20","2.60"," "
" "," ","109","4439冠星-KY","紡織","0.02","0.00","0.03","0.03","1.19","0.14"," ","30","1.41"," ","78.41","98.10","-0.90"," "
" "," ","110","5515建國","營建","0.12","0.17","-0.34","1.68","-0.11","-0.13"," ","10","1.39"," ","70.48","40.70","0.35"," "
" "," ","111","3060銘異","電腦週邊","3.12","0.23","-0.37","1.31","-1.44","-1.47"," ","10","1.38"," ","17.14","28.05","-0.25"," "
" "," ","112","1301台塑","塑膠","-0.23","-0.22","0.14","1.86","-0.11","-0.08"," ","31","1.36"," ","73.74","51.50","0.50"," "
" "," ","113","3706神達","電腦週邊","-0.14","-0.63","0.14","1.10","0.92","-0.03"," ","10","1.36"," ","52.11","81.40","0.20"," "
" "," ","114","1773勝一","化學","-0.32","0.01","-0.30","0.37","1.41","0.18"," ","30","1.35"," ","75.85","167.00","-5.00"," "
" "," ","115","2474可成","其他電子","0.12","-0.86","0.34","0.77","1.00","-0.03"," ","30","1.34"," ","79.02","209.00","-7.50"," "
" "," ","116","1460宏遠","紡織","0.29","0.20","0.08","0.15","0.35","0.26"," ","30","1.33"," ","70.93","6.98","0.00"," "
" "," ","117","1568倉佑","汽車","-0.01","0.40","0.40","0.35","1.03","-0.86"," ","30","1.31"," ","62.81","28.50","0.05"," "
" "," ","118","1303南亞","塑膠","-0.55","0.33","0.59","0.66","-0.26","0.53"," ","31","1.30"," ","84.80","89.60","-2.00"," "
" "," ","119","1734杏輝","生技醫療業","0.14","0.05","-0.01","0.59","0.40","0.12"," ","10","1.29"," ","46.63","31.50","-0.35"," "
" "," ","120","8070長華*","電子通路","0.41","-0.19","0.19","0.18","0.81","-0.12"," ","30","1.28"," ","76.09","47.95","1.10"," "
" "," ","121","1340勝悅-KY","塑膠","-0.02","0.20","0.24","0.18","0.32","0.36"," ","50","1.28"," ","35.23","5.77","-0.02"," "
" "," ","122","2702華園","觀光","0.29","0.08","0.48","0.18","0.22","0.02"," ","30","1.27"," ","73.21","15.30","-0.10"," "
" "," ","123","6139亞翔","其他電子","1.52","-1.53","0.89","1.64","0.10","-1.35"," ","10","1.27"," ","70.28","670.00","-1.00"," "
" "," ","124","6698旭暉應材","其他電子","0.00","0.00","0.00","0.61","0.00","0.66"," ","31","1.27"," ","39.29","30.85","0.25"," "
" "," ","125","8213志超","電子零組件","-0.21","0.19","-0.07","0.26","1.44","-0.35"," ","30","1.26"," ","50.18","36.25","-0.45"," "
" "," ","126","2107厚生","橡膠","0.21","0.17","0.04","0.31","0.00","0.52"," ","31","1.25"," ","60.28","26.25","0.10"," "
" "," ","127","2030彰源","鋼鐵","0.08","-0.06","0.37","0.38","0.34","0.12"," ","10","1.23"," ","44.86","15.95","-0.45"," "
" "," ","128","6415矽力*-KY","半導體","0.27","-0.44","0.11","0.88","0.56","-0.17"," ","10","1.21"," ","79.04","427.00","34.00"," "
" "," ","129","6934心誠鎂","生技醫療業","0.05","0.03","0.12","0.39","0.44","0.18"," ","30","1.21"," ","62.67","83.70","-0.50"," "
" "," ","130","1445大宇","紡織","0.13","0.22","0.12","0.00","0.68","0.05"," ","30","1.20"," ","68.75","12.70","0.05"," "
" "," ","131","9935慶豐富","居家","0.15","0.05","0.27","0.15","0.34","0.23"," ","30","1.19"," ","61.62","18.25","-0.15"," "
" "," ","132","2440太空梭","電子零組件","0.01","-0.02","0.01","0.01","-0.13","1.31"," ","31","1.19"," ","70.32","18.25","-0.35"," "
" "," ","133","7769鴻勁","半導體","0.22","0.52","0.10","0.23","0.48","-0.36"," ","30","1.19"," ","68.66","4945.00","-275.00"," "
" "," ","134","4440宜新實業","紡織","0.14","0.12","0.05","0.05","0.71","0.09"," ","30","1.16"," ","56.10","17.90","-0.10"," "
" "," ","135","7795長廣","電子零組件","-0.22","-0.01","-0.17","-0.54","1.94","0.16"," ","30","1.16"," ","76.90","403.00","-5.00"," "
" "," ","136","3356奇偶","光電","1.38","-1.12","-0.15","0.68","0.50","-0.14"," ","10","1.15"," ","28.73","54.00","1.30"," "
" "," ","137","2454聯發科","半導體","0.03","-0.36","0.17","0.58","0.68","0.04"," ","30","1.14"," ","77.17","2610.00","35.00"," "
" "," ","138","2468華經","資訊服務","0.12","0.86","0.11","0.17","0.04","-0.17"," ","10","1.13"," ","52.19","33.50","0.00"," "
" "," ","139","1466聚隆","紡織","0.15","0.18","0.43","0.34","-0.04","0.07"," ","31","1.13"," ","72.81","16.30","0.20"," "
" "," ","140","3694海華","通信網路","0.10","-0.12","0.77","0.57","-0.14","-0.05"," ","31","1.13"," ","62.13","60.60","0.00"," "
" "," ","141","4956光鋐","光電","-5.21","2.39","0.12","4.08","0.20","-0.47"," ","10","1.11"," ","43.95","47.25","-1.80"," "
" "," ","142","3617碩天","其他電子","0.53","-0.09","0.41","0.10","0.16","0.00"," ","30","1.11"," ","67.86","186.50","-4.00"," "
" "," ","143","3665貿聯-KY","其他電子","1.18","-0.54","0.85","-0.04","-0.33","-0.03"," ","31","1.09"," ","63.54","2770.00","-10.00"," "
" "," ","144","1590亞德客-KY","電機","0.44","0.01","0.13","-0.31","0.76","0.06"," ","30","1.09"," ","72.72","1455.00","-35.00"," "
" "," ","145","5215科嘉-KY","電腦週邊","0.00","0.67","0.64","-0.26","0.00","0.02"," ","50","1.07"," ","52.21","37.40","-0.45"," "
" "," ","146","3033威健","電子通路","-2.80","0.30","-0.01","1.24","1.28","1.05"," ","30","1.06"," ","36.31","35.75","-0.10"," "
" "," ","147","4938和碩","電腦週邊","0.42","0.08","0.19","0.10","0.37","-0.11"," ","30","1.05"," ","78.21","82.30","0.30"," "
" "," ","148","2855統一證","金融","0.10","0.14","-0.10","0.50","0.43","-0.04"," ","10","1.03"," ","77.64","35.60","0.50"," "
" "," ","149","2614東森","其他","0.07","0.47","0.12","-0.14","0.42","0.08"," ","30","1.02"," ","47.56","20.20","-0.10"," "
" "," ","150","1337再生-KY","塑膠","0.45","-0.02","0.27","0.38","-0.12","0.06"," ","31","1.02"," ","47.80","5.02","-0.12"," "
" "," ","151","1423利華","紡織","0.28","0.47","0.03","0.04","0.13","0.07"," ","30","1.02"," ","80.85","41.60","-0.20"," "
" "," ","152","8021尖點","其他電子","0.90","-2.21","4.23","0.82","-1.22","-1.51"," ","10","1.01"," ","50.15","402.50","19.50"," "
" "," ","153","2406國碩","光電","0.21","-0.89","0.59","0.01","0.75","0.34"," ","30","1.01"," ","34.49","30.55","0.00"," "
" "," ","154","3504揚明光","光電","0.42","0.14","-0.19","-0.24","-0.46","1.34"," ","31","1.01"," ","63.60","63.30","-1.70"," "
" "," ","155","6272驊陞","電子零組件","-0.38","0.71","0.22","0.25","-0.03","0.24"," ","31","1.01"," ","50.83","32.05","0.20"," "
" "," ","156","1760寶齡富錦","生技醫療業","0.14","0.14","-0.03","0.12","0.56","0.07"," ","30","1.00"," ","42.88","68.20","-0.20"," "
" "," ","157","9918欣天然","油電燃氣","0.10","0.14","0.17","0.38","0.14","0.07"," ","10","1.00"," ","83.66","43.25","0.25"," "
" "," ","158","2495普安","電腦週邊","0.03","0.22","-1.43","2.66","0.87","-1.35"," ","10","1.00"," ","53.88","40.20","-0.75"," "
" "," ","159","3040遠見","其他","0.99","-0.08","0.30","-0.23","-0.11","0.13"," ","50","1.00"," ","70.46","42.85","-0.95"," "
" "," ","160","3702大聯大","電子通路","0.43","-0.16","-0.01","-0.03","0.55","0.22"," ","30","1.00"," ","85.33","101.00","-1.00"," "
" "," ","161","3023信邦","電子零組件","0.52","-0.13","0.31","0.10","-0.36","0.54"," ","31","0.98"," ","68.32","283.50","1.00"," "
" "," ","162","2606裕民","航運","-0.48","0.21","0.45","0.56","0.39","-0.16"," ","10","0.97"," ","73.53","60.60","0.10"," "
" "," ","163","2912統一超","貿易百貨","-0.10","0.43","0.32","0.12","0.44","-0.25"," ","30","0.96"," ","84.63","224.00","-0.50"," "
" "," ","164","2347聯強","電子通路","0.46","0.05","0.10","0.14","0.10","0.10"," ","21","0.95"," ","88.54","82.50","-0.80"," "
" "," ","165","9110越南控-DR","存託憑證","0.15","0.19","0.17","0.18","0.11","0.15"," ","31","0.95"," ","44.17","2.85","-0.11"," "
" "," ","166","2228劍麟","汽車","0.96","0.02","-0.09","-0.07","0.61","-0.49"," ","30","0.94"," ","56.56","87.20","-0.50"," "
" "," ","167","2355敬鵬","電子零組件","3.95","-2.18","1.06","0.04","-3.40","1.47"," ","31","0.94"," ","43.62","51.20","0.40"," "
" "," ","168","6671三能-KY","居家","0.81","0.01","0.10","0.01","0.00","0.01"," ","31","0.94"," ","74.53","29.50","-0.70"," "
" "," ","169","6794向榮生技","生技醫療業","0.20","0.02","0.01","0.67","0.02","0.01"," ","10","0.93"," ","80.69","81.50","0.20"," "
" "," ","170","1472三洋實業","營建","0.03","-0.06","0.06","0.07","0.82","0.00"," ","30","0.92"," ","80.51","89.30","-0.40"," "
" "," ","171","6153嘉聯益","電子零組件","0.39","0.04","0.27","0.34","-0.25","0.11"," ","31","0.90"," ","48.80","17.95","0.20"," "
" "," ","172","6443元晶","光電","-4.44","-0.31","-1.06","5.23","0.74","0.73"," ","10","0.89"," ","18.81","35.35","0.00"," "
" "," ","173","6534正瀚-創","生技醫療業","0.28","-0.32","-0.01","0.35","0.15","0.44"," ","31","0.89"," ","80.79","92.50","-0.90"," "
" "," ","174","2867三商壽","金融","0.11","0.10","0.10","0.24","0.23","0.11"," ","10","0.89"," ","83.33","7.71","-0.11"," "
" "," ","175","6120達運","光電","-0.32","-0.21","1.24","0.13","0.30","-0.25"," ","30","0.89"," ","60.02","12.80","-0.65"," "
" "," ","176","6196帆宣","其他電子","-0.42","0.14","0.94","0.12","0.12","-0.02"," ","20","0.88"," ","72.37","378.00","1.50"," "
" "," ","177","1512瑞利","汽車","0.38","0.00","0.01","0.00","0.03","0.46"," ","50","0.88"," ","54.26","7.48","-0.02"," "
" "," ","178","5283禾聯碩","電器電纜","0.02","0.11","0.02","0.07","0.48","0.17"," ","30","0.87"," ","59.20","52.50","-0.70"," "
" "," ","179","9912偉聯","電腦週邊","0.19","0.13","0.08","0.06","0.28","0.13"," ","30","0.87"," ","60.09","12.75","0.15"," "
" "," ","180","8429金麗-KY","貿易百貨","-0.13","0.24","0.25","-0.17","0.38","0.28"," ","30","0.85"," ","40.80","6.58","-0.04"," "
" "," ","181","2365昆盈","電腦週邊","0.22","0.69","-0.09","0.38","0.02","-0.37"," ","10","0.85"," ","21.44","35.90","-1.05"," "
" "," ","182","2034允強","鋼鐵","0.28","-0.30","0.46","0.17","0.13","0.11"," ","10","0.85"," ","49.21","21.30","-0.70"," "
" "," ","183","1531高林股","電機","-0.05","0.01","0.03","-0.04","-0.01","0.90"," ","50","0.84"," ","63.60","12.95","-0.15"," "
" "," ","184","3607谷崧","電子零組件","-0.01","0.08","-0.16","0.48","0.47","-0.02"," ","10","0.84"," ","34.15","14.55","-0.05"," "
" "," ","185","7736虎山","汽車","0.88","0.00","-0.05","0.00","0.00","0.00"," ","32","0.83"," ","84.08","76.90","-1.80"," "
" "," ","186","6409旭隼","其他電子","0.05","1.01","-0.63","1.01","-1.55","0.94"," ","31","0.83"," ","59.85","772.00","5.00"," "
" "," ","187","6451訊芯-KY","半導體","2.62","0.34","1.33","-2.01","-0.13","-1.33"," ","30","0.82"," ","75.92","431.00","33.50"," "
" "," ","188","9105泰金寶-DR","存託憑證","0.20","0.11","-0.22","0.72","-0.16","0.17"," ","31","0.82"," ","30.56","5.86","-0.15"," "
" "," ","189","2540愛山林","營建","0.06","0.18","0.01","0.16","0.33","0.08"," ","30","0.82"," ","90.70","54.10","-2.90"," "
" "," ","190","2516新建","營建","0.06","0.04","0.25","0.03","0.26","0.16"," ","30","0.80"," ","70.64","13.65","-0.10"," "
" "," ","191","6192巨路","其他電子","0.04","0.09","0.05","0.10","0.48","0.04"," ","30","0.80"," ","57.40","115.50","-0.50"," "
" "," ","192","2478大毅","電子零組件","-2.00","-0.20","-0.42","3.76","0.59","-0.93"," ","10","0.80"," ","56.64","68.40","-0.90"," "
