"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔成交","2日買賣超佔成交","3日買賣超佔成交","5日買賣超佔成交","10日買賣超佔成交","1個月買賣超佔成交","3個月買賣超佔成交","半年買賣超佔成交","1年買賣超佔成交","3年買賣超佔成交","10年買賣超佔成交","今年買賣超佔成交"
"1","00717","富邦美國特別股","15.22","+0.02","+0.13","05/14","+95.8","+97.3","+96.7","+93.5","+89.9","+86","+75","+66","+55.9","+42.1","","+67.5"
"2","00746B","富邦A級公司債","35.37","+0.03","+0.08","05/14","+81.9","+86.2","+85.8","+83.4","+75","+65.1","+54.7","+58.7","+57.9","+44.3","","+56.3"
"3","00942B","台新美A公司債20+","14.3","+0.02","+0.14","05/14","+69.8","+72.2","+73.4","+74.2","+68.4","+62.8","+79.4","+65.8","+54.7","","","+68.7"
"4","00836B","永豐10年A公司債","28.76","-0.01","-0.03","05/14","+99","+82","+70.4","+74.2","-12.9","+9.42","+17.6","+74.1","+80.5","+81.9","","+84.6"
"5","00984B","大華優利美A債15","16.27","+0.02","+0.12","05/14","+82","+76","+65.4","+74","+55.1","+51","+15.1","+8","+5.85","","","+10.7"
"6","00740B","富邦全球投等債","38.59","+0.05","+0.13","05/14","+82.5","+82.6","+82.6","+69.8","+60.2","+46.4","+31","+40.1","+30.6","+14.8","","+34.7"
"7","6806","森崴能源","17.3","-1.9","-9.9","05/14","+97.1","+97.1","+89.3","+68.7","+53.1","+18.7","+7.36","+2.21","-0.31","+0.07","","+3.1"
"8","00773B","中信優先金融債","35.82","+0.02","+0.06","05/14","+67","+73.5","+70.6","+66.9","+46.1","+42.6","+32","+31.4","+24.4","+24.5","","+31"
"9","00694B","富邦美債1-3","41.5","+0.02","+0.05","05/14","+85.2","+79.2","+74.7","+63.9","+44.4","+40.1","+34","+33.1","+28.5","+14.8","","+29.8"
"10","910322","康師傅-DR","25.1","+0.4","+1.62","05/14","+73","+42.4","+48.6","+61.4","+40.3","+43.6","+38.2","+20.2","+4.72","-0.55","-0.23","+34.2"
"11","00970B","新光BBB投等債20+","9.36","+0.02","+0.21","05/14","+71.6","+78","+78.6","+61","+47.3","+49.4","+29.8","+38.3","+33.6","","","+35.1"
"12","00857B","永豐20年美公債","22.99","-0.04","-0.17","05/14","+83.5","+80.2","+70.6","+60.4","+54.8","+52.9","+46.8","+44.3","+30.6","+9.66","","+47.5"
"13","00714","群益道瓊美國地產","21.43","-0.23","-1.06","05/14","0","+25.4","+58.9","+59.9","+33.5","+28.6","+16.7","+12.1","+4.62","+1.33","","+15.4"
"14","00772B","中信高評級公司債","33.59","0","0","05/14","+64.3","+67.6","+61.5","+58.7","+44.6","+41.8","+43","+42.4","+30.2","+12.5","","+41.6"
"15","00966B","統一ESG投等債15+","13.88","+0.03","+0.22","05/14","+81.8","+65.3","+65.3","+56.9","+38","+30.4","+15.7","+6.58","+2.18","","","+9.52"
"16","00725B","國泰投資級公司債","34.89","+0.04","+0.11","05/14","+75.2","+64","+64.6","+56.8","+33.2","+14.6","+14.2","+16.4","+7.16","+4.88","","+16.1"
"17","00950B","凱基A級公司債","14.01","+0.01","+0.07","05/14","+69.7","+70.3","+64.3","+55.9","+47.1","+36.8","+56","+51.3","+47.5","","","+51.7"
"18","00959B","大華投等美債15Y+","9.34","+0.01","+0.11","05/14","+52.5","+56.7","+51.6","+53","+35.3","+33.6","+26.3","+27.2","+32.4","","","+28.8"
"19","00958B","永豐ESG銀行債15+","9.26","+0.01","+0.11","05/14","+38.4","+52.9","+61","+52.9","+34.6","+41.2","+22.4","+12.1","+6.86","","","+15.4"
"20","00943","兆豐電子高息等權","19.36","+0.16","+0.83","05/14","+84.4","+61.4","+65.8","+52.8","+62.7","+65.2","+47.9","+28.6","+15.9","","","+34"
"21","009820","元大納斯達克精選","10.04","+0.02","+0.2","05/14","+56.6","+55.2","+56.9","+52.4","+31.2","","","","","","",""
