排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (萬張),超過 600張 增減 (張),超過 600張 增減 (%),持股 超過 800張 (萬張),超過 800張 增減 (張),超過 800張 增減 (%),持股 超過 1千張 (萬張),超過 1千張 增減 (張),超過 1千張 增減 (%)
798,1443,立益物流,26.45,-0.55,-2.04,26W23,06/05,11.6,81.0,0.07,11.4,62.0,0.05,11.0,-957.0,-0.86
799,1413,宏洲,9.39,-0.11,-1.16,26W23,06/05,9.72,51.6,0.05,9.53,51.6,0.05,9.15,51.6,0.06
800,6533,晶心科,202.5,-19.0,-8.58,26W23,06/05,0.93,5.0,0.05,0.93,5.0,0.05,0.83,5.0,0.06
801,3508,位速,18.7,-0.85,-4.35,26W23,06/05,4.08,58.0,0.14,3.73,20.0,0.05,3.55,1010.0,2.93
802,4772,台特化,283.5,-14.0,-4.71,26W23,06/05,6.93,2586.0,3.87,6.47,34.7,0.05,6.2,37.8,0.06
803,3218,大學光,131.5,-3.5,-2.59,26W23,06/05,4.51,23.2,0.05,4.37,23.2,0.05,4.27,23.2,0.05
804,5283,禾聯碩,51.7,-0.8,-1.52,26W23,06/05,5.09,26.0,0.05,4.94,26.0,0.05,4.66,26.0,0.06
805,6763,綠界科技*,49.0,-1.4,-2.78,26W23,06/05,11.7,103.0,0.09,11.4,59.0,0.05,11.1,77.0,0.07
806,8049,晶采,26.4,-0.8,-2.94,26W23,06/05,3.52,17.0,0.05,3.31,17.0,0.05,3.21,17.0,0.05
807,2926,誠品生活,34.5,-0.25,-0.72,26W23,06/05,3.38,16.0,0.05,3.16,16.0,0.05,3.07,16.0,0.05
808,6435,大中,266.0,-6.5,-2.39,26W23,06/05,2.02,54.0,0.27,1.81,9.0,0.05,1.81,9.0,0.05
809,9902,台火,13.6,-0.6,-4.23,26W23,06/05,5.21,23.4,0.04,4.93,24.0,0.05,4.93,24.0,0.05
810,2024,志聯,14.3,0.3,2.14,26W23,06/05,7.94,37.0,0.05,7.87,37.0,0.05,7.87,37.0,0.05
811,3703,欣陸,21.0,-0.55,-2.55,26W23,06/05,57.5,213.0,0.04,56.9,266.0,0.05,56.2,209.0,0.04
812,00702,國泰標普低波高息,23.9,0.18,0.76,26W23,06/05,0.25,0.87,0.03,0.19,0.87,0.05,0.1,0.0,0.0
813,2883B,凱基金乙特,8.15,-0.03,-0.37,26W23,06/05,96.6,1183.0,0.12,92.2,425.0,0.05,88.2,-589.0,-0.07
814,1339,昭輝,42.7,-0.8,-1.84,26W23,06/05,5.52,25.0,0.05,5.45,25.0,0.05,5.36,25.0,0.05
815,6592,和潤企業,63.7,-1.3,-2.0,26W23,06/05,48.9,2189.0,0.45,47.9,219.0,0.05,47.1,125.0,0.03
816,3588,通嘉,54.8,-4.1,-6.96,26W23,06/05,1.66,-614.0,-3.56,1.32,6.0,0.05,1.14,-18.0,-0.16
817,2645,長榮航太,166.0,-3.5,-2.06,26W23,06/05,31.0,-92.6,-0.03,30.6,139.0,0.05,29.9,-591.0,-0.2
818,1467,南緯,7.94,0.23,2.98,26W23,06/05,15.0,-535.0,-0.36,14.8,66.0,0.04,14.0,52.0,0.04
819,00636,國泰中國A50,28.05,-0.66,-2.3,26W23,06/05,2.01,3.01,0.01,1.8,8.01,0.04,1.71,8.01,0.05
820,3416,融程電,174.5,-6.5,-3.59,26W23,06/05,4.47,649.0,1.48,4.34,18.0,0.04,4.16,18.0,0.04
821,4105,東洋,74.5,-1.0,-1.32,26W23,06/05,10.9,-1942.0,-1.76,10.3,42.6,0.04,9.5,935.0,0.99
822,9950,萬國通,10.7,-0.3,-2.73,26W23,06/05,13.6,55.0,0.04,13.4,55.0,0.04,13.3,55.0,0.04
823,1459,聯發,11.6,-0.15,-1.28,26W23,06/05,29.8,118.0,0.04,29.0,118.0,0.04,28.4,-858.0,-0.3
824,5213,亞昕,23.55,-0.45,-1.88,26W23,06/05,61.4,-552.0,-0.09,61.0,248.0,0.04,60.8,248.0,0.04
825,2536,宏普,20.55,-0.05,-0.24,26W23,06/05,25.3,54.9,0.02,24.4,98.0,0.04,23.5,98.0,0.04
826,4106,雃博,23.95,-0.05,-0.21,26W23,06/05,4.74,19.0,0.04,4.74,19.0,0.04,4.66,19.0,0.04
827,6498,久禾光,96.0,-5.5,-5.42,26W23,06/05,3.17,-674.0,-2.08,3.04,12.0,0.04,2.69,7.0,0.03
828,4903,聯光通,40.9,-3.2,-7.26,26W23,06/05,4.39,16.9,0.04,4.39,16.9,0.04,4.11,-1.09,0.0
829,1583,程泰,52.0,-3.2,-5.8,26W23,06/05,9.88,37.0,0.04,9.88,37.0,0.04,9.79,37.0,0.04
830,3088,艾訊,129.5,-9.0,-6.5,26W23,06/05,5.09,682.0,1.36,4.75,17.5,0.04,4.29,-63.5,-0.15
831,4163,鐿鈦,114.5,-9.5,-7.66,26W23,06/05,3.32,-604.0,-1.78,3.26,12.0,0.04,3.17,12.0,0.04
832,6722,輝創,38.9,-0.75,-1.89,26W23,06/05,6.69,24.0,0.04,6.55,24.0,0.04,6.55,24.0,0.04
833,7718,友鋮,48.9,0.25,0.51,26W23,06/05,3.45,0.0,0.0,3.3,12.0,0.04,3.13,12.0,0.04
834,1454,台富,12.75,-0.3,-2.3,26W23,06/05,10.5,72.0,0.07,10.3,37.0,0.04,10.1,37.0,0.04
835,8930,青鋼,28.0,-0.5,-1.75,26W23,06/05,4.98,17.0,0.03,4.71,17.0,0.04,4.63,1011.0,2.23
836,6988,威力暘-創,14.6,0.25,1.74,26W23,06/05,3.66,12.0,0.03,3.33,12.0,0.04,3.15,12.0,0.04
837,6219,富旺,12.8,-0.15,-1.16,26W23,06/05,8.27,652.0,0.8,8.08,29.0,0.04,8.08,29.0,0.04
838,5301,寶得利,6.81,0.0,0.0,26W23,06/05,5.21,-35.0,-0.07,5.09,18.0,0.04,4.91,8.0,0.02
839,6264,富裔,6.04,-0.04,-0.66,26W23,06/05,9.43,33.0,0.04,9.37,33.0,0.04,9.17,33.0,0.04
840,3188,鑫龍騰,23.2,-0.6,-2.52,26W23,06/05,13.6,47.0,0.03,13.4,47.0,0.04,13.0,107.0,0.08
841,8342,益張,88.2,0.2,0.23,26W23,06/05,2.29,8.0,0.03,2.29,8.0,0.03,2.2,8.0,0.04
842,4506,崇友,117.0,-0.5,-0.43,26W23,06/05,13.7,47.0,0.03,13.5,47.0,0.03,13.2,47.0,0.04
843,8401,白紗科,22.6,-0.45,-1.95,26W23,06/05,4.24,14.0,0.03,4.11,14.0,0.03,3.83,14.0,0.04
844,4166,友霖,23.3,-0.35,-1.48,26W23,06/05,19.7,65.0,0.03,19.5,64.0,0.03,19.2,64.0,0.03
845,6203,海韻電,69.2,-1.9,-2.67,26W23,06/05,4.58,32.0,0.07,4.3,14.0,0.03,4.3,14.0,0.03
846,8416,實威,181.5,1.0,0.55,26W23,06/05,2.18,7.0,0.03,2.18,7.0,0.03,2.18,7.0,0.03
847,3003,健和興,61.0,-1.9,-3.02,26W23,06/05,8.52,-664.0,-0.77,8.11,25.0,0.03,7.93,-48.0,-0.06
848,4148,全宇生技-KY,31.85,-0.65,-2.0,26W23,06/05,5.25,16.0,0.03,5.25,16.0,0.03,5.25,16.0,0.03
849,8463,潤泰材,21.8,-0.6,-2.68,26W23,06/05,12.0,35.0,0.03,11.8,35.0,0.03,11.4,1.0,0.0
850,8045,達運光電,60.7,-5.0,-7.61,26W23,06/05,5.91,16.8,0.03,5.69,16.8,0.03,5.43,17.8,0.03
851,6504,南六,35.85,-1.1,-2.98,26W23,06/05,4.88,14.0,0.03,4.75,14.0,0.03,4.67,14.0,0.03
852,7402,邑錡,94.8,-3.8,-3.85,26W23,06/05,1.12,3.0,0.03,1.04,3.0,0.03,0.95,-1.0,-0.01
853,2073,雄順,26.0,0.0,0.0,26W23,06/05,1.9,5.0,0.03,1.76,5.0,0.03,1.47,-3.0,-0.02
854,4439,冠星-KY,90.3,0.3,0.33,26W23,06/05,2.85,8.0,0.03,2.85,8.0,0.03,2.66,8.0,0.03
855,3303,岱稜,50.9,-1.1,-2.12,26W23,06/05,3.98,-537.0,-1.33,3.64,10.0,0.03,3.45,10.0,0.03
856,2239,英利-KY,23.15,-1.2,-4.93,26W23,06/05,9.27,25.2,0.03,9.27,25.2,0.03,9.19,25.2,0.03
857,3521,台鋼建設,12.35,-0.2,-1.59,26W23,06/05,11.0,42.0,0.04,10.5,28.0,0.03,10.5,28.0,0.03
858,2438,翔耀,22.4,-1.75,-7.25,26W23,06/05,3.94,10.0,0.03,3.8,10.0,0.03,3.51,10.0,0.03
859,8367,建新國際,40.2,-0.8,-1.95,26W23,06/05,5.95,15.0,0.03,5.74,15.0,0.03,5.65,15.0,0.03
860,2701,萬企,10.35,-0.25,-2.36,26W23,06/05,38.4,-697.0,-0.18,38.2,98.7,0.03,38.0,98.7,0.03
861,1324,地球,10.4,-0.3,-2.8,26W23,06/05,4.78,12.0,0.03,4.65,12.0,0.03,4.45,0.0,0.0
862,2462,良得電,24.2,-0.75,-3.01,26W23,06/05,8.01,654.0,0.82,7.75,20.0,0.03,7.66,1004.0,1.33
863,2929,淘帝-KY,5.85,-0.24,-3.94,26W23,06/05,3.0,-644.0,-2.1,2.79,7.0,0.03,2.71,0.0,0.0
864,2505,國揚,17.75,-0.2,-1.11,26W23,06/05,29.4,-587.0,-0.2,28.9,71.0,0.02,28.7,71.0,0.02
865,2881A,富邦特,63.7,0.3,0.47,26W23,06/05,53.7,128.0,0.02,53.2,128.0,0.02,52.8,128.0,0.02
866,01001T,土銀富邦R1,11.62,-0.02,-0.17,26W23,06/05,53.0,124.0,0.02,52.7,124.0,0.02,52.5,114.0,0.02
867,7723,築間,22.8,-0.15,-0.65,26W23,06/05,2.75,6.65,0.02,2.4,5.65,0.02,2.4,935.0,4.05
868,5468,凱鈺,17.45,-0.35,-1.97,26W23,06/05,3.92,9.0,0.02,3.85,9.0,0.02,3.75,9.0,0.02
869,00845B,富邦新興投等債,33.05,-0.06,-0.18,26W23,06/05,23.7,53.0,0.02,23.7,53.0,0.02,23.7,53.0,0.02
870,5604,中連,30.75,-0.7,-2.23,26W23,06/05,6.74,14.0,0.02,6.3,14.0,0.02,5.85,1007.0,1.75
871,5202,力新,17.3,1.55,9.84,26W23,06/05,4.64,-1260.0,-2.64,4.58,9.79,0.02,4.31,10.0,0.02
872,1220,台榮,11.75,-0.2,-1.67,26W23,06/05,11.6,23.7,0.02,11.1,23.7,0.02,10.7,23.7,0.02
873,6655,科定,120.5,-5.5,-4.37,26W23,06/05,6.7,13.6,0.02,6.43,13.6,0.02,6.16,13.6,0.02
874,6968,萬達寵物,42.5,-0.95,-2.19,26W23,06/05,2.71,5.0,0.02,2.37,5.0,0.02,2.19,0.0,0.0
875,1410,南染,25.75,-0.1,-0.39,26W23,06/05,4.47,9.0,0.02,4.39,9.0,0.02,4.11,-1.01,0.0
876,00726B,國泰新興投等債,32.75,-0.09,-0.27,26W23,06/05,117.0,188.0,0.02,117.0,238.0,0.02,117.0,243.0,0.02
877,2063,世鎧,25.0,-0.15,-0.6,26W23,06/05,2.3,4.0,0.02,2.0,4.0,0.02,1.91,4.0,0.02
878,5210,寶碩,29.15,-0.75,-2.51,26W23,06/05,3.08,2.0,0.01,3.02,6.0,0.02,2.84,0.0,0.0
879,3191,雲嘉南,19.4,-0.6,-3.0,26W23,06/05,2.18,-728.0,-3.23,2.04,4.0,0.02,2.04,4.0,0.02
880,1432,大魯閣,17.15,-0.05,-0.29,26W23,06/05,5.82,11.0,0.02,5.82,11.0,0.02,5.82,961.0,1.68
881,3276,宇環,14.05,-0.75,-5.07,26W23,06/05,3.78,7.0,0.02,3.71,7.0,0.02,3.63,0.0,0.0
882,6198,瑞築,20.65,0.0,0.0,26W23,06/05,16.0,30.0,0.02,15.9,30.0,0.02,15.9,30.0,0.02
883,5251,天鉞電,30.65,-0.5,-1.61,26W23,06/05,1.07,-622.0,-5.5,1.07,2.0,0.02,0.99,0.0,0.0
884,4414,如興,8.72,0.22,2.59,26W23,06/05,16.0,29.0,0.02,15.5,29.0,0.02,14.8,-718.0,-0.48
885,2881B,富邦金乙特,62.6,0.0,0.0,26W23,06/05,62.6,110.0,0.02,61.9,115.0,0.02,61.3,115.0,0.02
886,6680,鑫創電子,54.5,0.0,0.0,26W23,06/05,1.69,2.0,0.01,1.62,3.0,0.02,1.54,3.0,0.02
887,8349,恒耀,41.5,-1.25,-2.92,26W23,06/05,14.5,591.0,0.41,14.1,26.0,0.02,14.0,26.0,0.02
888,1438,三地開發,20.05,-0.55,-2.67,26W23,06/05,8.93,-614.0,-0.68,8.78,15.9,0.02,8.49,15.9,0.02
889,5438,東友,19.45,-0.35,-1.77,26W23,06/05,8.35,15.0,0.02,8.35,15.0,0.02,8.35,15.0,0.02
890,2360,致茂,2450.0,-115.0,-4.48,26W23,06/05,27.3,-1352.0,-0.49,25.2,45.1,0.02,23.4,-136.0,-0.06
891,1614,三洋電,31.75,-1.2,-3.64,26W23,06/05,21.4,37.0,0.02,20.8,37.0,0.02,20.3,37.0,0.02
892,4590,富田-創,73.3,-1.6,-2.14,26W23,06/05,2.59,-12.0,-0.05,2.3,4.0,0.02,2.03,4.0,0.02
893,01002T,土銀國泰R1,14.09,-0.01,-0.07,26W23,06/05,129.0,265.0,0.02,128.0,212.0,0.02,127.0,212.0,0.02
894,6885,全福生技,25.4,-1.15,-4.33,26W23,06/05,4.23,1276.0,3.11,3.63,6.0,0.02,2.99,-7.0,-0.02
895,4767,誠泰科技,26.4,-1.1,-4.0,26W23,06/05,1.97,3.0,0.02,1.82,3.0,0.02,1.47,3.0,0.02
896,2916,滿心,43.2,-0.3,-0.69,26W23,06/05,3.71,6.0,0.02,3.65,6.0,0.02,3.29,0.0,0.0
897,8917,欣泰,52.0,-0.1,-0.19,26W23,06/05,12.4,18.8,0.02,11.4,18.8,0.02,10.9,0.0,0.0
898,3516,亞帝歐,23.8,0.25,1.06,26W23,06/05,4.33,7.0,0.02,4.26,7.0,0.02,4.09,7.0,0.02
899,6417,韋僑,133.0,-7.5,-5.34,26W23,06/05,2.63,7.0,0.03,2.48,4.0,0.02,2.22,4.0,0.02
900,2546,根基,88.7,0.8,0.91,26W23,06/05,7.76,12.2,0.02,7.76,12.2,0.02,7.67,12.2,0.02
