代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,105.4,4.9,4.88,26W22,05/29,-5,-409693,-15.5,-2.15,17,121082,1.13,0.63,-7,-255220,-6.9,-1.34,-5,-578005,-21.9,-3.03
6679,鈺太,314.5,-2.0,-0.63,26W22,05/29,2,397,5.95,0.72,8,234,0.89,0.43,-1,-112,-3.68,-0.2,2,385,5.78,0.7
6531,愛普*,1190.0,95.0,8.68,26W22,05/29,-5,-7152,-4.28,-4.39,7,10487,3.7,6.44,-1,-88,-0.18,-0.05,3,3352,2.38,2.06
8210,勤誠,1365.0,40.0,3.02,26W22,05/29,-5,-7036,-10.4,-5.61,7,7786,7.37,6.21,-3,-224,-0.75,-0.18,-2,-1842,-13.5,-1.47
009803,玉山市值動能50,21.87,0.56,2.63,26W22,05/29,-2,-1060,-4.74,-0.79,6,1855,2.81,1.38,-1,-1494,-10.6,-1.11,-1,-1099,-7.82,-0.82
2330,台積電,2355.0,60.0,2.61,26W22,05/29,1,11314,4.55,0.04,6,57576,4.58,0.22,2,2072,0.5,0.01,1,17113,6.89,0.07
3026,禾伸堂,641.0,36.0,5.95,26W22,05/29,4,6330,4.29,3.82,6,12450,6.05,7.5,3,449,0.7,0.27,4,18444,12.5,11.1
2327,國巨*,738.0,-4.0,-0.54,26W22,05/29,-3,-45365,-5.38,-2.19,5,59532,4.65,2.87,5,8285,0.65,0.4,-1,-7878,-4.47,-0.38
2344,華邦電,158.0,14.0,9.72,26W22,05/29,1,135588,7.77,3.01,5,133561,2.25,2.97,1,3225,0.18,0.07,1,175173,10.0,3.89
3583,辛耘,867.0,-10.0,-1.14,26W22,05/29,-7,-6240,-5.91,-7.77,5,3255,3.98,4.05,-3,-299,-0.58,-0.37,-3,-1160,-2.25,-1.44
3706,神達,88.8,5.7,6.86,26W22,05/29,2,20408,9.04,1.54,5,16155,3.61,1.22,2,1695,0.75,0.13,2,37907,16.8,2.86
5269,祥碩,1465.0,25.0,1.74,26W22,05/29,-3,-2098,-5.06,-2.83,5,929,1.58,1.25,-1,-84,-0.85,-0.11,-1,-140,-1.41,-0.19
6223,旺矽,5960.0,45.0,0.76,26W22,05/29,-2,-179,-0.97,-0.18,5,898,2.31,0.92,1,2,0.01,0.0,1,15,0.13,0.02
8028,昇陽半導體,327.0,-7.5,-2.24,26W22,05/29,-1,-3867,-5.35,-2.16,5,6398,1.61,3.57,-2,-1236,-0.87,-0.69,-1,-886,-1.23,-0.49
0056,元大高股息,50.2,1.37,2.81,26W22,05/29,2,96050,17.5,0.71,4,5655,0.42,0.04,5,390493,23.6,2.87,5,720364,43.5,5.29
00646,元大S&P500,74.7,0.6,0.81,26W22,05/29,1,161,1.11,0.03,4,1439,1.7,0.26,-2,-19606,-51.0,-3.52,-2,-19144,-49.8,-3.43
00935,野村臺灣新科技50,61.25,1.3,2.17,26W22,05/29,1,5504,3.64,0.85,4,2975,0.81,0.46,-7,-132230,-25.4,-20.3,-7,-134261,-25.8,-20.6
2393,億光,62.5,0.2,0.32,26W22,05/29,-3,-17663,-30.1,-3.98,4,2735,3.56,0.62,3,1247,2.13,0.28,-3,-15971,-27.3,-3.6
2401,凌陽,30.0,-0.05,-0.17,26W22,05/29,-1,-3405,-3.09,-0.58,4,286,0.08,0.05,-1,-471,-0.43,-0.08,-1,-3875,-3.52,-0.65
2412,中華電,137.0,0.5,0.37,26W22,05/29,-2,-40542,-20.6,-0.52,4,21632,7.13,0.28,4,3549,1.17,0.05,-1,-23737,-26.3,-0.31
2436,偉詮電,77.2,0.4,0.52,26W22,05/29,2,11592,12.4,5.79,4,97,0.05,0.05,-1,-22,-0.04,-0.01,2,12000,12.8,6.0
2542,興富發,41.95,-0.05,-0.12,26W22,05/29,-1,-13813,-22.2,-0.64,4,3959,1.57,0.18,-1,-2,0.0,0.0,-1,-10557,-16.9,-0.49
3374,精材,259.0,4.0,1.57,26W22,05/29,-2,-10683,-6.22,-3.94,4,858,0.22,0.32,-2,-2740,-1.6,-1.01,-2,-13157,-7.66,-4.85
4919,新唐,191.5,3.0,1.59,26W22,05/29,2,4364,1.29,1.04,4,6115,0.97,1.46,-1,-312,-0.18,-0.07,2,11437,3.38,2.72
5314,世紀*,63.0,1.8,2.94,26W22,05/29,1,135,0.7,0.05,4,21,0.02,0.01,1,10,0.05,0.0,1,154,0.81,0.05
5904,寶雅,575.0,18.0,3.23,26W22,05/29,1,40,2.12,0.04,4,389,4.66,0.37,3,121,1.94,0.11,1,281,14.9,0.26
6196,帆宣,511.0,15.0,3.02,26W22,05/29,2,1863,6.4,0.85,4,2457,3.5,1.12,-1,-17,-0.1,-0.01,2,3970,13.6,1.8
6202,盛群,58.7,-0.4,-0.68,26W22,05/29,5,11126,10.8,4.83,4,947,1.05,0.41,2,62,0.12,0.03,5,12199,11.9,5.29
6533,晶心科,219.0,-0.5,-0.23,26W22,05/29,-1,-238,-5.29,-0.47,4,47,0.21,0.09,-3,-13,-0.09,-0.03,-1,-238,-5.27,-0.47
6831,邁科,742.0,-48.0,-6.08,26W22,05/29,3,2135,11.0,3.16,4,1221,3.99,1.81,-2,-107,-1.41,-0.16,3,3225,16.6,4.78
7749,意騰-KY,495.5,7.5,1.54,26W22,05/29,-1,-372,-8.95,-0.8,4,212,0.92,0.46,-1,-28,-0.68,-0.06,-1,-400,-9.6,-0.86
00713,元大台灣高息低波,56.55,0.8,1.43,26W22,05/29,5,19946,5.08,1.08,3,2420,1.04,0.13,43,913744,40.7,49.6,26,790796,54.6,42.9
1582,信錦,119.5,6.0,5.29,26W22,05/29,-1,-1392,-2.12,-0.97,3,3574,1.83,2.48,4,723,0.34,0.5,-1,-200,-0.3,-0.14
2049,上銀,389.0,1.0,0.26,26W22,05/29,-2,-1226,-1.57,-0.35,3,3036,2.22,0.86,1,271,0.63,0.08,1,377,0.87,0.11
2376,技嘉,370.0,32.5,9.63,26W22,05/29,1,7222,8.23,1.08,3,7045,2.46,1.05,1,882,1.0,0.13,1,11893,13.5,1.78
