代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
50,元大台灣50,99.2,-0.95,-0.95,26W30,07/20,-5,-846023,-27.5,-3.97,25,235766,1.44,1.11,-15,-1236875,-13.2,-5.81,-5,-1384855,-45.0,-6.51
2542,興富發,43.3,0.0,0.0,26W30,07/20,-2,-12888,-24.0,-0.6,12,114520,15.2,5.32,-1,-1,0.0,0.0,8,42305,8.43,1.96
1216,統一,80.3,0.3,0.38,26W30,07/20,-1,-5238,-17.2,-0.09,10,132294,17.0,2.33,5,14818,4.04,0.26,5,66273,18.1,1.17
2352,佳世達,29.85,-0.55,-1.81,26W30,07/20,-5,-54060,-11.5,-3.42,10,51693,6.3,3.27,-3,-371,-0.15,-0.02,-3,-21648,-8.96,-1.37
2382,廣達,316.0,-9.5,-2.92,26W30,07/20,1,5296,14.7,0.14,10,326505,19.9,8.45,1,1301,3.61,0.03,1,8688,24.1,0.22
2886,兆豐金,48.2,0.6,1.26,26W30,07/20,-1,-9985,-21.9,-0.07,10,519026,27.5,3.5,7,39080,3.25,0.26,13,245431,11.2,1.65
2892,第一金,33.95,-0.15,-0.44,26W30,07/20,-1,-13241,-34.7,-0.09,10,395099,15.9,2.75,2,5318,2.42,0.04,-1,-782,-2.05,-0.01
2912,統一超,243.5,0.5,0.21,26W30,07/20,-1,-192,-3.46,-0.02,10,63814,24.6,6.14,-1,-28,-0.51,0.0,5,11132,15.3,1.07
1303,南亞,186.5,-12.5,-6.28,26W30,07/20,-3,-192736,-18.2,-2.43,9,285803,8.58,3.6,3,8485,0.8,0.11,1,6610,5.9,0.08
2633,台灣高鐵,25.85,-0.1,-0.39,26W30,07/20,2,9784,17.8,0.17,9,97396,14.4,1.73,2,171,0.31,0.0,2,13175,23.9,0.23
2890,永豐金,39.7,-0.3,-0.75,26W30,07/20,-1,-21032,-38.3,-0.15,9,303715,14.4,2.09,5,31168,3.09,0.21,-1,-3645,-6.63,-0.03
1210,大成,57.7,-0.2,-0.35,26W30,07/20,-1,-263,-12.2,-0.03,8,49477,31.2,5.53,6,2320,3.16,0.26,8,21521,13.6,2.41
1402,遠東新,27.3,-0.4,-1.44,26W30,07/20,2,48917,26.1,0.91,8,246861,18.7,4.61,-1,-171,-0.91,0.0,2,62912,33.6,1.18
2855,統一證,42.95,-1.2,-2.72,26W30,07/20,-2,-4934,-12.2,-0.31,8,78623,17.2,4.91,0,0,0.0,0.0,1,1633,18.5,0.1
6139,亞翔,775.0,-24.0,-3.0,26W30,07/20,-4,-11277,-15.2,-4.79,7,5814,3.81,2.47,-8,-1861,-1.03,-0.79,-4,-7570,-10.2,-3.21
8046,南電,1105.0,-45.0,-3.91,26W30,07/20,-3,-13999,-6.97,-2.17,7,23426,4.16,3.63,-3,-572,-0.28,-0.09,1,266,1.47,0.04
9917,中保科,109.0,0.0,0.0,26W30,07/20,2,1325,24.1,0.29,7,2315,7.55,0.51,2,27,0.49,0.01,3,2106,26.6,0.47
3037,欣興,750.0,-44.0,-5.54,26W30,07/20,1,1920,6.26,0.12,6,24369,3.3,1.48,1,150,0.49,0.01,1,2208,7.2,0.13
3706,神達,88.4,0.1,0.11,26W30,07/20,1,340,3.43,0.03,6,44862,9.77,3.38,-3,-1963,-1.38,-0.15,1,2021,20.4,0.15
5483,中美晶,227.5,-8.0,-3.4,26W30,07/20,-1,-3638,-10.0,-0.57,6,29015,3.39,4.52,1,730,2.01,0.11,-1,-2126,-5.86,-0.33
6213,聯茂,322.5,3.5,1.1,26W30,07/20,-1,-2790,-7.68,-0.77,6,10616,1.78,2.92,-2,-1578,-1.09,-0.43,-1,-1932,-5.32,-0.53
6691,洋基工程,693.0,-11.0,-1.56,26W30,07/20,-4,-5519,-32.3,-4.54,6,3937,13.4,3.24,2,25,0.49,0.02,-4,-2004,-11.7,-1.65
8464,億豐,360.0,1.0,0.28,26W30,07/20,-1,-152,-15.6,-0.05,6,4446,21.5,1.52,2,22,0.54,0.01,-1,-135,-13.8,-0.05
9939,宏全,128.5,3.0,2.39,26W30,07/20,3,4001,26.1,1.35,6,834,1.84,0.28,2,100,0.93,0.03,3,4407,28.8,1.49
646,元大S&P500,76.1,0.05,0.07,26W30,07/20,1,1226,38.9,0.22,5,2393,3.97,0.42,-3,-16054,-47.3,-2.82,-3,-14049,-41.4,-2.47
1504,東元,66.3,-0.5,-0.75,26W30,07/20,-3,-10374,-6.1,-0.44,5,1605,0.56,0.07,-1,-73,-0.79,0.0,-1,-934,-10.1,-0.04
1590,亞德客-KY,1335.0,70.0,5.53,26W30,07/20,-1,-375,-28.0,-0.19,5,619,3.76,0.31,1,27,1.99,0.01,-1,-193,-14.4,-0.1
2059,川湖,7750.0,-140.0,-1.77,26W30,07/20,-4,-926,-10.4,-0.97,5,725,5.94,0.76,3,69,1.0,0.07,1,4,0.53,0.0
2330,台積電,2320.0,30.0,1.31,26W30,07/20,-5,-152950,-18.0,-0.59,5,15486,1.82,0.06,10,25493,1.39,0.1,1,4002,7.17,0.02
