排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,2726,雅茗-KY,8.6,-0.65,-7.03,07/07,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,8085,福華,11.85,-0.4,-3.27,07/07,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,7610,聯友金屬-創,2400.0,-145.0,-5.7,07/07,-28.6,-81.5,-83.9,-89.4,-91.7,-79.6,,,,
4,4130,健亞,27.75,-0.6,-2.12,07/07,-39.8,-55.4,-64.9,-76.2,-78.0,-81.4,-81.9,-60.8,-39.0,-59.2
5,8450,霹靂,15.45,-0.05,-0.32,07/07,0.0,0.0,0.0,-70.6,-88.6,-90.6,-97.0,-97.0,-97.0,-97.0
6,009821,野村稀土關鍵資源,14.11,-0.24,-1.67,07/07,8.87,35.3,-39.2,-65.9,-85.8,,,,,
7,009819,中信數據及電力,10.05,-0.03,-0.3,07/07,0.18,0.93,-32.2,-52.1,-69.8,-84.3,,,,
8,3055,蔚華科,176.0,15.5,9.66,07/07,-42.1,-51.0,-50.7,-51.2,-43.4,-33.2,-32.9,-37.7,-50.6,-38.3
9,4502,健信,15.75,0.0,0.0,07/07,-11.1,-50.0,-50.0,-50.0,-75.4,-78.7,-84.0,-82.2,-80.7,-82.2
10,4545,銘鈺,37.8,-1.95,-4.91,07/07,-10.4,-49.9,-49.9,-49.9,-58.0,-63.9,-61.2,-64.1,-35.0,-63.3
11,1301,台塑,57.3,-3.1,-5.13,07/07,1.11,-42.0,-40.5,-48.0,-76.0,-77.6,-88.0,-88.6,-89.4,-88.1
12,009805,新光美國電力基建,16.81,0.01,0.06,07/07,-24.8,-46.5,-47.0,-47.0,-47.1,-47.5,-54.6,-16.8,39375.0,-18.2
13,7769,鴻勁,6180.0,-620.0,-9.12,07/07,15.1,-20.8,-27.0,-46.5,-52.0,-35.9,-60.6,,,
14,2360,致茂,1965.0,-215.0,-9.86,07/07,-3.0,-11.9,-28.3,-45.5,-61.4,-77.5,-71.2,-83.0,-79.6,-84.2
15,6680,鑫創電子,50.1,0.0,0.0,07/07,0.0,0.0,-45.5,-45.5,-45.5,-45.5,-45.5,-20.0,-14.3,-20.0
16,7721,微程式,70.5,-1.0,-1.4,07/07,1.08,-35.2,-35.2,-43.7,-34.5,-16.1,70.9,,,
17,00998A,主動復華金融股息,17.29,0.19,1.11,07/07,0.0,-0.19,-0.19,-43.6,-46.0,245.0,,,,
18,4139,馬光-KY,24.75,0.0,0.0,07/07,0.0,0.0,-40.5,-40.5,-40.5,-60.7,-63.9,-63.3,-62.1,-63.3
19,6169,昱泉,14.55,-0.2,-1.36,07/07,0.0,0.0,0.0,-39.5,-50.0,-64.6,-64.1,21.1,0.0,27.8
20,00940,元大台灣價值高息,12.52,-0.22,-1.73,07/07,-5.99,-18.0,-24.2,-39.2,-66.5,-78.9,-64.8,-10.3,-44.5,-10.3
21,3171,炎洲流通,68.8,-0.1,-0.15,07/07,-7.83,-9.4,-9.4,-38.4,-40.1,-53.7,63.1,-5.36,112.0,-5.36
22,3567,逸昌,30.3,-2.25,-6.91,07/07,-38.7,-38.7,-38.7,-37.9,-46.3,-47.1,30.9,125.0,39.9,125.0
23,8033,雷虎,207.0,-15.0,-6.76,07/07,-9.44,-32.0,-37.0,-37.6,-40.7,-29.0,-17.1,10.8,36.0,13.5
24,00662,富邦NASDAQ,121.05,-0.65,-0.53,07/07,-0.31,-4.6,-7.07,-37.4,-49.3,-49.7,-14.8,-7.77,78.6,18.2
25,8482,商億-KY,49.25,0.0,0.0,07/07,0.0,0.0,0.0,-36.8,-40.0,-53.8,-60.0,-73.3,-87.5,-73.3
26,009816,凱基台灣TOP50,15.29,-0.36,-2.3,07/07,0.17,-5.59,-23.0,-36.6,-31.7,5.55,27.1,,,
27,1726,永記,78.3,0.0,0.0,07/07,0.0,0.0,0.0,-34.5,-34.5,-27.6,-12.7,31.0,-23.6,31.0
28,3413,京鼎,344.0,18.5,5.68,07/07,-5.38,-10.5,-24.7,-32.4,-30.6,-49.7,-52.9,-41.3,215.0,-38.2
29,2606,裕民,62.2,0.0,0.0,07/07,0.29,0.24,-19.7,-32.2,-43.6,-60.7,-66.7,-72.4,-72.9,-72.9
30,2425,承啟,39.9,-1.7,-4.09,07/07,4.89,-2.97,-9.26,-32.1,-36.6,-38.2,-51.7,-72.6,-76.1,-73.7
31,2883,凱基金,30.1,1.1,3.79,07/07,-6.17,-7.68,-22.5,-32.0,-44.1,-5.44,265.0,299.0,-59.0,301.0
32,3588,通嘉,68.4,-5.7,-7.69,07/07,-25.1,-29.9,-28.9,-31.8,-33.5,-40.1,-43.3,-43.4,111.0,-45.6
33,6624,萬年清,42.5,-3.55,-7.71,07/07,-31.2,-31.2,-31.2,-31.2,-31.2,-31.2,-45.0,-63.3,22.2,-57.7
34,4702,中美實,9.88,-0.07,-0.7,07/07,-31.0,-31.0,-31.0,-31.0,-65.3,-65.3,-51.3,-63.5,-60.1,-62.5
35,3467,台灣精材,58.8,-2.3,-3.76,07/07,0.0,-12.8,-16.3,-30.5,-49.4,-48.1,17.1,17.1,,24.2
36,3605,宏致,84.9,-2.8,-3.19,07/07,5.72,-27.0,-27.7,-30.5,-34.5,-44.1,-45.1,-43.0,0.22,-39.8
37,2645,長榮航太,214.5,-23.5,-9.87,07/07,-11.9,-12.7,-22.3,-30.4,-52.2,-53.5,-71.2,-33.3,87.9,-37.0
38,6770,力積電,70.1,-2.5,-3.44,07/07,-20.3,-29.4,-30.0,-29.9,-60.1,-61.4,-22.7,19.5,-31.7,13.6
39,2029,盛餘,20.85,-0.05,-0.24,07/07,-12.1,-12.1,-18.7,-29.5,-29.6,-37.2,-49.9,-44.4,-54.5,-42.2
40,8917,欣泰,52.8,-0.2,-0.38,07/07,-26.9,-26.9,-29.3,-29.3,-33.6,-52.5,-40.9,182.0,224.0,224.0
41,6161,捷波,55.0,-3.3,-5.66,07/07,-8.33,-22.3,-24.0,-29.1,-26.6,-32.8,23.4,39.0,433.0,40.2
42,2433,互盛電,42.05,-0.05,-0.12,07/07,0.0,-0.87,-15.6,-28.8,-45.7,-47.2,9.62,65.2,-13.6,65.2
43,2006,東和鋼鐵,68.9,0.3,0.44,07/07,-9.42,-9.28,-8.19,-28.3,-74.0,-75.8,-34.9,-42.9,-25.0,-45.5
44,00983A,主動中信ARK創新,12.53,0.06,0.48,07/07,-21.8,-21.8,-27.7,-27.7,-36.9,-36.9,-74.0,-57.4,1016.0,-62.2
45,6796,晉弘,58.0,-1.2,-2.03,07/07,1.42,-5.71,-5.71,-26.9,-26.9,-33.1,-7.74,147.0,101.0,194.0
46,2235,謚源,30.2,-0.1,-0.33,07/07,0.0,-26.3,-26.3,-26.3,-26.3,-26.3,-39.1,-39.1,-58.8,-39.1
47,8046,南電,1030.0,-45.0,-4.19,07/07,6.54,7.58,-16.5,-26.3,-41.3,-55.4,-66.6,-65.4,-85.3,-66.9
48,3010,華立,123.5,-3.5,-2.76,07/07,-15.5,-15.5,-19.2,-26.0,-63.6,-45.7,-32.0,-30.3,-24.4,-29.0
49,2436,偉詮電,70.3,-7.4,-9.52,07/07,-9.17,-13.1,-22.3,-25.8,-37.7,-46.6,-12.7,-29.7,36.8,-27.2
50,00725B,國泰投資級公司債,35.8,-0.11,-0.31,07/07,2.02,2.02,-25.7,-25.7,35.6,35.6,-54.0,-70.8,-84.7,-67.8
51,8438,昶昕,97.1,-9.4,-8.83,07/07,-0.84,-17.5,-20.4,-24.8,-30.6,-46.6,-29.1,152.0,99.2,213.0
