代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.22,0.05,0.17,26W25,06/15,57,639657,42.9,97.0,0,0,0.0,0.0,2,190,1.37,0.03,23,288175,44.3,43.7
00717,富邦美國特別股,15.04,0.1,0.67,26W25,06/15,51,24924,60.3,19.7,0,0,0.0,0.0,-2,-179,-14.4,-0.14,16,14349,76.7,11.3
00857B,永豐20年美公債,23.41,0.03,0.13,26W25,06/15,32,169160,42.8,30.0,0,0,0.0,0.0,5,12616,23.9,2.24,32,179646,45.4,31.8
00931B,統一美債20年,13.55,0.02,0.15,26W25,06/15,22,295054,53.2,13.7,0,0,0.0,0.0,5,17166,15.5,0.8,22,346450,62.5,16.1
006205,富邦上証,41.05,0.1,0.24,26W25,06/15,19,6172,10.6,6.33,0,0,0.0,0.0,1,112,44.7,0.12,19,10354,17.7,10.6
00746B,富邦A級公司債,35.81,0.06,0.17,26W25,06/15,17,38203,51.1,1.51,0,0,0.0,0.0,-17,-37162,-49.7,-1.47,2,150,4.48,0.01
9933,中鼎,42.8,1.85,4.52,26W25,06/15,15,79901,16.2,8.87,3,726,0.79,0.08,-4,-2043,-1.73,-0.23,15,79956,16.2,8.88
009817,國泰日本不動產,8.86,0.01,0.11,26W25,06/15,14,44168,18.6,16.7,0,0,0.0,0.0,4,8032,13.6,3.03,12,50777,28.5,19.2
00984B,大華優利美A債15,16.49,0.04,0.24,26W25,06/15,14,96333,43.9,63.8,0,0,0.0,0.0,3,3421,16.1,2.27,7,44706,58.0,29.6
00740B,富邦全球投等債,39.06,0.1,0.26,26W25,06/15,12,72722,49.1,3.37,0,0,0.0,0.0,-16,-106092,-39.4,-4.92,5,4397,8.66,0.2
00772B,中信高評級公司債,34.0,0.1,0.29,26W25,06/15,12,92797,51.3,2.73,0,0,0.0,0.0,3,4661,11.8,0.14,43,225810,40.3,6.63
00773B,中信優先金融債,36.16,0.1,0.28,26W25,06/15,12,22860,35.1,0.89,0,0,0.0,0.0,-1,-277,-21.2,-0.01,33,46549,24.3,1.82
00908,富邦入息REITs+,15.12,0.11,0.73,26W25,06/15,12,3956,36.7,10.7,0,0,0.0,0.0,1,94,41.2,0.25,11,2922,30.4,7.91
00948B,中信優息投資級債,9.59,0.03,0.31,26W25,06/15,12,250809,49.0,6.06,0,0,0.0,0.0,5,27901,13.4,0.67,47,1579047,56.4,38.1
00950B,凱基A級公司債,14.15,0.03,0.21,26W25,06/15,12,119908,38.7,2.92,0,0,0.0,0.0,-1,-2457,-31.5,-0.06,6,43927,28.0,1.07
00959B,大華投等美債15Y+,9.47,0.04,0.42,26W25,06/15,12,53158,46.1,10.0,0,0,0.0,0.0,2,4358,27.5,0.82,7,45225,62.6,8.5
00966B,統一ESG投等債15+,14.11,0.04,0.28,26W25,06/15,12,17875,28.9,14.2,0,0,0.0,0.0,-1,-765,-56.3,-0.61,32,45657,23.3,36.2
009813,貝萊德標普卓越50,11.1,0.1,0.91,26W25,06/15,12,41677,15.3,10.1,0,0,0.0,0.0,11,131124,52.5,31.8,11,172772,69.2,42.0
2248,華勝-KY,56.6,-0.1,-0.18,26W25,06/15,12,271,6.04,0.57,0,0,0.0,0.0,1,1,2.12,0.0,3,120,14.7,0.25
00701,國泰股利精選30,37.62,0.91,2.48,26W25,06/15,11,8835,13.8,5.05,0,0,0.0,0.0,24,37489,24.1,21.4,24,54577,35.1,31.2
00757,統一FANG+,128.2,1.15,0.91,26W25,06/15,11,21869,17.8,7.5,0,0,0.0,0.0,1,239,10.5,0.08,2,1214,10.9,0.42
00770,國泰北美科技,68.05,1.45,2.18,26W25,06/15,11,7303,22.3,9.02,0,0,0.0,0.0,1,212,39.6,0.26,1,216,40.3,0.27
00909,國泰數位支付服務,50.5,2.09,4.32,26W25,06/15,11,50613,23.5,43.6,0,0,0.0,0.0,11,43219,20.1,37.2,11,93832,43.6,80.7
00983A,主動中信ARK創新,11.72,0.37,3.26,26W25,06/15,11,59238,26.1,33.2,0,0,0.0,0.0,11,76962,33.9,43.1,11,136199,60.0,76.2
00993A,主動安聯台灣,13.79,0.47,3.53,26W25,06/15,11,124092,12.6,15.0,0,0,0.0,0.0,18,536871,22.9,64.8,18,747033,31.9,90.2
6166,凌華,141.0,12.5,9.73,26W25,06/15,11,15575,9.25,7.15,0,0,0.0,0.0,1,22,0.59,0.01,11,15593,9.26,7.16
00725B,國泰投資級公司債,35.59,0.11,0.31,26W25,06/15,9,77757,34.7,2.07,0,0,0.0,0.0,3,8082,13.3,0.22,23,218299,32.2,5.81
00764B,群益25年美債,28.1,0.05,0.18,26W25,06/15,9,33926,12.0,2.17,0,0,0.0,0.0,3,6420,10.2,0.41,4,11398,10.1,0.73
00779B,凱基美債25+,28.48,0.05,0.18,26W25,06/15,9,5443,28.3,0.42,0,0,0.0,0.0,0,0,0.0,0.0,15,5920,19.1,0.46
00795B,中信美國公債20年,26.97,0.05,0.19,26W25,06/15,9,105830,34.8,6.2,0,0,0.0,0.0,5,28958,18.3,1.7,13,168529,35.0,9.88
