排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,2313,華通,243.0,-16.5,-6.36,41024,06/23,2502.0,,,114400.0,329.0,121.0,,-50.9,168.0,5.53
2,2498,宏達電,46.9,-3.5,-6.94,18164,06/23,-26.1,,,16900.0,-4.49,-84.2,-78.5,-94.5,-78.9,-94.4
3,2061,風青,58.0,0.0,0.0,9503,06/23,325.0,1904.0,3640.0,13925.0,3406.0,4575.0,,,,56000.0
4,1319,東陽,79.4,-5.4,-6.37,16393,06/23,-3.58,,,9860.0,339.0,1679.0,1045.0,1145.0,774.0,1343.0
5,3257,虹冠電,73.9,6.7,9.97,9789,06/23,252.0,629.0,3300.0,3300.0,1033.0,3300.0,750.0,2.0,27.5,-5.56
6,2491,吉祥全,41.65,-2.35,-5.34,2182,06/23,42.4,300.0,425.0,2700.0,546.0,500.0,,50.0,,223.0
7,1905,華紙,16.75,-1.7,-9.21,27626,06/23,-24.4,-20.9,7.17,2532.0,897.0,21833.0,6480.0,4287.0,488.0,4012.0
8,4739,康普,122.0,-6.0,-4.69,4142,06/23,-9.09,,,2150.0,8.43,-33.3,,718.0,,150.0
9,00686R,群益臺灣加權反1,0.96,0.01,1.05,9312,06/23,248.0,247.0,2073.0,1913.0,3600.0,136800.0,4316.0,189.0,,
10,3588,通嘉,69.0,2.7,4.07,5138,06/23,367.0,2700.0,2700.0,1300.0,1300.0,1300.0,,460.0,,155.0
11,7402,邑錡,103.0,2.0,1.98,1430,06/23,655.0,730.0,730.0,1283.0,361.0,80.4,493.0,9.21,277.0,25.8
12,6101,寬魚國際,45.5,0.15,0.33,1148,06/23,52.5,1030.0,1406.0,1281.0,804.0,,,,,
13,2388,威盛,79.6,-4.8,-5.69,25639,06/23,162.0,,,1160.0,-79.5,-90.9,-86.1,-73.5,-40.0,-59.1
14,6218,豪勉,40.1,3.0,8.09,5136,06/23,733.0,31.6,31.6,1150.0,-37.5,8.7,2400.0,-39.0,525.0,4.17
15,4764,雙鍵,346.5,14.5,4.37,5370,06/23,168.0,102.0,160.0,1038.0,435.0,810.0,5.81,-71.9,,-39.3
16,4721,美琪瑪,96.5,-4.0,-3.98,2030,06/23,3.12,0.0,17.9,1000.0,,3200.0,725.0,3200.0,725.0,3200.0
17,6179,亞通,27.2,0.5,1.87,4056,06/23,106.0,219.0,456.0,986.0,785.0,583.0,,16.6,697.0,18.9
18,2340,台亞,43.55,0.75,1.75,30421,06/23,11.6,34.0,37.6,900.0,519.0,145.0,46.1,-40.0,391.0,-41.4
19,7712,博盛半導體,200.0,-2.5,-1.23,3709,06/23,-75.7,-74.3,-10.0,800.0,800.0,28.6,800.0,,,50.0
20,3284,太普高,25.4,1.3,5.39,1311,06/23,0.0,-3.7,0.0,767.0,767.0,,,1200.0,117.0,1200.0
21,2527,宏璟,39.7,0.45,1.15,1952,06/23,300.0,300.0,300.0,700.0,700.0,700.0,,300.0,,700.0
22,6861,睿生光電,358.0,-20.5,-5.42,946,06/23,-11.1,-46.7,-11.1,700.0,-76.5,-89.7,,700.0,,
23,2342,茂矽,57.0,-1.6,-2.73,27649,06/23,77.0,69.8,284.0,686.0,4025.0,507.0,16400.0,416.0,41150.0,481.0
24,6168,宏齊,34.2,3.1,9.97,20858,06/23,358.0,817.0,400.0,588.0,3567.0,74.6,-75.2,547.0,,686.0
25,2302,麗正,45.65,-2.0,-4.2,8583,06/23,106.0,164.0,312.0,503.0,190.0,222.0,11650.0,840.0,11650.0,840.0
26,3230,錦明,34.45,3.1,9.89,6090,06/23,500.0,500.0,500.0,500.0,100.0,-14.3,-93.3,-91.0,-85.7,-90.8
27,2233,宇隆,284.0,-31.5,-9.98,2051,06/23,461.0,477.0,477.0,461.0,405.0,418.0,,573.0,432.0,296.0
28,6834,天二科技,111.5,0.0,0.0,11568,06/23,8.6,176.0,192.0,457.0,,161.0,,,3765.0,
29,3675,德微,445.5,40.5,10.0,10089,06/23,56.9,78.4,225.0,435.0,133.0,26.4,406.0,1200.0,1200.0,1200.0
30,2369,菱生,44.55,4.05,10.0,83496,06/23,116.0,300.0,700.0,426.0,724.0,507.0,,91.0,805.0,104.0
31,8040,九暘,114.0,10.0,9.62,8173,06/23,285.0,316.0,373.0,395.0,189.0,-18.1,,1633.0,420.0,1386.0
32,8028,昇陽半導體,310.0,-12.5,-3.88,7314,06/23,-10.0,203.0,10.2,391.0,16100.0,-33.6,22.3,-81.6,17.8,-81.9
33,6275,元山,53.0,1.6,3.11,5966,06/23,20.0,84.6,84.6,380.0,-45.5,-11.1,,-33.3,118.0,4.35
34,6584,南俊國際,649.0,-11.0,-1.67,1012,06/23,-34.9,-31.7,-30.9,367.0,600.0,250.0,-89.3,-77.2,-1.75,-76.2
35,6271,同欣電,244.5,-22.0,-8.26,17386,06/23,-5.26,42.1,315.0,350.0,,-48.1,,-5.26,286.0,116.0
36,2449,京元電子,329.5,-9.5,-2.8,76717,06/23,3.36,100.0,250.0,346.0,276.0,166.0,,-79.2,12.0,-79.8
37,3484,崧騰,52.0,-0.9,-1.7,1789,06/23,-11.8,50.0,300.0,329.0,362.0,362.0,275.0,275.0,2900.0,275.0
38,8054,安國,124.5,11.0,9.69,12899,06/23,171.0,420.0,348.0,319.0,141.0,110.0,49.4,-85.5,-87.1,-84.1
39,3624,光頡,159.0,-17.5,-9.92,20055,06/23,147.0,176.0,232.0,307.0,1082.0,509.0,6887.0,1388.0,53467.0,548.0
40,00999A,主動野村臺灣高息,11.2,-0.23,-2.01,35430,06/23,0.0,0.0,33.3,300.0,,100.0,,,,
41,2330,台積電,2490.0,-20.0,-0.8,39538,06/23,0.0,44.8,50.0,300.0,,-13.4,460.0,61.5,-70.6,-49.4
42,2634,漢翔,49.7,-0.4,-0.8,9851,06/23,-4.76,300.0,400.0,300.0,150.0,122.0,-45.9,-93.8,-96.8,-93.5
43,3178,公準,67.9,-0.9,-1.31,77,06/23,0.0,300.0,300.0,300.0,300.0,,100.0,100.0,300.0,-42.9
44,5315,光聯,23.05,-0.5,-2.12,619,06/23,0.0,0.0,0.0,300.0,300.0,700.0,,-11.1,100.0,-11.1
45,8261,富鼎,260.0,23.5,9.94,21884,06/23,11.9,13.0,29.9,290.0,679.0,143.0,,335.0,804.0,311.0
46,4956,光鋐,42.75,3.1,7.82,10563,06/23,214.0,214.0,226.0,283.0,633.0,25.7,-77.4,-47.6,31.3,-34.3
47,6672,騰輝電子-KY,249.0,-6.5,-2.54,4364,06/23,8.73,3.79,270.0,281.0,251.0,-66.7,-74.2,1612.0,,2640.0
48,6190,萬泰科,81.7,-2.0,-2.39,4514,06/23,-3.71,29.3,86.3,272.0,9.95,221.0,,296.0,141.0,510.0
49,6658,聯策,187.5,3.0,1.63,832,06/23,12.5,20.0,63.6,260.0,800.0,-71.0,800.0,63.6,-92.4,-59.1
50,6451,訊芯-KY,596.0,-21.0,-3.4,8726,06/23,1.95,24.2,35.1,254.0,-28.6,17.5,-79.4,376.0,122.0,446.0
51,2368,金像電,1265.0,-120.0,-8.66,9348,06/23,,,,252.0,-31.2,-39.1,,-95.3,,-95.1
52,3437,榮創,23.25,0.0,0.0,4072,06/23,-92.3,75.0,133.0,250.0,75.0,-90.7,-91.0,75.0,250.0,
53,4551,智伸科,245.0,19.0,8.41,1563,06/23,-41.4,12.9,70.7,250.0,460.0,509.0,4567.0,833.0,-6.67,600.0
54,4749,新應材,917.0,-49.0,-5.07,2115,06/23,16.7,16.7,133.0,250.0,,-87.3,-78.1,-77.7,,-80.7
55,6695,芯鼎,62.7,-1.5,-2.34,7032,06/23,-14.0,32.4,172.0,250.0,444.0,14.0,,227.0,158.0,206.0
56,00706L,期元大S&P日圓正2,18.65,0.03,0.16,1650,06/23,0.0,0.0,0.0,238.0,238.0,187.0,419.0,,,
57,4707,磐亞,21.1,-2.1,-9.05,5306,06/23,-0.7,-2.08,143.0,228.0,386.0,4600.0,14000.0,6950.0,,14000.0
58,2305,全友,37.1,0.1,0.27,14818,06/23,26.7,-3.65,107.0,225.0,1094.0,781.0,,2983.0,7300.0,4525.0
59,2534,宏盛,16.8,0.0,0.0,1764,06/23,,,,218.0,22.8,,,1300.0,,
60,6684,安格,60.5,5.0,9.01,5396,06/23,76.2,185.0,185.0,208.0,236.0,208.0,106.0,-39.3,-33.9,-5.13
61,00693U,期街口S&P黃豆,20.77,-0.09,-0.43,358,06/23,200.0,200.0,200.0,200.0,-66.7,-57.1,-62.5,0.0,200.0,0.0
62,3092,鴻碩,31.2,-1.5,-4.59,985,06/23,0.0,200.0,200.0,200.0,200.0,0.0,,-62.5,-62.5,-99.2
63,4541,晟田,48.5,-2.5,-4.9,1361,06/23,200.0,200.0,200.0,200.0,0.0,-25.0,0.0,-87.5,-99.5,-87.5
64,4807,日成-KY,43.55,-0.4,-0.91,593,06/23,-5.71,154.0,200.0,200.0,1550.0,6500.0,,17.9,3200.0,6500.0
65,5432,新門,153.0,-3.5,-2.24,353,06/23,0.0,-40.0,200.0,200.0,,50.0,0.0,-95.4,-81.2,-96.0
