"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔發行張數","2日買賣超佔發行張數","3日買賣超佔發行張數","5日買賣超佔發行張數","10日買賣超佔發行張數","1個月買賣超佔發行張數","3個月買賣超佔發行張數","半年買賣超佔發行張數","1年買賣超佔發行張數","3年買賣超佔發行張數","10年買賣超佔發行張數","今年買賣超佔發行張數"
"18","3167","大量","826","+51","+6.58","07/13","+0.14","+0.19","+0.16","+0.85","+0.72","-0.21","-2.93","+1.08","+8.35","+8.97","+8.93","-0.8"
"19","2472","立隆電","343","-33","-8.78","07/13","-0.07","+0.85","+0.84","+0.84","+3.17","+5.77","+7.87","+6.15","+7.23","+8.87","+8.91","+5.98"
"20","3532","台勝科","465.5","+42","+9.92","07/13","0","+0.23","+0.42","+0.78","+0.85","+1.17","+1.64","+2.47","+2.85","+1.18","-0.36","+2.47"
"21","6669","緯穎","4960","-80","-1.59","07/13","+0.02","+0.32","+0.44","+0.71","+1.78","+1.35","+5.04","+2.63","+3.23","+1.87","","+2.52"
"22","2492","華新科","419","-46.5","-9.99","07/13","+0.02","+0.24","+0.74","+0.7","+0.69","+3.16","+4.85","+5.07","+5.08","+5.29","-3.9","+5.07"
"23","2352","佳世達","31","-2","-6.06","07/13","0","0","0","+0.69","+2.57","+2.8","+3.01","+2.98","+2.77","+2.58","+1.83","+2.99"
"24","4967","十銓","229.5","-3.5","-1.5","07/13","+0.14","+0.26","+0.44","+0.67","+0.99","+0.99","+0.69","+0.48","+0.99","+0.91","","+0.41"
"25","8150","南茂","115","-2","-1.71","07/13","+0.49","+0.49","+0.51","+0.65","+2.56","+1.35","+4.47","+4.57","+4.53","+4.46","+4.53","+4.62"
"26","3706","神達","90.8","+2.1","+2.37","07/13","0","0","0","+0.65","+2.79","+3.11","+4.31","+4.19","+3.64","+4.32","+3.03","+4.17"
"27","6121","新普","399.5","-21","-4.99","07/13","+0.01","+0.01","+0.02","+0.63","+0.21","-0.12","-3.17","-6.2","-9.15","+8.5","+10.5","-7.13"
"28","2377","微星","149.5","+4.5","+3.1","07/13","0","0","+0.01","+0.63","+4.29","+5.39","+4.77","+5.12","+0.24","-1.69","-2.86","+5.16"
"29","6139","亞翔","883","+8","+0.91","07/13","0","+0.05","+0.17","+0.63","+1.89","+2.17","+3.02","+3.31","+2.04","+6.08","+6.37","+3.42"
"30","3665","貿聯-KY","1865","0","0","07/13","-0.04","-0.02","+0.1","+0.57","+0.27","+0.64","-2.56","-5.77","-6.43","+7.59","+9.37","-7.31"
"31","2356","英業達","64.7","-5.1","-7.31","07/13","+0.08","+0.14","+0.3","+0.57","+1.25","+1.21","+3.19","+2.83","+1.88","-1","+2.13","+3.06"
"32","8112","至上","87.5","+2.5","+2.94","07/13","0","-0.01","-0.01","+0.55","+3.76","+4.16","+2.34","+1.58","+2.1","+3.16","+2.37","+0.07"
"33","1477","聚陽","226","+3.5","+1.57","07/13","+0.03","+0.15","+0.26","+0.55","+1.19","-2.62","-3.66","-3.63","-5.76","-4.55","+3.69","-4.11"
"34","006201","元大富櫃50","45.92","-0.93","-1.99","07/13","+0.07","+0.07","+0.18","+0.53","+1.36","+0.59","+3.18","+2.02","-5.98","-5.52","-77.3","+0.33"
"35","2347","聯強","82.5","-1.8","-2.14","07/13","0","+0.01","+0.02","+0.53","+1.63","+1.02","+4.81","+4.48","-2.86","+0.02","+6.18","+3.35"
"36","6831","邁科","724","-58","-7.42","07/13","+0.18","+0.41","+0.51","+0.52","+1.27","+1.94","+4.74","+3.86","","","","+4.05"
"37","3227","原相","201","-20.5","-9.26","07/13","-0.3","-0.28","-0.23","+0.51","+2.75","+2.88","+2.71","+1.45","+3.54","+11.5","+11.5","+1.75"
"38","4904","遠傳","96.1","+1.1","+1.16","07/13","+0.17","+0.16","+0.16","+0.51","+1.23","+4.09","+4.56","+3.96","+2.71","+8.55","+12","+3.99"
"39","2351","順德","210.5","+10.5","+5.25","07/13","+0.44","+0.44","+0.44","+0.48","+0.78","+1.57","+3.18","+3.18","+3.02","+0.39","+1.96","+3.18"
"40","6488","環球晶","1485","+135","+10","07/13","-0.13","-0.09","+0.07","+0.47","-0.2","+0.6","+3.04","+4.59","+7.89","+7.55","+7.72","+6.57"
"41","2379","瑞昱","756","-84","-10","07/13","+0.12","+0.12","+0.16","+0.46","+1.7","+2","+5.95","+3","+1.83","+7.61","+13.5","+2.77"
"42","3034","聯詠","467.5","-51.5","-9.92","07/13","+0.04","+0.2","+0.29","+0.42","+0.52","+0.06","+1.12","-2.64","-8.71","+11.4","+13.7","-3.36"
"43","3260","威剛","405","-5","-1.22","07/13","+0.07","+0.07","+0.25","+0.4","+0.33","-0.3","-7.95","-10.3","-2.62","-1.02","+4.22","-9.97"
"44","5483","中美晶","231.5","+21","+9.98","07/13","+0.08","+0.34","+0.36","+0.39","+1.12","+2.24","+2.43","+1.1","+4.11","+9","+9.66","+2.15"
"45","8070","長華*","52.4","-0.3","-0.57","07/13","0","0","0","+0.39","+0.97","+1.12","-4.91","-5.39","-4.72","-4.89","-4.78","-6.04"
"46","8271","宇瞻","183","+2","+1.1","07/13","+0.06","+0.13","+0.21","+0.36","+0.53","+0.52","+0.41","+0.46","+0.39","+0.4","+0.16","+0.45"
"47","1402","遠東新","26.85","-0.6","-2.19","07/13","+0.1","+0.19","+0.26","+0.36","+0.74","+2.53","+2.04","+1.02","+0.03","-1.72","+4.51","+0.96"
"48","4915","致伸","67.9","-0.9","-1.31","07/13","+0.03","-0.01","-0.01","+0.33","+1.48","+2.44","+1.31","-0.18","-0.2","+14","+15.6","+1.17"
"49","6223","旺矽","6640","-440","-6.21","07/13","+0.07","+0.16","+0.29","+0.32","+0.51","+0.94","+2.17","+2.77","+3.43","+17.5","+14.8","+1.5"
"50","2313","華通","235","+12","+5.38","07/13","+0.28","+0.33","+0.32","+0.32","+0.28","-0.09","-2.46","+0.76","+0.75","-0.6","+2.17","+1.13"
"51","2474","可成","192.5","-3","-1.53","07/13","-0.01","+0.04","+0.04","+0.31","+1.76","+1.22","-7.24","-9.64","-15.3","+0.58","+10.2","-12"
"52","6187","萬潤","1035","-15","-1.43","07/13","+0.05","+0.48","+0.31","+0.3","-1.3","-1.22","+0.97","+7","+3.36","+7.28","-1.01","+7.49"
"53","1303","南亞","199.5","+18","+9.92","07/13","+0.12","+0.22","+0.25","+0.3","+0.61","+1.6","+1.29","+1.9","+2.14","-1.1","+1.08","+1.72"
"54","2376","技嘉","335.5","-1","-0.3","07/13","-0.01","-0.01","0","+0.3","+1.2","+1.43","+3.31","+2.97","+3.71","-1.78","+1.17","+3.5"
"55","3045","台灣大","109.5","+1","+0.92","07/13","+0.02","+0.01","+0.04","+0.28","+0.92","+1.05","+2.18","+1.65","+5.27","+9.65","+12.1","+1.6"
"56","3624","光頡","130","-14","-9.72","07/13","+0.28","+0.28","+0.28","+0.28","+0.01","+0.28","+1.88","+1.88","+1.88","-2.01","+1.88","+1.88"
"57","2455","全新","329","-1.5","-0.45","07/13","-0.01","+0.02","+0.22","+0.27","-0.27","+1.3","+4.66","+5.06","+0.99","-3.44","-1.56","+6.54"
"58","6282","康舒","58","+0.4","+0.69","07/13","+0.05","+0.08","+0.15","+0.27","+0.4","+0.4","+0.15","+0.33","+0.43","+0.26","+0.49","+0.42"
"59","6548","長科*","84.7","+1.8","+2.17","07/13","+0.07","+0.07","+0.1","+0.26","+0.63","+0.18","+0.95","+0.83","+3.16","+3.15","","+2.11"
"60","3014","聯陽","138","-1.5","-1.08","07/13","+0.14","+0.15","+0.21","+0.26","+1.78","+2.02","+2.66","+2.16","+0.17","+3.3","+4.86","+1.86"
"61","8069","元太","196","-4.5","-2.24","07/13","0","+0.02","+0.03","+0.25","+1.01","+0.76","+1.83","+1.72","+1.64","+1.42","+1.79","+2.19"
"62","3042","晶技","193.5","-6.5","-3.25","07/13","0","0","+0.2","+0.24","+0.59","-1.86","0","-0.82","-3.92","-0.51","+0.8","-1.84"
"63","2059","川湖","8080","-170","-2.06","07/13","-0.03","+0.11","+0.15","+0.24","+0.31","+0.07","+2.13","+0.86","-0.47","+4.84","+6.33","-0.56"
"64","3563","牧德","691","-30","-4.16","07/13","0","0","0","+0.24","+0.46","-0.14","-0.96","-1.18","+2.08","+3.13","+3.49","+0.93"
"65","8422","可寧衛*","26.55","-0.45","-1.67","07/13","-0.05","-0.09","-0.13","+0.24","+0.8","+1.02","-1.72","-2.55","-1.76","-1.75","-1.73","-2.05"
"66","3406","玉晶光","609","-7","-1.14","07/13","0","+0.09","+0.27","+0.24","+0.08","-1.48","-4.44","-3.84","-0.93","+0.94","+3.39","-4.11"
"67","2382","廣達","378","+4.5","+1.2","07/13","+0.05","+0.09","+0.11","+0.23","+0.54","+0.94","+8.1","+8.12","+6.65","+5.54","+9.73","+8.13"
"68","8096","擎亞","158.5","-8","-4.8","07/13","0","+0.01","+0.23","+0.23","+0.23","+0.23","+0.23","+0.23","+0.23","+0.23","+0.23","+0.23"
"69","2886","兆豐金","47","+0.3","+0.64","07/13","+0.06","+0.06","+0.08","+0.22","+1.25","+2.64","+3.12","+3.06","+2.85","+4.54","+5.74","+3.02"
"70","8016","矽創","327","-36","-9.92","07/13","+0.1","+0.11","+0.21","+0.21","-0.09","-0.31","+0.57","+0.02","+0.52","+1.39","-1.3","-1.17"
"71","3708","上緯投控","105","-1.5","-1.41","07/13","+0.05","+0.11","+0.11","+0.21","-0.02","-0.02","+0.22","+0.73","+0.95","-0.83","","+0.7"
"72","4961","天鈺","171","-5","-2.84","07/13","+0.12","+0.12","+0.17","+0.21","+0.56","+0.64","+1.07","+1.33","-6.19","+2.2","","+0.31"
"73","3231","緯創","143.5","-1","-0.69","07/13","+0.01","-0.02","-0.02","+0.2","+1.09","+2.29","+3.3","+2.74","-0.6","-2.67","+3.98","+2.69"
"74","2451","創見","252.5","-1","-0.39","07/13","+0.06","+0.09","+0.13","+0.19","+0.36","+0.49","-4.81","-4.56","-11.1","+0.23","-2.33","-6.19"
"75","3037","欣興","903","+28","+3.2","07/13","+0.09","+0.26","+0.3","+0.18","+0.56","+1.12","+0.75","+6.82","+9.47","+5.63","+10.2","+6.73"
"76","2441","超豐","137.5","-7","-4.84","07/13","+0.06","+0.07","+0.12","+0.18","+0.27","-2.51","-3.29","-6.01","-1.89","+1.01","-4.65","-5.39"
"77","00935","野村臺灣新科技50","58.35","-0.6","-1.02","07/13","+0.05","+0.07","+0.12","+0.18","-0.01","+0.13","+0.67","+2.84","+2.84","","","+2.84"
"78","2408","南亞科","423","-12.5","-2.87","07/13","+0.05","+0.15","+0.15","+0.17","-0.25","+2.17","+2.9","+1.05","+4.37","+1.68","+4.7","+1.34"
"79","3711","日月光投控","670","-7","-1.03","07/13","+0.01","+0.11","+0.12","+0.17","+0.21","-0.73","-0.64","-0.56","-2.57","-1.36","","-0.49"
"80","3702","大聯大","117","+10.5","+9.86","07/13","0","0","-0.04","+0.17","+2.93","+2.9","-3.96","-4.04","-8.09","-7.99","-2.2","-4.15"
"81","2383","台光電","5125","-170","-3.21","07/13","0","+0.04","+0.07","+0.17","+0.09","+0.04","+0.36","+1.57","+1.36","-5.42","+1.08","+0.78"
"82","2637","慧洋-KY","84.7","+1.7","+2.05","07/13","+0.1","+0.21","+0.21","+0.17","+0.11","+0.01","-2.13","-3.1","-4.76","-0.92","+6.07","-3.71"
"83","2478","大毅","163.5","-10.5","-6.03","07/13","0","+0.01","+0.01","+0.16","+0.16","+0.16","+0.13","+0.16","+0.16","+0.16","+0.17","+0.16"
"84","7722","LINEPAY","306.5","-15","-4.67","07/13","0","+0.07","+0.07","+0.16","+0.17","+0.17","+0.14","+0.11","+0.52","","","+0.11"
"85","4766","南寶","339","-0.5","-0.15","07/13","0","0","0","+0.16","+0.31","+0.29","-0.53","-0.98","-5.37","+3.75","","-1.05"
"86","6026","福邦證","15.3","-0.4","-2.55","07/13","+0.03","+0.05","+0.09","+0.15","+0.81","+0.81","+0.81","+0.81","+0.81","+0.81","+0.81","+0.81"
"87","2006","東和鋼鐵","70.2","0","0","07/13","+0.05","+0.08","+0.12","+0.13","-0.12","-3.94","-4.19","-5.32","-6.79","-4.95","-1.04","-5.47"
"88","1476","儒鴻","341","+6","+1.79","07/13","-0.01","+0.06","+0.1","+0.13","+0.13","+1.03","+1.6","+1.53","+1.32","+2.51","+2.16","+1.42"
"89","2421","建準","138","-4.5","-3.16","07/13","0","+0.08","+0.08","+0.12","+0.2","+0.2","+2.31","+1.17","+1.38","-0.32","+1.85","+1.11"
"90","3293","鈊象","729","-15","-2.02","07/13","-0.03","-0.02","-0.01","+0.12","+1.81","+1.83","+6.69","+6.08","+10.5","+8.66","+5.69","+5.98"
"91","2206","三陽工業","63.7","-0.5","-0.78","07/13","+0.03","+0.06","+0.1","+0.12","+0.04","+0.14","-0.02","-0.65","-1.84","+2.19","+2.29","-0.82"
"92","6515","穎崴","7375","-390","-5.02","07/13","-0.02","+0.08","+0.02","+0.12","-0.18","+0.32","0","+1.44","+9.01","-0.7","","+2.13"
"93","6271","同欣電","236","-16","-6.35","07/13","0","0","+0.21","+0.11","+0.43","+2.82","+3.62","+4.07","+4.31","+3.78","-2.08","+4.09"
"94","2412","中華電","133.5","0","0","07/13","+0.01","+0.01","+0.02","+0.11","+0.35","+0.42","+0.86","+0.91","+0.8","+1.94","+2.09","+0.9"
"95","7769","鴻勁","6705","+45","+0.68","07/13","+0.09","+0.09","+0.09","+0.11","+0.26","-0.32","+0.35","+0.8","","","","+0.93"
"96","2855","統一證","49.65","-0.75","-1.49","07/13","+0.03","+0.05","+0.07","+0.11","+0.23","+0.29","+4.95","+4.94","+5.09","+5.26","+5.19","+4.93"
"97","2892","第一金","33.65","+0.05","+0.15","07/13","0","0","0","+0.11","+1.27","+2.31","+2.52","+2.47","-0.45","+1.52","+2.95","+2.45"
"98","2027","大成鋼","39.5","-0.5","-1.25","07/13","+0.05","+0.05","+0.06","+0.1","+1.43","+1.3","-1.71","-0.96","+2.31","-0.63","+0.31","-0.61"
"99","3081","聯亞","1990","-15","-0.75","07/13","+0.06","+0.15","+0.23","+0.1","-1.31","-2.44","-6.49","+0.56","+3.07","+12","+11","+0.64"
"100","2891","中信金","66.5","-0.9","-1.34","07/13","0","+0.03","+0.07","+0.1","+0.2","+0.03","-1.26","-1.03","-3.32","+9.6","+12.1","-1.16"
"101","1409","新纖","25.8","-0.75","-2.82","07/13","0","0","+0.01","+0.1","+0.12","+0.13","+0.13","+0.17","+0.17","+0.18","+0.18","+0.17"
"102","2031","新光鋼","39.6","+1.25","+3.26","07/13","+0.02","+0.05","+0.05","+0.1","+0.14","+0.13","+0.42","+0.46","+0.46","-0.67","+0.43","+0.46"
"103","2851","中再保","38.05","+0.2","+0.53","07/13","+0.02","+0.04","+0.06","+0.09","+0.15","+0.15","+0.09","+0.13","+0.18","+0.16","+0.12","+0.13"
"104","2887","台新新光金","35.75","-1.1","-2.99","07/13","+0.04","+0.09","+0.13","+0.09","+0.28","+0.36","+0.05","+1.68","+7.95","+11.4","+11.5","+1.86"
"105","2542","興富發","43.25","-0.35","-0.8","07/13","+0.01","+0.04","+0.05","+0.09","+0.68","+0.79","+3.84","+3.45","+4.46","+0.92","+0.53","+3.38"
"106","3661","世芯-KY","4135","-75","-1.78","07/13","+0.01","+0.05","+0.08","+0.08","+0.22","-0.07","+0.67","-1.25","-2.11","-8.29","+5.84","-0.05"
"107","2610","華航","21.05","+0.45","+2.18","07/13","+0.01","+0.01","+0.01","+0.08","+1.13","+1.18","+0.56","-0.49","-1.29","+6.49","+6.72","-0.74"
"108","2345","智邦","2405","-65","-2.63","07/13","-0.01","0","+0.02","+0.07","+0.11","0","+0.75","+1.19","+0.82","+4.27","-2.13","+0.93"
"109","5475","德宏","179.5","-13","-6.75","07/13","0","+0.02","+0.07","+0.07","+0.07","+0.07","-0.47","+2.7","+2.7","+2.7","+2.7","+2.7"
"110","1210","大成","57.9","+0.9","+1.58","07/13","+0.02","+0.04","+0.07","+0.07","+0.2","+0.72","+4.47","+3.52","+2.52","+6.75","+5.37","+3.44"
"111","9946","三發地產","18.7","-1.2","-6.03","07/13","+0.02","+0.04","+0.04","+0.07","+0.1","+0.1","+0.1","+0.1","+0.1","+0.1","+0.1","+0.1"
"112","9917","中保科","107.5","0","0","07/13","0","+0.03","+0.05","+0.07","+0.08","+0.19","+0.35","+0.16","+0.28","+0.28","+0.37","+0.15"
"113","4162","智擎","66","+1.5","+2.33","07/13","0","0","+0.07","+0.07","+0.07","+0.07","+0.07","+0.07","+0.07","+0.01","-1.88","+0.07"
"114","1608","華榮","33.6","-0.45","-1.32","07/13","+0.01","+0.02","+0.04","+0.07","+0.15","+0.14","+0.28","+0.2","+0.49","+0.46","+0.49","+0.18"
"115","4958","臻鼎-KY","646","+58","+9.86","07/13","+0.37","+0.38","+0.36","+0.07","+0.04","+1.75","+3.66","+4.43","+3.15","+1.05","+4.96","+3.56"
"116","6526","達發","682","+30","+4.6","07/13","+0.03","+0.03","+0.05","+0.07","+0.21","+0.24","+0.94","+1.22","+0.7","","","+1.14"
"117","3105","穩懋","403","-3","-0.74","07/13","+0.02","+0.04","+0.02","+0.06","-0.77","-1.98","-2.39","+3.61","+3.97","+3.07","-5.45","+4.15"
"118","6446","藥華藥","1250","-35","-2.72","07/13","+0.01","-0.01","0","+0.06","+0.1","+0.29","-0.05","+0.16","-1.91","-0.17","","+0.16"
"119","0050","元大台灣50","106","+0.2","+0.19","07/13","0","+0.02","+0.05","+0.06","+0.17","+0.3","+0.62","+1.02","+1.15","+1.54","+1.89","+1.13"
"120","8227","巨有科技","175.5","-10","-5.39","07/13","0","0","+0.05","+0.05","+0.38","+0.38","-0.12","-0.12","-0.1","-0.12","","-0.13"
"121","3189","景碩","819","+24","+3.02","07/13","+0.08","+0.09","+0.09","+0.05","+0.85","+3.03","+2.28","+6.24","+7.11","+2.78","+6.53","+7.18"
"122","2845","遠東銀","13.35","+0.15","+1.14","07/13","0","0","+0.04","+0.04","+0.43","+1.95","+1.94","+1.94","+1.9","+0.52","+1.81","+1.94"
"123","2890","永豐金","40.2","-0.25","-0.62","07/13","0","0","+0.01","+0.04","+0.95","+1.95","+1.37","+1.55","+2.76","+0.8","+5.36","+1.52"
"124","5522","遠雄","66.1","+1.4","+2.16","07/13","+0.01","+0.01","+0.02","+0.04","+0.02","-0.29","-0.29","-0.52","-0.58","+1.72","+2.35","-0.71"
"125","2633","台灣高鐵","26.45","-0.25","-0.94","07/13","+0.01","+0.02","+0.03","+0.04","+0.4","+1.59","+1.67","+1.66","+1.66","+1.68","","+1.65"
"126","3526","凡甲","315","+2.5","+0.8","07/13","0","+0.04","+0.04","+0.04","+0.02","-0.73","+0.3","-0.16","-0.38","+2.3","-0.75","-0.09"
"127","6739","竹陞科技","1050","-5","-0.47","07/13","+0.04","+0.04","+0.04","+0.04","+0.04","+0.04","-1.64","-0.29","+0.51","","","-0.35"
"128","8261","富鼎","292.5","-32.5","-10","07/13","0","0","+0.03","+0.04","+0.16","+0.17","+0.19","+0.03","+0.18","+0.19","+0.19","+0.02"
"129","6890","來億-KY","181.5","-15.5","-7.87","07/13","+0.04","+0.04","+0.04","+0.04","+0.07","+0.12","+5.4","+5.28","+4.06","","","+5.05"
"130","2317","鴻海","236.5","-1","-0.42","07/13","0","0","+0.01","+0.04","+0.05","+0.05","+0.14","+0.02","-0.29","+0.27","+1.31","-0.07"
"131","00646","元大S&P500","76.05","+0.3","+0.4","07/13","0","+0.02","+0.02","+0.04","+0.08","+0.08","+0.3","+0.76","+0.46","+0.46","+0.46","+0.8"
"132","00713","元大台灣高息低波","60.55","0","0","07/13","0","+0.03","+0.03","+0.03","+0.03","+0.04","+0.27","+0.2","-0.81","+0.36","","+0.16"
"133","8464","億豐","368","+8","+2.22","07/13","+0.02","+0.03","+0.04","+0.03","+0.56","+1.52","+1.56","+1.75","+1.6","+1.54","+1.41","+1.75"
"134","9921","巨大","79.9","+7.2","+9.9","07/13","0","0","0","+0.03","+0.08","+0.08","+0.08","+0.05","+0.08","+0.64","+0.01","+0.04"
"135","5876","上海商銀","44.15","+1.35","+3.15","07/13","0","+0.01","+0.02","+0.03","+0.37","+1.43","+2.34","+1.69","-1.21","+6.13","","+1.69"
"136","3491","昇達科","1260","-10","-0.79","07/13","+0.04","+0.05","+0.03","+0.03","+0.04","-0.87","-1.34","-1.77","-2.41","+4.11","+1.68","-1.77"
"137","3004","豐達科","154.5","+1","+0.65","07/13","0","0","+0.03","+0.03","+0.09","+0.09","+0.74","+0.84","+0.65","+1.37","-0.01","+0.88"
"138","3443","創意","4270","-70","-1.61","07/13","-0.13","+0.1","+0.06","+0.03","+0.26","+2.2","+3.43","+5.01","+5.97","+1.28","+10.4","+5.2"
"139","2885","元大金","68.3","0","0","07/13","0","0","0","+0.03","-0.02","-0.64","-1.67","-1.5","-3.58","-0.11","+3.37","-2.22"
"140","6138","茂達","348","-28","-7.45","07/13","+0.01","+0.01","+0.02","+0.03","+0.16","+0.5","+1.29","+1.37","-1.94","-0.86","+2.38","+1.38"
"141","8064","東捷","134.5","-3.5","-2.54","07/13","+0.01","+0.01","+0.02","+0.02","+0.04","+0.04","+0.2","+0.2","+0.2","+0.2","+0.2","+0.2"
"142","6788","華景電","394.5","-9","-2.23","07/13","+0.01","+0.02","+0.02","+0.02","+0.03","-0.28","+0.38","-0.2","+0.51","-0.16","","-0.09"
"143","0056","元大高股息","52.4","-0.25","-0.47","07/13","0","0","+0.02","+0.02","-0.02","-0.02","+0.05","+0.06","+0.1","-0.01","+0.79","+0.06"
"144","2207","和泰車","475","-1.5","-0.31","07/13","0","0","+0.01","+0.02","+0.03","-1.16","-1.25","-1.29","-0.96","-0.85","-0.66","-1.3"
"145","1102","亞泥","34.9","-0.8","-2.24","07/13","0","+0.01","+0.01","+0.02","-2.02","-3.09","-4.12","-5.17","-2.87","-2.55","-3.3","-4.43"
"146","2493","揚博","257.5","-16.5","-6.02","07/13","+0.01","+0.01","+0.01","+0.02","+0.03","+0.03","+0.42","+0.64","+0.62","+0.66","+0.66","+0.64"
"147","2072","世紀風電","144.5","-2.5","-1.7","07/13","0","0","0","+0.02","-0.08","-0.22","+0.39","","","","",""
"148","00927","群益半導體收益","41.03","-0.58","-1.39","07/13","0","+0.02","+0.02","+0.02","+0.04","+0.05","+0.05","+0.05","+0.05","+0.05","","+0.05"
"149","5314","世紀*","64.5","-1.5","-2.27","07/13","0","+0.01","+0.01","+0.02","+0.02","+0.02","-0.03","-0.04","-0.06","+0.19","+0.19","-0.04"
"150","1513","中興電","168","-0.5","-0.3","07/13","-0.01","-0.01","-0.01","+0.02","+0.37","+3.71","+4.32","+3.89","+5.01","+0.04","+6.96","+3.31"
"151","1590","亞德客-KY","1320","+40","+3.12","07/13","0","0","+0.01","+0.02","+0.03","+0.16","+0.56","+0.62","+0.6","-0.23","-1.39","+0.62"
"152","1785","光洋科","129","-14","-9.79","07/13","0","0","+0.01","+0.02","+0.07","+0.07","+0.12","+0.11","+1.26","+1.31","+1.35","+0.1"
"153","3017","奇鋐","2225","-125","-5.32","07/13","-0.05","-0.05","-0.05","+0.02","+0.63","0","+0.72","+1.05","-0.23","-7.07","+4.72","-0.36"
"154","2395","研華","536","-4","-0.74","07/13","+0.01","0","0","+0.02","+0.03","+0.06","+0.03","+0.27","-0.39","+0.28","+0.53","+0.27"
"155","1326","台化","65","+5","+8.33","07/13","0","0","0","+0.01","+0.01","+0.04","-0.12","+0.02","-0.01","-0.81","-1.2","+0.02"
"156","00991A","主動復華未來50","19.05","-0.46","-2.36","07/13","0","0","0","+0.01","+0.53","+0.58","+0.6","+0.68","","","","+0.68"
"157","6442","光聖","1375","-105","-7.09","07/13","+0.02","+0.02","-0.21","+0.01","-0.27","-1.05","-6.58","-4.44","+1.42","+4.61","+4.61","-4.54"
"158","2634","漢翔","63.8","+5.8","+10","07/13","0","0","0","+0.01","+0.06","+0.06","+0.04","-0.16","-0.68","-1.5","-1.99","-0.16"
"159","2912","統一超","239.5","-1.5","-0.62","07/13","0","0","0","+0.01","+0.07","+0.71","+5.45","+3.33","+3.25","+7.53","+7.36","+3.18"
"160","9914","美利達","75.4","+2.6","+3.57","07/13","0","0","+0.01","+0.01","+0.11","+0.11","+0.1","+0.08","+0.07","+0.05","-0.09","+0.08"
"161","9910","豐泰","67.4","-0.1","-0.15","07/13","0","0","+0.01","+0.01","-0.4","-0.44","+3.63","+3.45","+3.61","+4.1","+3.62","+3.54"
