排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,6577,勁豐,72.3,0.0,0.0,06/29,22.0,92.3,178.0,1567.0,1150.0,1150.0,25.0,-21.9,-61.4,-21.9
2,6936,永鴻生技,32.35,0.1,0.31,06/29,0.0,150.0,150.0,200.0,650.0,-71.7,-63.4,15.4,,7.14
3,4904,遠傳,106.0,-1.0,-0.93,06/29,19.1,38.7,73.7,180.0,446.0,710.0,933.0,656.0,0.54,858.0
4,00997A,主動群益美國增長,13.8,-0.18,-1.29,06/29,12.8,9.74,22.2,133.0,153.0,214.0,,,,
5,6101,寬魚國際,47.5,-0.25,-0.52,06/29,23.5,57.5,87.1,117.0,136.0,85.1,139.0,78.3,-44.1,78.3
6,00942B,台新美A公司債20+,14.62,0.01,0.07,06/29,0.0,0.0,17.8,114.0,238.0,34.4,331.0,324.0,87.2,324.0
7,7757,金色三麥,95.0,0.9,0.96,06/29,0.0,16.7,40.0,100.0,320.0,4100.0,,,,
8,6735,美達科技,86.0,-1.6,-1.83,06/29,0.38,10.9,11.3,90.6,89.3,226.0,419.0,211.0,859.0,211.0
9,2415,錩新,37.45,2.9,8.39,06/29,28.9,63.4,89.1,89.1,94.4,96.8,116.0,185.0,139.0,185.0
10,6208,日揚,96.0,-1.3,-1.34,06/29,3.05,7.9,13.2,85.5,91.6,86.5,1018.0,787.0,583.0,787.0
11,6026,福邦證,16.5,-0.05,-0.3,06/29,25.2,44.1,62.7,85.2,171.0,100.0,191.0,310.0,109.0,311.0
12,7792,安葆,255.0,2.5,0.99,06/29,44.7,57.1,57.1,83.3,77.4,175.0,,,,
13,00725B,國泰投資級公司債,35.95,-0.02,-0.06,06/29,0.0,61.7,76.8,82.6,82.6,82.6,-44.6,-59.0,-80.8,-56.6
14,6465,威潤,62.0,-3.5,-5.34,06/29,17.9,53.4,53.4,77.8,8.74,-54.7,,,,
15,6861,睿生光電,319.5,16.5,5.45,06/29,0.94,9.61,22.9,73.5,68.6,-14.6,139.0,10.5,570.0,10.5
16,6614,資拓宏宇,39.65,0.0,0.0,06/29,3.57,23.4,38.1,70.6,867.0,,,,,
17,3094,聯傑,40.55,0.85,2.14,06/29,1.25,0.46,63.3,69.9,2.95,-17.5,45.0,101.0,224.0,101.0
18,8040,九暘,102.0,-5.0,-4.67,06/29,0.87,14.6,30.7,68.5,107.0,195.0,347.0,367.0,146.0,367.0
19,8472,夠麻吉,85.1,1.2,1.43,06/29,66.7,66.7,66.7,66.7,400.0,400.0,,,,
20,6811,宏碁資訊,207.5,3.5,1.72,06/29,11.3,12.5,13.7,64.9,52.1,1.89,-45.3,17.4,3.85,16.1
21,8464,億豐,346.5,-4.0,-1.14,06/29,12.7,27.3,35.4,64.8,122.0,114.0,-24.5,-68.4,531.0,-68.6
22,1409,新纖,25.9,-0.2,-0.77,06/29,3.95,11.0,8.09,63.3,70.4,68.8,105.0,30.6,69.8,31.5
23,2375,凱美,192.5,-5.0,-2.53,06/29,1.71,12.1,37.0,60.5,92.1,24.8,48.2,-27.3,89.9,-27.3
24,3114,好德,47.65,-4.35,-8.37,06/29,-0.71,5.29,42.2,57.1,52.0,144.0,140.0,173.0,130.0,166.0
25,6727,亞泰金屬,400.0,2.5,0.63,06/29,2.98,6.65,15.4,54.8,63.3,106.0,197.0,428.0,0.0,422.0
26,6683,雍智科技,1670.0,-30.0,-1.76,06/29,-6.46,-3.02,9.48,53.0,60.7,42.7,58.9,104.0,13.2,93.0
27,4163,鐿鈦,124.5,3.0,2.47,06/29,13.4,15.7,18.4,52.0,55.5,207.0,350.0,331.0,212.0,331.0
28,1303,南亞,151.5,3.5,2.36,06/29,1.17,34.7,39.0,51.2,98.4,72.5,-80.0,-93.9,-94.8,-93.9
29,6690,安碁資訊,160.5,-1.5,-0.93,06/29,29.9,22.8,21.5,50.7,102.0,182.0,63.8,-22.1,-31.9,-22.1
30,1423,利華,36.5,-0.75,-2.01,06/29,11.5,24.3,27.9,50.0,42.6,3.57,8.75,35.9,17.6,35.9
31,4924,欣厚-KY,13.9,0.95,7.34,06/29,0.0,23.5,23.5,50.0,320.0,,,,,
32,2890,永豐金,39.5,0.35,0.89,06/29,3.67,3.7,28.8,49.6,134.0,90.4,56.2,33.2,-77.2,35.0
33,00935,野村臺灣新科技50,58.95,0.15,0.26,06/29,18.8,81.1,81.1,48.9,30.6,32.7,61.2,152.0,124.0,158.0
34,6670,復盛應用,249.5,-1.5,-0.6,06/29,6.55,15.1,25.2,48.6,82.7,83.5,141.0,56.0,30.6,65.4
35,2313,華通,221.0,-1.5,-0.67,06/29,7.15,28.5,45.0,48.0,81.3,53.8,11.2,58.1,86.8,37.8
36,2312,金寶,33.6,0.1,0.3,06/29,3.57,19.6,47.3,47.5,53.4,75.1,32.6,-33.6,294.0,-33.9
37,6016,康和證,27.5,0.1,0.36,06/29,3.2,20.9,24.1,46.8,86.1,122.0,73.4,323.0,50.3,322.0
38,6494,九齊,62.9,0.0,0.0,06/29,3.54,8.9,9.36,44.9,30.8,34.9,86.5,131.0,157.0,131.0
39,6831,邁科,794.0,-3.0,-0.38,06/29,21.8,24.6,18.3,44.2,139.0,317.0,,,,
40,00911,兆豐洲際半導體,64.45,-1.25,-1.9,06/29,43.6,43.6,43.6,43.6,21.5,33.9,31.7,21.5,-82.0,21.5
41,7791,皇家可口,62.4,1.2,1.96,06/29,2.35,20.0,25.2,41.5,115.0,544.0,,,,
42,6925,意藍,58.9,-0.1,-0.17,06/29,0.0,13.1,16.9,40.8,13.1,68.3,46.8,64.3,,50.0
43,5243,乙盛-KY,99.5,0.7,0.71,06/29,2.16,12.7,21.3,40.7,75.6,87.8,55.9,133.0,196.0,129.0
44,00400A,主動國泰動能高息,14.22,0.01,0.07,06/29,28.4,40.6,40.9,39.7,46.1,24.6,,,,
45,3652,精聯,38.4,-1.15,-2.91,06/29,0.74,6.23,9.36,38.2,145.0,194.0,265.0,268.0,61.7,268.0
46,00719B,元大美債1-3,31.23,0.05,0.16,06/29,0.0,0.0,4.46,38.0,38.5,-11.9,5.75,71.0,43.4,71.0
47,5706,鳳凰,47.0,0.05,0.11,06/29,3.62,17.2,28.3,37.3,0.6,-23.2,35.8,-16.9,-23.8,-14.9
48,6435,大中,330.5,-1.5,-0.45,06/29,1.04,20.8,10.0,37.1,43.2,31.0,136.0,73.9,138.0,67.9
49,6265,方土昶,52.0,-0.2,-0.38,06/29,0.36,4.55,16.4,37.1,26.3,53.1,77.7,69.0,315.0,63.2
50,3447,展達,36.05,-0.55,-1.5,06/29,4.82,19.9,36.0,36.8,11.5,16.2,8.95,-31.6,179.0,-31.5
51,3081,聯亞,2035.0,0.0,0.0,06/29,13.8,51.5,52.9,35.3,12.1,11.5,21.0,-21.2,95.6,-20.8
52,6123,上奇,41.75,0.55,1.33,06/29,10.9,22.7,25.3,35.1,54.4,-16.9,-16.1,5.97,34.1,3.44
53,1788,杏昌,130.5,0.5,0.38,06/29,6.82,16.0,19.0,34.3,56.7,77.4,88.0,88.0,91.8,88.0
54,6585,鼎基,128.5,-0.5,-0.39,06/29,-0.73,-1.09,-2.87,34.2,15.8,48.1,14.8,-13.1,8.84,-13.7
55,8926,台汽電,76.9,0.7,0.92,06/29,3.16,16.3,28.6,33.9,31.6,34.9,69.2,68.8,2.92,65.2
56,4707,磐亞,30.3,2.75,9.98,06/29,11.0,13.9,22.4,33.8,32.4,31.3,282.0,344.0,167.0,342.0
57,6708,天擎,40.4,-0.2,-0.49,06/29,6.67,14.3,23.1,33.3,129.0,,,,,
58,3023,信邦,325.0,18.5,6.04,06/29,12.5,26.0,29.4,33.2,36.2,30.7,-50.5,-16.4,89.6,-18.7
59,6456,GIS-KY,70.9,2.9,4.26,06/29,2.28,10.9,19.5,33.0,20.9,26.5,102.0,143.0,258.0,137.0
