排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
601,6426,統新,市,167.0,11.5,7.4,345,07/22,-94,0,0,-94,4.05,10.5,－・・
602,1527,鑽全,市,33.7,-0.1,-0.3,94,07/22,-10,0,-6,-16,14.5,10.5,－・－
603,2354,鴻準,市,56.1,0.9,1.63,4009,07/22,1206,0,-7,1200,148.0,10.4,＋・－
604,3552,同致,櫃,46.15,0.65,1.43,80,07/22,10,0,0,10,10.2,10.4,＋・・
605,3030,德律,市,298.5,7.0,2.4,1055,07/22,-28,0,4,-25,24.6,10.4,－・＋
606,1513,中興電,市,162.5,0.0,0.0,3559,07/22,306,-433,28,-99,52.4,10.4,＋－＋
607,1904,正隆,市,21.45,-0.05,-0.23,1358,07/22,78,0,4,82,115.0,10.4,＋・＋
608,3141,晶宏,櫃,65.8,1.9,2.97,372,07/22,19,0,1,20,7.82,10.4,＋・＋
609,6788,華景電,櫃,354.5,0.5,0.14,301,07/22,-5,-1,-1,-7,4.01,10.4,－－－
610,6419,京晨科,櫃,141.5,6.5,4.81,286,07/22,43,0,0,43,1.36,10.3,＋・＋
611,6226,光鼎,市,19.1,0.8,4.37,19897,07/22,-3372,55,-23,-3340,11.9,10.3,－＋－
612,9924,福興,市,39.7,-0.55,-1.37,171,07/22,-81,0,-3,-84,15.5,10.3,－・－
613,4162,智擎,櫃,68.4,0.4,0.59,756,07/22,117,0,-1,116,15.0,10.3,＋・－
614,4123,晟德,櫃,38.35,0.3,0.79,1846,07/22,-8,0,40,32,79.0,10.3,－・＋
615,1314,中石化,市,8.42,-0.03,-0.36,37145,07/22,-6855,0,-347,-7203,387.0,10.2,－・－
616,2472,立隆電,市,282.5,9.5,3.48,4905,07/22,-919,-77,21,-975,16.9,10.2,－－＋
617,8936,國統,櫃,52.7,0.2,0.38,925,07/22,-140,-13,20,-133,25.4,10.2,－－＋
618,6143,振曜,櫃,97.0,0.6,0.62,385,07/22,-8,-2,-2,-13,8.74,10.2,－－－
619,1611,中電,市,12.2,-0.05,-0.41,396,07/22,-122,0,-25,-147,32.7,10.1,－・－
620,3546,宇峻,櫃,72.6,-0.7,-0.95,118,07/22,-40,0,-3,-43,5.92,10.1,－・－
621,6462,神盾,櫃,101.0,1.1,1.1,454,07/22,-11,0,0,-11,9.19,10.1,－・－
622,6494,九齊,櫃,51.0,-0.3,-0.58,105,07/22,-38,0,0,-38,3.18,10.1,－・・
623,2645,長榮航太,市,195.0,-20.0,-9.3,10807,07/22,1409,-714,-376,319,37.5,10.0,＋－－
624,2538,基泰,市,9.87,-0.05,-0.5,241,07/22,-47,0,-13,-60,44.6,10.0,－・－
625,2820,華票,市,16.55,-0.15,-0.9,1284,07/22,141,0,-81,60,134.0,9.9,＋・－
626,6245,立端,櫃,81.4,1.9,2.39,695,07/22,202,-3,19,218,14.6,9.9,＋－＋
627,7805,威聯通,櫃,624.0,3.0,0.48,8,07/22,-1,0,0,-1,3.28,9.9,－・－
628,1541,錩泰,市,22.2,0.0,0.0,33,07/22,6,0,-4,2,7.8,9.9,＋・－
629,3402,漢科,櫃,140.0,2.0,1.45,704,07/22,64,-2,-32,30,7.23,9.9,＋－－
630,4745,合富-KY,櫃,13.5,-0.1,-0.74,44,07/22,3,0,0,3,6.87,9.8,＋・－
631,6830,汎銓,市,370.5,24.0,6.93,1154,07/22,-92,0,12,-80,5.25,9.8,－・＋
632,5534,長虹,市,79.9,-1.0,-1.24,685,07/22,-63,-165,116,-112,30.9,9.8,－－＋
633,2704,國賓,市,46.2,-0.45,-0.96,187,07/22,-25,0,-13,-38,35.9,9.8,－・－
634,6277,宏正,市,78.4,-0.9,-1.13,1116,07/22,181,0,-9,172,11.7,9.8,＋・－
635,3356,奇偶,市,57.6,0.6,1.05,354,07/22,11,0,-27,-16,7.84,9.7,＋・－
636,2066,世德,櫃,64.5,1.7,2.71,25,07/22,4,0,0,4,4.32,9.7,＋・・
637,4743,合一,櫃,47.7,-0.1,-0.21,1696,07/22,-1050,0,2,-1047,46.7,9.7,－・＋
638,6153,嘉聯益,市,17.0,0.0,0.0,3036,07/22,-693,0,-23,-715,61.8,9.7,－・－
639,6155,鈞寶,市,60.2,0.7,1.18,2084,07/22,-307,36,-14,-286,8.55,9.7,－＋－
640,6234,高僑,櫃,37.0,1.3,3.64,534,07/22,101,0,1,102,9.73,9.7,＋・＋
641,2493,揚博,市,262.0,23.5,9.85,982,07/22,-126,0,-4,-130,12.2,9.6,－・－
642,4543,萬在,櫃,31.6,0.0,0.0,120,07/22,-6,0,0,-6,5.77,9.6,－・・
643,3062,建漢,市,21.6,0.15,0.7,1249,07/22,-168,0,-16,-183,31.8,9.6,－・－
644,2362,藍天,市,43.3,0.05,0.12,551,07/22,184,0,-31,153,59.8,9.6,＋・－
645,1806,冠軍,市,8.38,0.08,0.96,408,07/22,98,0,-29,69,37.5,9.6,＋・－
646,3015,全漢,市,57.1,1.7,3.07,2215,07/22,-989,65,-14,-938,18.0,9.6,－＋－
647,4542,科嶠,櫃,335.0,10.5,3.24,131,07/22,5,0,-6,-1,3.31,9.6,＋・－
648,4905,台聯電,櫃,67.4,1.0,1.51,2,07/22,0,0,2,2,2.8,9.6,・・＋
649,8163,達方,市,32.85,0.15,0.46,769,07/22,-131,0,-7,-138,26.9,9.6,－・－
650,2476,鉅祥,市,121.0,4.0,3.42,1211,07/22,122,0,118,239,20.8,9.5,＋・＋
651,5309,系統電,櫃,54.6,0.6,1.11,1335,07/22,90,-1,17,106,21.9,9.5,＋－＋
652,6532,瑞耘,櫃,70.3,0.7,1.01,144,07/22,-12,0,0,-12,3.56,9.5,－・－
653,7795,長廣,市,434.0,18.5,4.45,1327,07/22,-134,0,39,-95,7.49,9.5,－・＋
654,2425,承啟,市,45.15,3.65,8.8,5992,07/22,1737,39,-13,1763,9.16,9.5,＋＋－
655,5371,中光電,櫃,86.0,-3.5,-3.91,35805,07/22,-3212,0,-1004,-4216,37.0,9.5,－・－
656,2329,華泰,市,46.8,1.6,3.54,3736,07/22,175,0,110,285,62.4,9.5,＋・＋
657,6668,中揚光,市,34.1,-0.05,-0.15,305,07/22,-60,0,-12,-72,10.1,9.5,－・－
658,3466,德晉,櫃,29.3,-0.1,-0.34,120,07/22,-10,0,0,-10,7.36,9.4,－・＋
659,1813,寶利徠,櫃,11.95,0.05,0.42,7,07/22,1,0,0,1,4.39,9.4,＋・・
660,00982B,FT投資級債20+,櫃,9.76,0.0,0.0,1,07/22,0,0,0,0,2.67,9.4,・・・
661,2889,國票金,市,15.7,-0.1,-0.63,6959,07/22,-2409,-8,-124,-2541,341.0,9.4,－－－
662,9958,世紀鋼,市,115.5,0.5,0.43,1611,07/22,-151,3,33,-115,23.2,9.4,－＋＋
663,2105,正新,市,31.25,-1.0,-3.1,15178,07/22,-1093,-2523,-178,-3794,304.0,9.4,－－－
664,4746,台耀,市,52.1,0.0,0.0,494,07/22,-39,0,-3,-42,11.3,9.4,－・－
665,6546,正基,櫃,60.8,0.6,1.0,187,07/22,-2,0,2,0,6.26,9.4,－・＋
666,3167,大量,市,699.0,-30.0,-4.12,5766,07/22,-851,-42,-18,-911,8.37,9.3,－－－
667,2387,精元,市,38.7,-0.3,-0.77,318,07/22,55,-5,-31,19,18.2,9.3,＋－－
668,1319,東陽,市,73.2,-0.4,-0.54,1979,07/22,-291,-418,-42,-752,55.0,9.3,－－－
669,2340,台亞,市,33.1,1.85,5.92,3756,07/22,597,0,99,696,40.6,9.3,＋・＋
670,2812,台中銀,市,20.45,0.0,0.0,19850,07/22,2606,-22,-203,2381,558.0,9.3,＋－－
671,2731,雄獅,市,145.0,-1.0,-0.68,396,07/22,-60,0,-12,-72,8.62,9.2,－・－
672,2845,遠東銀,市,13.35,-0.05,-0.37,9645,07/22,-127,-12,-155,-294,449.0,9.2,－－－
673,1909,榮成,市,10.1,-0.05,-0.49,2521,07/22,216,0,-41,174,122.0,9.2,＋・－
674,8210,勤誠,市,1150.0,-15.0,-1.29,1421,07/22,231,-417,-22,-208,11.5,9.2,＋－－
675,6568,宏觀,櫃,144.5,1.0,0.7,108,07/22,8,0,3,11,2.83,9.2,＋・＋
676,9960,邁達康,櫃,33.05,0.35,1.07,27,07/22,0,0,-2,-2,3.07,9.2,・・－
677,5234,達興材料,市,339.0,-3.5,-1.02,289,07/22,-113,-10,-8,-131,9.39,9.1,－－－
678,9938,百和,市,47.1,-0.5,-1.05,2679,07/22,-1630,-14,238,-1406,27.2,9.1,－－＋
679,2636,台驊控股,市,65.8,0.8,1.23,339,07/22,178,0,-6,172,12.9,9.1,＋・－
680,3716,中化控股,市,34.65,0.2,0.58,263,07/22,20,0,-5,15,13.7,9.1,＋・－
681,6120,達運,市,13.4,0.0,0.0,1693,07/22,305,0,-10,296,54.3,9.1,＋・－
682,4908,前鼎,櫃,144.5,6.5,4.71,1158,07/22,-91,0,15,-75,7.07,9.0,－・＋
683,4939,亞電,櫃,70.9,-1.9,-2.61,73668,07/22,714,0,-85,629,8.87,9.0,＋・－
684,6909,創控,市,43.55,0.2,0.46,321,07/22,-99,0,-3,-102,6.06,9.0,－・－
685,7788,松川精密,市,239.5,10.5,4.59,1266,07/22,69,0,30,99,7.19,9.0,＋・＋
686,2851,中再保,市,35.7,-0.45,-1.24,2318,07/22,287,0,-45,242,71.9,9.0,＋・－
687,7402,邑錡,櫃,115.0,-5.5,-4.56,1771,07/22,-349,0,-4,-353,3.17,9.0,－・－
688,2617,台航,市,29.25,0.1,0.34,709,07/22,485,0,-10,475,37.4,9.0,＋・－
689,3550,聯穎,市,22.85,0.45,2.01,1434,07/22,-393,47,-6,-352,9.63,9.0,－＋－
690,4906,正文,市,36.05,1.4,4.04,3296,07/22,430,-132,-18,280,38.9,9.0,＋－－
691,3388,崇越電,櫃,74.5,1.1,1.5,567,07/22,53,0,-11,42,6.62,8.9,＋・－
692,1723,中碳,市,85.7,-3.8,-4.25,1819,07/22,473,-1,-15,457,21.0,8.9,＋－－
693,1737,臺鹽,市,31.8,-0.2,-0.62,211,07/22,-93,0,-27,-120,17.6,8.8,－・－
694,5469,瀚宇博,市,71.9,1.4,1.99,1226,07/22,-102,0,-24,-127,42.6,8.8,－・－
695,1229,聯華,市,40.2,-0.45,-1.11,3774,07/22,-1297,4,-100,-1393,157.0,8.7,－＋－
696,1722,台肥,市,46.5,-0.6,-1.27,3839,07/22,-730,0,-26,-756,85.4,8.7,－・－
697,00666R,富邦恒生國企反1,市,9.32,0.12,1.3,43,07/22,0,0,1,1,1.27,8.7,・・＋
698,4126,太醫,櫃,77.1,0.2,0.26,42,07/22,-19,0,-5,-24,6.29,8.7,－・－
699,5315,光聯,櫃,19.35,-0.05,-0.26,232,07/22,-159,0,0,-159,9.2,8.6,－・・
700,6727,亞泰金屬,櫃,365.5,33.0,9.92,380,07/22,-4,0,3,-1,2.32,8.6,－・＋
701,3038,全台,市,20.8,0.1,0.48,133,07/22,13,0,-14,-1,13.6,8.6,＋・－
702,3617,碩天,市,208.5,7.0,3.47,495,07/22,120,-2,8,126,8.17,8.6,＋－＋
703,3265,台星科,櫃,166.0,4.0,2.47,747,07/22,-10,0,17,7,11.7,8.6,－・＋
704,8926,台汽電,市,64.7,-0.5,-0.77,4155,07/22,-1354,-2,-24,-1380,71.4,8.6,－－－
705,6613,朋億*,櫃,329.0,7.0,2.17,316,07/22,-2,-1,3,0,6.69,8.6,－－＋
706,1442,名軒,市,29.15,-0.9,-3.0,459,07/22,-68,0,-7,-75,31.5,8.6,－・－
707,2106,建大,市,17.7,-0.25,-1.39,960,07/22,-326,0,-24,-350,81.8,8.6,－・－
708,1437,勤益控,市,31.15,-0.05,-0.16,300,07/22,68,0,-13,55,17.3,8.6,＋・－
709,8048,德勝,櫃,57.0,0.4,0.71,282,07/22,-77,0,0,-77,4.92,8.5,－・＋
710,8940,新天地,市,16.1,0.05,0.31,55,07/22,7,0,-1,6,5.75,8.5,＋・－
711,2328,廣宇,市,47.0,0.4,0.86,2124,07/22,312,0,-85,227,44.1,8.5,＋・－
712,6782,視陽,市,188.5,2.5,1.34,275,07/22,-13,0,-5,-18,5.36,8.5,－・－
713,8064,東捷,櫃,115.5,3.5,3.12,3458,07/22,32,5,-9,28,15.7,8.5,＋＋－
714,2461,光群雷,市,16.05,0.0,0.0,410,07/22,-108,0,16,-92,14.8,8.5,－・＋
715,1702,南僑,市,33.5,-0.45,-1.33,312,07/22,-88,0,-17,-105,24.9,8.5,－・－
716,4760,勤凱,櫃,255.0,8.5,3.45,610,07/22,-105,20,-22,-106,2.72,8.4,－＋－
717,1210,大成,市,57.0,-0.5,-0.87,1629,07/22,-457,0,265,-192,75.5,8.4,－・＋
718,2426,鼎元,市,58.8,4.0,7.3,7309,07/22,-262,0,-3,-265,25.4,8.4,－・－
719,00793B,群益AAA-A醫療債,櫃,30.69,0.0,0.0,1,07/22,0,0,0,0,0.26,8.4,・・－
720,4147,中裕,櫃,58.4,-0.1,-0.17,1152,07/22,-142,0,-1,-144,22.9,8.4,－・－
721,4771,望隼,市,196.5,-0.5,-0.25,176,07/22,-45,0,-1,-46,4.92,8.4,－・－
722,8067,志旭,櫃,14.1,0.55,4.06,53,07/22,0,0,0,0,1.73,8.4,・・・
723,3266,昇陽,市,13.35,-0.1,-0.74,61,07/22,-19,0,-8,-27,29.5,8.4,－・－
724,3294,英濟,櫃,31.85,0.15,0.47,371,07/22,-84,0,0,-84,11.0,8.4,－・－
725,3679,新至陞,市,110.0,0.5,0.46,18,07/22,10,0,-3,7,5.24,8.3,＋・－
726,5324,士開,櫃,12.05,-0.05,-0.41,112,07/22,26,0,0,26,18.6,8.2,＋・・
727,8068,全達,櫃,19.1,0.15,0.79,278,07/22,116,0,0,116,6.64,8.2,＋・・
728,1604,聲寶,市,23.2,-0.35,-1.49,649,07/22,-250,0,-34,-284,31.5,8.2,－・－
729,2542,興富發,市,44.8,0.7,1.59,15278,07/22,-6758,6520,383,144,177.0,8.2,－＋＋
730,2515,中工,市,12.2,-0.1,-0.81,10207,07/22,696,0,-6,690,132.0,8.2,＋・－
731,2498,宏達電,市,41.85,0.0,0.0,3487,07/22,531,0,6,537,68.1,8.1,＋・＋
732,6785,昱展新藥,櫃,111.0,0.5,0.45,38,07/22,1,0,0,1,5.43,8.1,＋・＋
733,2031,新光鋼,市,39.8,0.5,1.27,837,07/22,469,-16,-18,435,26.1,8.1,＋－－
734,2483,百容,市,41.05,-1.1,-2.61,947,07/22,7,0,36,43,8.77,8.1,＋・＋
735,2897,王道銀行,市,10.5,0.05,0.48,13276,07/22,-250,32,-111,-329,228.0,8.1,－＋－
736,4768,晶呈科技,櫃,314.0,17.0,5.72,309,07/22,21,0,4,25,3.86,8.1,＋・＋
737,2607,榮運,市,47.3,-0.2,-0.42,342,07/22,-24,0,-15,-39,43.3,8.1,－・－
738,5211,蒙恬,櫃,19.25,-0.1,-0.52,52,07/22,3,0,1,4,2.6,8.1,＋・＋
739,00657,國泰日經225,市,77.85,0.55,0.71,37,07/22,-5,0,5,0,0.53,8.1,－・＋
740,1434,福懋,市,19.2,0.2,1.05,15920,07/22,-1869,0,-30,-1900,136.0,8.1,－・－
741,1217,愛之味,市,9.92,-0.08,-0.8,439,07/22,7,0,-39,-32,39.9,8.1,＋・－
742,1718,中纖,市,12.35,-0.85,-6.44,102415,07/22,-22088,530,-1356,-22914,136.0,8.0,－＋－
743,2836,高雄銀,市,12.8,0.15,1.19,6683,07/22,-47,0,-20,-67,148.0,8.0,－・－
744,3551,世禾,櫃,192.0,0.5,0.26,449,07/22,-57,0,2,-55,5.01,8.0,－・＋
745,00661,元大日經225,市,85.65,0.5,0.59,153,07/22,49,0,19,68,1.88,8.0,＋・＋
746,3232,昱捷,櫃,20.95,0.15,0.72,65,07/22,1,0,0,1,3.73,8.0,＋・・
747,3484,崧騰,櫃,47.5,-0.05,-0.11,159,07/22,-44,0,0,-44,6.3,8.0,－・－
748,8261,富鼎,市,254.0,10.5,4.31,2166,07/22,-160,42,-32,-150,9.49,8.0,－＋－
749,6664,群翊,櫃,371.0,14.0,3.92,283,07/22,-3,0,2,-1,4.83,7.9,－・＋
750,3706,神達,市,91.2,-0.1,-0.11,17124,07/22,1093,1400,-215,2278,105.0,7.9,＋＋－
