排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00695B,富邦美債7-10,35.6,0.01,0.03,07/20,0.0,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,,2.88
2,5483,中美晶,227.5,-8.0,-3.4,07/20,0.12,0.39,0.41,2.29,2.67,3.62,4.95,4.11,4.54,9.83,11.9,4.43
3,4764,雙鍵,266.5,-29.5,-9.97,07/20,0.93,0.93,0.93,1.93,3.08,3.2,5.35,5.4,5.43,5.43,,5.43
4,1303,南亞,186.5,-12.5,-6.28,07/20,0.08,0.69,1.35,1.73,2.03,3.32,3.36,3.55,3.88,0.82,2.82,3.45
5,00741B,富邦全球非投等債,37.85,0.06,0.16,07/20,0.0,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,,1.7
6,3532,台勝科,466.0,42.0,9.91,07/20,0.06,0.16,0.24,1.41,2.19,2.25,2.62,3.59,4.32,2.86,1.05,3.88
7,8039,台虹,193.0,0.5,0.26,07/20,0.02,0.77,0.77,1.17,1.16,1.07,0.75,0.6,0.8,0.81,0.8,0.5
8,4722,國精化,218.5,-9.5,-4.17,07/20,0.0,0.0,0.0,1.02,1.02,3.2,6.06,5.21,6.13,6.32,1.98,5.23
9,009814,富邦標普500,11.2,0.01,0.09,07/20,0.0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,,,,0.98
10,5434,崇越,544.0,-18.0,-3.2,07/20,0.1,0.28,0.39,0.91,2.14,4.02,3.59,2.82,0.57,5.79,6.54,2.84
11,2313,華通,199.0,-13.0,-6.13,07/20,0.04,0.05,0.12,0.88,1.2,1.02,-0.5,-0.18,1.98,-0.1,3.18,2.01
12,00709,富邦歐洲,40.75,0.55,1.37,07/20,0.0,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,,0.86
13,3167,大量,733.0,-33.0,-4.31,07/20,-0.02,0.12,0.15,0.78,1.63,1.38,-2.14,3.25,9.1,9.71,9.67,-0.02
14,2542,興富發,43.3,0.0,0.0,07/20,0.34,0.66,0.67,0.75,0.84,1.45,4.78,4.3,4.7,1.68,1.29,4.13
15,6435,大中,267.0,-23.0,-7.93,07/20,0.0,0.57,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
16,3665,貿聯-KY,1820.0,55.0,3.12,07/20,0.2,0.34,0.53,0.65,1.22,0.03,-2.26,-3.38,-5.77,8.18,10.0,-6.65
17,7734,印能科技,2835.0,-15.0,-0.53,07/20,0.01,0.2,0.55,0.65,0.64,0.41,4.49,5.61,5.54,,,5.61
18,8046,南電,1105.0,-45.0,-3.91,07/20,0.03,0.04,0.06,0.56,1.98,2.95,3.01,5.45,4.94,4.07,4.18,7.05
19,3008,大立光,3875.0,-135.0,-3.37,07/20,0.05,0.09,0.26,0.54,0.31,-0.19,1.27,0.28,2.48,2.33,2.08,1.21
20,6488,環球晶,1265.0,25.0,2.02,07/20,0.08,0.17,0.21,0.51,0.98,0.15,3.33,4.24,7.88,7.74,8.23,7.08
21,6213,聯茂,322.5,3.5,1.1,07/20,0.03,0.48,0.48,0.51,1.64,2.57,1.96,2.96,2.28,2.91,2.58,2.57
22,2474,可成,190.0,3.5,1.88,07/20,0.41,0.56,0.46,0.48,0.79,1.96,-6.1,-8.37,-15.4,0.16,10.5,-11.5
23,5871,中租-KY,122.5,3.0,2.51,07/20,0.18,0.38,0.42,0.47,0.4,0.19,4.52,3.82,-2.54,6.88,7.31,2.37
24,3264,欣銓,197.5,-16.5,-7.71,07/20,0.07,0.17,0.27,0.41,0.22,-0.75,-5.6,0.65,-1.18,11.1,13.4,1.4
25,4551,智伸科,179.5,-8.5,-4.52,07/20,0.25,0.36,0.41,0.41,-0.21,-0.88,-2.64,-2.4,-4.44,-1.26,-4.88,-2.39
26,2887,台新新光金,35.15,-0.4,-1.13,07/20,0.22,0.3,0.33,0.41,0.5,0.59,0.63,2.13,7.69,11.8,11.9,2.27
27,4770,上品,220.0,6.0,2.8,07/20,0.0,0.0,0.25,0.4,0.4,0.4,0.4,0.43,-2.97,-0.79,,0.43
28,3189,景碩,679.0,-14.0,-2.02,07/20,0.42,0.39,0.39,0.4,0.45,3.31,3.2,5.85,7.57,3.09,6.99,7.58
29,009815,大華美國MAG7+,11.25,0.03,0.27,07/20,0.0,0.0,0.39,0.39,0.39,0.39,0.39,,,,,
30,3037,欣興,750.0,-44.0,-5.54,07/20,0.03,0.07,0.18,0.38,0.56,1.5,1.47,6.5,8.65,5.87,10.6,7.11
31,2441,超豐,119.0,-7.5,-5.93,07/20,0.15,0.3,0.32,0.38,0.56,-1.06,-2.87,-5.65,-1.51,1.44,-4.25,-5.01
32,006201,元大富櫃50,39.8,-1.5,-3.63,07/20,0.1,0.1,0.17,0.38,0.89,0.64,3.31,2.18,-5.46,-5.01,-75.1,0.7
33,2912,統一超,243.5,0.5,0.21,07/20,0.16,0.29,0.35,0.37,0.38,0.75,5.94,3.84,3.61,7.82,7.74,3.54
34,5274,信驊,12915.0,-35.0,-0.27,07/20,0.19,0.31,0.41,0.37,-0.29,-0.66,-1.4,0.48,1.69,2.08,-2.75,0.96
35,5269,祥碩,1470.0,35.0,2.44,07/20,0.09,0.23,0.3,0.36,1.3,3.48,4.9,4.42,-1.62,4.01,5.21,5.08
36,6206,飛捷,117.0,-2.0,-1.68,07/20,0.12,0.25,0.35,0.35,0.35,0.33,0.51,0.42,-7.7,0.83,0.89,-0.56
37,6548,長科*,66.6,-6.9,-9.39,07/20,0.09,0.18,0.26,0.35,0.6,0.7,1.34,1.24,3.51,3.0,,2.46
38,2059,川湖,7750.0,-140.0,-1.77,07/20,0.02,0.03,0.24,0.33,0.57,0.7,2.1,1.79,-0.34,3.57,6.74,-0.23
39,8028,昇陽半導體,300.0,-15.0,-4.76,07/20,0.0,0.33,0.3,0.32,-0.19,0.67,3.95,2.41,3.77,3.29,,4.28
40,00646,元大S&P500,76.1,0.05,0.07,07/20,0.06,0.11,0.13,0.31,0.34,0.42,0.61,1.08,0.77,0.77,0.77,1.1
41,6191,精成科,90.5,1.3,1.46,07/20,0.31,0.31,0.31,0.31,1.35,4.63,4.86,2.43,2.12,3.64,5.76,2.25
42,6409,旭隼,988.0,21.0,2.17,07/20,0.21,0.31,0.31,0.3,1.4,3.62,4.77,4.65,5.68,5.4,5.28,5.17
43,6770,力積電,63.0,-5.9,-8.56,07/20,0.01,0.02,0.28,0.27,0.26,0.27,0.43,0.19,0.6,-0.65,,0.28
44,3706,神達,88.4,0.1,0.11,07/20,0.13,0.25,0.25,0.27,0.92,3.33,4.59,4.56,3.53,4.58,3.26,4.44
45,1216,統一,80.3,0.3,0.38,07/20,0.11,0.23,0.25,0.27,0.28,1.09,1.79,0.97,3.81,9.89,11.0,0.59
46,8069,元太,175.5,0.0,0.0,07/20,0.1,0.19,0.2,0.26,0.51,1.32,2.04,1.98,1.9,1.77,1.88,2.45
47,4961,天鈺,152.5,-1.5,-0.97,07/20,-0.02,-0.04,0.1,0.25,0.46,0.88,1.34,1.37,-5.59,2.48,,0.56
48,2458,義隆,161.5,-3.0,-1.82,07/20,0.02,0.05,0.14,0.25,1.83,3.93,2.53,0.94,1.47,17.6,13.8,-0.64
49,8021,尖點,409.5,-45.0,-9.9,07/20,0.16,0.21,0.22,0.24,0.23,0.18,-1.42,-1.42,-2.15,-2.26,-2.26,0.98
