排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
1,5274,信驊,櫃,07/09,,13665.0,-310.0,-2.22,440,6035.0,13975.0,13975.0,14180.0,13410.0,5.51,116.0,86.66,,,,,
2,2059,川湖,市,07/09,,8250.0,155.0,1.91,684,5694.0,8095.0,8255.0,8545.0,8005.0,6.67,72.7,24.94,,,,,
3,6515,穎崴,市,07/09,,7765.0,60.0,0.78,316,2482.0,7705.0,8075.0,8075.0,7610.0,6.04,158.0,43.07,,,,,
4,6223,旺矽,櫃,07/09,,7080.0,640.0,9.94,711,5013.0,6460.0,7000.0,7080.0,6760.0,4.97,188.0,44.03,,,,,
5,7769,鴻勁,市,07/09,,6660.0,605.0,9.99,640,4198.0,6055.0,6410.0,6660.0,6205.0,7.51,83.1,19.1,,,,,
6,2383,台光電,市,07/09,,5295.0,-20.0,-0.38,1991,10668.0,5315.0,5315.0,5500.0,5270.0,4.33,115.0,39.57,,,,,
7,6669,緯穎,市,07/09,,5040.0,-10.0,-0.2,2294,11721.0,5050.0,5020.0,5215.0,4945.0,5.35,16.9,6.68,,,,,
8,3443,創意,市,07/09,,4340.0,-60.0,-1.36,1850,8179.0,4400.0,4380.0,4560.0,4330.0,5.23,131.0,39.88,,,,,
9,3661,世芯-KY,市,07/09,,4210.0,145.0,3.57,1517,6455.0,4065.0,4105.0,4360.0,4105.0,6.27,61.6,7.95,,,,,
10,3008,大立光,市,07/09,,3950.0,0.0,0.0,1660,6678.0,3950.0,4025.0,4140.0,3950.0,4.81,24.8,2.8,,,,,
11,2454,聯發科,市,07/09,,3925.0,-70.0,-1.75,7371,29278.0,3995.0,3970.0,4050.0,3925.0,3.13,62.4,16.05,,,,,
12,3131,弘塑,櫃,07/09,,3305.0,195.0,6.27,533,1770.0,3110.0,3145.0,3420.0,3110.0,9.97,61.8,24.09,,,,,
13,3653,健策,市,07/09,,3205.0,5.0,0.16,528,1704.0,3200.0,3280.0,3290.0,3180.0,3.44,88.7,22.2,,,,,
14,6510,精測,櫃,07/09,,2855.0,30.0,1.06,354,1035.0,2840.0,2850.0,3000.0,2835.0,5.84,83.7,9.55,,,,,
15,7734,印能科技,櫃,07/09,,2835.0,40.0,1.43,53,149.0,2795.0,2775.0,2895.0,2775.0,4.29,71.6,11.49,,,,,
16,7610,聯友金屬-創,市,07/09,,2650.0,165.0,6.64,901,2389.0,2485.0,2700.0,2730.0,2600.0,5.23,163.0,60.65,,,,,
17,3529,力旺,櫃,07/09,,2605.0,-75.0,-2.8,1016,2660.0,2680.0,2650.0,2680.0,2585.0,3.54,95.1,43.83,,,,,
18,2345,智邦,市,07/09,,2470.0,55.0,2.28,2857,7141.0,2415.0,2485.0,2540.0,2465.0,3.11,46.7,21.13,,,,,
19,2330,台積電,市,07/09,,2415.0,-50.0,-2.03,34681,84398.0,2465.0,2450.0,2460.0,2415.0,1.83,32.5,10.63,,,,,
20,3017,奇鋐,市,07/09,,2350.0,25.0,1.08,2890,6873.0,2325.0,2380.0,2435.0,2335.0,4.3,38.6,20.42,,,,,
21,8299,群聯,櫃,07/09,,2220.0,80.0,3.74,3931,8777.0,2140.0,2190.0,2280.0,2165.0,5.37,21.5,6.62,,,,,
22,7828,創新服務,櫃,07/09,,2115.0,190.0,9.87,287,604.0,1925.0,2000.0,2115.0,2000.0,5.97,312.0,73.28,,,,,
23,7750,新代,市,07/09,,2065.0,-15.0,-0.72,100,205.0,2080.0,2120.0,2120.0,2020.0,4.81,50.1,12.97,,,,,
24,3081,聯亞,櫃,07/09,,2005.0,-90.0,-4.3,2135,4414.0,2095.0,2095.0,2120.0,2000.0,5.73,263.0,43.76,,,,,
25,3533,嘉澤,市,07/09,,1955.0,-35.0,-1.76,404,795.0,1990.0,2025.0,2030.0,1945.0,4.27,27.5,5.23,,,,,
26,2308,台達電,市,07/09,,1880.0,-5.0,-0.27,8337,15819.0,1885.0,1890.0,1935.0,1870.0,3.45,69.4,16.3,,,,,
27,3665,貿聯-KY,市,07/09,,1865.0,-35.0,-1.84,1576,2968.0,1900.0,1905.0,1910.0,1865.0,2.37,37.6,7.8,,,,,
28,2360,致茂,市,07/09,,1820.0,-35.0,-1.89,2970,5415.0,1855.0,1845.0,1860.0,1790.0,3.77,57.4,27.8,,,,,
29,6683,雍智科技,櫃,07/09,,1725.0,60.0,3.6,695,1212.0,1665.0,1700.0,1810.0,1700.0,6.61,96.5,16.4,,,,,
30,6274,台燿,櫃,07/09,,1570.0,-75.0,-4.56,5051,8160.0,1645.0,1635.0,1680.0,1565.0,6.99,114.0,25.1,,,,,
31,5289,宜鼎,櫃,07/09,,1530.0,15.0,0.99,2544,3943.0,1515.0,1555.0,1595.0,1520.0,4.95,20.3,10.16,,,,,
32,5269,祥碩,市,07/09,,1480.0,-45.0,-2.95,627,935.0,1525.0,1525.0,1525.0,1475.0,3.28,18.2,2.97,,,,,
33,6442,光聖,市,07/09,,1480.0,-5.0,-0.34,1368,2059.0,1485.0,1525.0,1555.0,1460.0,6.4,55.6,16.35,,,,,
34,6805,富世達,市,07/09,,1460.0,65.0,4.66,1917,2795.0,1395.0,1420.0,1520.0,1385.0,9.68,37.3,13.48,,,,,
35,6488,環球晶,櫃,07/09,,1350.0,120.0,9.76,6897,9206.0,1230.0,1315.0,1350.0,1275.0,6.1,83.2,6.91,,,,,
36,7751,竑騰,櫃,07/09,,1295.0,-125.0,-8.8,383,513.0,1420.0,1420.0,1425.0,1285.0,9.86,57.2,16.01,,,,,
37,6446,藥華藥,市,07/09,,1285.0,-95.0,-6.88,6712,8758.0,1530.0,1400.0,1400.0,1245.0,11.2,80.4,13.87,,,,,
38,1590,亞德客-KY,市,07/09,,1280.0,-65.0,-4.83,542,708.0,1345.0,1335.0,1365.0,1280.0,6.32,28.0,5.03,,,,,
39,3491,昇達科,櫃,07/09,,1270.0,0.0,0.0,1317,1689.0,1270.0,1250.0,1310.0,1240.0,5.51,139.0,25.08,,,,,
40,8996,高力,市,07/09,,1230.0,-90.0,-6.82,1968,2486.0,1320.0,1350.0,1350.0,1220.0,9.85,87.5,24.63,,,,,
41,2404,漢唐,市,07/09,,1215.0,15.0,1.25,2001,2446.0,1200.0,1220.0,1245.0,1200.0,3.75,22.6,15.95,,,,,
42,5536,聖暉*,櫃,07/09,,1215.0,-45.0,-3.57,871,1069.0,1260.0,1270.0,1270.0,1205.0,5.16,33.8,11.51,,,,,
43,8046,南電,市,07/09,,1215.0,110.0,9.95,24652,29271.0,1105.0,1110.0,1215.0,1090.0,11.3,257.0,16.81,,,,,
44,8210,勤誠,市,07/09,,1175.0,-20.0,-1.67,593,706.0,1195.0,1200.0,1210.0,1175.0,2.93,34.6,11.67,,,,,
45,6781,AES-KY,市,07/09,,1130.0,-15.0,-1.31,736,848.0,1165.0,1165.0,1175.0,1130.0,3.93,28.9,5.33,,,,,
46,6409,旭隼,市,07/09,,1105.0,-35.0,-3.07,745,835.0,1140.0,1135.0,1145.0,1105.0,3.51,31.7,9.38,,,,,
47,2368,金像電,市,07/09,,1075.0,-75.0,-6.52,8062,8818.0,1150.0,1125.0,1140.0,1065.0,6.52,48.1,15.76,,,,,
48,6739,竹陞科技,櫃,07/09,,1055.0,-55.0,-4.95,238,260.0,1110.0,1130.0,1140.0,1050.0,8.11,55.2,28.77,,,,,
49,6187,萬潤,櫃,07/09,,1050.0,95.0,9.95,2828,2943.0,955.0,1015.0,1050.0,998.0,5.45,68.9,14.88,,,,,
50,3026,禾伸堂,市,07/09,,1005.0,52.0,5.46,19004,19023.0,953.0,966.0,1045.0,948.0,10.2,130.0,17.21,,,,,
51,6944,兆聯實業,市,07/09,,998.0,57.0,6.06,670,665.0,941.0,958.0,1015.0,950.0,6.91,28.1,8.64,,,,,
52,7822,倍利科,市,07/09,,998.0,-7.0,-0.7,227,228.0,1005.0,1015.0,1020.0,994.0,2.59,61.1,7.48,,,,,
53,6640,均華,櫃,07/09,,995.0,13.0,1.32,181,181.0,982.0,998.0,1025.0,982.0,4.38,61.4,8.69,,,,,
54,6949,沛爾生醫-創,市,07/09,,925.0,-35.0,-3.65,205,192.0,960.0,969.0,972.0,920.0,5.42,,22.79,,,,,
55,6531,愛普*,市,07/09,,922.0,-4.0,-0.43,3006,2808.0,926.0,926.0,957.0,914.0,4.64,93.8,12.71,,,,,
56,3324,雙鴻,櫃,07/09,,920.0,-5.0,-0.54,1498,1391.0,925.0,932.0,942.0,920.0,2.38,26.3,6.38,,,,,
57,2327,國巨*,市,07/09,,900.0,9.0,1.01,51406,47398.0,891.0,915.0,948.0,900.0,5.39,70.7,11.09,,,,,
58,3037,欣興,市,07/09,,875.0,12.0,1.39,33402,29937.0,863.0,890.0,925.0,867.0,6.72,124.0,12.26,,,,,
59,6139,亞翔,市,07/09,,875.0,9.0,1.04,3322,2929.0,866.0,869.0,906.0,860.0,5.31,24.3,9.41,,,,,
60,4749,新應材,櫃,07/09,,866.0,-11.0,-1.25,564,494.0,877.0,881.0,887.0,866.0,2.39,68.3,8.98,,,,,
61,2379,瑞昱,市,07/09,,840.0,23.0,2.82,7141,5958.0,817.0,820.0,848.0,811.0,4.53,30.1,9.58,,,,,
62,3583,辛耘,市,07/09,,817.0,32.0,4.08,1422,1180.0,785.0,788.0,855.0,780.0,9.55,55.4,8.59,,,,,
63,3189,景碩,市,07/09,,795.0,40.0,5.3,2570,2067.0,755.0,770.0,829.0,770.0,7.81,200.0,9.71,,,,,
64,6831,邁科,市,07/09,,782.0,-37.0,-4.52,892,712.0,819.0,812.0,821.0,779.0,5.13,159.0,19.73,,,,,
65,3167,大量,市,07/09,,775.0,-31.0,-3.85,2359,1878.0,810.0,810.0,825.0,775.0,6.2,75.5,19.16,,,,,
66,3163,波若威,櫃,07/09,,746.0,-31.0,-3.99,2774,2112.0,777.0,785.0,785.0,746.0,5.02,86.2,18.82,,,,,
67,3293,鈊象,櫃,07/09,,744.0,-4.0,-0.53,1111,823.0,748.0,748.0,750.0,736.0,1.87,18.4,17.42,,,,,
68,1519,華城,市,07/09,,721.0,-19.0,-2.57,1812,1317.0,740.0,741.0,743.0,721.0,2.97,49.5,27.65,,,,,
69,3563,牧德,市,07/09,,721.0,8.0,1.12,743,535.0,713.0,717.0,744.0,704.0,5.61,46.0,8.85,,,,,
70,5904,寶雅,櫃,07/09,,720.0,3.0,0.42,391,280.0,717.0,717.0,725.0,706.0,2.65,22.9,12.0,,,,,
71,1560,中砂,市,07/09,,709.0,11.0,1.58,829,594.0,698.0,706.0,736.0,700.0,5.16,69.6,12.82,,,,,
72,6691,洋基工程,市,07/09,,708.0,-7.0,-0.98,440,314.0,715.0,716.0,725.0,705.0,2.8,26.2,14.33,,,,,
73,2357,華碩,市,07/09,,684.0,-3.0,-0.44,4812,3297.0,687.0,688.0,699.0,675.0,3.49,12.2,1.77,,,,,
74,3711,日月光投控,市,07/09,,677.0,52.0,8.32,32146,21499.0,625.0,632.0,685.0,627.0,9.28,62.6,8.47,,,,,
75,6584,南俊國際,櫃,07/09,,663.0,-14.0,-2.07,236,158.0,677.0,680.0,681.0,663.0,2.66,85.7,13.13,,,,,
76,4966,譜瑞-KY,櫃,07/09,,655.0,-7.0,-1.06,1229,809.0,662.0,663.0,667.0,652.0,2.27,19.8,2.26,,,,,
77,7728,光焱科技,櫃,07/09,,654.0,18.0,2.83,12,7.75,636.0,636.0,659.0,631.0,4.4,121.0,12.84,,,,,
78,6526,達發,市,07/09,,652.0,-4.0,-0.61,253,165.0,656.0,663.0,663.0,648.0,2.29,37.4,6.09,,,,,
79,7805,威聯通,櫃,07/09,,646.0,6.0,0.94,31,19.7,640.0,642.0,655.0,640.0,2.34,15.0,3.04,,,,,
80,3406,玉晶光,市,07/09,,616.0,4.0,0.65,1706,1064.0,612.0,615.0,634.0,615.0,3.1,18.7,2.66,,,,,
81,3363,上詮,櫃,07/09,,608.0,-32.0,-5.0,4307,2670.0,640.0,630.0,633.0,608.0,3.91,,12.05,,,,,
82,4583,台灣精銳,市,07/09,,606.0,-4.0,-0.66,62,37.3,610.0,624.0,624.0,590.0,5.57,53.2,5.02,,,,,
83,4958,臻鼎-KY,市,07/09,,588.0,23.0,4.07,33492,19699.0,565.0,576.0,604.0,567.0,6.55,83.2,5.0,,,,,
84,2467,志聖,市,07/09,,556.0,4.0,0.72,1829,1019.0,552.0,552.0,575.0,537.0,6.88,73.8,10.43,,,,,
85,7795,長廣,市,07/09,,552.0,-35.0,-5.96,630,354.0,587.0,586.0,586.0,546.0,6.81,244.0,15.47,,,,,
86,6196,帆宣,市,07/09,,549.0,3.0,0.55,1923,1074.0,546.0,546.0,580.0,546.0,6.23,34.7,6.92,,,,,
87,3034,聯詠,市,07/09,,542.0,-2.0,-0.37,6588,3556.0,544.0,549.0,549.0,535.0,2.57,22.2,4.59,,,,,
88,2395,研華,市,07/09,,540.0,-6.0,-1.1,6782,3718.0,546.0,547.0,562.0,537.0,4.58,41.8,9.45,,,,,
89,8358,金居,櫃,07/09,,533.0,10.0,1.91,9187,5024.0,523.0,534.0,563.0,529.0,6.5,102.0,16.52,,,,,
90,6415,矽力*-KY,市,07/09,,523.0,-28.0,-5.08,4551,2413.0,551.0,550.0,550.0,522.0,5.08,70.3,5.32,,,,,
91,8021,尖點,市,07/09,,521.0,3.0,0.58,488,253.0,518.0,534.0,534.0,508.0,5.02,148.0,14.04,,,,,
92,6451,訊芯-KY,市,07/09,,518.0,-7.0,-1.33,3553,1878.0,525.0,530.0,544.0,517.0,5.14,,7.84,,,,,
93,6727,亞泰金屬,櫃,07/09,,517.0,-27.0,-4.96,3472,1858.0,544.0,551.0,554.0,508.0,8.46,60.8,9.33,,,,,
94,3693,營邦,櫃,07/09,,516.0,-4.0,-0.77,749,391.0,520.0,525.0,535.0,514.0,4.04,60.1,4.19,,,,,
95,6789,采鈺,市,07/09,,515.0,2.0,0.39,1267,658.0,513.0,515.0,527.0,513.0,2.73,110.0,8.66,,,,,
96,5434,崇越,市,07/09,,509.0,0.0,0.0,1064,547.0,509.0,514.0,525.0,509.0,3.14,21.5,5.13,,,,,
97,3450,聯鈞,市,07/09,,502.0,-8.0,-1.57,1160,591.0,510.0,519.0,519.0,501.0,3.53,149.0,14.02,,,,,
98,3680,家登,櫃,07/09,,496.0,-6.0,-1.2,907,457.0,502.0,508.0,513.0,496.0,3.39,50.8,4.24,,,,,
99,2207,和泰車,市,07/09,,476.5,-4.0,-0.83,245,117.0,480.5,480.5,481.5,475.5,1.25,14.0,3.35,,,,,
