排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00783,富邦中証500,31.33,0.13,0.42,26W27,07/03,16.1,6.47,16.1,16.1,16.1,16.1
2,2484,希華,96.4,8.7,9.92,26W27,07/03,38.2,11.1,38.2,13.2,36.0,15.0
3,00684R,期元大美元指反1,14.92,0.01,0.07,26W27,07/03,80.1,0.14,72.7,0.14,63.1,10.4
4,8033,雷虎,204.5,18.5,9.95,26W27,07/03,34.5,9.34,32.5,9.32,30.4,9.78
5,00913,兆豐台灣晶圓製造,54.2,-0.15,-0.28,26W27,07/03,12.7,10.2,10.9,8.33,8.88,8.88
6,3413,京鼎,326.5,-3.5,-1.06,26W27,07/03,45.4,7.66,43.7,6.51,43.7,8.01
7,3605,宏致,88.2,-1.9,-2.11,26W27,07/03,52.6,7.67,49.5,7.4,47.9,6.84
8,2464,盟立,172.5,-11.0,-5.99,26W27,07/03,42.7,5.8,39.4,6.56,37.7,6.58
9,00786B,元大10年IG銀行債,33.27,0.16,0.48,26W27,07/03,24.4,-4.44,24.4,1.85,19.8,6.21
10,4989,榮科,110.5,10.0,9.95,26W27,07/03,28.0,6.74,25.5,5.73,23.6,5.68
11,6191,精成科,108.0,-2.0,-1.82,26W27,07/03,59.1,4.97,57.9,5.22,56.6,5.4
12,00714,群益道瓊美國地產,22.14,0.34,1.56,26W27,07/03,32.6,0.52,18.0,0.53,18.0,4.99
13,00650L,復華香港正2,14.48,0.29,2.04,26W27,07/03,40.6,5.48,34.3,4.82,33.1,4.9
14,6194,育富,32.65,0.05,0.15,26W27,07/03,48.3,0.82,43.9,0.81,38.2,4.87
15,00407A,主動凱基台灣,10.02,0.01,0.1,26W27,07/03,17.2,4.18,16.0,4.33,14.3,4.84
16,00983A,主動中信ARK創新,12.43,-0.01,-0.08,26W27,07/03,25.7,4.02,25.2,5.01,23.7,4.83
17,6133,金橋,25.8,-0.45,-1.71,26W27,07/03,50.2,4.56,48.5,4.59,48.5,4.59
18,3042,晶技,249.0,22.5,9.93,26W27,07/03,55.5,3.63,53.7,4.4,51.7,4.33
19,4440,宜新實業,17.55,0.3,1.74,26W27,07/03,45.1,2.87,37.9,2.87,32.7,4.26
20,3227,原相,235.0,0.0,0.0,26W27,07/03,37.3,4.11,33.6,3.55,32.4,4.12
21,6182,合晶,163.0,14.5,9.76,26W27,07/03,44.0,3.7,42.7,3.49,41.3,4.08
22,009803,玉山市值動能50,21.95,-0.12,-0.54,26W27,07/03,14.2,2.24,13.7,2.7,12.2,3.95
23,3317,尼克森,96.2,-1.1,-1.13,26W27,07/03,30.2,3.8,28.6,3.79,26.8,3.89
24,2483,百容,67.1,6.0,9.82,26W27,07/03,62.7,2.63,61.2,1.9,61.2,3.56
25,6716,應廣,99.5,3.1,3.22,26W27,07/03,25.9,0.13,25.9,0.13,25.9,3.44
26,2375,凱美,216.0,-1.0,-0.46,26W27,07/03,31.5,4.86,29.5,5.3,26.9,3.41
27,00651R,復華香港反1,5.67,-0.05,-0.87,26W27,07/03,64.8,2.82,56.2,3.37,53.2,3.37
28,9960,邁達康,33.65,0.0,0.0,26W27,07/03,73.0,3.32,62.9,3.32,60.1,3.32
29,2406,國碩,41.15,-0.6,-1.44,26W27,07/03,35.7,2.94,33.9,3.57,31.1,3.32
30,00402A,主動安聯美國科技,9.84,-0.12,-1.2,26W27,07/03,16.3,2.72,15.1,2.76,13.7,3.28
31,6538,倉和,135.5,-1.5,-1.09,26W27,07/03,24.0,0.07,18.4,5.83,11.1,3.28
32,3055,蔚華科,152.5,12.5,8.93,26W27,07/03,67.7,4.29,64.5,2.35,62.9,3.09
33,00400A,主動國泰動能高息,15.3,0.13,0.86,26W27,07/03,16.0,2.86,14.7,2.87,13.9,3.01
34,00670L,富邦NASDAQ正2,205.9,-4.5,-2.14,26W27,07/03,14.0,2.55,10.4,1.61,9.22,2.88
35,8261,富鼎,320.0,-7.0,-2.14,26W27,07/03,54.2,2.79,51.9,3.52,49.0,2.83
36,6409,旭隼,1255.0,70.0,5.91,26W27,07/03,59.5,1.91,52.6,2.83,49.3,2.81
37,8150,南茂,105.0,-3.5,-3.23,26W27,07/03,70.5,3.19,68.4,2.82,66.3,2.7
38,8047,星雲,47.05,-0.75,-1.57,26W27,07/03,79.4,0.29,76.0,0.29,73.9,2.63
39,3289,宜特,180.0,-10.5,-5.51,26W27,07/03,26.2,5.58,23.7,4.84,17.2,2.63
40,00404A,主動聯博動能50,10.27,0.02,0.2,26W27,07/03,15.3,2.77,15.1,2.58,14.5,2.6
41,5425,台半,131.0,-2.5,-1.87,26W27,07/03,40.7,2.62,38.5,1.98,36.7,2.6
42,00735,國泰臺韓科技,113.1,1.0,0.89,26W27,07/03,14.1,0.77,12.8,0.78,12.8,2.52
43,00983B,大華優利美公債20,15.79,0.04,0.25,26W27,07/03,56.0,0.4,56.0,2.41,52.8,2.47
44,3081,聯亞,2100.0,160.0,8.25,26W27,07/03,42.5,0.54,37.3,0.48,34.5,2.45
45,4720,德淵,26.0,0.05,0.19,26W27,07/03,38.4,2.68,36.0,1.57,36.0,2.44
46,00954,中信日本半導體,22.04,0.1,0.46,26W27,07/03,17.6,3.75,15.0,3.25,13.4,2.44
47,009818,華南永昌NASDAQxT,19.74,-0.2,-1.0,26W27,07/03,6.59,2.42,5.41,2.41,5.41,2.41
48,6918,愛派司,73.5,0.8,1.1,26W27,07/03,40.5,0.06,30.6,2.34,27.8,2.34
49,3583,辛耘,851.0,-57.0,-6.28,26W27,07/03,59.1,1.04,55.2,1.08,51.9,2.27
50,00994A,主動第一金台股優,18.26,0.07,0.38,26W27,07/03,17.8,2.22,17.3,2.21,15.8,2.24
51,7760,享溫馨,36.35,1.3,3.71,26W27,07/03,51.4,0.83,47.3,0.83,46.0,2.23
52,6271,同欣電,279.0,15.0,5.68,26W27,07/03,54.5,2.07,50.8,3.02,49.1,2.23
53,1784,訊聯,69.8,2.7,4.02,26W27,07/03,24.7,0.7,23.4,0.7,18.1,2.22
54,2467,志聖,615.0,-43.0,-6.53,26W27,07/03,65.8,1.54,61.9,1.01,60.3,2.21
55,6215,和椿,112.5,-5.5,-4.66,26W27,07/03,33.0,2.23,29.7,2.08,29.7,2.08
56,6278,台表科,212.0,-5.0,-2.3,26W27,07/03,61.5,0.88,58.2,1.36,55.7,2.01
57,2949,欣新網,70.9,0.9,1.29,26W27,07/03,79.2,1.98,79.2,1.98,67.5,1.98
58,00859B,群益0-1年美債,41.03,0.13,0.32,26W27,07/03,24.3,1.97,24.3,1.97,24.3,1.97
59,00982D,主動富邦動態入息,10.02,0.01,0.1,26W27,07/03,29.7,-1.36,29.7,-0.32,27.0,1.96
60,2302,麗正,52.0,-3.4,-6.14,26W27,07/03,63.4,2.29,61.4,1.45,58.7,1.96
61,3363,上詮,581.0,52.0,9.83,26W27,07/03,40.2,1.93,33.8,0.5,32.1,1.96
62,4533,協易機,30.85,-0.35,-1.12,26W27,07/03,27.7,1.5,25.6,1.96,25.0,1.96
63,3498,陽程,124.0,1.0,0.81,26W27,07/03,49.5,0.59,48.3,0.59,46.9,1.88
64,2377,微星,143.0,0.0,0.0,26W27,07/03,59.1,1.88,57.7,1.95,55.6,1.86
65,3207,耀勝,64.9,1.4,2.2,26W27,07/03,33.2,-0.5,26.6,0.36,23.8,1.84
66,1314,中石化,9.88,0.89,9.9,26W27,07/03,38.0,1.83,35.3,1.75,33.5,1.8
67,2359,所羅門,142.0,-4.5,-3.07,26W27,07/03,45.3,1.57,44.1,2.31,39.9,1.78
68,6141,柏承,37.75,-1.1,-2.83,26W27,07/03,47.3,0.05,44.4,0.06,42.0,1.78
69,2449,京元電子,335.0,-12.5,-3.6,26W27,07/03,65.4,1.56,63.3,1.49,61.9,1.77
70,4979,華星光,468.5,23.5,5.28,26W27,07/03,33.4,-0.06,31.9,1.03,28.1,1.77
71,6164,華興,17.4,1.55,9.78,26W27,07/03,22.1,1.77,17.0,1.96,14.7,1.76
72,00981A,主動統一台股增長,32.26,0.21,0.66,26W27,07/03,20.0,1.8,18.9,1.83,17.8,1.75
73,2342,茂矽,58.3,2.3,4.11,26W27,07/03,37.7,0.66,36.8,0.68,34.4,1.74
74,00736,國泰新興市場,31.33,0.22,0.71,26W27,07/03,44.0,1.72,44.0,1.72,44.0,1.72
75,00640L,富邦日本正2,106.9,0.5,0.47,26W27,07/03,16.6,1.72,16.6,1.72,16.6,1.72
76,00947,台新臺灣IC設計,38.8,-0.43,-1.1,26W27,07/03,22.4,1.11,19.2,1.26,18.5,1.72
77,4526,東台,41.5,-0.5,-1.19,26W27,07/03,51.3,1.45,49.0,1.71,46.5,1.67
78,2254,巨鎧精密-創,59.3,-0.4,-0.67,26W27,07/03,91.5,1.66,90.6,1.66,87.9,1.66
79,00938,凱基優選30,24.35,0.23,0.95,26W27,07/03,39.5,0.85,39.5,1.65,39.5,1.65
80,8155,博智,384.5,0.5,0.13,26W27,07/03,45.8,-0.07,43.6,-1.23,39.1,1.62
81,5269,祥碩,1530.0,10.0,0.66,26W27,07/03,55.1,1.62,53.2,1.62,53.2,1.62
82,00652,富邦印度,33.48,0.25,0.75,26W27,07/03,28.3,1.6,27.3,1.6,27.3,1.6
83,00406A,主動中信台灣收益,10.48,0.07,0.67,26W27,07/03,14.4,1.2,13.5,1.65,11.5,1.58
84,4931,新盛力,237.5,1.0,0.42,26W27,07/03,24.0,-0.06,21.0,0.05,18.2,1.57
85,6835,圓裕,34.85,0.05,0.14,26W27,07/03,73.3,0.06,68.4,0.06,68.4,1.57
86,3169,亞信,107.0,-0.5,-0.47,26W27,07/03,33.7,1.11,30.2,0.16,30.2,1.54
87,00653L,富邦印度正2,47.78,1.03,2.2,26W27,07/03,16.0,1.53,12.1,1.53,12.1,1.53
88,6584,南俊國際,707.0,-36.0,-4.85,26W27,07/03,70.5,-0.24,66.8,2.84,64.3,1.53
89,009817,國泰日本不動產,9.02,0.17,1.92,26W27,07/03,21.5,1.24,20.4,1.53,18.8,1.52
90,00964,中信亞太高股息,14.19,0.29,2.09,26W27,07/03,19.6,0.11,17.7,0.05,13.8,1.52
91,8476,台境*,24.45,0.25,1.03,26W27,07/03,68.3,1.73,65.1,1.41,63.0,1.52
92,00852L,國泰美國道瓊正2,35.62,0.81,2.33,26W27,07/03,66.5,7.42,59.7,0.6,50.3,1.51
