排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,6614,資拓宏宇,40.0,0.15,0.38,135,06/08,6.45,22.2,1550.0,,,,,,,
2,00989B,台新美國非投等債,10.01,0.0,0.0,464,06/08,76.9,76.9,667.0,667.0,667.0,-72.3,,,,
3,2483,百容,33.45,3.0,9.85,10876,06/08,0.03,307.0,551.0,557.0,548.0,792.0,805.0,332.0,227.0,335.0
4,4767,誠泰科技,26.4,-1.1,-4.0,8,06/08,0.0,0.0,500.0,500.0,500.0,50.0,-73.9,-53.8,-81.8,-53.8
5,009807,台新標普科技精選,16.15,-0.88,-5.17,101,06/08,0.0,0.0,450.0,175.0,175.0,120.0,-47.6,-51.1,-29.0,-38.9
6,00714,群益道瓊美國地產,21.47,0.03,0.14,335,06/08,167.0,220.0,300.0,300.0,433.0,129.0,-94.3,-95.0,700.0,-94.8
7,7791,皇家可口,67.5,-1.7,-2.46,284,06/08,23.5,250.0,223.0,282.0,320.0,4100.0,,,,
8,1726,永記,78.0,-1.1,-1.39,48,06/08,4.0,4.0,160.0,225.0,225.0,271.0,,,,
9,00911,兆豐洲際半導體,59.9,-3.75,-5.89,582,06/08,106.0,74.8,149.0,90.2,126.0,32.9,824.0,439.0,288.0,526.0
10,00896,中信綠能及電動車,27.77,-1.19,-4.11,17019,06/08,27.8,98.1,138.0,305.0,402.0,534.0,289.0,130.0,2263.0,103.0
11,6115,鎰勝,48.7,-0.7,-1.42,433,06/08,8.33,35.8,125.0,219.0,237.0,180.0,858.0,323.0,658.0,420.0
12,009822,華南永昌未來金融,9.19,-0.46,-4.77,2064,06/08,17.3,83.1,125.0,,,,,,,
13,00936,台新永續高息中小,20.3,-1.01,-4.74,4707,06/08,0.0,0.0,120.0,-86.4,-59.3,120.0,120.0,-99.0,-99.3,-97.9
14,5381,光譜,34.0,3.05,9.85,12219,06/08,67.4,59.7,104.0,144.0,198.0,209.0,,,,
15,0055,元大MSCI金融,38.15,-0.99,-2.53,1454,06/08,23.9,7.92,100.0,145.0,336.0,43.4,1111.0,2322.0,1182.0,137.0
16,8424,惠普,72.7,-0.2,-0.27,43,06/08,-25.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,50.0,
17,4745,合富-KY,16.5,1.3,8.55,1072,06/08,87.4,96.1,96.1,90.2,104.0,15.0,-50.1,-80.1,2.85,-74.6
18,8487,愛爾達-創,78.8,-1.2,-1.5,56,06/08,27.8,21.1,91.7,21.1,-8.0,-55.8,109.0,2200.0,1050.0,2200.0
19,7788,松川精密,246.0,22.0,9.82,6901,06/08,6.83,34.7,82.9,98.5,105.0,151.0,,,,
20,00998A,主動復華金融股息,16.09,-0.14,-0.86,7231,06/08,6.25,17.2,82.8,88.9,-7.1,-25.1,,,,
21,00939,統一台灣高息動能,20.14,-0.75,-3.59,8292,06/08,-3.23,4.17,80.7,89.9,114.0,70.5,-42.5,-70.9,-88.2,-63.1
22,4741,泓瀚,69.1,6.2,9.86,2570,06/08,27.7,30.7,75.6,88.5,127.0,95.1,998.0,752.0,440.0,774.0
23,009810,玉山全球藍籌100,20.43,-0.33,-1.59,109,06/08,75.0,75.0,75.0,250.0,,600.0,600.0,-22.2,,0.0
24,2059,川湖,6180.0,560.0,9.96,566,06/08,-0.46,70.9,73.2,71.4,30.2,50.2,0.94,2.54,18.1,17.9
25,00916,國泰全球品牌50,30.0,0.0,0.0,9080,06/08,8.11,34.7,68.9,7900.0,31900.0,31900.0,2809.0,21233.0,916.0,21233.0
26,2867,三商壽,7.97,-0.11,-1.36,15365,06/08,4.4,7.1,68.7,107.0,127.0,,,,,
27,00682U,期元大美元指數,20.55,0.13,0.64,2,06/08,66.7,66.7,66.7,66.7,66.7,-16.7,66.7,-16.7,-80.8,-16.7
28,7757,金色三麥,110.5,0.0,0.0,141,06/08,15.4,66.7,66.7,200.0,650.0,,,,,
29,00981T,平衡凱基雙核收息,12.02,-0.12,-0.99,4046,06/08,2.46,52.4,58.2,495.0,-6.02,525.0,66.7,45.3,,257.0
30,2412,中華電,138.5,-2.5,-1.77,17246,06/08,46.8,67.4,57.4,46.8,8.71,55.9,-43.2,-72.9,-45.3,-29.5
31,2440,太空梭,17.5,-0.95,-5.15,2075,06/08,0.32,44.5,56.2,65.4,58.2,130.0,,,,
32,1342,八貫,112.0,8.0,7.69,5869,06/08,48.9,42.9,53.0,54.0,65.0,66.4,93.4,75.2,69.8,118.0
33,6175,立敦,100.5,3.9,4.04,25779,06/08,8.59,54.6,52.8,45.5,48.6,69.0,80.2,51.4,133.0,64.7
34,00990A,主動元大AI新經濟,18.9,-1.35,-6.67,110068,06/08,14.0,36.0,52.6,89.0,71.8,142.0,216.0,,,42.0
35,00952,凱基台灣AI50,18.15,-1.08,-5.62,7481,06/08,31.9,43.3,51.8,42.7,-20.6,84.9,211.0,192.0,34.8,270.0
36,3213,茂訊,134.5,-4.5,-3.24,4534,06/08,6.75,60.3,51.4,49.2,34.1,17.4,-4.42,4.61,-2.64,12.2
37,3093,港建*,66.0,2.0,3.12,10055,06/08,11.6,25.1,50.4,66.9,52.7,45.2,240.0,368.0,492.0,378.0
38,00901,永豐智能車供應鏈,44.38,-1.81,-3.92,482,06/08,150.0,150.0,50.0,25.0,0.0,50.0,-40.0,-97.2,25.0,-96.1
39,9925,新保,40.2,-0.25,-0.62,439,06/08,50.0,50.0,50.0,50.0,50.0,0.0,12.5,0.0,80.0,-35.7
40,4104,佳醫,70.4,-1.1,-1.54,413,06/08,-17.2,-17.2,48.5,-2.7,-12.2,-7.69,9.92,84.6,2.86,48.5
41,00918,大華優利高填息30,29.61,-1.33,-4.3,129480,06/08,12.6,21.1,47.6,115.0,525.0,496.0,195.0,137.0,55.9,157.0
42,00652,富邦印度,31.57,-0.08,-0.25,293,06/08,0.0,-5.81,47.5,198.0,265.0,256.0,161.0,217.0,100.0,121.0
43,5210,寶碩,29.15,-0.75,-2.51,439,06/08,2.64,26.8,45.8,91.7,5431.0,,,,,
44,1456,怡華,14.05,-0.4,-2.77,86,06/08,2.19,18.2,45.2,71.3,63.7,52.1,89.0,168.0,-7.72,133.0
45,7786,東方風能,120.0,-5.0,-4.0,324,06/08,-0.82,73.6,44.4,301.0,,,,,,
46,2889,國票金,14.7,-0.35,-2.33,8270,06/08,9.5,38.6,44.0,61.5,56.6,54.9,255.0,149.0,-26.1,149.0
