單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"12,667,950,960","12,103,970,566","563,980,394"
自營商(避險),"52,862,689,456","61,491,113,339","-8,628,423,883"
投信,"35,685,943,852","21,037,126,119","14,648,817,733"
外資及陸資(不含外資自營商),"443,964,571,943","450,048,249,619","-6,083,677,676"
外資自營商,0,0,0
合計,"545,181,156,211","544,680,459,643","500,696,568"
