單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"9,857,567,180","8,460,494,914","1,397,072,266"
自營商(避險),"29,355,087,760","27,244,764,838","2,110,322,922"
投信,"37,125,008,956","19,892,624,640","17,232,384,316"
外資及陸資(不含外資自營商),"342,788,579,291","347,120,442,138","-4,331,862,847"
外資自營商,0,0,0
合計,"419,126,243,187","402,718,326,530","16,407,916,657"
