" "," ","#","股票代號/名稱","類別","20260430","0508","0515","0522","0529","0605"," ","走 勢","總增減"," ","上週持有%","今日收盤價","今日漲跌"," "
" "," ","133","9103美德醫療-DR","存託憑證","0.16","0.04","-0.44","0.11","0.22","1.52"," ","50","1.61"," ","11.71","5.85","-0.13"," "
" "," ","134","2337旺宏","半導體","5.73","-3.17","-0.21","-6.37","4.30","1.31"," ","30","1.59"," ","52.04","150.00","-6.50"," "
" "," ","135","5283禾聯碩","電器電纜","0.17","0.23","0.35","0.33","0.47","0.03"," ","30","1.58"," ","60.61","52.50","-0.70"," "
" "," ","136","2374佳能","光電","-0.73","0.63","0.74","0.35","0.60","-0.02"," ","30","1.57"," ","30.52","79.70","-1.20"," "
" "," ","137","7823奧義賽博-KY創","雲端","-0.07","-0.22","-0.09","1.59","0.20","0.11"," ","10","1.52"," ","73.67","94.10","-3.70"," "
" "," ","138","2404漢唐","其他電子","-1.48","-0.90","0.56","2.00","2.70","-1.37"," ","30","1.51"," ","52.47","1205.00","-25.00"," "
" "," ","139","4739康普","化學","-4.12","0.59","1.65","-0.03","1.56","1.86"," ","50","1.51"," ","45.85","118.00","-0.50"," "
" "," ","140","3532台勝科","半導體","-0.15","1.16","-0.01","-0.05","0.59","-0.04"," ","30","1.50"," ","91.28","290.00","-1.00"," "
" "," ","141","3593力銘","電子零組件","0.73","0.04","0.02","0.01","0.67","0.02"," ","30","1.49"," ","63.37","16.45","0.00"," "
" "," ","142","8131福懋科","半導體","0.48","-0.50","-0.23","-0.63","1.57","0.79"," ","30","1.48"," ","73.20","68.90","-4.30"," "
" "," ","143","8201無敵","其他電子","0.00","0.00","0.00","0.00","1.44","0.02"," ","30","1.46"," ","57.83","13.85","-1.20"," "
" "," ","144","2615萬海","航運","0.09","0.29","-0.28","0.78","0.37","0.20"," ","10","1.45"," ","85.05","86.10","2.40"," "
" "," ","145","1304台聚","塑膠","0.19","0.45","0.18","0.12","0.01","0.50"," ","31","1.45"," ","60.64","13.40","-0.30"," "
" "," ","146","4557永新-KY","汽車","0.02","-0.03","-0.03","-0.11","1.72","-0.12"," ","30","1.45"," ","43.59","45.70","0.00"," "
" "," ","147","3406玉晶光","光電","-1.12","0.48","-0.34","0.21","0.95","1.27"," ","50","1.45"," ","57.89","682.00","23.00"," "
" "," ","148","1718中纖","化學","-0.04","0.02","0.19","-0.05","0.01","1.31"," ","50","1.44"," ","57.18","9.85","0.17"," "
" "," ","149","6224聚鼎","電子零組件","-0.52","3.76","-1.14","-0.13","0.10","-0.63"," ","30","1.44"," ","38.34","84.20","3.60"," "
" "," ","150","1460宏遠","紡織","0.26","0.28","0.25","0.18","0.03","0.43"," ","31","1.43"," ","72.10","7.42","-0.11"," "
" "," ","151","8476台境*","綠能","0.15","0.06","0.51","-0.13","0.33","0.50"," ","50","1.42"," ","66.05","15.75","0.10"," "
" "," ","152","3034聯詠","半導體","0.08","0.58","0.97","-0.31","0.55","-0.45"," ","30","1.42"," ","70.18","492.00","3.00"," "
" "," ","153","3376新日興","電子零組件","-2.19","0.71","-3.90","2.76","2.10","1.93"," ","10","1.41"," ","55.29","237.00","21.50"," "
" "," ","154","8429金麗-KY","貿易百貨","0.28","0.44","-0.46","0.50","0.33","0.32"," ","10","1.41"," ","41.93","6.76","-0.12"," "
" "," ","155","1464得力","紡織","0.12","0.50","0.24","0.13","0.29","0.12"," ","30","1.40"," ","60.85","10.60","-0.10"," "
" "," ","156","2387精元","電腦週邊","-0.19","0.58","-0.55","0.12","0.57","0.87"," ","50","1.40"," ","58.55","42.45","0.15"," "
" "," ","157","2461光群雷","其他電子","0.39","0.46","0.13","0.01","-0.21","0.61"," ","31","1.39"," ","47.95","19.50","1.75"," "
" "," ","158","4552力達-KY","電機","-0.24","0.47","0.33","0.23","0.37","0.22"," ","30","1.38"," ","49.84","20.55","0.00"," "
" "," ","159","3092鴻碩","電子零組件","0.05","-0.46","0.45","0.21","0.30","0.82"," ","50","1.37"," ","35.69","30.15","-0.70"," "
" "," ","160","2472立隆電","電子零組件","-1.41","0.46","-0.72","0.08","4.06","-1.11"," ","30","1.36"," ","60.43","363.50","13.50"," "
" "," ","161","9912偉聯","電腦週邊","0.13","0.19","0.53","0.26","0.14","0.10"," ","10","1.35"," ","61.31","12.55","0.00"," "
" "," ","162","8454富邦媒","雲端","0.02","0.58","-0.02","0.52","0.07","0.17"," ","31","1.34"," ","79.76","353.00","32.00"," "
" "," ","163","1308亞聚","塑膠","0.45","-0.03","0.25","0.44","0.04","0.19"," ","31","1.34"," ","51.60","13.85","-0.20"," "
" "," ","164","2114鑫永銓","橡膠","0.00","0.01","0.00","0.82","0.25","0.26"," ","31","1.34"," ","64.91","93.50","2.10"," "
" "," ","165","2883凱基金","金融","0.39","0.37","0.05","-0.14","0.11","0.54"," ","50","1.32"," ","67.16","27.60","0.20"," "
" "," ","166","2206三陽工業","汽車","0.05","0.08","0.44","0.13","0.39","0.23"," ","30","1.32"," ","84.02","63.30","0.40"," "
" "," ","167","3150鈺寶-創","半導體","0.03","-0.23","-0.94","0.00","0.00","2.45"," ","41","1.31"," ","56.65","19.85","-0.05"," "
" "," ","168","3515華擎","電腦週邊","-0.29","0.04","-0.19","-0.16","0.80","1.11"," ","50","1.31"," ","71.20","249.50","0.50"," "
" "," ","169","2031新光鋼","鋼鐵","0.18","-0.05","-0.21","-0.29","0.00","1.65"," ","50","1.28"," ","55.65","43.35","0.35"," "
" "," ","170","2597潤弘","營建","-0.45","-0.05","0.39","0.30","0.18","0.90"," ","31","1.27"," ","80.24","184.50","5.00"," "
" "," ","171","2731雄獅","觀光","-0.66","-0.04","-0.17","0.92","-0.30","1.52"," ","31","1.27"," ","49.62","173.50","-1.50"," "
" "," ","172","3024憶聲","光電","0.96","0.67","-0.37","0.78","0.26","-1.04"," ","10","1.26"," ","50.09","13.15","-0.65"," "
" "," ","173","2613中櫃","航運","0.53","0.13","0.24","-0.29","0.67","-0.02"," ","30","1.26"," ","56.17","22.40","0.10"," "
" "," ","174","2436偉詮電","半導體","-0.89","1.12","-3.27","1.38","3.79","-0.88"," ","30","1.25"," ","26.48","71.40","-0.40"," "
" "," ","175","9136巨騰-DR","存託憑證","0.38","-0.15","0.00","2.17","0.88","-2.04"," ","10","1.24"," ","66.06","16.15","0.10"," "
" "," ","176","2881富邦金","金融","0.11","0.31","0.28","0.10","0.42","0.00"," ","30","1.22"," ","86.09","118.00","4.00"," "
" "," ","177","6412群電","電子零組件","-0.04","0.36","0.12","0.49","0.59","-0.30"," ","30","1.22"," ","83.15","97.90","-5.10"," "
" "," ","178","3311閎暉","通信網路","-0.42","0.85","0.10","-0.05","1.37","-0.65"," ","30","1.20"," ","56.31","39.75","-0.40"," "
" "," ","179","6272驊陞","電子零組件","0.24","0.04","0.07","0.21","0.99","-0.36"," ","30","1.19"," ","51.78","37.70","-1.90"," "
" "," ","180","2241艾姆勒","汽車","0.62","-0.01","-0.19","2.60","3.46","-5.29"," ","30","1.19"," ","39.12","35.40","3.20"," "
" "," ","181","2929淘帝-KY","貿易百貨","0.13","1.24","0.63","-0.26","-0.39","-0.16"," ","31","1.19"," ","30.41","6.09","-0.04"," "
" "," ","182","2867三商壽","金融","0.11","0.16","0.18","0.14","0.00","0.58"," ","31","1.17"," ","84.39","8.08","-0.04"," "
" "," ","183","6689伊雲谷","雲端","0.15","0.70","0.10","0.11","0.11","-0.01"," ","20","1.16"," ","48.02","73.50","-0.80"," "
" "," ","184","5608四維航","航運","0.12","0.55","0.00","0.19","0.06","0.24"," ","31","1.16"," ","28.58","15.05","0.10"," "
" "," ","185","6142友勁","通信網路","0.15","0.19","0.14","-0.09","0.20","0.56"," ","50","1.15"," ","59.10","8.71","-0.09"," "
" "," ","186","9933中鼎","其他","0.20","-0.10","-0.20","0.81","0.33","0.11"," ","10","1.15"," ","59.36","43.45","1.30"," "
" "," ","187","6271同欣電","半導體","-1.90","-1.98","0.93","4.36","-0.96","0.70"," ","31","1.15"," ","51.36","236.50","-7.00"," "
