排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3481,群創,36.95,-0.5,-1.34,624778,05/20,-25843,-48059,-15725,-39797,51408,71253.0,133781.0,227024.0,238146.0,178247.0
2,2409,友達,18.75,-0.4,-2.09,118263,05/20,675,-618,-3116,-23846,-13488,-15373.0,-13156.0,85360.0,128021.0,52166.0
3,00632R,元大台灣50反1,11.73,0.07,0.6,152124,05/20,-10736,-17394,-28006,-16736,-20838,12527.0,34933.0,50078.0,116939.0,48257.0
4,6116,彩晶,9.85,-0.3,-2.96,31709,05/20,200,-409,-237,-13118,367,1641.0,-4135.0,4504.0,3531.0,6889.0
5,00992A,主動群益科技創新,16.68,-0.07,-0.42,49620,05/20,-2253,-5288,-7880,-12604,-5372,-6042.0,48137.0,,,45295.0
6,00981A,主動統一台股增長,27.23,-0.26,-0.95,252539,05/20,3844,343,-554,-11477,-50782,-25629.0,128173.0,130223.0,,91544.0
7,2344,華邦電,115.5,-2.0,-1.7,150894,05/20,-5738,-11275,-5118,-10737,-12929,7443.0,2275.0,31514.0,83868.0,-19973.0
8,2356,英業達,51.4,-0.3,-0.58,35214,05/20,416,-331,135,-9744,-2252,-2535.0,-8141.0,-3504.0,-7028.0,-4168.0
9,1785,光洋科,138.0,-5.0,-3.5,17443,05/20,-1692,-2150,-4254,-6791,-8917,-2739.0,16513.0,12295.0,10228.0,8650.0
10,3149,正達,56.0,-1.8,-3.11,18855,05/20,-1081,-2096,-4738,-5557,-3719,-2953.0,972.0,3806.0,9981.0,2521.0
11,2377,微星,109.5,-2.0,-1.79,16939,05/20,440,-248,-184,-5257,5065,7447.0,7386.0,11646.0,17558.0,9931.0
12,6278,台表科,203.0,-12.5,-5.8,14176,05/20,-1341,-2121,-4208,-5051,-4992,-4982.0,12043.0,11699.0,12416.0,11003.0
13,2371,大同,28.05,-0.35,-1.23,20703,05/20,-1991,-1269,-3608,-4441,-5821,-7330.0,-2128.0,-7249.0,-19349.0,-10986.0
14,4919,新唐,165.0,15.0,10.0,27510,05/20,1371,747,-553,-4397,1406,-619.0,14805.0,15810.0,16923.0,15206.0
15,2312,金寶,28.3,0.55,1.98,23088,05/20,-1133,-1231,-2774,-4150,-2984,6175.0,11485.0,1446.0,3173.0,-661.0
16,8358,金居,460.0,31.0,7.23,7601,05/20,-1230,-1880,-2438,-4037,-5194,-2773.0,4266.0,-6964.0,13075.0,-1561.0
17,1303,南亞,80.8,-0.9,-1.1,45033,05/20,-35,-1132,-4818,-4031,-7464,-3643.0,1941.0,8106.0,28788.0,-12439.0
18,00400A,主動國泰動能高息,12.72,0.02,0.16,35959,05/20,-88,-668,-3117,-3736,-1845,7448.0,,,,
19,2302,麗正,24.95,-0.1,-0.4,4214,05/20,8,-147,207,-3659,979,925.0,792.0,548.0,-488.0,716.0
20,2337,旺宏,141.0,-3.0,-2.08,112446,05/20,-299,-3238,-2569,-3541,-27812,-9351.0,-44213.0,39301.0,91616.0,18441.0
21,6770,力積電,57.8,-0.7,-1.2,84342,05/20,153,-2698,-269,-3466,-10181,5211.0,11003.0,16977.0,94380.0,31975.0
22,00637L,元大滬深300正2,21.15,0.12,0.57,35708,05/20,-2437,1408,947,-3458,-2391,-13241.0,-44040.0,-39458.0,-150193.0,-27369.0
23,1605,華新,33.1,-0.3,-0.9,21555,05/20,290,-733,-873,-3280,4714,-1610.0,-26203.0,-17655.0,18533.0,-17596.0
24,2408,南亞科,275.0,0.5,0.18,123868,05/20,4313,-559,-751,-2851,-11022,-6860.0,-33252.0,-21900.0,64655.0,-46116.0
25,2313,華通,255.0,-1.0,-0.39,90779,05/20,1289,-86,-691,-2763,94,4816.0,10211.0,19646.0,22546.0,7290.0
26,2027,大成鋼,41.15,1.15,2.88,46971,05/20,608,1433,2987,-2617,-3848,-7292.0,329.0,3331.0,15866.0,-517.0
27,4960,誠美材,33.15,-1.4,-4.05,12913,05/20,-353,-517,-1891,-2464,1792,-4234.0,9283.0,7261.0,6584.0,8742.0
28,00953B,群益優選非投等債,9.57,-0.01,-0.1,26292,05/20,328,-551,-2654,-2451,-8743,2714.0,14976.0,55811.0,53120.0,26336.0
29,00997A,主動群益美國增長,11.81,0.11,0.94,18290,05/20,-33,-1028,-1764,-2382,-1931,-3861.0,,,,
30,6209,今國光,78.9,7.1,9.89,17711,05/20,-406,-2401,-2013,-2187,-1914,782.0,3006.0,1544.0,10264.0,-471.0
31,2887,台新新光金,23.9,0.3,1.27,102509,05/20,-289,-602,-727,-2162,285,-446.0,-27191.0,-35727.0,5337.0,-34984.0
32,3026,禾伸堂,394.5,29.5,8.08,3249,05/20,-682,-813,-1070,-2122,-6477,-8632.0,7760.0,7678.0,10318.0,7404.0
33,4927,泰鼎-KY,47.7,-2.2,-4.41,6787,05/20,-89,763,-227,-2083,-6509,774.0,6064.0,5565.0,21291.0,1283.0
34,8042,金山電,116.5,8.0,7.37,1883,05/20,-477,-717,-1247,-2036,176,1862.0,1898.0,3088.0,4781.0,1899.0
35,00990A,主動元大AI新經濟,16.57,0.41,2.54,30644,05/20,-1161,-3805,-4153,-2019,1417,2481.0,1862.0,,,-4446.0
36,6173,信昌電,159.5,-1.0,-0.62,3333,05/20,-368,-791,-1154,-2018,-5186,-4424.0,2402.0,1995.0,7187.0,3129.0
37,3645,達邁,103.0,-5.5,-5.07,10637,05/20,92,161,260,-1983,283,-5003.0,2258.0,2257.0,2684.0,3168.0
38,6456,GIS-KY,63.6,-4.5,-6.61,9669,05/20,-1437,-1212,-1410,-1936,-2032,-11477.0,9784.0,10238.0,10138.0,9543.0
39,3388,崇越電,92.8,-2.6,-2.73,902,05/20,-53,-68,-141,-1907,-894,710.0,2653.0,2664.0,2694.0,2659.0
40,2354,鴻準,57.5,-0.2,-0.35,8052,05/20,-59,-535,-522,-1904,-2590,1670.0,-569.0,-6885.0,3366.0,-3889.0
41,6163,華電網,49.8,-1.3,-2.54,1786,05/20,-182,-473,-911,-1899,-2031,-2518.0,2083.0,9154.0,21489.0,109.0
42,2329,華泰,51.4,0.1,0.19,7763,05/20,160,-736,-1157,-1853,-1306,-4123.0,5084.0,8080.0,-1351.0,5945.0
43,00994A,主動第一金台股優,16.19,-0.08,-0.49,7485,05/20,-651,-704,-811,-1852,-3161,-2987.0,7428.0,,,
44,2489,瑞軒,42.55,1.05,2.53,66609,05/20,1598,1293,695,-1799,-5308,-519.0,5857.0,38731.0,35373.0,39287.0
45,2426,鼎元,68.9,4.1,6.33,1840,05/20,-101,-207,-1045,-1792,-5979,2538.0,13384.0,13659.0,14193.0,13284.0
46,5309,系統電,67.7,3.0,4.64,19378,05/20,-1111,-1135,-1270,-1648,-230,-121.0,-168.0,668.0,5678.0,-2489.0
47,6531,愛普*,973.0,-52.0,-5.07,7418,05/20,-1124,-1810,-1629,-1647,-1534,-50.0,6492.0,3656.0,4253.0,2303.0
48,00664R,國泰臺灣加權反1,1.89,0.01,0.53,33190,05/20,-2521,-348,-6091,-1625,3331,7596.0,5959.0,2694.0,21159.0,8762.0
49,2615,萬海,81.1,0.7,0.87,23500,05/20,-6,-1013,-1556,-1616,-779,-1487.0,-30.0,948.0,2222.0,-1047.0
50,8150,南茂,74.4,-3.2,-4.12,15031,05/20,-549,-1024,-1021,-1596,-2874,-4097.0,-2030.0,1001.0,10428.0,-849.0
51,2891,中信金,57.8,2.4,4.33,114703,05/20,-822,-1021,-1042,-1580,-1334,-1574.0,-236.0,-2672.0,-8375.0,-1268.0
52,8069,元太,230.0,8.0,3.6,7263,05/20,181,-76,130,-1510,-6925,-3158.0,-1802.0,-607.0,773.0,-326.0
53,00887,永豐中國科技50大,16.49,0.45,2.81,12836,05/20,-176,25,40,-1475,1648,3967.0,-6278.0,-14491.0,-24137.0,-10761.0
54,00650L,復華香港正2,17.17,-0.16,-0.92,2293,05/20,-73,-1019,-1025,-1459,-2725,-878.0,-1445.0,-7447.0,-20987.0,-6791.0
55,00999A,主動野村臺灣高息,9.99,-0.04,-0.4,54021,05/20,222,142,1344,-1423,4668,,,,,
56,3704,合勤控,38.7,0.6,1.57,3677,05/20,-203,-607,-751,-1413,-1271,-1641.0,-4593.0,-4021.0,-5289.0,-3037.0
57,1711,永光,46.8,-1.3,-2.7,14382,05/20,-1336,-1724,-2805,-1408,1175,-5395.0,7737.0,10261.0,14674.0,10572.0
58,4979,華星光,562.0,39.0,7.46,1115,05/20,-91,-286,-567,-1408,-587,-2115.0,-1117.0,-3399.0,-2284.0,-4470.0
59,2451,創見,309.5,3.0,0.98,5507,05/20,-225,-694,-792,-1406,-2553,-254.0,-1064.0,2074.0,2813.0,-700.0
60,00676R,富邦臺灣加權反1,6.47,0.05,0.78,5778,05/20,-284,-559,-2270,-1397,-3345,-193.0,4365.0,7558.0,9920.0,6980.0
61,6166,凌華,115.5,2.0,1.76,3128,05/20,139,-177,-492,-1397,-794,-446.0,1690.0,770.0,1017.0,931.0
62,2436,偉詮電,71.8,2.3,3.31,4790,05/20,-281,-430,-462,-1384,-1082,2445.0,3258.0,4732.0,5438.0,4755.0
63,2342,茂矽,38.25,-0.3,-0.78,2391,05/20,143,-57,-446,-1381,-756,1173.0,586.0,457.0,1157.0,728.0
64,2363,矽統,60.1,-0.4,-0.66,13755,05/20,142,-128,-5,-1376,-1337,-1330.0,-1849.0,-3984.0,708.0,-2573.0
65,2618,長榮航,34.3,-0.15,-0.44,28781,05/20,139,-81,-58,-1366,-1633,2076.0,1888.0,-2390.0,3566.0,-3938.0
66,6282,康舒,50.8,0.0,0.0,15473,05/20,396,174,-697,-1350,-1046,-2975.0,-3378.0,8055.0,13295.0,672.0
67,00642U,期元大S&P石油,32.79,0.2,0.61,3523,05/20,-209,-645,-1410,-1345,-1695,-4122.0,4971.0,3278.0,3963.0,2123.0
68,1714,和桐,9.52,-0.15,-1.55,2903,05/20,-203,-198,-1517,-1330,-2504,-1559.0,2003.0,864.0,970.0,1071.0
69,8926,台汽電,59.9,2.9,5.09,9121,05/20,225,-935,-892,-1262,1836,1970.0,1937.0,1877.0,2264.0,1646.0
70,5498,凱崴,61.3,-4.1,-6.27,7188,05/20,-233,-336,-613,-1242,-166,-4089.0,7688.0,6633.0,3620.0,7478.0
71,2484,希華,44.3,4.0,9.93,23422,05/20,-761,-814,-819,-1232,-3540,-6660.0,8321.0,9477.0,9094.0,9574.0
72,5314,世紀*,67.6,6.1,9.92,6357,05/20,473,-155,-172,-1201,-1321,-1480.0,-2873.0,-3044.0,6468.0,-3644.0
73,8105,凌巨,15.45,-0.25,-1.59,2929,05/20,2,-326,-209,-1157,782,1893.0,431.0,-3260.0,-2456.0,-2891.0
74,6213,聯茂,236.5,-4.0,-1.66,9834,05/20,-467,-427,-406,-1156,66,-2024.0,-4445.0,-6252.0,5329.0,-5219.0
75,5351,鈺創,74.4,-2.4,-3.12,20632,05/20,35,-800,-1309,-1148,-1628,1478.0,2829.0,6933.0,8260.0,2149.0
76,00995A,主動中信台灣卓越,15.72,-0.07,-0.44,5054,05/20,17,-66,-96,-1133,-1615,-1384.0,173.0,,,
77,6806,森崴能源,11.4,-1.25,-9.88,174,05/20,-184,-247,-509,-1116,-1174,-1329.0,-3102.0,-4557.0,-4037.0,-4098.0
78,3030,德律,347.0,-14.0,-3.88,2338,05/20,-199,-694,-803,-1098,-1340,264.0,4927.0,6375.0,6980.0,3203.0
79,4958,臻鼎-KY,439.0,30.5,7.47,62231,05/20,-1334,-1441,-1472,-1094,-2501,3812.0,1776.0,15790.0,20187.0,15513.0
80,1717,長興,72.7,-1.8,-2.42,27949,05/20,-501,-1479,-1686,-1071,1479,1082.0,4438.0,13970.0,23080.0,14772.0
81,6244,茂迪,28.3,-0.7,-2.41,4734,05/20,-182,274,154,-1029,147,-388.0,954.0,4169.0,4477.0,3032.0
82,4564,元翎,16.2,0.15,0.93,570,05/20,2,-269,-887,-1013,-1334,-975.0,4369.0,3883.0,5538.0,4232.0
83,3694,海華,71.2,6.4,9.88,12437,05/20,-1357,-1215,-1072,-994,-676,-793.0,-1255.0,23.0,1322.0,-521.0
84,009820,元大納斯達克精選,10.04,-0.02,-0.2,19490,05/20,-45,-208,-766,-981,-402,,,,,
85,6227,茂綸,114.0,-1.0,-0.87,1700,05/20,43,14,-475,-979,-983,-952.0,-960.0,-896.0,-632.0,-790.0
86,009819,中信數據及電力,9.97,-0.01,-0.1,8873,05/20,-2,419,644,-970,-2365,,,,,
87,5464,霖宏,67.5,5.0,8.0,917,05/20,-194,-432,-530,-954,991,3563.0,3726.0,3692.0,3326.0,3713.0
88,6153,嘉聯益,17.55,-0.15,-0.85,3121,05/20,81,-48,-93,-954,-1869,-1423.0,-4130.0,-5511.0,-5636.0,-4869.0
89,6789,采鈺,519.0,0.0,0.0,3974,05/20,17,-513,-586,-954,-2232,-4741.0,-5432.0,2474.0,6485.0,-882.0
90,1608,華榮,31.5,0.1,0.32,1393,05/20,-69,-2,28,-948,-282,476.0,651.0,-2132.0,2467.0,-2949.0
91,3587,閎康,321.5,-8.0,-2.43,1028,05/20,-60,-82,-292,-946,-186,-912.0,626.0,1436.0,1327.0,1464.0
92,2472,立隆電,255.0,23.0,9.91,14327,05/20,-992,-1641,-883,-943,-799,-1055.0,-180.0,1116.0,1750.0,1259.0
93,2486,一詮,258.0,6.5,2.58,1760,05/20,-203,-281,-481,-936,-2537,-864.0,-4957.0,-10357.0,-2067.0,-4122.0
94,1101,台泥,24.15,-0.05,-0.21,25265,05/20,83,192,111,-932,1280,2296.0,-1730.0,-349.0,18729.0,-3751.0
95,2605,新興,30.1,-0.2,-0.66,5613,05/20,5,-4,-214,-931,-4221,-3503.0,1007.0,-170.0,-2015.0,-1263.0
96,3376,新日興,202.5,-2.0,-0.98,3119,05/20,-52,-391,-480,-929,-741,-1861.0,-377.0,3408.0,1652.0,-1661.0
97,1815,富喬,99.5,-2.5,-2.45,15368,05/20,-148,-260,-716,-901,6814,-3214.0,-2797.0,1433.0,3824.0,-13821.0
98,8299,群聯,2265.0,-200.0,-8.11,13618,05/20,-471,-450,-574,-887,-1781,1022.0,-689.0,6059.0,11872.0,2866.0
99,2402,毅嘉,61.9,-1.2,-1.9,4372,05/20,-89,-60,-219,-875,-1200,-5444.0,-1990.0,3183.0,7167.0,-18269.0
100,00686R,群益臺灣加權反1,1.17,0.01,0.86,4550,05/20,30,-329,-727,-874,-45,-3771.0,-1936.0,-4393.0,2081.0,-2019.0
101,6234,高僑,43.85,-3.6,-7.59,4903,05/20,-465,-733,-657,-873,-963,162.0,1455.0,1708.0,1586.0,991.0
102,1504,東元,69.0,1.1,1.62,7836,05/20,-711,-791,-938,-871,-1243,2441.0,-2761.0,1695.0,18896.0,1741.0
103,2103,台橡,20.35,0.1,0.49,4846,05/20,-118,-45,-506,-867,-65,1330.0,4683.0,5719.0,7246.0,6407.0
104,6672,騰輝電子-KY,176.5,-2.5,-1.4,1485,05/20,39,89,234,-867,-626,-135.0,2297.0,2517.0,3830.0,2051.0
105,3011,今皓,13.05,0.1,0.77,395,05/20,-29,-27,-39,-862,-2006,-1794.0,1047.0,1380.0,1639.0,397.0
106,3543,州巧,35.15,-0.25,-0.71,891,05/20,-115,-469,-514,-856,-1847,-2961.0,-1908.0,2507.0,4879.0,1618.0
107,1217,愛之味,9.42,0.04,0.43,400,05/20,0,-20,-9,-853,-1047,-865.0,-192.0,-361.0,-931.0,-46.0
108,1909,榮成,8.95,-0.09,-1.0,2281,05/20,-145,-271,-272,-851,-923,-299.0,1778.0,2649.0,4859.0,2251.0
109,8027,鈦昇,240.0,-26.0,-9.77,14864,05/20,-430,-889,-93,-832,-701,565.0,3074.0,4299.0,5856.0,3361.0
110,5347,世界,159.0,1.5,0.95,45146,05/20,-1371,-723,-173,-828,3049,7974.0,4140.0,15002.0,15431.0,16362.0
111,1409,新纖,16.65,-0.05,-0.3,2967,05/20,87,-269,-315,-814,-2455,-391.0,-1292.0,-4612.0,4621.0,-3400.0
112,1312,國喬,10.4,-0.1,-0.95,3932,05/20,-357,-448,-409,-812,-75,-95.0,433.0,3116.0,-2724.0,2136.0
113,6683,雍智科技,1780.0,160.0,9.88,318,05/20,-63,-149,-266,-801,-1299,-451.0,-263.0,,,1076.0
114,6443,元晶,41.0,0.1,0.24,31083,05/20,-69,-386,-454,-798,-2368,-4497.0,-9940.0,5950.0,7131.0,933.0
115,3701,大眾控,51.4,-3.3,-6.03,4206,05/20,-476,-485,-588,-782,-944,-1047.0,3947.0,6483.0,5558.0,-711.0
116,1727,中華化,84.6,-2.9,-3.31,9805,05/20,-609,-691,895,-774,249,2426.0,4520.0,3882.0,7619.0,2958.0
117,009805,新光美國電力基建,16.1,-0.2,-1.23,27616,05/20,1,-30,9,-769,-1795,1722.0,4372.0,15425.0,17859.0,15387.0
118,2316,楠梓電,137.5,-1.5,-1.08,22940,05/20,-81,-131,54,-766,-781,-450.0,96.0,-1143.0,2330.0,-138.0
119,8422,可寧衛*,25.7,0.15,0.59,6124,05/20,-87,-160,-190,-756,-1626,-162.0,-2160.0,21730.0,31437.0,11765.0
