排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2633,台灣高鐵,25.1,0.25,1.01,06/01,80.4,97.5,96.9,94.5,92.6,88.5,80.7,77.2,69.6,57.0,,77.7
2,1102,亞泥,33.8,-0.2,-0.59,06/01,64.0,93.1,92.2,90.6,89.3,84.3,74.9,71.3,65.2,55.8,49.1,70.5
3,6223,旺矽,5680.0,-280.0,-4.7,06/01,48.4,87.7,84.4,79.3,67.8,53.8,46.8,41.6,33.4,26.8,17.7,43.0
4,1590,亞德客-KY,1350.0,-50.0,-3.57,06/01,80.5,85.8,82.8,77.2,77.4,74.7,75.1,71.6,73.2,72.2,54.2,71.3
5,2207,和泰車,473.5,-9.5,-1.97,06/01,67.2,83.1,81.0,77.0,74.7,73.8,71.3,71.5,70.3,69.4,61.2,69.7
6,4904,遠傳,97.1,2.5,2.64,06/01,59.4,78.4,78.8,80.6,78.4,71.8,63.6,63.4,53.8,55.0,56.1,62.0
7,2891,中信金,62.1,1.6,2.64,06/01,57.0,79.2,77.2,72.0,58.4,52.4,59.9,54.6,53.5,50.2,48.6,58.6
8,2892,第一金,27.75,0.3,1.09,06/01,54.2,77.1,76.5,72.5,81.2,71.5,65.9,54.6,53.9,53.8,45.6,64.3
9,8464,億豐,324.0,6.5,2.05,06/01,83.1,80.7,76.0,78.4,74.4,73.6,69.6,32.0,17.0,5.93,1.88,35.8
10,2360,致茂,2580.0,60.0,2.38,06/01,68.2,76.3,75.6,71.7,62.8,59.5,58.4,57.8,61.4,63.1,54.6,57.3
11,2880,華南金,32.85,2.35,7.7,06/01,57.7,71.7,74.8,77.0,78.4,75.8,70.1,66.0,60.3,56.6,47.7,67.3
12,5876,上海商銀,39.8,0.05,0.13,06/01,66.9,70.8,74.7,75.3,68.4,59.3,65.1,55.0,55.8,57.2,,61.0
13,9910,豐泰,71.9,1.7,2.42,06/01,63.2,72.2,71.9,71.2,71.1,64.5,67.9,26.8,20.3,7.28,2.53,32.8
14,2610,華航,19.55,0.45,2.36,06/01,33.8,74.8,71.7,72.1,66.4,58.7,61.2,52.3,52.5,36.4,24.3,52.3
15,6589,台康生技,44.0,1.85,4.39,06/01,32.2,75.0,71.5,68.8,65.0,57.4,45.9,41.3,36.7,27.9,,43.1
16,5871,中租-KY,108.5,1.0,0.93,06/01,56.8,71.8,70.8,70.1,69.0,68.5,55.8,47.8,51.7,58.9,55.5,52.0
17,5880,合庫金,22.85,0.0,0.0,06/01,45.2,72.5,70.4,66.5,64.2,61.9,61.4,54.3,52.8,55.8,45.3,56.6
18,6873,泓德能源,90.2,1.1,1.23,06/01,35.7,75.6,69.9,58.1,53.3,43.5,38.4,18.4,8.95,2.08,,23.1
19,2886,兆豐金,41.45,1.45,3.62,06/01,36.8,71.5,69.8,71.3,68.6,65.4,55.1,54.6,50.9,50.2,48.3,53.2
20,2395,研華,517.0,22.0,4.44,06/01,41.1,74.6,69.6,63.5,58.1,52.7,46.2,50.2,57.3,65.8,68.6,48.3
21,2379,瑞昱,609.0,29.0,5.0,06/01,58.9,72.8,69.6,62.7,59.4,56.0,54.4,52.7,56.1,53.6,47.6,54.3
22,1216,統一,73.7,1.9,2.65,06/01,42.7,65.5,69.4,74.6,76.0,61.4,61.0,61.7,60.0,62.5,65.7,59.7
23,1504,東元,78.7,3.7,4.93,06/01,50.4,72.1,69.3,66.0,61.4,48.6,47.2,40.0,33.6,34.8,39.2,42.0
24,2704,國賓,42.3,0.2,0.48,06/01,46.2,70.3,69.2,56.1,53.4,51.6,47.9,50.8,61.8,33.7,24.5,49.5
25,2885,元大金,59.2,-0.4,-0.67,06/01,41.0,73.6,69.2,60.1,53.8,54.4,59.7,54.3,54.3,53.0,48.1,58.0
26,9802,鈺齊-KY,77.7,4.1,5.57,06/01,32.9,74.0,68.9,65.4,63.9,52.7,39.0,22.7,11.1,2.98,0.73,30.7
27,2208,台船,18.3,0.55,3.1,06/01,62.1,71.6,68.4,63.0,56.7,44.2,36.7,27.2,20.8,22.6,17.5,28.3
28,6409,旭隼,713.0,4.0,0.56,06/01,66.9,71.4,68.4,64.8,64.3,63.3,62.5,60.3,66.3,70.8,70.7,60.2
29,2330,台積電,2355.0,0.0,0.0,06/01,57.1,70.1,67.9,64.9,64.8,64.2,62.2,60.9,56.3,57.1,60.0,62.6
30,2912,統一超,227.5,13.5,6.31,06/01,43.7,63.7,67.6,73.5,76.6,75.2,63.8,63.2,63.1,64.4,67.7,61.8
31,9929,秋雨,11.6,0.3,2.65,06/01,26.9,79.6,67.0,56.7,28.4,19.2,10.8,6.33,4.6,0.44,0.14,6.88
32,9938,百和,44.05,1.1,2.56,06/01,36.6,68.6,66.6,62.8,60.2,53.2,54.4,33.4,15.2,3.77,1.28,37.5
33,2347,聯強,86.5,0.6,0.7,06/01,58.2,66.2,66.5,63.5,57.6,58.6,49.1,45.9,56.4,53.0,49.0,45.8
34,2308,台達電,2420.0,-25.0,-1.02,06/01,50.3,68.9,65.4,52.0,50.0,52.1,52.5,49.6,50.6,53.8,55.7,50.0
35,1402,遠東新,25.05,-0.6,-2.34,06/01,28.2,71.4,65.3,67.4,62.7,61.5,62.4,58.1,58.6,54.4,47.2,58.6
36,2474,可成,223.5,20.0,9.83,06/01,10.3,71.9,65.2,59.8,59.0,56.6,53.3,52.1,55.9,54.7,45.9,53.0
37,2850,新產,142.5,-3.0,-2.06,06/01,69.4,62.8,65.0,58.2,55.4,48.6,35.7,37.8,38.0,36.0,28.7,36.5
