"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"301","8076","伍豐","26.9","+0.3","+1.13","26W20","05/15","31.2","+0.07","29.4","-0.16","26.3","-0.44"
"302","1416","廣豐","11.05","+0.15","+1.38","26W20","05/15","52.7","-0.01","50.2","0","48.7","-0.01"
"303","2637","慧洋-KY","78.3","+2.3","+3.03","26W20","05/15","79.1","-0.09","77","-0.18","75.8","-0.18"
"304","1442","名軒","26.9","-1.1","-3.93","26W20","05/15","83.6","-0.56","80.5","-0.55","77.4","-0.78"
"305","6213","聯茂","248","-6","-2.36","26W20","05/15","54.6","-4.18","52.9","-3.45","50.9","-4.02"
"306","5530","龍巖","49.15","-0.25","-0.51","26W20","05/15","80.5","-0.17","79.3","+0.17","78.7","+0.18"
"307","1618","合機","42.15","-1.25","-2.88","26W20","05/15","55.3","+0.02","53.6","+0.01","53.2","0"
"308","00695B","富邦美債7-10","35.04","+0.08","+0.23","26W20","05/15","70.2","-1.47","68.4","+0.16","65.9","+0.16"
"309","2880","華南金","35.65","+0.3","+0.85","26W20","05/15","79.7","0","79","0","78.4","0"
"310","2887H","台新新光庚特二","40.9","0","0","26W20","05/15","66.9","-0.24","64.5","-0.24","62.9","-0.25"
"311","6024","群益期","60.4","-0.2","-0.33","26W20","05/15","66.1","+0.01","65","+0.04","64.3","+0.43"
"312","2892","第一金","30.65","+0.1","+0.33","26W20","05/15","68.6","+0.32","67.4","+0.31","66.5","+0.34"
"313","00895","富邦未來車","49.03","-0.43","-0.87","26W20","05/15","10","+0.13","9.6","+0.52","9.07","+0.52"
"314","00948B","中信優息投資級債","9.49","+0.01","+0.11","26W20","05/15","75.7","+2.03","74.6","+2.13","73.7","+2.16"
"315","3029","零壹","105","0","0","26W20","05/15","38.7","+0.64","37.5","-0.11","34.5","-0.11"
"316","5014","建錩","10.95","0","0","26W20","05/15","33.1","-0.11","30","-0.04","26.1","-0.57"
"317","3380","明泰","34.15","+0.85","+2.55","26W20","05/15","65.5","-0.54","65.3","-0.41","64.8","-0.23"
"318","1733","五鼎","29.1","+0.4","+1.39","26W20","05/15","37.4","+0.06","35.3","+0.06","30.5","+0.04"
"319","3058","立德","9.11","-0.21","-2.25","26W20","05/15","19.4","-0.06","17.7","-0.06","16.3","0"
