排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
1,5274,信驊,櫃,06/04,,18265.0,285.0,1.59,166,3046.0,17980.0,17890.0,18600.0,17775.0,4.59,155.0,115.84,,,,,
2,6515,穎崴,市,06/04,,8650.0,430.0,5.23,345,2943.0,8220.0,8150.0,8710.0,8150.0,6.81,176.0,47.98,,,,,
3,7769,鴻勁,市,06/04,,7385.0,-140.0,-1.86,435,3251.0,7525.0,7480.0,7645.0,7355.0,3.85,92.2,21.18,,,,,
4,6223,旺矽,櫃,06/04,,6070.0,170.0,2.88,904,5419.0,5900.0,5925.0,6070.0,5835.0,3.98,162.0,37.75,,,,,
5,6669,緯穎,市,06/04,,5570.0,-30.0,-0.54,1705,9469.0,5600.0,5515.0,5720.0,5380.0,6.07,18.7,7.39,,,,,
6,2059,川湖,市,06/04,,5350.0,0.0,0.0,460,2453.0,5350.0,5350.0,5475.0,5150.0,6.07,47.2,16.17,,,,,
7,2383,台光電,市,06/04,,4830.0,0.0,0.0,1722,8313.0,4830.0,4880.0,4885.0,4740.0,3.0,105.0,36.1,,,,,
8,2454,聯發科,市,06/04,,4430.0,-115.0,-2.53,11204,50943.0,4545.0,4600.0,4685.0,4430.0,5.61,70.4,18.12,,,,,
9,3443,創意,市,06/04,,4400.0,-205.0,-4.45,1430,6451.0,4605.0,4550.0,4690.0,4400.0,6.3,132.0,40.43,,,,,
10,3661,世芯-KY,市,06/04,,4340.0,-255.0,-5.55,1544,6845.0,4595.0,4530.0,4555.0,4335.0,4.79,63.5,8.2,,,,,
11,3008,大立光,市,06/04,,3825.0,-160.0,-4.02,2590,10019.0,3985.0,3940.0,3995.0,3785.0,5.27,24.0,2.71,,,,,
12,3653,健策,市,06/04,,3730.0,-175.0,-4.48,1443,5418.0,3905.0,3800.0,3875.0,3695.0,4.61,103.0,25.84,,,,,
13,3529,力旺,櫃,06/04,,3545.0,-25.0,-0.7,870,3094.0,3570.0,3510.0,3625.0,3470.0,4.34,129.0,59.65,,,,,
14,6510,精測,櫃,06/04,,3505.0,195.0,5.89,1623,5642.0,3310.0,3355.0,3555.0,3295.0,7.85,103.0,11.72,,,,,
15,3131,弘塑,櫃,06/04,,3210.0,10.0,0.31,491,1586.0,3200.0,3150.0,3300.0,3100.0,6.25,60.1,23.39,,,,,
16,7734,印能科技,櫃,06/04,,3110.0,-130.0,-4.01,74,232.0,3240.0,3280.0,3280.0,3110.0,5.25,78.5,12.6,,,,,
