排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2409,友達,22.95,-1.05,-4.38,368098,06/10,4864,13058,22546,21002,26330,18877,22774.0,36818.0,36672.0,36082.0
2,00982A,主動群益台灣強棒,22.5,-0.98,-4.17,58433,06/10,406,1842,1958,2014,1951,2085,2088.0,1848.0,2106.0,1749.0
3,2883,凱基金,28.2,-0.85,-2.93,202927,06/10,1525,1809,-359,1827,1946,1912,1872.0,1867.0,-1368.0,1505.0
4,00632R,元大台灣50反1,10.82,0.33,3.15,236424,06/10,478,583,1207,1693,1397,1324,974.0,2090.0,2086.0,1493.0
5,2455,全新,355.5,-39.5,-10.0,14717,06/10,931,975,1062,1044,740,773,942.0,1048.0,1122.0,1020.0
6,00664R,國泰臺灣加權反1,1.75,0.06,3.55,46592,06/10,1041,1034,1013,1015,953,1000,875.0,835.0,853.0,962.0
7,1785,光洋科,132.5,-0.5,-0.38,11834,06/10,80,84,781,774,780,501,224.0,870.0,786.0,883.0
8,00991A,主動復華未來50,18.63,-0.97,-4.95,107782,06/10,211,-766,-774,766,1078,1135,1256.0,,,1339.0
9,3717,聯嘉投控,20.2,-0.95,-4.49,2731,06/10,533,638,641,659,1921,128,1580.0,1913.0,,1915.0
10,6890,來億-KY,280.0,6.0,2.19,2780,06/10,276,447,486,646,663,659,571.0,423.0,633.0,589.0
11,5426,振發,32.45,-3.6,-9.99,5084,06/10,-26,-291,492,597,599,598,596.0,598.0,596.0,599.0
12,9103,美德醫療-DR,5.88,-0.12,-2.0,3412,06/10,-81,-85,418,569,476,608,282.0,591.0,515.0,603.0
13,2367,燿華,63.3,-0.6,-0.94,63545,06/10,510,564,-21,530,599,609,-1073.0,2160.0,2301.0,2238.0
14,1319,東陽,107.0,2.0,1.9,10501,06/10,214,350,434,509,519,573,535.0,536.0,365.0,508.0
