排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00844B,新光15年IG金融債,31.5,-0.17,-0.54,06/03,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,00982T,平衡兆豐台美動能,15.86,0.01,0.06,06/03,,,,-100.0,-100.0,-100.0,-100.0,,,
3,6806,森崴能源,6.95,-0.77,-9.97,06/03,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
4,6577,勁豐,81.2,1.1,1.37,06/03,0.0,0.0,0.0,-90.5,-90.5,-90.0,-90.0,-93.8,-98.1,-93.8
5,1402,遠東新,27.3,1.05,4.0,06/03,-38.0,-73.6,-77.8,-77.2,-77.1,-74.7,69.5,123.0,484.0,143.0
6,6125,廣運,69.3,-1.7,-2.39,06/03,-36.6,-58.0,-59.7,-70.8,-78.9,-77.6,-76.2,-62.2,-69.7,-75.5
7,1102,亞泥,34.2,0.4,1.18,06/03,-37.1,-68.4,-68.8,-68.1,-67.5,-65.8,-37.3,393.0,307.0,100.0
8,2610,華航,19.95,0.45,2.31,06/03,-30.9,-58.5,-67.0,-67.4,-67.3,-67.4,-36.7,-65.9,-34.3,-55.7
9,2633,台灣高鐵,25.75,0.45,1.78,06/03,-55.6,-66.1,-67.8,-67.3,-65.2,-63.8,-23.7,234.0,56.1,151.0
10,3529,力旺,3570.0,40.0,1.13,06/03,-52.6,-53.7,-53.9,-58.6,-63.7,-78.8,-73.8,-61.8,57.5,-64.3
11,2881,富邦金,113.0,-0.5,-0.44,06/03,-6.26,-26.2,-45.7,-54.0,-60.7,-71.4,-47.9,-66.4,47.0,-52.2
12,2474,可成,257.0,11.5,4.68,06/03,-15.0,-48.2,-50.2,-51.6,-51.7,-53.1,-45.1,-42.9,62.2,-39.8
13,00923,群益台ESG低碳50,43.48,0.78,1.83,06/03,0.0,0.0,-51.3,-51.3,-53.3,-40.0,-69.0,113.0,-67.1,197.0
14,2324,仁寶,47.05,2.7,6.09,06/03,-5.78,-44.3,-50.9,-51.2,-51.7,-51.6,-51.6,-36.0,545.0,-32.6
15,009820,元大納斯達克精選,10.89,0.05,0.46,06/03,-42.2,-46.6,-46.6,-46.6,-65.8,-11.8,,,,
16,3211,順達,464.0,42.0,9.95,06/03,-21.8,-17.1,-19.5,-42.9,-51.1,-41.7,-27.0,-11.2,-29.6,-9.83
17,6465,威潤,55.2,5.0,9.96,06/03,-4.7,-43.2,-42.5,-41.8,-42.3,40.6,,,,
18,3305,昇貿,163.0,5.5,3.49,06/03,1.25,4.89,7.21,-41.5,-65.8,-63.4,-70.4,-67.4,17.1,-72.5
19,00690,兆豐藍籌30,81.3,0.7,0.87,06/03,0.0,0.0,0.0,-41.4,-40.4,-48.4,-0.9,-32.2,-82.0,-2.21
