"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"301","3570","大塚","櫃","05/08","","166.5","+2","+1.22","55","9.13","164.5","164.5","167","164.5","1.52","11.9","2.61","","","","",""
"302","2729","瓦城","櫃","05/08","","166","+1","+0.61","39","6.39","165","165","168","163.5","2.73","24.6","2.9","","","","",""
"303","6877","鏵友益","櫃","05/08","","166","-4.5","-2.64","383","64","170.5","170.5","170.5","163","4.4","281","8.55","","","","",""
"304","5474","聰泰","櫃","05/08","","165.5","-6.5","-3.78","609","101","172","171","171","164","4.07","32.9","3.49","","","","",""
"305","6895","宏碩系統","櫃","05/08","","165","-4","-2.37","93","15.5","169","169","169.5","163.5","3.55","","5.83","","","","",""
"306","6933","AMAX-KY","市","05/08","","165","-5.5","-3.23","212","35.2","170.5","170.5","172","162","5.87","32.7","3.05","","","","",""
"307","2645","長榮航太","市","05/08","","164","+5","+3.14","3,731","617","159","160","169","160","5.66","30","4.53","","","","",""
"308","5209","新鼎","櫃","05/08","","164","-1.5","-0.91","73","11.9","165.5","165","165.5","163.5","1.21","10.1","4.12","","","","",""
"309","6732","昇佳電子","櫃","05/08","","164","+0.5","+0.31","567","94.6","163.5","163.5","171","163.5","4.59","26.4","1.9","","","","",""
"310","6720","久昌","櫃","05/08","","163","+5","+3.16","91","14.6","158","156","164","155.5","5.38","41.9","5.12","","","","",""
"311","8069","元太","櫃","05/08","","162","+9","+5.88","22,979","3,637","153","153","165","149.5","10.1","17.7","2.72","","","","",""
"312","6658","聯策","市","05/08","","160.5","-2.5","-1.53","524","84.6","163","160","163.5","160","2.15","116","4.44","","","","",""
"313","2731","雄獅","市","05/08","","159.5","-4","-2.45","2,365","378","163.5","162","162","158.5","2.14","9.12","3","","","","",""
"314","6957","裕慶-KY","市","05/08","","159.5","-2.5","-1.54","98","15.6","162","162","162","159","1.85","15.7","3.31","","","","",""
"315","8086","宏捷科","櫃","05/08","","159.5","+4.5","+2.9","29,598","4,890","155","158","170.5","155","10","35.8","3.82","","","","",""
"316","6955","邦睿生技-創","市","05/08","","159","-2","-1.24","15","2.43","161","161","161","159","1.24","38.5","6.15","","","","",""
"317","8033","雷虎","市","05/08","","159","+7.5","+4.95","12,296","1,953","151.5","152.5","164","152.5","7.59","274","12.88","","","","",""
"318","1268","漢來美食","櫃","05/08","","158.5","+3.5","+2.26","119","18.9","155","158","160","158","1.29","13.7","2.62","","","","",""
"319","1513","中興電","市","05/08","","158","+1.5","+0.96","17,757","2,829","156.5","157","163.5","157","4.15","19.6","3.78","","","","",""
"320","6230","尼得科超眾","市","05/08","","156.5","+1.5","+0.97","229","36.7","155","157","163.5","155","5.48","","2.36","","","","",""
"321","2492","華新科","市","05/08","","156","-4","-2.5","39,690","6,312","160","159.5","164.5","152.5","7.5","29.9","1.41","","","","",""
"322","2597","潤弘","市","05/08","","156","0","0","927","144","156","157","157.5","154.5","1.92","14.5","5.35","","","","",""
"323","4169","泰宗","市","05/08","","156","+3","+1.96","172","27.2","153","154","160","153.5","4.25","488","8.73","","","","",""
"324","3138","耀登","市","05/08","","155","0","0","1,811","284","155","154","162","152","6.45","103","3.74","","","","",""
"325","8147","正淩","櫃","05/08","","154.5","-2.5","-1.59","1,175","183","157","158","163","151.5","7.32","50.2","4.32","","","","",""
"326","3042","晶技","市","05/08","","154","-9","-5.52","17,578","2,764","163","167","168","148","12.3","29.2","3.29","","","","",""
"327","6890","來億-KY","市","05/08","","154","-0.5","-0.32","747","115","154.5","154.5","157.5","150","4.85","11.8","1.55","","","","",""
"328","2337","旺宏","市","05/08","","153","-11.5","-6.99","169,291","26,268","164.5","160","164.5","149","9.42","","5.98","","","","",""
"329","3430","奇鈦科","櫃","05/08","","153","+4","+2.68","1,453","216","149","144.5","153","143","6.71","48.6","4.52","","","","",""
"330","6263","普萊德","櫃","05/08","","153","+13.5","+9.68","778","118","139.5","142","153","140","9.32","18.4","5.43","","","","",""
"331","5287","數字","櫃","05/08","","152.5","+1.5","+0.99","224","33.7","151","150.5","153","149","2.65","10.9","3.61","","","","",""
"332","5288","豐祥-KY","市","05/08","","152","-1.5","-0.98","178","27.1","153.5","153.5","153.5","151","1.63","12.6","1.74","","","","",""
"333","2458","義隆","市","05/08","","151.5","+7.5","+5.21","8,538","1,291","144","144.5","155","144","7.64","17.8","4.2","","","","",""
"334","4536","拓凱","市","05/08","","151","0","0","140","21.1","151","152","152.5","149.5","1.99","10.1","1.46","","","","",""
"335","2421","建準","市","05/08","","149","-0.5","-0.33","14,241","2,180","149.5","149.5","159","148","7.36","18.8","3.76","","","","",""
"336","5483","中美晶","櫃","05/08","","149","-3","-1.97","22,285","3,328","152","152","155.5","144","7.57","22.2","1.85","","","","",""
"337","6693","廣閎科","櫃","05/08","","149","-1","-0.67","2,054","317","150","153","163.5","148","10.3","110","5.9","","","","",""
"338","1232","大統益","市","05/08","","148","0","0","155","23","148","148","149","147.5","1.01","17.1","3.77","","","","",""
"339","2480","敦陽科","市","05/08","","148","+1","+0.68","322","47.7","147","148.5","149.5","146","2.38","17.6","5.27","","","","",""
"340","4572","駐龍","市","05/08","","148","0","0","37","5.53","148","147","149.5","146.5","2.03","56.1","3.18","","","","",""
"341","8462","柏文","市","05/08","","148","+0.5","+0.34","101","14.9","147.5","147","149.5","147","1.69","17.4","4.97","","","","",""
"342","5432","新門","櫃","05/08","","147","+7","+5","442","63.7","140","140","147.5","135","8.93","62","8.15","","","","",""
"343","6854","錼創科技-KY創","市","05/08","","147","-6.5","-4.23","906","135","153.5","155","155","145","6.51","","4.73","","","","",""
"344","3231","緯創","市","05/08","","146.5","+0.5","+0.34","44,207","6,459","146","146","149","143.5","3.77","16.2","2.62","","","","",""
"345","8255","朋程","櫃","05/08","","145.5","-0.5","-0.34","714","104","146","146","149","141.5","5.14","23","1.88","","","","",""
"346","6753","龍德造船","市","05/08","","145","+4","+2.84","3,707","544","141","141.5","151","141.5","6.74","24.2","3.62","","","","",""
"347","6762","達亞","櫃","05/08","","145","0","0","1","0.07","145","145","145","145","0","","3.98","","","","",""
"348","6914","阜爾運通","市","05/08","","145","-1.5","-1.02","83","12.1","146.5","147","147","144.5","1.71","15.1","2.6","","","","",""
"349","3019","亞光","市","05/08","","144","+1","+0.7","8,287","1,201","143","143","148","141.5","4.55","21.1","2.82","","","","",""
"350","6419","京晨科","櫃","05/08","","144","+9","+6.67","828","116","135","134","147","131","11.9","15","4.15","","","","",""
"351","6588","東典光電","櫃","05/08","","143","-6.5","-4.35","1,992","288","149.5","146","150.5","139.5","7.36","","6.49","","","","",""
"352","4577","達航科技","櫃","05/08","","142","-14.5","-9.27","1,889","274","156.5","152","153","141","7.67","","7.34","","","","",""
"353","7820","立盈","櫃","05/08","","141","-1","-0.7","120","16.9","142","142","142.5","139","2.46","80.1","6.23","","","","",""
"354","7786","東方風能","市","05/08","","139.5","+2","+1.45","215","30","137.5","139.5","141.5","137.5","2.91","12.6","2.49","","","","",""
"355","3402","漢科","櫃","05/08","","139","-5","-3.47","1,888","264","144","142","143","136.5","4.51","18.5","4.49","","","","",""
"356","4755","三福化","市","05/08","","139","-3.5","-2.46","786","110","142.5","144","144.5","137.5","4.91","37.6","2.66","","","","",""
"357","5222","全訊","市","05/08","","139","+2.5","+1.83","1,192","166","136.5","137","142","136.5","4.03","55.4","5.26","","","","",""
"358","6655","科定","市","05/08","","138.5","+0.5","+0.36","3","0.37","138","138.5","138.5","138.5","0","35.3","4.29","","","","",""
"359","6712","長聖","櫃","05/08","","138.5","0","0","183","25.3","138.5","139","140","137","2.17","28.4","7.95","","","","",""
"360","6417","韋僑","櫃","05/08","","138","+10.5","+8.24","1,359","185","127.5","131","140","128.5","9.02","26.4","3.25","","","","",""
"361","6785","昱展新藥","櫃","05/08","","137","-3.5","-2.49","103","14","140.5","139","139","135.5","2.49","","3.81","","","","",""
"362","2412","中華電","市","05/08","","136.5","+1","+0.74","9,446","1,286","135.5","136","136.5","135.5","0.74","27.4","2.74","","","","",""
"363","6535","順藥","櫃","05/08","","136","0","0","113","15.3","136","137","138.5","134","3.31","","15.09","","","","",""
"364","1788","杏昌","櫃","05/08","","135.5","+0.5","+0.37","18","2.4","135","135","135.5","134.5","0.74","16.4","1.98","","","","",""
"365","2755","揚秦","櫃","05/08","","135.5","+1.5","+1.12","59","7.93","134","134","135.5","132","2.61","21","4.75","","","","",""
"366","3014","聯陽","市","05/08","","135.5","+4","+3.04","9,650","1,319","131.5","132","140.5","131.5","6.84","14.2","3.63","","","","",""
"367","2236","百達-KY","市","05/08","","135","0","0","407","54.2","135","131.5","135","131.5","2.59","","3.78","","","","",""
"368","3691","碩禾","櫃","05/08","","135","+3.5","+2.66","1,176","156","131.5","132","137","126","8.37","","2.15","","","","",""
"369","4551","智伸科","市","05/08","","135","0","0","638","86.4","135","135","137.5","132.5","3.7","22.4","1.74","","","","",""
"370","6579","研揚","市","05/08","","135","+1.5","+1.12","325","43.3","133.5","132.5","135","131","3","24","2.3","","","","",""
"371","7712","博盛半導體","櫃","05/08","","134.5","+12","+9.8","2,165","286","122.5","122.5","134.5","120","11.8","24.8","2.3","","","","",""
"372","1215","卜蜂","市","05/08","","134","-4","-2.9","3,516","469","138","134.5","136.5","130.5","4.35","12.9","3.18","","","","",""
"373","2385","群光","市","05/08","","134","+3","+2.29","4,903","653","131","132","134.5","131","2.67","14.8","2.2","","","","",""
"374","3010","華立","市","05/08","","133.5","+1.5","+1.14","1,540","206","132","134","135.5","131.5","3.03","15.1","1.45","","","","",""
"375","2850","新產","市","05/08","","132.5","+1","+0.76","320","42.5","131.5","133","133.5","132","1.14","10.8","2.02","","","","",""
"376","3218","大學光","櫃","05/08","","132.5","-1.5","-1.12","432","57.3","134","135","135","131","2.99","10.8","2.79","","","","",""
"377","8039","台虹","市","05/08","","132.5","-4","-2.93","6,336","848","136.5","136.5","138","130","5.86","55.9","3.3","","","","",""
"378","0051","元大中型100","市","05/08","","131.65","0","0","114","15.1","131.65","133.4","133.65","130.45","2.43","","0.9997","","","","",""
"379","2493","揚博","市","05/08","","131.5","-9.5","-6.74","4,013","536","141","136.5","138","130","5.67","30.2","5.14","","","","",""
"380","7714","創泓科技","櫃","05/08","","131.5","+1.5","+1.15","66","8.57","130","129","132","128","3.08","20.8","4.98","","","","",""
"381","7747","昕奇雲端","櫃","05/08","","131","-1","-0.76","5","0.67","132","131.5","131.5","126.5","3.79","32.4","3.67","","","","",""
"382","8467","波力-KY","市","05/08","","130.5","-0.5","-0.38","66","8.5","131","129","130.5","127.5","2.29","13","2.27","","","","",""
"383","6605","帝寶","市","05/08","","130","0","0","348","45.3","130","130","131.5","129","1.92","9.31","1.08","","","","",""
"384","00647L","元大S&P500正2","市","05/08","","129.5","-0.25","-0.19","31","3.98","129.75","129.55","129.55","129.25","0.23","","0.9944","","","","",""
"385","6907","雅特力-KY","櫃","05/08","","129.5","-3","-2.26","6,444","904","132.5","143","145.5","129.5","12.1","62.3","6.25","","","","",""
"386","6913","鴻呈","櫃","05/08","","129.5","-2.5","-1.89","305","40.1","132","133.5","135.5","128","5.68","29.8","3.63","","","","",""
"387","3535","晶彩科","市","05/08","","128.5","-3.5","-2.65","4,894","635","132","131","135","125","7.58","","9.82","","","","",""
"388","6462","神盾","櫃","05/08","","126.5","0","0","1,798","230","126.5","127","131.5","125","5.14","","1.6","","","","",""
"389","6735","美達科技","櫃","05/08","","126.5","-8.5","-6.3","350","44.8","135","129","130.5","126.5","2.96","383","6.1","","","","",""
"390","3689","湧德","櫃","05/08","","126","-2","-1.56","5,540","700","128","125.5","129","124","3.91","16.7","2.34","","","","",""
"391","4736","泰博","市","05/08","","126","-1.5","-1.18","320","40.5","127.5","128","128","125","2.35","8.33","1.23","","","","",""
"392","8261","富鼎","市","05/08","","126","-2","-1.56","4,696","587","128","126.5","127.5","120.5","5.47","21.5","2.45","","","","",""
"393","6214","精誠","市","05/08","","125.5","+0.5","+0.4","1,976","250","125","126","128","125","2.4","15.9","1.87","","","","",""
"394","7402","邑錡","櫃","05/08","","125.5","+3.5","+2.87","1,174","148","122","123.5","129.5","122.5","5.74","1255","6.81","","","","",""
"395","1736","喬山","市","05/08","","125","-5","-3.85","462","57.9","130","128.5","128.5","123","4.23","13.8","2.76","","","","",""
"396","00757","統一FANG+","市","05/08","","124.9","+0.45","+0.36","2,150","268","124.45","124.85","125","124.6","0.32","","1.001","","","","",""
"397","1580","新麥","櫃","05/08","","124.5","-0.5","-0.4","47","5.87","125","125","125","123","1.6","9.93","1.91","","","","",""
"398","3088","艾訊","櫃","05/08","","124.5","+0.5","+0.4","2,419","301","124","123.5","128","120.5","6.05","22","2.64","","","","",""
"399","4951","精拓科","櫃","05/08","","124","-8","-6.06","818","103","132","129","130","123.5","4.92","20.7","4.28","","","","",""
"400","6192","巨路","市","05/08","","124","+2.5","+2.06","788","98.3","121.5","121.5","126.5","121.5","4.12","12.3","1.59","","","","",""
"401","6279","胡連","櫃","05/08","","124","0","0","2,507","312","124","123.5","126.5","122","3.63","11.5","1.64","","","","",""
"402","1514","亞力","市","05/08","","123.5","+4","+3.35","18,384","2,299","119.5","120.5","131","120","9.21","37.4","5.28","","","","",""
"403","2548","華固","市","05/08","","123.5","-1","-0.8","2,349","290","124.5","125","125.5","122","2.81","9.62","1.92","","","","",""
