單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,073,156,957","6,662,827,387","3,410,329,570"
自營商(避險),"38,051,258,316","35,372,817,983","2,678,440,333"
投信,"37,419,211,961","26,032,655,375","11,386,556,586"
外資及陸資(不含外資自營商),"460,821,107,649","420,022,909,900","40,798,197,749"
外資自營商,0,0,0
合計,"546,364,734,883","488,091,210,645","58,273,524,238"
