排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00947,台新臺灣IC設計,36.39,1.44,4.12,05/22,0.25,3.84,5.64,5.64,5.64,5.64,5.64,5.64,5.64,,,5.64
2,6147,頎邦,215.5,-7.0,-3.15,05/22,0.02,0.57,1.66,3.37,3.51,4.92,7.51,4.25,0.51,9.15,9.06,6.44
3,3090,日電貿,215.0,19.0,9.69,05/22,0.0,0.8,1.41,2.54,3.19,2.94,2.12,2.55,5.02,6.44,6.38,0.28
4,3624,光頡,91.5,0.0,0.0,05/22,0.0,0.0,0.55,2.54,5.67,5.67,5.67,5.67,5.67,-4.28,5.65,5.67
5,8016,矽創,292.0,-5.5,-1.85,05/22,0.0,0.55,1.32,1.93,1.73,1.36,0.26,0.68,1.35,0.6,0.42,-1.15
6,2316,楠梓電,153.5,2.5,1.66,05/22,0.0,0.38,1.37,1.91,1.91,1.91,-0.43,-0.48,1.91,1.86,2.25,-0.41
7,2455,全新,425.0,38.5,9.96,05/22,0.08,0.43,1.61,1.61,1.61,3.72,4.64,5.83,5.1,-2.9,-2.83,5.98
8,4958,臻鼎-KY,516.0,46.5,9.9,05/22,0.37,0.73,1.33,1.42,1.41,2.71,3.3,-0.77,1.8,1.03,4.43,2.87
9,4919,新唐,199.5,18.0,9.92,05/22,0.24,0.98,1.01,1.31,1.31,1.32,1.35,1.36,1.26,-3.29,-0.94,1.36
10,2481,強茂,133.5,1.0,0.75,05/22,0.0,0.29,-0.23,1.27,2.34,1.71,-1.65,-3.08,3.53,5.1,2.13,-2.56
11,3533,嘉澤,2555.0,30.0,1.19,05/22,0.09,0.33,0.78,1.26,0.32,0.35,4.0,4.6,0.58,-7.51,4.27,5.54
12,2421,建準,158.5,6.5,4.28,05/22,0.33,0.66,0.94,1.26,1.26,1.26,0.09,-0.18,0.03,0.7,0.74,0.06
13,2327,國巨*,629.0,57.0,9.97,05/22,0.1,0.12,0.6,1.19,2.18,2.52,2.54,4.15,4.47,4.17,4.64,3.96
14,00997A,主動群益美國增長,12.66,0.35,2.84,05/22,0.0,1.06,1.06,1.06,1.06,1.38,,,,,,
15,6531,愛普*,963.0,87.0,9.93,05/22,0.16,0.48,0.54,1.0,3.81,3.99,4.71,3.67,4.77,2.07,,3.28
16,6278,台表科,245.0,22.0,9.87,05/22,0.0,-0.11,0.02,0.94,4.44,1.87,-2.05,-5.68,-10.8,13.9,14.0,-4.85
17,5347,世界,162.0,-1.5,-0.92,05/22,-0.1,-0.1,0.07,0.91,1.3,0.66,-1.06,-5.76,-10.2,9.4,10.5,-4.39
18,3706,神達,87.8,4.3,5.15,05/22,0.19,0.41,0.65,0.83,0.83,0.85,0.85,0.29,0.5,0.88,-0.49,0.71
19,3675,德微,319.5,3.0,0.95,05/22,0.0,0.0,0.61,0.78,0.78,0.54,1.28,1.28,-0.22,-14.9,-1.21,1.28
20,2351,順德,186.5,-5.5,-2.86,05/22,0.0,0.43,0.61,0.76,0.76,0.84,0.76,0.91,0.69,-2.14,0.32,0.91
21,3563,牧德,896.0,-37.0,-3.97,05/22,-0.01,0.14,0.12,0.74,0.45,-0.25,0.47,3.69,2.89,4.05,4.03,1.47
22,6139,亞翔,769.0,-15.0,-1.91,05/22,0.44,0.52,0.59,0.71,0.5,0.4,-0.61,-1.43,0.28,3.1,3.22,0.24
23,3189,景碩,609.0,55.0,9.93,05/22,0.11,0.45,0.47,0.67,-0.49,-0.15,-0.78,2.94,4.38,0.96,4.29,4.49
24,6415,矽力*-KY,562.0,5.0,0.9,05/22,0.23,0.24,0.42,0.66,0.98,1.4,1.66,2.97,1.57,0.73,-0.39,2.89
25,3105,穩懋,531.0,48.0,9.94,05/22,0.15,0.34,0.67,0.66,0.47,-1.3,5.16,6.94,6.24,5.89,-5.22,6.45
26,4549,桓達,104.5,2.5,2.45,05/22,0.15,0.29,0.44,0.59,0.59,0.59,0.59,0.34,-0.15,0.23,0.41,0.59
27,3577,泓格,145.5,13.0,9.81,05/22,0.1,0.25,0.4,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
28,4933,友輝,73.9,0.4,0.54,05/22,0.14,0.27,0.41,0.55,0.55,0.55,0.55,0.17,0.01,0.55,0.55,0.55
29,6271,同欣電,226.5,20.5,9.95,05/22,0.01,0.53,0.53,0.53,0.53,-1.31,0.17,0.92,1.16,-3.06,-3.95,1.0
30,5284,jpp-KY,410.0,19.0,4.86,05/22,0.05,0.05,0.52,0.52,0.52,0.52,0.52,0.37,0.45,-6.17,-0.1,0.52
31,6442,光聖,1875.0,90.0,5.04,05/22,0.12,0.28,0.42,0.49,-1.79,-5.12,-3.96,-3.89,1.03,5.25,5.25,-4.11
32,3004,豐達科,130.5,4.5,3.57,05/22,0.25,0.25,0.46,0.49,0.56,0.56,0.6,-1.63,1.19,1.08,-0.59,0.7
33,2356,英業達,59.5,5.4,9.98,05/22,0.04,0.21,0.36,0.48,0.47,0.55,0.16,-0.16,-3.93,-6.1,-0.92,0.04
34,2376,技嘉,322.5,6.0,1.9,05/22,-0.02,-0.09,0.0,0.48,0.49,0.2,0.03,0.21,-2.36,-4.49,-2.22,0.07
35,2382,廣達,316.0,8.0,2.6,05/22,0.32,0.56,0.51,0.48,0.46,0.35,0.36,0.31,-0.7,-1.81,1.86,0.24
36,5269,祥碩,1480.0,70.0,4.96,05/22,0.19,0.4,0.58,0.46,0.83,0.86,0.56,1.21,-8.21,-5.08,0.65,1.04
37,2313,華通,278.0,20.0,7.75,05/22,0.01,-0.02,-0.01,0.46,0.63,0.22,0.11,2.84,1.95,1.61,3.32,2.44
38,6805,富世達,1795.0,-15.0,-0.83,05/22,0.12,0.27,0.31,0.45,-2.72,-6.84,-6.9,-7.01,-1.95,,,-10.9
39,8046,南電,934.0,62.0,7.11,05/22,0.27,0.44,0.44,0.44,0.02,1.0,3.39,1.62,2.31,2.36,2.33,5.2
40,3293,鈊象,748.0,8.0,1.08,05/22,0.16,0.3,0.37,0.43,0.4,0.31,-0.29,0.55,2.47,2.05,-1.81,-0.86
41,1582,信錦,115.0,-2.5,-2.13,05/22,0.17,0.17,0.17,0.43,1.75,1.26,1.9,1.49,0.26,2.03,2.01,1.88
42,2618,長榮航,35.5,0.2,0.57,05/22,0.2,0.42,0.43,0.42,0.26,0.5,0.22,-1.99,-11.3,13.8,14.1,-1.58
43,6831,邁科,786.0,5.0,0.64,05/22,0.0,0.23,0.32,0.41,1.29,1.08,1.02,,,,,0.34
44,6196,帆宣,442.0,12.5,2.91,05/22,0.18,0.29,0.34,0.41,0.61,0.56,0.37,-3.83,-4.78,0.75,0.71,0.49
45,6706,惠特,185.0,16.5,9.79,05/22,0.0,0.19,0.19,0.41,0.41,2.41,2.41,2.41,1.96,2.36,,2.41
46,3045,台灣大,112.0,-1.5,-1.32,05/22,0.13,0.29,0.36,0.41,0.38,0.23,0.01,3.66,-0.78,7.53,10.0,-0.35
