單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,401,248,085","12,375,601,873","-1,974,353,788"
自營商(避險),"33,035,622,094","35,654,155,991","-2,618,533,897"
投信,"42,500,968,859","28,746,824,558","13,754,144,301"
外資及陸資(不含外資自營商),"426,325,616,379","432,336,573,936","-6,010,957,557"
外資自營商,0,0,0
合計,"512,263,455,417","509,113,156,358","3,150,299,059"
