證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1472,三洋實業,逐筆交易,99.90,"4,567,468","456,290,053"
0050,元大台灣50,配對交易,104.50,"20,000,000","2,090,000,000"
1423,利華,配對交易,49.25,"1,235,000","60,823,750"
2106,建大,配對交易,19.67,"609,000","11,979,030"
2301,光寶科,配對交易,209.37,"169,500","35,488,215"
2301,光寶科,配對交易,209.36,"395,500","82,801,880"
2308,台達電,配對交易,"2,155.00","9,361","20,172,955"
2308,台達電,配對交易,"2,147.09","8,000","17,176,720"
2317,鴻海,配對交易,272.00,"581,904","158,277,888"
2330,台積電,配對交易,"2,372.50","52,000","123,370,000"
2330,台積電,配對交易,"2,367.75","43,575","103,174,706"
2330,台積電,配對交易,"2,367.73","59,800","141,590,254"
2330,台積電,配對交易,"2,367.71","44,200","104,652,782"
2330,台積電,配對交易,"2,367.69","39,425","93,346,178"
2330,台積電,配對交易,"2,364.63","440,000","1,040,437,200"
2330,台積電,配對交易,"2,355.00","1,290,000","3,037,950,000"
2344,華邦電,配對交易,199.00,"1,000,000","199,000,000"
2345,智邦,配對交易,"2,526.44","24,000","60,634,560"
2382,廣達,配對交易,362.50,"1,739,000","630,387,500"
2395,研華,配對交易,483.62,"447,000","216,178,140"
2395,研華,配對交易,483.61,"263,000","127,189,430"
2481,強茂,配對交易,143.25,"136,000","19,482,000"
2489,瑞軒,配對交易,41.35,"744,000","30,764,400"
2834,臺企銀,配對交易,19.25,"5,500,000","105,875,000"
2881,富邦金,配對交易,145.00,"320,000","46,400,000"
2883,凱基金,配對交易,32.65,"1,500,000","48,975,000"
2886,兆豐金,配對交易,45.11,"351,000","15,833,610"
2886,兆豐金,配對交易,45.10,"1,000,000","45,100,000"
2890,永豐金,配對交易,31.80,"2,950,000","93,810,000"
3008,大立光,配對交易,"5,143.58","51,000","262,322,580"
3036,文曄,配對交易,224.00,"1,500,000","336,000,000"
3036,文曄,配對交易,213.00,"1,000,000","213,000,000"
3711,日月光投控,配對交易,584.00,"150,400","87,833,600"
6770,力積電,配對交易,75.00,"200,000","15,000,000"
6770,力積電,配對交易,71.00,"1,550,000","110,050,000"
7769,鴻勁,配對交易,"7,271.52","4,600","33,448,992"
7769,鴻勁,配對交易,"7,271.51","2,400","17,451,624"
總計,,,,"49,977,133","10,292,268,048"
