排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2312,金寶,38.95,1.25,3.32,102606,05/29,1544,4215,-11148,-21971,-5717,-10263.0,7886.0,-1053.0,673.0,-3604.0
2,00403A,主動統一升級50,10.7,0.23,2.2,466118,05/29,2281,1474,-8636,-20480,-7850,,,,,
3,2409,友達,23.0,1.8,8.49,481575,05/29,-549,-8142,4244,-18558,8980,-2822.0,1164.0,96303.0,137605.0,64262.0
4,00992A,主動群益科技創新,18.35,0.34,1.89,106079,05/29,-2027,-4575,-8042,-16622,-21727,-21251.0,33772.0,,,31448.0
5,00673R,期元大S&P原油反1,13.11,0.63,5.05,42267,05/29,-4411,-7126,-7111,-13863,-10425,13470.0,68225.0,97417.0,79181.0,95431.0
6,00988A,主動統一全球創新,22.11,0.9,4.24,94536,05/29,5159,2239,10583,-12621,6231,35432.0,48180.0,50780.0,,52088.0
7,6147,頎邦,305.5,27.5,9.89,39416,05/29,1123,-2582,-10096,-11176,-4099,-3272.0,44805.0,44145.0,45338.0,44308.0
8,2344,華邦電,158.0,14.0,9.72,249880,05/29,4576,8881,-70,-9562,-10351,-2360.0,-4454.0,-5038.0,77379.0,-25206.0
9,00637L,元大滬深300正2,22.4,0.86,3.99,40059,05/29,-4378,-3486,-4533,-8622,-8602,-15177.0,-66227.0,-46947.0,-157532.0,-36918.0
10,00664R,國泰臺灣加權反1,1.67,-0.07,-4.02,32957,05/29,-706,-2612,-4181,-8464,-11952,-956.0,-3563.0,-5874.0,18056.0,2901.0
11,2610,華航,19.1,0.5,2.69,314469,05/29,-1984,-2325,-4817,-7905,-6386,-4447.0,-6130.0,-8585.0,-1315.0,-5576.0
12,2489,瑞軒,49.5,1.5,3.12,37165,05/29,1615,713,2176,-6422,6946,4270.0,6999.0,45548.0,41898.0,45538.0
13,6116,彩晶,17.1,1.55,9.97,289351,05/29,11578,12850,9252,-6289,13800,13590.0,12310.0,19624.0,17269.0,20926.0
14,4919,新唐,191.5,3.0,1.59,5100,05/29,-363,-1854,-3772,-5853,-2904,-1010.0,11402.0,13533.0,14506.0,12855.0
15,00891,中信關鍵半導體,36.05,0.69,1.95,31226,05/29,-162,-557,-1288,-5852,-4983,2677.0,2013.0,3089.0,3984.0,4482.0
16,00981A,主動統一台股增長,31.54,0.82,2.67,205601,05/29,3854,-21859,-17792,-4759,-8923,-44847.0,122685.0,107339.0,178453.0,83175.0
17,00680L,元大美債20正2,6.9,0.16,2.37,31709,05/29,-1021,-1011,-1668,-4139,-4489,-11064.0,-55639.0,-156969.0,-242073.0,-153031.0
18,3035,智原,207.0,-1.5,-0.72,13701,05/29,430,-135,87,-4103,-4769,-3818.0,-1167.0,-1480.0,1476.0,-1489.0
19,2609,陽明,52.7,0.4,0.76,29777,05/29,-504,-474,-3099,-4004,-3222,-3056.0,3912.0,-6240.0,-14134.0,-1447.0
20,1815,富喬,106.0,2.5,2.42,20567,05/29,645,-1514,-3656,-3987,-2955,2870.0,-5795.0,-11830.0,-2000.0,-16060.0
21,00982A,主動群益台灣強棒,24.34,0.53,2.23,35428,05/29,66,-751,-653,-3861,-3436,3561.0,-1262.0,-7099.0,8293.0,-2812.0
22,2371,大同,29.8,0.95,3.29,16038,05/29,-1339,-1060,-1868,-3617,-10816,-13020.0,-9371.0,-17267.0,-25398.0,-18194.0
23,8354,冠好,16.85,-0.25,-1.46,1990,05/29,-43,-1682,-1663,-3612,-3579,-3579.0,-3768.0,-2638.0,-66.0,-3247.0
24,00999A,主動野村臺灣高息,10.9,0.34,3.22,60468,05/29,190,-373,-1377,-3520,-4778,,,,,
25,2441,超豐,141.5,0.5,0.35,15708,05/29,522,12,-524,-3470,-1797,-796.0,-1949.0,9807.0,11475.0,-7463.0
26,00688L,國泰20年美債正2,6.89,0.16,2.38,10782,05/29,-634,-1443,-1803,-3321,-5389,-7084.0,-38856.0,-89419.0,-137101.0,-89545.0
27,2408,南亞科,347.0,23.0,7.1,140976,05/29,-207,-7514,-2732,-3120,168,-1830.0,-32354.0,-25097.0,68455.0,-45197.0
28,2337,旺宏,166.5,6.5,4.06,170918,05/29,4441,-3195,-1267,-2960,-2609,-32954.0,-68928.0,43321.0,87246.0,18401.0
29,2884,玉山金,30.95,0.25,0.81,119510,05/29,-3154,-2919,-2786,-2515,1296,2944.0,6120.0,-4384.0,5106.0,206.0
30,2892,第一金,27.45,0.2,0.73,109954,05/29,-3377,-3043,-2944,-2484,3877,6372.0,7746.0,12050.0,11852.0,6601.0
31,2880,華南金,30.5,0.9,3.04,129129,05/29,-53,78,-322,-2478,-2599,475.0,1130.0,1012.0,316.0,1049.0
32,2355,敬鵬,65.3,3.6,5.83,23338,05/29,491,-540,-2366,-2469,1498,606.0,10509.0,11834.0,13082.0,11582.0
33,5347,世界,168.0,6.5,4.02,34312,05/29,106,-543,-2035,-2440,-2934,3141.0,4902.0,12645.0,11713.0,13601.0
34,4931,新盛力,229.5,20.5,9.81,11072,05/29,-76,-234,-1208,-2407,-606,-2161.0,-64.0,-3368.0,-859.0,-1882.0
35,6278,台表科,221.0,-1.5,-0.67,10539,05/29,484,-589,-212,-2392,-4678,-5149.0,11888.0,11170.0,11844.0,10533.0
36,3006,晶豪科,246.5,4.0,1.65,20609,05/29,427,816,-663,-2302,-3108,-823.0,-629.0,11215.0,12396.0,9546.0
37,3189,景碩,729.0,48.0,7.05,7358,05/29,246,-256,-508,-2302,-1092,3651.0,4452.0,14038.0,14465.0,4563.0
38,2492,華新科,394.0,4.0,1.03,4527,05/29,-276,-689,-1303,-2295,-828,2433.0,4553.0,1159.0,7529.0,573.0
39,6163,華電網,53.0,4.8,9.96,4654,05/29,-309,-222,-1290,-2291,-3276,-4531.0,-1795.0,2523.0,19263.0,-2256.0
40,3236,千如,55.0,1.5,2.8,2082,05/29,29,-152,-420,-2106,-423,174.0,-132.0,212.0,2771.0,-983.0
41,8021,尖點,450.0,32.0,7.66,1904,05/29,-321,-894,-1061,-2061,-1817,-1580.0,1272.0,-4627.0,10621.0,-3058.0
42,3715,定穎投控,173.5,2.5,1.46,9388,05/29,73,-305,367,-1931,-2780,-1968.0,-17351.0,-1472.0,13680.0,-10198.0
43,6168,宏齊,27.9,0.5,1.82,3275,05/29,-52,137,359,-1903,612,-152.0,2775.0,2523.0,2505.0,2752.0
44,00671R,富邦NASDAQ反1,2.38,-0.05,-2.06,3996,05/29,-20,-199,-752,-1855,-2415,-2290.0,1546.0,425.0,16500.0,-1707.0
45,00686R,群益臺灣加權反1,1.02,-0.05,-4.67,10501,05/29,-405,-51,-1148,-1849,140,111.0,-978.0,-3665.0,280.0,-1152.0
46,5309,系統電,69.0,1.9,2.83,7862,05/29,196,-441,-1038,-1834,-2888,-1403.0,-1876.0,-3071.0,3676.0,-4107.0
47,2436,偉詮電,77.2,0.4,0.52,8183,05/29,298,34,-186,-1793,-1547,-2079.0,1822.0,3573.0,4627.0,3670.0
48,3048,益登,72.0,-0.2,-0.28,17964,05/29,104,342,150,-1769,233,3798.0,3568.0,2896.0,5703.0,2768.0
49,3024,憶聲,14.8,-0.75,-4.82,3699,05/29,-549,-531,-466,-1719,-1895,-2628.0,-3477.0,-5772.0,-5058.0,-5277.0
50,009819,中信數據及電力,10.38,0.2,1.96,21760,05/29,-1233,-959,-1249,-1713,-1326,-4357.0,,,,
51,2481,強茂,162.5,14.5,9.8,40975,05/29,1056,1452,-1544,-1705,1132,2851.0,5007.0,-1719.0,12513.0,-2230.0
52,009816,凱基台灣TOP50,15.2,0.4,2.7,155247,05/29,-379,922,-21203,-1657,1941,3206.0,7244.0,,,
53,00400A,主動國泰動能高息,14.83,0.43,2.99,49468,05/29,-1389,-441,308,-1652,-2867,1291.0,,,,
