單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,784,721,779","7,944,910,009","2,839,811,770"
自營商(避險),"42,406,648,167","36,303,927,600","6,102,720,567"
投信,"31,410,288,090","18,473,279,140","12,937,008,950"
外資及陸資(不含外資自營商),"413,201,386,718","384,511,118,366","28,690,268,352"
外資自營商,0,0,0
合計,"497,803,044,754","447,233,235,115","50,569,809,639"
