排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1,2923,鼎固-KY,市,30.2,-2.1,-6.5,253,07/23,-14,0,-27,-41,1732.0,99.5,－・－
2,8482,商億-KY,市,49.45,1.6,3.34,4,07/23,2,0,0,2,98.6,91.7,＋・・
3,8455,大拓-KY,櫃,25.9,-0.4,-1.52,7,07/23,-2,0,0,-2,22.2,87.9,－・・
4,6230,尼得科超眾,市,116.0,1.5,1.31,168,07/23,-28,0,0,-28,75.1,87.0,－・＋
5,6890,來億-KY,市,169.0,-2.0,-1.17,117,07/23,22,0,0,22,215.0,86.1,＋・－
6,4560,強信-KY,市,31.4,-0.15,-0.48,241,07/23,-33,0,4,-29,57.4,84.2,－・＋
7,2762,世界健身-KY,市,84.2,-1.0,-1.17,48,07/23,-8,0,0,-8,92.9,82.6,－・・
8,1590,亞德客-KY,市,1405.0,5.0,0.36,1002,07/23,-134,99,6,-29,162.0,80.8,－＋＋
9,1341,富林-KY,市,58.4,-0.1,-0.17,4,07/23,0,0,0,0,42.2,79.9,・・・
10,6415,矽力*-KY,市,474.5,-9.0,-1.86,2493,07/23,-48,-119,-11,-178,310.0,79.6,－－－
11,006203,元大MSCI台灣,市,187.95,-2.05,-1.08,16,07/23,0,0,0,0,8.0,78.3,－・＋
12,6965,中傑-KY,市,78.9,0.5,0.64,19,07/23,-1,0,-2,-3,121.0,77.3,－・－
13,3711,日月光投控,市,649.0,-7.0,-1.07,15052,07/23,-615,189,176,-249,3448.0,77.1,－＋＋
14,5276,達輝-KY,櫃,19.05,0.15,0.79,1,07/23,0,0,0,0,30.4,77.0,・・・
15,6629,泰金-KY,櫃,106.0,-0.5,-0.47,10,07/23,-3,0,0,-3,29.4,76.7,－・・
16,6924,榮惠-KY創,市,104.5,-2.0,-1.88,14,07/23,-5,0,3,-2,15.7,75.9,－・＋
17,6666,羅麗芬-KY,市,44.25,-0.3,-0.67,9,07/23,1,0,1,2,35.7,75.3,＋・＋
18,2239,英利-KY,市,19.95,0.05,0.25,26,07/23,2,0,0,2,88.6,75.2,＋・・
19,8291,尚茂,櫃,43.9,3.95,9.89,109,07/23,-1,0,0,-1,12.9,74.0,－・・
20,8499,鼎炫-KY,市,269.5,0.0,0.0,55,07/23,-26,0,-1,-27,29.7,72.2,－・－
21,4148,全宇生技-KY,市,31.0,0.15,0.49,24,07/23,13,0,2,15,47.9,71.3,＋・＋
22,8488,吉源-KY,市,10.3,0.2,1.98,2,07/23,2,0,0,2,51.2,69.6,＋・・
23,6863,永道-KY,市,109.5,4.0,3.79,314,07/23,8,0,2,10,52.0,69.4,＋・＋
24,2330,台積電,市,2405.0,5.0,0.21,28001,07/23,-4614,-943,38,-5519,17981.0,69.3,－－＋
25,3093,港建*,櫃,49.3,0.75,1.54,399,07/23,-126,0,0,-126,100.0,69.2,－・＋
26,6550,北極星藥業-KY,市,12.1,0.05,0.41,1136,07/23,-283,0,6,-277,613.0,68.6,－・＋
27,6781,AES-KY,市,1020.0,15.0,1.49,449,07/23,45,0,1,45,58.0,67.9,＋・＋
28,2754,亞洲藏壽司,櫃,68.7,-0.1,-0.15,11,07/23,-6,0,0,-6,31.8,67.9,－・・
29,8426,紅木-KY,櫃,20.35,0.15,0.74,51,07/23,18,0,0,18,34.0,67.7,＋・・
30,4807,日成-KY,市,38.2,-1.75,-4.38,474,07/23,76,0,5,81,33.1,67.6,＋・＋
31,3529,力旺,櫃,2505.0,-95.0,-3.65,1047,07/23,-89,-14,11,-92,50.3,67.4,－－＋
32,4569,六方科-KY,市,157.5,-2.0,-1.25,75,07/23,12,0,1,13,20.5,66.9,＋・＋
33,2029,盛餘,市,20.65,0.15,0.73,191,07/23,-19,0,2,-17,215.0,66.9,－・＋
34,2924,宏太-KY,櫃,18.15,0.2,1.11,1,07/23,0,0,0,0,34.8,66.8,・・・
35,6451,訊芯-KY,市,445.5,1.5,0.34,2929,07/23,-371,-13,32,-352,72.5,64.7,－－＋
36,6862,三集瑞-KY,市,148.5,-4.0,-2.62,238,07/23,-5,0,-1,-6,32.4,64.7,－・－
37,4571,鈞興-KY,市,153.5,-2.5,-1.6,127,07/23,-4,0,0,-4,34.0,64.1,－・－
38,5538,東明-KY,市,34.8,0.2,0.58,7,07/23,3,0,0,3,129.0,63.9,＋・・
39,2308,台達電,市,1880.0,0.0,0.0,6075,07/23,-382,338,179,136,1634.0,62.9,－＋＋
40,4439,冠星-KY,市,101.5,0.5,0.5,20,07/23,-3,0,0,-3,23.4,61.4,－・＋
41,3675,德微,櫃,263.5,-9.5,-3.48,277,07/23,26,0,-3,23,32.5,61.2,＋・－
42,4442,竣邦-KY,櫃,56.4,5.1,9.94,753,07/23,-21,0,0,-21,19.5,60.7,－・＋
43,5288,豐祥-KY,市,197.5,3.5,1.8,138,07/23,7,8,2,17,41.8,59.9,＋＋＋
44,2360,致茂,市,2155.0,30.0,1.41,2350,07/23,-470,198,3,-269,252.0,59.3,－＋＋
45,2849,安泰銀,市,14.55,0.0,0.0,139,07/23,-3,0,20,17,1155.0,59.0,－・＋
46,7722,LINEPAY,市,297.5,0.0,0.0,91,07/23,-42,9,-3,-36,40.0,58.9,－＋－
47,4190,佐登-KY,市,26.7,0.5,1.91,50,07/23,-8,0,1,-7,36.0,58.6,－・＋
48,4551,智伸科,市,188.0,6.0,3.3,1848,07/23,-240,38,4,-198,67.5,58.6,－＋＋
49,4958,臻鼎-KY,市,506.0,-53.0,-9.48,47740,07/23,-12396,-1903,-1482,-15781,628.0,58.6,－－－
50,2345,智邦,市,2325.0,40.0,1.75,2179,07/23,-347,204,-20,-163,324.0,57.8,－＋－
51,6768,志強-KY,市,70.6,0.8,1.15,327,07/23,106,0,4,110,115.0,57.3,＋・＋
52,6431,光麗-KY,市,17.35,-0.05,-0.29,39,07/23,14,0,1,15,54.9,56.4,＋・＋
53,3624,光頡,櫃,93.7,-0.1,-0.11,772,07/23,-20,0,-7,-27,66.2,56.4,－・－
54,8442,威宏-KY,市,46.0,0.9,2.0,75,07/23,36,-4,7,39,39.3,56.0,＋－＋
55,6616,特昇-KY,櫃,8.86,-0.2,-2.21,35,07/23,0,0,0,0,19.8,55.9,・・・
56,6573,虹揚-KY,市,20.15,-1.55,-7.14,803,07/23,-277,0,-2,-279,44.9,55.8,－・－
57,2454,聯發科,市,3875.0,25.0,0.65,8514,07/23,564,-103,188,649,891.0,55.6,＋－＋
58,6907,雅特力-KY,櫃,217.0,7.0,3.33,503,07/23,83,0,-8,75,34.7,55.5,＋・－
59,4137,麗豐-KY,市,94.0,-0.7,-0.74,140,07/23,-74,-5,2,-77,45.0,54.6,－－＋
60,5530,龍巖,櫃,48.6,0.2,0.41,240,07/23,121,0,0,121,228.0,54.4,＋・・
61,5274,信驊,櫃,15540.0,30.0,0.19,359,07/23,-67,54,-11,-24,20.4,53.9,－＋－
62,8411,福貞-KY,市,13.15,0.2,1.54,119,07/23,-10,0,0,-10,118.0,53.9,－・・
63,5546,永固-KY,市,16.95,0.15,0.89,16,07/23,-1,0,0,-1,44.3,53.8,－・・
64,5876,上海商銀,市,44.8,-0.2,-0.44,17554,07/23,-624,-1727,25,-2327,2599.0,53.4,－－＋
65,6887,寶綠特-KY,市,38.7,0.9,2.38,15,07/23,-1,0,-1,-2,39.6,53.4,－・－
66,5243,乙盛-KY,市,89.6,-1.1,-1.21,928,07/23,29,0,6,35,89.7,53.2,＋・＋
67,8404,百和興業-KY,市,16.95,0.0,0.0,116,07/23,-51,0,3,-48,223.0,53.0,－・＋
68,3665,貿聯-KY,市,2285.0,170.0,8.04,6321,07/23,392,1279,53,1724,103.0,53.0,＋＋＋
69,6609,瀧澤科,櫃,39.5,0.3,0.77,127,07/23,-16,0,0,-16,38.3,52.8,－・－
70,8182,加高,櫃,40.35,-0.65,-1.59,1079,07/23,-29,0,-4,-33,56.5,52.8,－・－
71,3017,奇鋐,市,2440.0,175.0,7.73,7158,07/23,1383,134,62,1579,205.0,52.2,＋＋＋
72,1795,美時,市,188.5,-4.0,-2.08,2482,07/23,-394,0,-63,-457,139.0,52.2,－・－
73,2236,百達-KY,市,150.0,-3.5,-2.28,301,07/23,-17,0,0,-17,32.4,52.1,－・・
74,5907,大洋-KY,市,4.85,0.02,0.41,99,07/23,-20,0,0,-20,102.0,52.1,－・・
75,6409,旭隼,市,1000.0,39.0,4.06,567,07/23,-40,60,-10,10,45.7,51.8,－＋－
76,3661,世芯-KY,市,3510.0,-80.0,-2.23,1286,07/23,-254,-20,4,-271,44.6,51.8,－－＋
77,5340,建榮,櫃,72.2,-1.3,-1.77,590,07/23,163,0,-5,158,100.0,51.4,＋・－
78,1735,日勝化,市,20.0,-0.2,-0.99,89,07/23,-9,-12,2,-19,51.0,51.3,－－＋
