排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3234,光環,125.0,-11.5,-8.42,06/05,-0.23,0.62,0.74,5.8,6.15,6.79,5.03,6.67,6.23,9.03,4.22,6.71
2,3324,雙鴻,1110.0,-75.0,-6.33,06/05,-0.37,-0.85,1.96,5.5,5.24,-0.96,-2.45,-5.66,4.96,6.28,15.0,-5.7
3,00875,國泰網路資安,49.62,0.63,1.29,06/05,5.37,3.28,3.3,4.82,1.73,2.46,12.4,16.4,45.8,158.0,,16.3
4,6176,瑞儀,101.0,-0.5,-0.49,06/05,0.95,1.94,2.78,4.72,3.74,3.32,-2.38,3.79,2.09,-9.07,-11.6,0.06
5,3376,新日興,237.0,21.5,9.98,06/05,1.31,0.57,2.99,4.29,5.1,7.71,8.46,1.01,-1.44,4.24,-5.1,1.01
6,3689,湧德,141.5,0.5,0.35,06/05,1.18,1.12,2.94,4.18,9.15,0.82,3.77,10.6,-5.99,2.21,1.47,2.12
7,00962,台新AI優息動能,15.57,-0.29,-1.83,06/05,-0.95,0.44,1.57,3.92,4.63,4.54,8.52,11.1,13.9,,,10.8
8,3147,大綜,284.5,18.0,6.75,06/05,1.95,2.55,2.6,3.71,3.88,5.39,5.5,4.97,0.03,0.68,,5.24
9,2609,陽明,54.5,1.3,2.44,06/05,1.16,1.74,2.54,3.67,4.3,4.44,1.56,6.58,-0.17,6.18,11.5,4.2
10,3535,晶彩科,130.5,-6.5,-4.74,06/05,0.16,-0.4,-0.28,3.43,2.29,0.74,-13.6,-11.8,-6.44,-2.38,-2.76,-8.85
11,00715L,期街口布蘭特正2,55.1,-2.1,-3.67,06/05,0.5,1.47,3.06,3.41,2.09,0.29,19.7,34.5,66.1,177.0,,16.7
