排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
301,3322,建舜電,13.35,-0.15,-1.11,26W28,07/09,33.8,-0.21,32.8,0.31,31.5,0.3
302,6272,驊陞,30.0,-1.45,-4.61,26W28,07/09,47.3,0.26,41.3,0.3,36.1,0.3
303,5607,遠雄港,51.1,-0.3,-0.58,26W28,07/09,72.6,0.0,70.8,-0.19,68.8,0.3
304,00946,群益科技高息成長,14.97,-0.43,-2.79,26W28,07/09,17.4,0.09,17.1,0.1,16.7,0.29
305,2820,華票,16.65,-0.4,-2.35,26W28,07/09,64.4,0.2,63.3,0.36,62.5,0.29
306,1708,東鹼,55.8,-3.0,-5.1,26W28,07/09,41.1,-1.01,39.5,-0.75,38.0,0.29
307,2204,中華,57.1,0.1,0.18,26W28,07/09,74.0,0.22,72.7,0.1,72.2,0.28
308,00983B,大華優利美公債20,15.63,-0.03,-0.19,26W28,07/09,56.1,0.08,56.1,0.08,53.1,0.28
309,3055,蔚華科,163.0,5.5,3.49,26W28,07/09,68.3,0.6,66.5,2.01,63.2,0.28
310,1216,統一,78.5,0.1,0.13,26W28,07/09,88.1,0.37,86.8,0.35,85.8,0.28
311,5434,崇越,559.0,50.0,9.82,26W28,07/09,49.1,-0.19,43.4,-0.18,38.5,0.28
312,2034,允強,20.35,-0.2,-0.97,26W28,07/09,45.5,0.48,43.9,0.23,42.7,0.28
313,5471,松翰,65.0,-2.6,-3.85,26W28,07/09,25.9,-0.12,22.6,-0.2,22.0,0.28
314,3268,海德威,20.5,-0.45,-2.15,26W28,07/09,28.2,0.27,28.2,0.27,28.2,0.27
315,6691,洋基工程,725.0,17.0,2.4,26W28,07/09,64.7,-0.35,60.0,-1.99,55.5,0.27
316,2852,第一保,27.0,0.2,0.75,26W28,07/09,62.2,0.45,57.9,0.0,53.2,0.26
317,1513,中興電,168.0,-0.5,-0.3,26W28,07/09,41.3,-0.05,39.9,0.29,39.0,0.26
318,2812,台中銀,20.65,0.05,0.24,26W28,07/09,56.6,0.29,55.0,0.24,54.0,0.26
319,6194,育富,31.0,-0.8,-2.52,26W28,07/09,48.6,0.29,44.1,0.25,38.5,0.25
320,2511,太子,8.5,0.01,0.12,26W28,07/09,77.7,0.16,76.0,0.18,74.6,0.25
321,2421,建準,138.0,-4.5,-3.16,26W28,07/09,51.6,0.38,47.2,-0.08,46.1,0.25
322,6277,宏正,74.8,4.1,5.8,26W28,07/09,50.7,0.26,47.3,0.25,43.7,0.25
323,6189,豐藝,49.9,-0.5,-0.99,26W28,07/09,31.6,0.08,28.1,0.24,23.5,0.25
324,5530,龍巖,48.8,-0.9,-1.81,26W28,07/09,81.0,0.0,80.1,0.01,79.4,0.25
325,00401A,主動摩根台灣鑫收,13.26,-0.12,-0.9,26W28,07/09,24.5,0.05,24.5,0.3,23.3,0.24
326,2634,漢翔,63.8,5.8,10.0,26W28,07/09,50.4,0.29,49.6,0.13,49.0,0.24
327,00956,中信日經高股息,12.46,-0.07,-0.56,26W28,07/09,17.8,0.43,15.8,0.24,12.8,0.24
328,6202,盛群,70.2,-3.1,-4.23,26W28,07/09,37.2,-0.82,35.4,-0.45,33.1,0.23
329,00645,富邦日本,56.45,-0.3,-0.53,26W28,07/09,19.1,0.3,19.1,0.3,14.9,0.23
330,2506,太設,8.89,-0.01,-0.11,26W28,07/09,74.6,-0.02,72.8,-0.02,71.9,0.23
331,2887,台新新光金,35.75,-1.1,-2.99,26W28,07/09,72.9,0.22,71.7,0.21,70.7,0.23
332,2371,大同,28.1,0.4,1.44,26W28,07/09,44.7,0.19,43.3,0.13,42.0,0.23
333,4938,和碩,82.6,-0.1,-0.12,26W28,07/09,75.7,0.05,74.2,0.12,73.1,0.23
334,7827,漢康-KY創,171.0,-14.0,-7.57,26W28,07/09,74.6,0.23,72.2,0.23,70.2,0.23
335,4147,中裕,64.3,-5.2,-7.48,26W28,07/09,50.0,1.01,46.2,0.25,44.0,0.23
336,1210,大成,57.9,0.9,1.58,26W28,07/09,63.5,0.17,62.3,0.29,61.2,0.22
337,4128,中天,16.15,-1.0,-5.83,26W28,07/09,41.9,-0.12,40.7,0.24,39.9,0.22
338,911868,同方友友-DR,1.2,0.0,0.0,26W28,07/09,30.9,-0.43,26.6,-0.4,23.4,0.22
339,4198,欣大健康,45.3,-0.1,-0.22,26W28,07/09,81.1,0.22,81.1,0.22,77.0,0.22
340,5258,虹堡,54.6,1.8,3.41,26W28,07/09,44.0,0.28,40.5,0.22,37.2,0.22
341,1432,大魯閣,15.2,0.0,0.0,26W28,07/09,53.9,0.09,53.4,0.22,53.4,0.22
342,2892,第一金,33.65,0.05,0.15,26W28,07/09,69.5,0.25,68.3,0.26,67.4,0.22
343,5324,士開,12.05,0.0,0.0,26W28,07/09,77.1,0.24,74.4,0.22,73.5,0.22
344,9958,世紀鋼,116.5,-0.5,-0.43,26W28,07/09,48.4,0.72,45.0,0.2,43.9,0.22
345,2845,遠東銀,13.35,0.15,1.14,26W28,07/09,72.5,0.27,71.1,0.25,69.8,0.22
346,1101,台泥,22.85,0.15,0.66,26W28,07/09,53.2,0.17,51.9,0.19,50.8,0.22
347,4949,有成精密,80.7,1.7,2.15,26W28,07/09,43.4,0.21,42.3,0.21,41.1,0.21
348,1907,永豐餘,27.05,0.3,1.12,26W28,07/09,83.2,0.26,82.2,0.26,81.0,0.21
349,00795B,中信美國公債20年,26.9,-0.07,-0.26,26W28,07/09,54.2,0.26,53.4,0.21,52.5,0.21
350,2537,聯上發,11.0,-0.2,-1.79,26W28,07/09,55.5,0.22,52.8,-0.07,51.6,0.21
351,1560,中砂,700.0,-9.0,-1.27,26W28,07/09,60.5,-0.56,54.4,-0.46,48.8,0.21
352,1519,華城,727.0,6.0,0.83,26W28,07/09,69.7,-0.12,67.9,-0.09,66.2,0.21
353,2834,臺企銀,17.75,-0.2,-1.11,26W28,07/09,58.7,0.18,57.0,0.2,55.8,0.21
354,00980B,台新特選IG債10+,9.49,-0.05,-0.52,26W28,07/09,38.6,0.21,38.6,0.21,36.8,0.21
355,6412,群電,86.7,-2.1,-2.36,26W28,07/09,78.2,0.04,77.1,0.22,75.8,0.21
356,5460,同協,16.35,-0.45,-2.68,26W28,07/09,50.3,0.41,43.3,0.21,37.3,0.21
357,00959B,大華投等美債15Y+,9.37,-0.06,-0.64,26W28,07/09,46.2,0.24,43.2,0.07,42.1,0.21
358,2362,藍天,42.15,-1.25,-2.88,26W28,07/09,77.4,0.04,76.9,0.04,75.6,0.2
