單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,634,443,323","10,419,094,299","1,215,349,024"
自營商(避險),"30,350,497,178","34,923,451,931","-4,572,954,753"
投信,"30,895,657,254","22,346,190,122","8,549,467,132"
外資及陸資(不含外資自營商),"342,227,183,296","390,562,154,075","-48,334,970,779"
外資自營商,0,0,0
合計,"415,107,781,051","458,250,890,427","-43,143,109,376"
